Replication Factor	Partition	Message Size	Acks	Max Request Size	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
2	5	500	-1	5000000	119090.1512	56.79	501.19	2092	372	1444	1967	2081
2	5	500	-1	5000000	99588.97915	47.48667	622.76333	1984	552.66667	1714.33333	1912.33333	1952
2	5	500	-1	10000000	111594.6881	53.21	538.82	1721	451	1264	1553	1713
2	5	500	-1	10000000	170852.5542	81.47	347.25	990	335	889	974	989
2	5	500	-1	10000000	138715.4945	66.14	438.12	1472	349	982	1357	1465
2	5	500	-1	10000000	140387.579	66.94	441.39667	1394.33333	378.33333	1045	1294.66667	1389
2	5	1000	-1	500000	81459.75888	77.69	360.32	1375	370	1275	1367	1374
2	5	1000	-1	500000	42073.37597	40.12	709.43	1702	356	1655	1683	1695
2	5	1000	-1	500000	40963.46059	39.07	741.13	2303	764	1576	2207	2297
2	5	1000	-1	500000	54832.19848	52.29333	603.62667	1793.33333	496.66667	1502	1752.33333	1788.66667
2	5	1000	-1	1048576	44068.39415	42.03	680.69	1285	818	1255	1265	1277
2	5	1000	-1	1048576	44365.57232	42.31	677.86	1985	696	1378	1894	1980
2	5	1000	-1	1048576	43775.17072	41.75	677.96	1632	807	1516	1580	1629
2	5	1000	-1	1048576	44069.7124	42.03	678.83667	1634	773.66667	1383	1579.66667	1628.66667
2	5	1000	-1	2000000	54212.29535	51.7	564.43	1597	481	1402	1492	1595
2	5	1000	-1	2000000	61743.64041	58.88	474.76	1682	464	1356	1649	1676
2	5	1000	-1	2000000	51339.9733	48.96	608.22	2219	509	1706	2146	2212
2	5	1000	-1	2000000	55765.30302	53.18	549.13667	1832.66667	484.66667	1488	1762.33333	1827.66667
2	5	1000	-1	5000000	68184.9175	65.03	427.28	1128	479	856	1078	1127
2	5	1000	-1	5000000	52268.45076	49.85	585.03	2113	445	1784	2025	2097
2	5	1000	-1	5000000	51525.14427	49.14	573.99	1319	437	1284	1301	1313
2	5	1000	-1	5000000	57326.17084	54.67333	528.76667	1520	453.66667	1308	1468	1512.33333
2	5	1000	-1	10000000	42724.08784	40.74	706.97	1839	696	1516	1799	1830
2	5	1000	-1	10000000	44927.66646	42.85	668.54	1796	743	1317	1729	1792
2	5	1000	-1	10000000	44559.30844	42.5	673.79	1296	776	1271	1286	1294
2	5	1000	-1	10000000	44070.35425	42.03	683.1	1643.66667	738.33333	1368	1604.66667	1638.66667
5	1	100	-1	500000	168690.9582	16.09	1735.58	6596	1015	4578	6148	6515
5	1	100	-1	500000	150172.6986	14.32	1940.33	3804	1832	3322	3671	3745
5	1	100	-1	500000	239417.7361	22.83	1143.37	2240	935	2098	2131	2208
5	1	100	-1	500000	186093.7976	17.74667	1606.42667	4213.33333	1260.66667	3332.66667	3983.33333	4156
5	1	100	-1	1048576	154083.2049	14.69	1904.64	3913	1757	3568	3820	3904
5	1	100	-1	1048576	282533.7628	26.94	1018.62	1665	924	1559	1581	1636
5	1	100	-1	1048576	131752.3057	12.56	2237.41	4207	2117	3797	3990	4202
5	1	100	-1	1048576	189456.4245	18.06333	1720.22333	3261.66667	1599.33333	2974.66667	3130.33333	3247.33333
5	1	100	-1	2000000	230723.0862	22	1183.07	2918	953	2081	2870	2906
5	1	100	-1	2000000	162680.9826	15.51	1766.36	3302	1814	2963	3159	3264
5	1	100	-1	2000000	265590.1413	25.33	1031.02	2083	950	1616	1836	2058
5	1	100	-1	2000000	219664.7367	20.94667	1326.81667	2767.66667	1239	2220	2621.66667	2742.66667
5	1	100	-1	5000000	173094.2325	16.51	1693.1	3787	1563	3397	3655	3778
5	1	100	-1	5000000	270372.5734	25.78	1064.27	2414	933	2275	2408	2414
5	1	100	-1	5000000	184195.9845	17.57	1578.65	4193	1167	3245	3650	4166
5	1	100	-1	5000000	209220.9301	19.95333	1445.34	3464.66667	1221	2972.33333	3237.66667	3452.66667
5	1	100	-1	10000000	210473.1436	20.07	1365.85	3268	1137	3050	3193	3240
5	1	100	-1	10000000	209353.9338	19.97	1339.09	4929	1102	3458	4908	4927
5	1	100	-1	10000000	161149.9662	15.37	1766.82	3129	1715	2843	3112	3127
5	1	100	-1	10000000	193659.0145	18.47	1490.58667	3775.33333	1318	3117	3737.66667	3764.66667
5	1	500	-1	500000	29580.54783	14.11	2117.41	3845	1974	3534	3797	3843
5	1	500	-1	500000	56082.1042	26.74	1112.18	2445	859	2055	2386	2437
5	1	500	-1	500000	29970.62878	14.29	2063.55	3946	2161	3407	3880	3918
5	1	500	-1	500000	38544.42694	18.38	1764.38	3412	1664.66667	2998.66667	3354.33333	3399.33333
5	1	500	-1	1048576	37363.62278	17.82	1650.39	3119	1381	2842	3055	3112
5	1	500	-1	1048576	39060.97418	18.63	1628.2	6452	1040	4487	6250	6445
5	1	500	-1	1048576	39268.04367	18.72	1554.18	2806	1356	2614	2706	2785
5	1	500	-1	1048576	38564.21354	18.39	1610.92333	4125.66667	1259	3314.33333	4003.66667	4114
5	1	500	-1	2000000	29219.26134	13.93	2009.27	5865	1688	5082	5825	5863
5	1	500	-1	2000000	42870.61648	20.44	1480.34	4697	1057	3305	4402	4669
5	1	500	-1	2000000	37592.57171	17.93	1661.1	3371	1380	3006	3310	3365
5	1	500	-1	2000000	36560.81651	17.43333	1716.90333	4644.33333	1375	3797.66667	4512.33333	4632.33333
5	1	500	-1	5000000	33346.672	15.9	1858.69	4333	1314	3482	4256	4332
5	1	500	-1	5000000	32636.01057	15.56	1958.55	3244	2218	2904	3098	3236
5	1	500	-1	5000000	52416.39585	24.99	1150.39	3410	805	2608	2812	3408
5	1	500	-1	5000000	39466.35947	18.81667	1655.87667	3662.33333	1445.66667	2998	3388.66667	3658.66667
5	1	500	-1	10000000	34084.32462	16.25	1859.91	2987	1974	2776	2946	2981
5	1	500	-1	10000000	33497.47094	15.97	1855.64	6138	1461	4533	5801	6108
5	1	500	-1	10000000	39231.07101	18.71	1568.83	3040	1064	2624	2996	3034
5	1	500	-1	10000000	35604.28886	16.97667	1761.46	4055	1499.66667	3311	3914.33333	4041
5	1	1000	-1	500000	14078.55836	13.43	2224.35	3103	2351	2893	2966	3095
5	1	1000	-1	500000	21645.9587	20.64	1436.69	2913	1366	2720	2856	2893
5	1	1000	-1	500000	14740.13148	14.06	2113.87	5573	2202	4767	5375	5566
5	1	1000	-1	500000	16821.54951	16.04333	1924.97	3863	1973	3460	3732.33333	3851.33333
5	1	1000	-1	1048576	15725.24846	15	1964.26	3358	2245	3135	3308	3352
5	1	1000	-1	1048576	19292.35637	18.4	1560.36	3087	1287	2618	2813	3081
5	1	1000	-1	1048576	22673.68039	21.62	1340.88	3303	988	2938	3225	3287
5	1	1000	-1	1048576	19230.42841	18.34	1621.83333	3249.33333	1506.66667	2897	3115.33333	3240
5	1	1000	-1	2000000	14511.26074	13.84	2148.1	3191	2230	3120	3163	3188
5	1	1000	-1	2000000	21887.58536	20.87	1398.04	2819	1066	2747	2796	2817
5	1	1000	-1	2000000	14396.3606	13.73	2234.74	5058	2172	4558	5038	5053
5	1	1000	-1	2000000	16931.73557	16.14667	1926.96	3689.33333	1822.66667	3475	3665.66667	3686
5	1	1000	-1	5000000	21692.91509	20.69	1394.46	2903	1093	2561	2869	2896
5	1	1000	-1	5000000	14436.26389	13.77	2144.63	3430	2346	3282	3371	3417
5	1	1000	-1	5000000	22359.35963	21.32	1368.22	3713	1002	3468	3693	3708
5	1	1000	-1	5000000	19496.17954	18.59333	1635.77	3348.66667	1480.33333	3103.66667	3311	3340.33333
5	1	1000	-1	10000000	14792.89941	14.11	2097.12	4199	2242	3741	4124	4192
5	1	1000	-1	10000000	17158.54496	16.36	1803.97	3358	1929	3155	3345	3356
5	1	1000	-1	10000000	19373.83757	18.48	1587.62	3565	1265	3258	3509	3557
5	1	1000	-1	10000000	17108.42731	16.31667	1829.57	3707.33333	1812	3384.66667	3659.33333	3701.66667
5	2	100	-1	500000	133693.4143	12.75	2103.08	15532	1087	12872	15018	15476
5	2	100	-1	500000	280410.521	26.74	935.58	2174	1136	1690	1809	1900
5	2	100	-1	500000	315836.0179	30.12	894.44	1943	1102	1715	1920	1937
5	2	100	-1	500000	243313.3177	23.20333	1311.03333	6549.66667	1108.33333	5425.66667	6249	6437.66667
5	2	100	-1	1048576	154789.1771	14.76	1846.14	3726	1436	2197	3118	3151
5	2	100	-1	1048576	176000.5632	16.78	1618.02	3009	1677	2783	2933	2976
5	2	100	-1	1048576	164004.3297	15.64	1759.3	6376	1814	6008	6189	6366
5	2	100	-1	1048576	164931.3567	15.72667	1741.15333	4370.33333	1642.33333	3662.66667	4080	4164.33333
5	2	100	-1	2000000	170858.3926	16.29	1612.29	3361	2374	3156	3211	3349
5	2	100	-1	2000000	198870.416	18.97	1428.66	3045	1380	2720	2876	2918
5	2	100	-1	2000000	157564.6803	15.03	1811.87	3528	1916	3270	3461	3515
5	2	100	-1	2000000	175764.4963	16.76333	1617.60667	3311.33333	1890	3048.66667	3182.66667	3260.66667
5	2	100	-1	5000000	155327.7415	14.81	1783.7	3873	387	3230	3413	3442
5	2	100	-1	5000000	209424.0838	19.97	1315.18	3557	1152	1809	3464	3537
5	2	100	-1	5000000	170212.766	16.23	1580.83	4474	844	1328	1535	1608
5	2	100	-1	5000000	178321.5304	17.00333	1559.90333	3968	794.33333	2122.33333	2804	2862.33333
5	2	100	-1	10000000	154793.9692	14.76	1861.6	3676	1920	3214	3452	3497
5	2	100	-1	10000000	167218.4877	15.95	1711.42	2382	1796	2007	2226	2273
5	2	100	-1	10000000	176155.5806	16.8	1611.42	2906	2131	2548	2841	2900
5	2	100	-1	10000000	166056.0125	15.83667	1728.14667	2988	1949	2589.66667	2839.66667	2890
5	2	500	-1	500000	39308.1761	18.74	1546.47	2726	1284	1708	2189	2297
5	2	500	-1	500000	35608.73126	16.98	1747.17	2404	1911	2043	2316	2391
5	2	500	-1	500000	35593.52198	16.97	1755.94	3098	1777	2841	3057	3092
5	2	500	-1	500000	36836.80978	17.56333	1683.19333	2742.66667	1657.33333	2197.33333	2520.66667	2593.33333
5	2	500	-1	1048576	38810.83599	18.51	1584.37	3199	1473	2278	2521	2610
5	2	500	-1	1048576	39314.3576	18.75	1599.95	5806	1414	5404	5737	5804
5	2	500	-1	1048576	36133.69467	17.23	1715.73	2410	1823	2349	2381	2405
5	2	500	-1	1048576	38086.29609	18.16333	1633.35	3805	1570	3343.66667	3546.33333	3606.33333
5	2	500	-1	2000000	32122.3218	15.32	1958.22	2545	2042	2273	2432	2516
5	2	500	-1	2000000	37001.40605	17.64	1680.84	2467	1736	2095	2378	2444
5	2	500	-1	2000000	37266.15488	17.77	1651.46	3153	1563	2003	2135	2151
5	2	500	-1	2000000	35463.29424	16.91	1763.50667	2721.66667	1780.33333	2123.66667	2315	2370.33333
5	2	500	-1	5000000	36882.67621	17.59	1680.25	2811	1784	2087	2730	2801
5	2	500	-1	5000000	33334.44448	15.9	1880.64	2986	1814	2823	2947	2983
5	2	500	-1	5000000	38213.15297	18.22	1637.83	2210	1735	1975	2140	2208
5	2	500	-1	5000000	36143.42455	17.23667	1732.90667	2669	1777.66667	2295	2605.66667	2664
5	2	500	-1	10000000	41066.07531	19.58	1489.58	2308	1538	1899	2211	2296
5	2	500	-1	10000000	35522.71678	16.94	1710.85	3255	1162	1434	1706	1809
5	2	500	-1	10000000	32996.76632	15.73	1892.55	2789	2009	2249	2646	2758
5	2	500	-1	10000000	36528.51947	17.41667	1697.66	2784	1569.66667	1860.66667	2187.66667	2287.66667
5	2	1000	-1	500000	17537.09095	16.72	1794.01	3018	1800	2567	2897	3015
5	2	1000	-1	500000	19577.13391	18.67	1595.11	2345	1670	2084	2278	2332
5	2	1000	-1	500000	18838.77774	17.97	1622.05	3429	1693	2630	3270	3407
5	2	1000	-1	500000	18651.00086	17.78667	1670.39	2930.66667	1721	2427	2815	2918
5	2	1000	-1	1048576	15378.464	14.67	2043.41	3642	2102	3316	3580	3631
5	2	1000	-1	1048576	17265.78957	16.47	1823.76	2372	1875	2090	2234	2365
5	2	1000	-1	1048576	18834.51991	17.96	1610.09	3076	1475	2632	2815	3045
5	2	1000	-1	1048576	17159.59116	16.36667	1825.75333	3030	1817.33333	2679.33333	2876.33333	3013.66667
5	2	1000	-1	2000000	19752.69624	18.84	1572.32	2256	1619	2009	2082	2243
5	2	1000	-1	2000000	16784.71919	16.01	1874.51	3144	1845	2901	3098	3123
5	2	1000	-1	2000000	15153.35192	14.45	2018.16	5826	1690	4647	5656	5802
5	2	1000	-1	2000000	17230.25579	16.43333	1821.66333	3742	1718	3185.66667	3612	3722.66667
5	2	1000	-1	5000000	21501.67713	20.51	1435.82	2259	1471	1986	2088	2240
5	2	1000	-1	5000000	16543.14452	15.78	1700.1	6096	1457	3632	3802	6042
5	2	1000	-1	5000000	17779.67428	16.96	1752.38	3783	1948	3479	3702	3765
5	2	1000	-1	5000000	18608.16531	17.75	1629.43333	4046	1625.33333	3032.33333	3197.33333	4015.66667
5	2	1000	-1	10000000	15722.77601	14.99	1998.82	3936	2008	3630	3880	3930
5	2	1000	-1	10000000	18224.23094	17.38	1717.74	2211	1789	1983	2141	2194
5	2	1000	-1	10000000	18383.02879	17.53	1709.12	2636	1769	2248	2498	2634
5	2	1000	-1	10000000	17443.34525	16.63333	1808.56	2927.66667	1855.33333	2620.33333	2839.66667	2919.33333
5	5	100	-1	500000	129148.9087	12.32	1386.76	15811	287	2032	2770	2964
5	5	100	-1	500000	304488.1554	29.04	907.49	1755	923	1235	1321	1354
5	5	100	-1	500000	177973.9446	16.97	1537.13	2998	1860	2313	2414	2491
5	5	100	-1	500000	203870.3362	19.44333	1277.12667	6854.66667	1023.33333	1860	2168.33333	2269.66667
5	5	100	-1	1048576	165196.4185	15.75	1709.57	2627	1856	1939	2038	2243
5	5	100	-1	1048576	165458.8173	15.78	1711.49	2125	1841	1939	2021	2050
5	5	100	-1	1048576	166738.9202	15.9	1652.46	2886	2550	2745	2783	2867
5	5	100	-1	1048576	165798.052	15.81	1691.17333	2546	2082.33333	2207.66667	2280.66667	2386.66667
5	5	100	-1	2000000	180420.7412	17.21	1566.3	2573	1690	1959	2198	2286
5	5	100	-1	2000000	175198.8507	16.71	1585.65	2359	1727	2045	2195	2352
5	5	100	-1	2000000	175889.1195	16.77	1610.47	2351	1727	1832	2023	2102
5	5	100	-1	2000000	177169.5705	16.89667	1587.47333	2427.66667	1714.66667	1945.33333	2138.66667	2246.66667
5	5	100	-1	5000000	159764.8262	15.24	1749.41	5670	1846	5300	5600	5637
5	5	100	-1	5000000	155806.9241	14.86	1825.26	4505	1824	4019	4415	4499
5	5	100	-1	5000000	150811.3651	14.38	1896.69	2363	2000	2233	2279	2354
5	5	100	-1	5000000	155461.0385	14.82667	1823.78667	4179.33333	1890	3850.66667	4098	4163.33333
5	5	100	-1	10000000	163302.6324	15.57	1726.76	2287	1851	1992	2092	2193
5	5	100	-1	10000000	165393.1395	15.77	1713.87	2416	1857	1944	2096	2208
5	5	100	-1	10000000	161227.9118	15.38	1760.09	2477	1915	2115	2258	2397
5	5	100	-1	10000000	163307.8946	15.57333	1733.57333	2393.33333	1874.33333	2017	2148.66667	2266
5	5	500	-1	500000	36049.02668	17.19	1723.55	2251	1831	1890	2145	2220
5	5	500	-1	500000	38577.27027	18.4	1616.28	2043	1695	1844	1921	1998
5	5	500	-1	500000	37636.43207	17.95	1646.49	2102	1773	1871	1962	2073
5	5	500	-1	500000	37420.90967	17.84667	1662.10667	2132	1766.33333	1868.33333	2009.33333	2097
5	5	500	-1	1048576	37085.11033	17.68	1673.63	2437	1783	2042	2244	2421
5	5	500	-1	1048576	11725.52882	5.59	3359.46	63117	1785	4944	61928	63000
5	5	500	-1	1048576	74621.29692	35.58	822.37	1326	771	1156	1228	1314
5	5	500	-1	1048576	41143.97869	19.61667	1951.82	22293.33333	1446.33333	2714	21800	22245
5	5	500	-1	2000000	66608.93892	31.76	929.11	2114	835	1811	2041	2090
5	5	500	-1	2000000	47335.0374	22.57	1233.55	3589	1014	2805	3516	3571
5	5	500	-1	2000000	31531.8156	15.04	1979.49	2800	2057	2285	2493	2690
5	5	500	-1	2000000	48491.93064	23.12333	1380.71667	2834.33333	1302	2300.33333	2683.33333	2783.66667
5	5	500	-1	5000000	35133.33099	16.75	1752.25	2349	1860	2019	2130	2274
5	5	500	-1	5000000	36624.67038	17.46	1699.56	2218	1810	1984	2128	2187
5	5	500	-1	5000000	34213.76762	16.31	1771.96	3177	1814	2092	3065	3148
5	5	500	-1	5000000	35323.923	16.84	1741.25667	2581.33333	1828	2031.66667	2441	2536.33333
5	5	500	-1	10000000	33400.1336	15.93	1857.6	2464	2001	2133	2238	2395
5	5	500	-1	10000000	31944.79939	15.23	1944.09	2554	2042	2270	2357	2519
5	5	500	-1	10000000	32263.26827	15.38	1928.18	2448	2060	2159	2280	2362
5	5	500	-1	10000000	32536.06709	15.51333	1909.95667	2488.66667	2034.33333	2187.33333	2291.66667	2425.33333
5	5	1000	-1	500000	15416.87223	14.7	2023.7	4254	1955	3995	4169	4237
5	5	1000	-1	500000	14309.42705	13.65	2189.49	4711	2154	4204	4579	4669
5	5	1000	-1	500000	16661.66817	15.89	1859.1	2813	1928	2140	2442	2771
5	5	1000	-1	500000	15462.65581	14.74667	2024.09667	3926	2012.33333	3446.33333	3730	3892.33333
5	5	1000	-1	1048576	17989.49414	17.16	1733.53	2303	1849	1997	2115	2219
5	5	1000	-1	1048576	17066.01133	16.28	1827.2	2761	1924	2118	2310	2637
5	5	1000	-1	1048576	17384.0484	16.58	1797.82	2435	1850	2006	2277	2403
5	5	1000	-1	1048576	17479.85129	16.67333	1786.18333	2499.66667	1874.33333	2040.33333	2234	2419.66667
5	5	1000	-1	2000000	16533.84478	15.77	1893.17	2817	1984	2134	2328	2714
5	5	1000	-1	2000000	17416.74795	16.61	1796.64	2307	1855	1998	2146	2275
5	5	1000	-1	2000000	17712.90917	16.89	1769.43	2423	1825	1998	2169	2395
5	5	1000	-1	2000000	17221.1673	16.42333	1819.74667	2515.66667	1888	2043.33333	2214.33333	2461.33333
5	5	1000	-1	5000000	17304.63072	16.5	1802.46	2379	1881	2113	2244	2357
5	5	1000	-1	5000000	16734.7212	15.96	1864.53	2451	1970	2117	2256	2370
5	5	1000	-1	5000000	14623.3037	13.95	2131.83	4249	2190	3473	4184	4231
5	5	1000	-1	5000000	16220.88521	15.47	1932.94	3026.33333	2013.66667	2567.66667	2894.66667	2986
5	5	1000	-1	10000000	14003.64095	13.35	2249.06	5129	2150	4629	5004	5091
5	5	1000	-1	10000000	16303.63897	15.55	1915.08	2669	2015	2146	2259	2596
5	5	1000	-1	10000000	16789.22803	16.01	1860.76	2309	1951	2094	2226	2273
5	5	1000	-1	10000000	15698.83598	14.97	2008.3	3369	2038.66667	2956.33333	3163	3320
1	1	100	0	500000	763708.5688	72.83	148.53	567	1	526	558	565
1	1	100	0	500000	1100110.011	104.91	0.45	143	0	2	6	15
1	1	100	0	500000	1111111.111	105.96	0.83	137	0	5	14	17
1	1	100	0	500000	991643.2303	94.56667	49.93667	282.33333	0.33333	177.66667	192.66667	199
1	1	100	0	1048576	1085776.33	103.55	23.49	346	0	206	335	345
1	1	100	0	1048576	1027960.526	98.03	8.47	175	0	78	144	172
1	1	100	0	1048576	1060670.344	101.15	14.8	246	0	157	223	242
1	1	100	0	1048576	1058135.733	100.91	15.58667	255.66667	0	147	234	253
1	1	100	0	2000000	1092418.615	104.18	0.26	136	0	1	2	6
1	1	100	0	2000000	1097213.079	104.64	21.55	316	0	190	287	313
1	1	100	0	2000000	943396.2264	89.97	30.51	479	0	315	465	477
1	1	100	0	2000000	1044342.64	99.59667	17.44	310.33333	0	168.66667	251.33333	265.33333
1	1	100	0	5000000	1031991.744	98.42	18.75	433	0	160	375	427
1	1	100	0	5000000	1049317.943	100.07	33.72	359	0	246	341	356
1	1	100	0	5000000	1114578.689	106.29	0.67	135	0	1	9	60
1	1	100	0	5000000	1065296.126	101.59333	17.71333	309	0	135.66667	241.66667	281
1	1	100	0	10000000	1006441.224	95.98	2.89	411	0	1	4	410
1	1	100	0	10000000	1042970.38	99.47	6.85	158	0	50	149	157
1	1	100	0	10000000	1047778.709	99.92	0.37	137	0	1	3	24
1	1	100	0	10000000	1032396.771	98.45667	3.37	235.33333	0	17.33333	52	197
1	1	500	0	500000	256541.8163	122.33	227.03	1300	155	1264	1288	1299
1	1	500	0	500000	348432.0557	166.15	160.58	259	164	245	254	258
1	1	500	0	500000	364166.0597	173.65	150.57	202	157	180	198	201
1	1	500	0	500000	323046.6439	154.04333	179.39333	587	158.66667	563	580	586
1	1	500	0	1048576	359195.4023	171.28	154.26	206	163	189	193	205
1	1	500	0	1048576	326051.5161	155.47	173.08	461	156	421	459	460
1	1	500	0	1048576	362318.8406	172.77	154.47	223	154	202	215	222
1	1	500	0	1048576	349188.5863	166.50667	160.60333	296.66667	157.66667	270.66667	289	295.66667
1	1	500	0	2000000	364033.4911	173.58	151.41	207	163	191	202	206
1	1	500	0	2000000	383435.5828	182.84	141.29	189	137	180	187	189
1	1	500	0	2000000	334448.1605	159.48	169.6	441	155	406	438	440
1	1	500	0	2000000	360639.0782	171.96667	154.1	279	151.66667	259	275.66667	278.33333
1	1	500	0	5000000	359582.8839	171.46	154.35	206	159	184	195	205
1	1	500	0	5000000	350262.697	167.02	159.9	292	157	266	288	291
1	1	500	0	5000000	370233.2469	176.54	154.01	212	157	193	205	211
1	1	500	0	5000000	360026.2759	171.67333	156.08667	236.66667	157.66667	214.33333	229.33333	235.66667
1	1	500	0	10000000	345781.4661	164.88	168.26	372	160	349	367	371
1	1	500	0	10000000	299670.3626	142.89	191.89	783	156	777	780	782
1	1	500	0	10000000	345901.0723	164.94	164.34	204	165	195	200	202
1	1	500	0	10000000	330450.967	157.57	174.83	453	160.33333	440.33333	449	451.66667
1	1	1000	0	500000	159591.4459	152.2	177.92	342	173	303	341	342
1	1	1000	0	500000	144133.7561	137.46	203.97	623	178	487	547	620
1	1	1000	0	500000	159744.4089	152.34	183.01	339	172	280	320	338
1	1	1000	0	500000	154489.8703	147.33333	188.3	434.66667	174.33333	356.66667	402.66667	433.33333
1	1	1000	0	1048576	169548.9997	161.69	165.31	331	160	240	330	331
1	1	1000	0	1048576	144216.9022	137.54	204.08	668	183	612	655	656
1	1	1000	0	1048576	149164.6778	142.25	192.1	294	186	260	278	288
1	1	1000	0	1048576	154310.1932	147.16	187.16333	431	176.33333	370.66667	421	425
1	1	1000	0	2000000	88920.50507	84.8	344.28	2230	230	2129	2196	2204
1	1	1000	0	2000000	132625.9947	126.48	220.95	286	232	269	277	283
1	1	1000	0	2000000	60342.7468	57.55	519.05	4615	256	4515	4585	4613
1	1	1000	0	2000000	93963.08219	89.61	361.42667	2377	239.33333	2304.33333	2352.66667	2366.66667
1	1	1000	0	5000000	142369.0205	135.77	207.95	842	167	765	823	841
1	1	1000	0	5000000	127161.7497	121.27	219.97	599	204	379	548	596
1	1	1000	0	5000000	116550.1166	111.15	253.46	382	269	335	378	381
1	1	1000	0	5000000	128693.6289	122.73	227.12667	607.66667	213.33333	493	583	606
1	1	1000	0	10000000	98794.7046	94.22	300.08	550	308	442	528	549
1	1	1000	0	10000000	78641.0821	75	383.68	705	371	548	685	700
1	1	1000	0	10000000	83166.99934	79.31	361.27	668	383	570	652	667
1	1	1000	0	10000000	86867.59535	82.84333	348.34333	641	354	520	621.66667	638.66667
1	2	100	0	500000	191901.7463	18.3	1.01	22045	0	7	15	25
1	2	100	0	500000	1103509.159	105.24	45.1	689	0	443	582	679
1	2	100	0	500000	1180637.544	112.59	1.22	133	0	1	36	75
1	2	100	0	500000	825349.4832	78.71	15.77667	7622.33333	0	150.33333	211	259.66667
1	2	100	0	1048576	1175088.132	112.07	0.39	134	0	1	5	21
1	2	100	0	1048576	1042100.875	99.38	48.54	763	0	656	736	759
1	2	100	0	1048576	1312680.494	125.19	0.29	135	0	1	2	16
1	2	100	0	1048576	1176623.167	112.21333	16.40667	344	0	219.33333	247.66667	265.33333
1	2	100	0	2000000	1171783.454	111.75	0.31	141	0	1	2	10
1	2	100	0	2000000	1169043.722	111.49	7.31	244	0	34	196	240
1	2	100	0	2000000	1174536.058	112.01	0.4	136	0	1	3	28
1	2	100	0	2000000	1171787.745	111.75	2.67333	173.66667	0	12	67	92.66667
1	2	100	0	5000000	1037344.398	98.93	38.84	679	0	539	659	678
1	2	100	0	5000000	1174260.216	111.99	0.31	133	0	1	2	13
1	2	100	0	5000000	1175640.724	112.12	22.1	389	0	256	359	387
1	2	100	0	5000000	1129081.78	107.68	20.41667	400.33333	0	265.33333	340	359.33333
1	2	100	0	10000000	1216841.081	116.05	0.28	136	0	1	2	13
1	2	100	0	10000000	1071352.046	102.17	18.88	287	0	187	258	281
1	2	100	0	10000000	1147315.282	109.42	4.56	203	0	5	152	197
1	2	100	0	10000000	1145169.47	109.21333	7.90667	208.66667	0	64.33333	137.33333	163.66667
1	2	500	0	500000	251635.6316	119.99	231.53	1929	117	1918	1927	1929
1	2	500	0	500000	442086.649	210.8	122.1	176	124	158	171	175
1	2	500	0	500000	320512.8205	152.83	175.82	931	131	911	924	930
1	2	500	0	500000	338078.367	161.20667	176.48333	1012	124	995.66667	1007.33333	1011.33333
1	2	500	0	1048576	136444.2625	65.06	433.66	1355	384	1085	1283	1349
1	2	500	0	1048576	130208.3333	62.09	463.19	615	493	540	585	612
1	2	500	0	1048576	144029.9582	68.68	416.37	1156	401	1044	1144	1153
1	2	500	0	1048576	136894.1847	65.27667	437.74	1042	426	889.66667	1004	1038
1	2	500	0	2000000	172265.2885	82.14	340.41	621	362	475	599	617
1	2	500	0	2000000	168918.9189	80.55	344.83	461	369	434	457	460
1	2	500	0	2000000	156641.604	74.69	386.61	852	359	774	824	851
1	2	500	0	2000000	165941.9372	79.12667	357.28333	644.66667	363.33333	561	626.66667	642.66667
1	2	500	0	5000000	146006.7163	69.62	414.67	1846	317	1807	1832	1841
1	2	500	0	5000000	187546.8867	89.43	312.38	418	337	388	395	414
1	2	500	0	5000000	178380.3068	85.06	327.89	465	355	420	450	461
1	2	500	0	5000000	170644.6366	81.37	351.64667	909.66667	336.33333	871.66667	892.33333	905.33333
1	2	500	0	10000000	157878.1181	75.28	382.62	1007	347	910	959	981
1	2	500	0	10000000	113999.088	54.36	549.17	4508	236	4429	4481	4493
1	2	500	0	10000000	221238.9381	105.49	266.25	605	270	493	603	604
1	2	500	0	10000000	164372.0481	78.37667	399.34667	2040	284.33333	1944	2014.33333	2026
1	2	1000	0	500000	102145.046	97.41	288.54	436	293	380	402	432
1	2	1000	0	500000	84005.37634	80.11	361.78	1732	285	1673	1709	1730
1	2	1000	0	500000	66952.32994	63.85	460.31	3950	223	3850	3914	3950
1	2	1000	0	500000	84367.58408	80.45667	370.21	2039.33333	267	1967.66667	2008.33333	2037.33333
1	2	1000	0	1048576	128600.823	122.64	225.12	581	225	528	557	580
1	2	1000	0	1048576	113275.9402	108.03	258.26	461	279	338	439	460
1	2	1000	0	1048576	101978.3806	97.25	289.87	866	300	718	844	865
1	2	1000	0	1048576	114618.3813	109.30667	257.75	636	268	528	613.33333	635
1	2	1000	0	2000000	45053.16273	42.97	701.78	5760	301	5646	5736	5758
1	2	1000	0	2000000	163559.0448	155.98	172.08	266	183	233	245	264
1	2	1000	0	2000000	134734.5729	128.49	212.11	466	190	398	465	466
1	2	1000	0	2000000	114448.9268	109.14667	361.99	2164	224.66667	2092.33333	2148.66667	2162.66667
1	2	1000	0	5000000	111706.8811	106.53	262.71	1114	167	1065	1110	1114
1	2	1000	0	5000000	55561.72908	52.99	562.08	4386	328	4301	4380	4385
1	2	1000	0	5000000	128932.4394	122.96	226.33	347	243	320	334	347
