Replication Factor	Partition	Message Size	Acks	Batch Size	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
2	5	500	-1	200000	86850.79034	41.41	662.22	1493	737	1198	1345	1466
2	5	500	-1	200000	81046.98214	38.64333	710.64667	1616.33333	855	1338.33333	1471	1595
2	5	500	-1	500000	83941.9122	40.03	625.72	3497	94	3044	3315	3474
2	5	500	-1	500000	85506.62676	40.77	605.12	3496	84	2947	3206	3450
2	5	500	-1	500000	85309.67412	40.68	614.34	3380	99	3027	3262	3321
2	5	500	-1	500000	84919.40436	40.49333	615.06	3457.66667	92.33333	3006	3261	3415
2	5	1000	-1	16384	41684.03501	39.75	716.92	1452	784	1433	1441	1449
2	5	1000	-1	16384	38314.17625	36.54	783.67	1619	842	1572	1603	1615
2	5	1000	-1	16384	35255.95826	33.62	855.81	1830	961	1763	1811	1823
2	5	1000	-1	16384	38418.05651	36.63667	785.46667	1633.66667	862.33333	1589.33333	1618.33333	1629
2	5	1000	-1	50000	32922.89458	31.4	921.81	2923	1099	2616	2851	2911
2	5	1000	-1	50000	37015.10216	35.3	805.41	1805	707	1736	1780	1798
2	5	1000	-1	50000	35014.0056	33.39	866.27	2321	980	1655	2195	2313
2	5	1000	-1	50000	34984.00078	33.36333	864.49667	2349.66667	928.66667	2002.33333	2275.33333	2340.66667
2	5	1000	-1	100000	40666.93778	38.78	738.86	1542	844	1358	1470	1525
2	5	1000	-1	100000	42144.30209	40.19	723.67	2202	761	1425	2044	2197
2	5	1000	-1	100000	42055.68172	40.11	704.49	1404	769	1319	1366	1391
2	5	1000	-1	100000	41622.3072	39.69333	722.34	1716	791.33333	1367.33333	1626.66667	1704.33333
2	5	1000	-1	200000	41040.79455	39.14	716.13	1681	847	1444	1583	1662
2	5	1000	-1	200000	38273.11696	36.5	773.66	2405	921	2094	2365	2387
2	5	1000	-1	200000	36203.02657	34.53	805.64	2798	1058	2042	2670	2784
2	5	1000	-1	200000	38505.64603	36.72333	765.14333	2294.66667	942	1860	2206	2277.66667
2	5	1000	-1	500000	36475.05107	34.79	729.46	4050	109	3726	3885	3989
2	5	1000	-1	500000	34585.32199	32.98	777.8	4472	115	3943	4303	4413
2	5	1000	-1	500000	34319.4454	32.73	777.77	4226	112	3969	4078	4163
2	5	1000	-1	500000	35126.60615	33.5	761.67667	4249.33333	112	3879.33333	4088.66667	4188.33333
5	1	100	-1	16384	170380.9719	16.25	1720.98	6575	1002	4703	6070	6531
5	1	100	-1	16384	147470.8745	14.06	1977.71	3887	1902	3295	3411	3881
5	1	100	-1	16384	275300.0771	26.25	1035.34	2020	927	1662	1999	2016
5	1	100	-1	16384	197717.3078	18.85333	1578.01	4160.66667	1277	3220	3826.66667	4142.66667
5	1	100	-1	50000	155724.43	14.85	1853.47	3291	2131	2797	3021	3268
5	1	100	-1	50000	128340.0498	12.24	2268.06	6344	2017	5704	6214	6305
5	1	100	-1	50000	126527.8235	12.07	2318.05	7198	2198	6717	7115	7168
5	1	100	-1	50000	136864.1011	13.05333	2146.52667	5611	2115.33333	5072.66667	5450	5580.33333
5	1	100	-1	100000	145020.0128	13.83	1984.31	4396	2027	4051	4322	4379
5	1	100	-1	100000	127110.0264	12.12	2282.22	4404	2243	3996	4300	4371
5	1	100	-1	100000	130654.0542	12.46	2219.06	4867	2244	4409	4749	4843
5	1	100	-1	100000	134261.3645	12.80333	2161.86333	4555.66667	2171.33333	4152	4457	4531
5	1	100	-1	200000	131999.2608	12.59	2182.46	3012	2348	2413	2838	2980
5	1	100	-1	200000	127811.8609	12.19	2258.13	3523	2251	3284	3459	3505
5	1	100	-1	200000	127372.3093	12.15	2267.94	3100	2432	2550	2778	3063
5	1	100	-1	200000	129061.1437	12.31	2236.17667	3211.66667	2343.66667	2749	3025	3182.66667
5	1	100	-1	500000	123359.321	11.76	2348.89	3614	2257	3429	3506	3587
5	1	100	-1	500000	127988.5322	12.21	2280.11	9092	2266	7688	8783	9024
5	1	100	-1	500000	130364.4991	12.43	2211.39	4035	2317	3681	3928	4011
5	1	100	-1	500000	127237.4508	12.13333	2280.13	5580.33333	2280	4932.66667	5405.66667	5540.66667
5	1	500	-1	16384	23520.00376	11.22	2739.4	8285	2196	7301	8189	8279
5	1	500	-1	16384	32377.1288	15.44	1922.52	4316	1757	4137	4265	4310
5	1	500	-1	16384	25010.62952	11.93	2531.39	4870	2476	4724	4861	4868
5	1	500	-1	16384	26969.25403	12.86333	2397.77	5823.66667	2143	5387.33333	5771.66667	5819
5	1	500	-1	50000	29225.23892	13.94	2147.36	3451	2277	3263	3393	3433
5	1	500	-1	50000	25916.13539	12.36	2442.92	4841	2412	4265	4747	4819
5	1	500	-1	50000	26256.36717	12.52	2413.34	6242	2252	5579	6024	6208
5	1	500	-1	50000	27132.58049	12.94	2334.54	4844.66667	2313.66667	4369	4721.33333	4820
5	1	500	-1	100000	25044.45391	11.94	2388.28	5957	2421	3427	5804	5926
5	1	500	-1	100000	29123.95154	13.89	2160.86	3503	2191	3276	3428	3493
5	1	500	-1	100000	26949.09316	12.85	2343.81	3868	2504	3515	3779	3838
5	1	500	-1	100000	27039.1662	12.89333	2297.65	4442.66667	2372	3406	4337	4419
5	1	500	-1	200000	27288.10784	13.01	2301.05	4678	2289	4198	4542	4659
5	1	500	-1	200000	26337.27515	12.56	2376.59	3273	2557	2701	2879	3232
5	1	500	-1	200000	26153.36332	12.47	2395.03	7964	2217	4970	7760	7932
5	1	500	-1	200000	26592.91544	12.68	2357.55667	5305	2354.33333	3956.33333	5060.33333	5274.33333
5	1	500	-1	500000	25355.61247	12.09	2497.17	5723	2549	5045	5574	5687
5	1	500	-1	500000	26346.29571	12.56	2381.67	7090	2125	6329	6921	7049
5	1	500	-1	500000	25035.04907	11.94	2508.43	3563	2683	2988	3238	3490
5	1	500	-1	500000	25578.98575	12.19667	2462.42333	5458.66667	2452.33333	4787.33333	5244.33333	5408.66667
5	1	1000	-1	16384	13003.90117	12.4	2477.36	7373	2110	7047	7168	7353
5	1	1000	-1	16384	12491.25612	11.91	2525.89	4892	2598	4731	4829	4887
5	1	1000	-1	16384	11859.30125	11.31	2669.65	4028	2590	3848	3915	4015
5	1	1000	-1	16384	12451.48618	11.87333	2557.63333	5431	2432.66667	5208.66667	5304	5418.33333
5	1	1000	-1	50000	13825.90421	13.19	2271.35	4083	2783	3769	3853	4059
5	1	1000	-1	50000	12104.48592	11.54	2640.49	13553	2188	12108	13251	13362
5	1	1000	-1	50000	13311.32528	12.69	2367.68	3936	2514	3693	3888	3933
5	1	1000	-1	50000	13080.5718	12.47333	2426.50667	7190.66667	2495	6523.33333	6997.33333	7118
5	1	1000	-1	100000	11331.18796	10.81	2850.59	7614	2630	6613	7418	7589
5	1	1000	-1	100000	12965.79623	12.37	2463.26	4534	2493	4200	4458	4517
5	1	1000	-1	100000	12182.64217	11.62	2609.48	4322	2718	3782	4246	4317
5	1	1000	-1	100000	12159.87545	11.6	2641.11	5490	2613.66667	4865	5374	5474.33333
5	1	1000	-1	200000	12326.20057	11.76	2569.7	4063	2592	3687	3975	4039
5	1	1000	-1	200000	12360.63385	11.79	2562.83	3734	2528	3684	3707	3715
5	1	1000	-1	200000	12196.60934	11.63	2599.65	5701	2479	5079	5618	5688
5	1	1000	-1	200000	12294.48126	11.72667	2577.39333	4499.33333	2533	4150	4433.33333	4480.66667
5	1	1000	-1	500000	12036.881	11.48	2620.04	3772	2786	2991	3493	3682
5	1	1000	-1	500000	11879.87075	11.33	2678.51	3837	2430	3694	3772	3797
5	1	1000	-1	500000	11060.4787	10.55	2869.36	6296	2884	5610	6186	6247
5	1	1000	-1	500000	11659.07682	11.12	2722.63667	4635	2700	4098.33333	4483.66667	4575.33333
5	2	100	-1	16384	118954.1551	11.34	1823.06	18477	1241	8190	10353	10697
5	2	100	-1	16384	153884.033	14.68	1812.72	5954	1140	1937	2969	3087
5	2	100	-1	16384	124164.9904	11.84	2276.94	4072	3619	3864	3966	4061
5	2	100	-1	16384	132334.3928	12.62	1970.90667	9501	2000	4663.66667	5762.66667	5948.33333
5	2	100	-1	50000	119574.3154	11.4	2407.69	3323	2563	2993	3059	3272
5	2	100	-1	50000	102840.4533	9.81	2820.67	4199	3041	3936	4130	4177
5	2	100	-1	50000	105844.7469	10.09	2747.47	4274	2776	4061	4240	4263
5	2	100	-1	50000	109419.8386	10.43333	2658.61	3932	2793.33333	3663.33333	3809.66667	3904
5	2	100	-1	100000	116082.0003	11.07	2491.69	3575	2638	2699	2908	3021
5	2	100	-1	100000	104136.2936	9.93	2819.16	13698	3749	9651	13134	13659
5	2	100	-1	100000	123768.5034	11.8	2300.55	4495	2821	4180	4406	4468
5	2	100	-1	100000	114662.2658	10.93333	2537.13333	7256	3069.33333	5510	6816	7049.33333
5	2	100	-1	200000	104980.2637	10.01	2745.55	4537	2760	4301	4481	4517
5	2	100	-1	200000	110798.4134	10.57	2568.61	3795	2382	2816	2959	3105
5	2	100	-1	200000	41416.09927	3.95	7209.45	91120	2522	89258	90783	90978
5	2	100	-1	200000	85731.59211	8.17667	4174.53667	33150.66667	2554.66667	32125	32741	32866.66667
5	2	100	-1	500000	1070205.479	102.06	18.31	187	11	115	180	185
5	2	100	-1	500000	247206.5658	23.58	1009.78	3565	722	2682	2906	3252
5	2	100	-1	500000	212512.7508	20.27	1303.96	1932	1385	1551	1821	1905
5	2	100	-1	500000	509974.932	48.63667	777.35	1894.66667	706	1449.33333	1635.66667	1780.66667
5	2	500	-1	16384	43938.66163	20.95	1400.95	7219	1607	6825	7169	7210
5	2	500	-1	16384	44618.95413	21.28	1375.62	3098	1247	2929	3060	3083
5	2	500	-1	16384	41377.02747	19.73	1511.91	2070	1558	1942	2024	2037
5	2	500	-1	16384	43311.54774	20.65333	1429.49333	4129	1470.66667	3898.66667	4084.33333	4110
5	2	500	-1	50000	46403.7123	22.13	1342.61	2142	1420	1679	2007	2084
5	2	500	-1	50000	41020.59234	19.56	1515.26	5463	1992	4006	5438	5454
5	2	500	-1	50000	42916.61302	20.46	1436.37	2043	1484	1983	2006	2016
5	2	500	-1	50000	43446.97255	20.71667	1431.41333	3216	1632	2556	3150.33333	3184.66667
5	2	500	-1	100000	38417.21091	18.32	1632.13	2180	1710	1805	1993	2151
5	2	500	-1	100000	43027.40846	20.52	1410.14	2739	1457	2515	2616	2727
5	2	500	-1	100000	54109.6261	25.8	1112.98	2467	1749	2269	2340	2401
5	2	500	-1	100000	45184.74849	21.54667	1385.08333	2462	1638.66667	2196.33333	2316.33333	2426.33333
5	2	500	-1	200000	39907.4148	19.03	1504.06	3686	3014	3614	3647	3664
5	2	500	-1	200000	39729.83711	18.94	1558.35	2102	1627	1859	1934	2085
5	2	500	-1	200000	42048.60819	20.05	1477.71	2640	1477	2362	2530	2577
5	2	500	-1	200000	40561.95337	19.34	1513.37333	2809.33333	2039.33333	2611.66667	2703.66667	2775.33333
5	2	500	-1	500000	48204.3866	22.99	1252.92	2349	830	1288	1541	1670
5	2	500	-1	500000	43574.88344	20.78	1412.05	1842	1491	1738	1751	1759
5	2	500	-1	500000	38165.02557	18.2	1622.9	2359	1689	1828	2195	2344
5	2	500	-1	500000	43314.7652	20.65667	1429.29	2183.33333	1336.66667	1618	1829	1924.33333
5	2	1000	-1	16384	21320.14327	20.33	1475.69	2013	1519	1772	1977	2011
5	2	1000	-1	16384	21712.69759	20.71	1392.36	3341	1202	2919	3320	3340
5	2	1000	-1	16384	24670.64686	23.53	1210.75	2943	1124	2769	2873	2936
5	2	1000	-1	16384	22567.82924	21.52333	1359.6	2765.66667	1281.66667	2486.66667	2723.33333	2762.33333
5	2	1000	-1	50000	18831.68242	17.96	1665.8	2086	1820	1933	1970	2074
5	2	1000	-1	50000	20230.62917	19.29	1553.51	1972	1596	1742	1825	1958
5	2	1000	-1	50000	22297.53835	21.26	1409.08	1892	1467	1672	1783	1857
5	2	1000	-1	50000	20453.28332	19.50333	1542.79667	1983.33333	1627.66667	1782.33333	1859.33333	1963
5	2	1000	-1	100000	20662.8647	19.71	1546.74	7364	1276	5817	7089	7330
5	2	1000	-1	100000	24314.33573	23.19	1277.86	1834	1389	1765	1801	1806
5	2	1000	-1	100000	19761.28369	18.85	1587.58	2096	1599	1811	1977	2055
5	2	1000	-1	100000	21579.49471	20.58333	1470.72667	3764.66667	1421.33333	3131	3622.33333	3730.33333
5	2	1000	-1	200000	22884.34253	21.82	1369.68	1877	1448	1510	1678	1832
5	2	1000	-1	200000	22733.47277	21.68	1378.69	1815	1451	1565	1659	1797
5	2	1000	-1	200000	21844.55415	20.83	1394.37	6273	1095	4066	6181	6260
5	2	1000	-1	200000	22487.45648	21.44333	1380.91333	3321.66667	1331.33333	2380.33333	3172.66667	3296.33333
5	2	1000	-1	500000	18631.68878	17.77	1684.1	2223	1804	1958	2019	2176
5	2	1000	-1	500000	21428.87756	20.44	1459.06	1828	1515	1608	1701	1794
5	2	1000	-1	500000	22030.31371	21.01	1391.33	2649	1181	2163	2403	2587
5	2	1000	-1	500000	20696.96001	19.74	1511.49667	2233.33333	1500	1909.66667	2041	2185.66667
5	5	100	-1	16384	142324.4428	13.57	1407.41	11859	625	2046	2864	3103
5	5	100	-1	16384	308737.2646	29.44	909.24	1550	660	1189	1267	1293
5	5	100	-1	16384	305604.7919	29.14	893.5	1709	1007	1375	1488	1510
5	5	100	-1	16384	252222.1664	24.05	1070.05	5039.33333	764	1536.66667	1873	1968.66667
5	5	100	-1	50000	221916.4706	21.16	1068.08	4220	1123	1380	1426	1502
5	5	100	-1	50000	222024.8668	21.17	1235.22	1944	1339	1550	1734	1819
5	5	100	-1	50000	202199.9353	19.28	1387.32	2036	1498	1644	1755	1909
5	5	100	-1	50000	215380.4242	20.53667	1230.20667	2733.33333	1320	1524.66667	1638.33333	1743.33333
5	5	100	-1	100000	202142.7128	19.28	1321.21	2889	2385	2597	2750	2871
5	5	100	-1	100000	224325.9007	21.39	1216.35	1774	1354	1521	1569	1669
5	5	100	-1	100000	212747.8512	20.29	1291.23	2424	1384	1447	1587	1654
5	5	100	-1	100000	213072.1549	20.32	1276.26333	2362.33333	1707.66667	1855	1968.66667	2064.66667
5	5	100	-1	200000	197714.4213	18.86	1407.5	4271	1367	3836	4084	4159
5	5	100	-1	200000	185178.3267	17.66	1486.45	1963	1680	1870	1898	1923
5	5	100	-1	200000	183116.6453	17.46	1516.29	2929	1527	2711	2831	2858
5	5	100	-1	200000	188669.7978	17.99333	1470.08	3054.33333	1524.66667	2805.66667	2937.66667	2980
5	5	100	-1	500000	203467.079	19.4	1322.97	1769	1413	1550	1607	1703
5	5	100	-1	500000	207133.6841	19.75	1301.72	2184	1387	1539	1573	1674
5	5	100	-1	500000	206850.9019	19.73	1299.71	2035	1402	1525	1626	1810
5	5	100	-1	500000	205817.2217	19.62667	1308.13333	1996	1400.66667	1538	1602	1729
5	5	500	-1	16384	45469.01287	21.68	1359.11	2062	1451	1566	1700	2050
5	5	500	-1	16384	45570.5432	21.73	1297.05	2863	1214	2523	2717	2801
5	5	500	-1	16384	48451.95988	23.1	1272.86	1861	1357	1555	1660	1792
5	5	500	-1	16384	46497.17198	22.17	1309.67333	2262	1340.66667	1881.33333	2025.66667	2214.33333
5	5	500	-1	50000	46074.45632	21.97	1349.43	2100	1393	1520	1669	2065
5	5	500	-1	50000	45010.57749	21.46	1368.87	1892	1440	1645	1773	1836
5	5	500	-1	50000	35303.25496	16.83	1770.41	2731	1891	2047	2568	2723
5	5	500	-1	50000	42129.42959	20.08667	1496.23667	2241	1574.66667	1737.33333	2003.33333	2208
5	5	500	-1	100000	36039.93224	17.19	1729.53	3665	1692	3351	3542	3620
5	5	500	-1	100000	41401.01019	19.74	1477.92	2565	1518	2171	2462	2521
5	5	500	-1	100000	48683.12156	23.21	1262.97	1785	1320	1539	1627	1752
5	5	500	-1	100000	42041.35466	20.04667	1490.14	2671.66667	1510	2353.66667	2543.66667	2631
5	5	500	-1	200000	43909.72161	20.94	1352.28	2717	1411	1564	2597	2679
5	5	500	-1	200000	47996.16031	22.89	1264.48	1721	1368	1462	1551	1670
5	5	500	-1	200000	45905.25156	21.89	1330.6	1799	1398	1536	1628	1748
5	5	500	-1	200000	45937.04449	21.90667	1315.78667	2079	1392.33333	1520.66667	1925.33333	2032.33333
5	5	500	-1	500000	43691.01713	20.83	1381.8	2001	1435	1560	1634	1877
5	5	500	-1	500000	42613.03106	20.32	1407.87	1949	1486	1628	1756	1867
5	5	500	-1	500000	43363.25398	20.68	1389.19	1834	1428	1562	1626	1739
5	5	500	-1	500000	43222.43406	20.61	1392.95333	1928	1449.66667	1583.33333	1672	1827.66667
5	5	1000	-1	16384	7687.45868	7.33	4213.76	52220	1267	41444	51895	52184
5	5	1000	-1	16384	35640.45905	33.99	872.9	2085	866	1578	1819	2075
5	5	1000	-1	16384	36342.49164	34.66	855.42	1623	881	1374	1561	1616
5	5	1000	-1	16384	26556.80312	25.32667	1980.69333	18642.66667	1004.66667	14798.66667	18425	18625
5	5	1000	-1	50000	26591.50136	25.36	1131.51	2287	1076	2019	2173	2219
5	5	1000	-1	50000	20052.93976	19.12	1540.65	2304	1579	1973	2028	2215
5	5	1000	-1	50000	21128.24847	20.15	1479.81	2097	1554	1648	1794	2037
5	5	1000	-1	50000	22590.89653	21.54333	1383.99	2229.33333	1403	1880	1998.33333	2157
5	5	1000	-1	100000	20644.09579	19.69	1450.86	2861	1492	1651	2018	2588
5	5	1000	-1	100000	22788.38704	21.73	1371.81	1895	1483	1667	1745	1831
5	5	1000	-1	100000	20239.63731	19.3	1550.27	1947	1599	1792	1824	1912
5	5	1000	-1	100000	21224.04004	20.24	1457.64667	2234.33333	1524.66667	1703.33333	1862.33333	2110.33333
5	5	1000	-1	200000	20999.58001	20.03	1482.08	1888	1536	1639	1695	1834
5	5	1000	-1	200000	21459.22747	20.47	1450.67	2141	1518	1626	1796	2086
5	5	1000	-1	200000	18228.21728	17.38	1713.49	3484	1678	3144	3345	3414
5	5	1000	-1	200000	20229.00825	19.29333	1548.74667	2504.33333	1577.33333	2136.33333	2278.66667	2444.66667
5	5	1000	-1	500000	18519.89036	17.66	1650.5	2407	1731	1881	2091	2273
5	5	1000	-1	500000	20827.25872	19.86	1478.09	2166	1528	1643	1818	2121
5	5	1000	-1	500000	22170.98262	21.14	1380.13	1845	1449	1522	1628	1748
5	5	1000	-1	500000	20506.0439	19.55333	1502.90667	2139.33333	1569.33333	1682	1845.66667	2047.33333
1	1	100	0	16384	781860.8288	74.56	184.33	590	1	543	575	588
1	1	100	0	16384	1086720.278	103.64	1.42	140	0	9	28	33
1	1	100	0	16384	1006036.217	95.94	45.66	338	0	280	332	337
1	1	100	0	16384	958205.7748	91.38	77.13667	356	0.33333	277.33333	311.66667	319.33333
1	1	100	0	50000	1125619.091	107.35	21.55	425	0	216	401	421
1	1	100	0	50000	1205109.665	114.93	0.33	134	0	1	3	12
1	1	100	0	50000	1259763.165	120.14	0.32	147	0	1	2	20
1	1	100	0	50000	1196830.64	114.14	7.4	235.33333	0	72.66667	135.33333	151
1	1	100	0	100000	1228501.229	117.16	0.81	136	0	1	15	75
1	1	100	0	100000	1268069.997	120.93	0.37	137	0	1	2	9
1	1	100	0	100000	1343724.805	128.15	0.35	134	0	1	2	8
1	1	100	0	100000	1280098.677	122.08	0.51	135.66667	0	1	6.33333	30.66667
1	1	100	0	200000	1338329.764	127.63	1.59	146	0	2	66	126
1	1	100	0	200000	957304.2313	91.3	92.51	1650	0	1381	1606	1647
1	1	100	0	200000	1307189.542	124.66	0.4	138	0	1	2	7
1	1	100	0	200000	1200941.179	114.53	31.5	644.66667	0	461.33333	558	593.33333
1	1	100	0	500000	1408847.563	134.36	0.47	139	0	2	3	14
1	1	100	0	500000	1252191.335	119.42	38.3	789	0	481	675	778
1	1	100	0	500000	1414827.391	134.93	3.51	252	0	2	122	239
1	1	100	0	500000	1358622.096	129.57	14.09333	393.33333	0	161.66667	266.66667	343.66667
1	1	500	0	16384	303490.1366	144.72	187.99	618	163	592	611	617
1	1	500	0	16384	357015.3517	170.24	156.75	213	159	197	209	212
1	1	500	0	16384	355998.576	169.75	159.01	207	164	187	192	199
1	1	500	0	16384	338834.6881	161.57	167.91667	346	162	325.33333	337.33333	342.66667
1	1	500	0	50000	542888.165	258.87	74.96	150	89	126	144	150
1	1	500	0	50000	517598.3437	246.81	93.36	138	98	119	122	125
1	1	500	0	50000	384319.754	183.26	133	430	108	324	397	430
1	1	500	0	50000	481602.0876	229.64667	100.44	239.33333	98.33333	189.66667	221	235
1	1	500	0	100000	311526.4798	148.55	167.95	276	195	244	260	275
1	1	500	0	100000	253100.4809	120.69	213.99	327	242	299	307	325
1	1	500	0	100000	206825.2327	98.62	266.24	862	283	726	839	860
1	1	500	0	100000	257150.7311	122.62	216.06	488.33333	240	423	468.66667	486.66667
1	1	500	0	200000	184911.2426	88.17	306.41	407	335	377	383	390
1	1	500	0	200000	183150.1832	87.33	308.14	485	342	428	483	484
1	1	500	0	200000	144906.5353	69.1	408.25	1312	316	1262	1283	1297
1	1	500	0	200000	170989.3204	81.53333	340.93333	734.66667	331	689	716.33333	723.66667
1	1	500	0	500000	186115.764	88.75	303.41	445	333	396	409	426
1	1	500	0	500000	184060.3718	87.77	303.4	542	342	470	532	540
1	1	500	0	500000	186880.9568	89.11	306.03	424	325	391	407	415
1	1	500	0	500000	185685.6976	88.54333	304.28	470.33333	333.33333	419	449.33333	460.33333
1	1	1000	0	16384	70077.08479	66.83	438.7	2497	314	2442	2473	2496
1	1	1000	0	16384	105329.6819	100.45	281.71	392	293	362	374	388
1	1	1000	0	16384	92936.80297	88.63	321.3	574	296	525	558	572
1	1	1000	0	16384	89447.85656	85.30333	347.23667	1154.33333	301	1109.66667	1135	1152
1	1	1000	0	50000	95238.09524	90.83	310.28	418	329	384	399	417
1	1	1000	0	50000	56612.31884	53.99	558.42	4352	329	4263	4306	4351
1	1	1000	0	50000	116713.352	111.31	253.59	364	271	329	344	360
1	1	1000	0	50000	89521.25536	85.37667	374.09667	1711.33333	309.66667	1658.66667	1683	1709.33333
1	1	1000	0	100000	83612.04013	79.74	363	1400	322	1349	1375	1387
1	1	1000	0	100000	100948.9198	96.27	295.05	552	311	469	525	550
1	1	1000	0	100000	66102.59122	63.04	470.51	2571	327	2428	2538	2570
1	1	1000	0	100000	83554.51707	79.68333	376.18667	1507.66667	320	1415.33333	1479.33333	1502.33333
1	1	1000	0	200000	109146.4746	104.09	261.59	571	274	480	564	569
1	1	1000	0	200000	91776.79883	87.53	322.29	523	350	419	499	519
1	1	1000	0	200000	89269.77326	85.13	340.24	876	364	855	873	875
1	1	1000	0	200000	96731.01555	92.25	308.04	656.66667	329.33333	584.66667	645.33333	654.33333
1	1	1000	0	500000	78752.55946	75.1	385.75	999	379	728	938	959
1	1	1000	0	500000	66251.49066	63.18	464.95	2873	314	1701	2835	2870
1	1	1000	0	500000	80051.23279	76.34	377.45	1403	323	1343	1388	1395
1	1	1000	0	500000	75018.42764	71.54	409.38333	1758.33333	338.66667	1257.33333	1720.33333	1741.33333
1	2	100	0	16384	86258.94937	8.23	1.25	53945	0	7	21	29
1	2	100	0	16384	1142334.933	108.94	6.07	193	0	25	160	191
1	2	100	0	16384	1151277.918	109.79	0.57	137	0	1	10	22
1	2	100	0	16384	793290.6002	75.65333	2.63	18091.66667	0	11	63.66667	80.66667
1	2	100	0	50000	1353546.291	129.08	0.4	135	0	1	2	9
1	2	100	0	50000	1285347.044	122.58	0.41	138	0	1	3	9
1	2	100	0	50000	1222792.859	116.61	6.13	285	0	7	208	278
1	2	100	0	50000	1287228.731	122.75667	2.31333	186	0	3	71	98.66667
1	2	100	0	100000	1296008.294	123.6	20.86	464	0	220	399	458
1	2	100	0	100000	1457725.948	139.02	0.47	143	0	1	3	11
1	2	100	0	100000	1196744.854	114.13	48.43	908	0	698	868	904
1	2	100	0	100000	1316826.365	125.58333	23.25333	505	0	306.33333	423.33333	457.66667
1	2	100	0	200000	1397819.402	133.31	0.61	137	0	2	6	17
1	2	100	0	200000	1420454.545	135.47	1.07	132	0	3	21	59
1	2	100	0	200000	1419244.962	135.35	2.26	135	0	3	73	101
1	2	100	0	200000	1412506.303	134.71	1.31333	134.66667	0	2.66667	33.33333	59
1	2	100	0	500000	1083423.619	103.32	44.21	865	1	571	814	856
1	2	100	0	500000	1492537.313	142.34	0.77	135	0	2	13	35
1	2	100	0	500000	1393534.002	132.9	0.61	132	0	1	5	50
1	2	100	0	500000	1323164.978	126.18667	15.19667	377.33333	0.33333	191.33333	277.33333	313.66667
1	2	500	0	16384	80893.05938	38.57	787.05	10084	117	10064	10078	10084
1	2	500	0	16384	442282.176	210.9	121.54	166	126	148	159	165
1	2	500	0	16384	458926.1129	218.83	112.72	145	120	133	142	144
1	2	500	0	16384	327367.1161	156.1	340.43667	3465	121	3448.33333	3459.66667	3464.33333
1	2	500	0	50000	346380.3256	165.17	148.91	850	136	745	828	849
1	2	500	0	50000	266951.4148	127.29	193.68	1130	172	1054	1104	1128
1	2	500	0	50000	221778.6649	105.75	257.36	378	284	350	369	375
1	2	500	0	50000	278370.1351	132.73667	199.98333	786	197.33333	716.33333	767	784
1	2	500	0	100000	186776.2421	89.06	299.87	680	311	558	656	678
1	2	500	0	100000	153397.7604	73.15	383.04	595	401	482	565	594
1	2	500	0	100000	147557.9165	70.36	393.79	660	414	501	595	656
1	2	500	0	100000	162577.3063	77.52333	358.9	645	375.33333	513.66667	605.33333	642.66667
1	2	500	0	200000	98425.19685	46.93	618	6064	235	6030	6052	6061
1	2	500	0	200000	196347.9285	93.63	288.69	405	298	372	385	403
1	2	500	0	200000	150398.5562	71.72	380.48	1513	346	1448	1487	1512
1	2	500	0	200000	148390.5605	70.76	429.05667	2660.66667	293	2616.66667	2641.33333	2658.66667
1	2	500	0	500000	160307.791	76.44	349.26	501	373	449	471	478
1	2	500	0	500000	99810.36032	47.59	607.96	6126	219	6004	6099	6124
1	2	500	0	500000	221975.5827	105.85	256.53	407	245	361	386	405
1	2	500	0	500000	160697.9113	76.62667	404.58333	2344.66667	279	2271.33333	2318.66667	2335.66667
1	2	1000	0	16384	96918.00737	92.43	305.29	417	322	384	397	412
1	2	1000	0	16384	81967.21311	78.17	364.56	471	383	449	468	470
1	2	1000	0	16384	51145.66285	48.78	612.27	4878	289	4713	4845	4865
1	2	1000	0	16384	76676.96111	73.12667	427.37333	1922	331.33333	1848.66667	1903.33333	1915.66667
1	2	1000	0	50000	101812.2582	97.1	289.77	396	303	364	379	395
1	2	1000	0	50000	75872.53414	72.36	400.74	1533	351	1467	1503	1528
1	2	1000	0	50000	91945.56822	87.69	322.05	426	345	412	417	424
1	2	1000	0	50000	89876.78685	85.71667	337.52	785	333	747.66667	766.33333	782.33333
1	2	1000	0	100000	56529.11249	53.91	552.74	3717	358	3614	3670	3715
1	2	1000	0	100000	100441.9446	95.79	294.5	395	314	370	383	394
1	2	1000	0	100000	89206.06601	85.07	333.97	460	351	422	437	456
1	2	1000	0	100000	82059.04102	78.25667	393.73667	1524	341	1468.66667	1496.66667	1521.66667
1	2	1000	0	200000	82836.31544	79	361.18	1147	360	892	1081	1145
1	2	1000	0	200000	77639.75155	74.04	385.63	504	405	466	485	500
1	2	1000	0	200000	69773.93246	66.54	436.45	1596	380	1520	1564	1594
1	2	1000	0	200000	76749.99982	73.19333	394.42	1082.33333	381.66667	959.33333	1043.33333	1079.66667
1	2	1000	0	500000	81967.21311	78.17	362.32	512	375	455	504	507
1	2	1000	0	500000	85178.87564	81.23	348.43	826	357	642	776	821
1	2	1000	0	500000	81819.66945	78.03	365.23	473	377	435	449	468
1	2	1000	0	500000	82988.58607	79.14333	358.66	603.66667	369.66667	510.66667	576.33333	598.66667
