Replication Factor	Partition	Message Size	Acks	Batch Size	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
1	5	100	0	16384	73023.61584	6.96	0.83	60001	0	2	15	22
1	5	100	0	16384	1377410.468	131.36	0.51	134	0	1	2	14
1	5	100	0	16384	1236399.604	117.91	0.54	134	0	2	3	22
1	5	100	0	16384	895611.2295	85.41	0.62667	20089.66667	0	1.66667	6.66667	19.33333
1	5	100	0	50000	1516070.346	144.58	0.67	135	0	2	5	15
1	5	100	0	50000	1376273.053	131.25	0.65	135	0	2	3	10
1	5	100	0	50000	1388117.712	132.38	14.4	233	1	151	213	231
1	5	100	0	50000	1426820.37	136.07	5.24	167.66667	0.33333	51.66667	73.66667	85.33333
1	5	100	0	100000	1321353.066	126.01	15.27	343	1	128	307	339
1	5	100	0	100000	1298701.299	123.85	17.03	321	1	136	284	318
1	5	100	0	100000	1426533.524	136.04	4.47	146	1	16	112	144
1	5	100	0	100000	1348862.629	128.63333	12.25667	270	1	93.33333	234.33333	267
1	5	100	0	200000	1311647.429	125.09	20.61	385	1	234	350	380
1	5	100	0	200000	1475796.93	140.74	0.78	134	1	3	4	9
1	5	100	0	200000	1445086.705	137.81	0.79	138	1	3	4	10
1	5	100	0	200000	1410843.688	134.54667	7.39333	219	1	80	119.33333	133
1	5	100	0	500000	1404099.972	133.91	1.1	142	1	4	6	15
1	5	100	0	500000	1529051.988	145.82	3.82	137	1	26	64	102
1	5	100	0	500000	1130710.086	107.83	19.83	132	2	55	69	81
1	5	100	0	500000	1354620.682	129.18667	8.25	137	1.33333	28.33333	46.33333	66
1	5	500	0	16384	178667.1431	85.2	322.14	1295	288	1248	1282	1292
1	5	500	0	16384	174581.0056	83.25	330.16	492	348	452	475	489
1	5	500	0	16384	141803.7436	67.62	419.02	925	468	711	887	910
1	5	500	0	16384	165017.2974	78.69	357.10667	904	368	803.66667	881.33333	897
1	5	500	0	50000	142409.5699	67.91	409.32	1020	438	854	999	1019
1	5	500	0	50000	93118.5399	44.4	666.06	4781	417	4707	4771	4780
1	5	500	0	50000	207900.2079	99.13	257.72	855	289	699	828	854
1	5	500	0	50000	147809.4392	70.48	444.36667	2218.66667	381.33333	2086.66667	2199.33333	2217.66667
1	5	500	0	100000	174185.6819	83.06	331.34	439	368	408	426	436
1	5	500	0	100000	156421.0856	74.59	373.91	494	396	463	488	493
1	5	500	0	100000	153964.5881	73.42	376.36	505	399	462	488	499
1	5	500	0	100000	161523.7852	77.02333	360.53667	479.33333	387.66667	444.33333	467.33333	476
1	5	500	0	200000	144592.2499	68.95	406.77	634	399	521	608	624
1	5	500	0	200000	154559.5054	73.7	371.27	489	387	456	478	486
1	5	500	0	200000	151998.784	72.48	380.2	698	386	516	630	691
1	5	500	0	200000	150383.5131	71.71	386.08	607	390.66667	497.66667	572	600.33333
1	5	500	0	500000	136462.8821	65.07	416.3	615	432	528	577	610
1	5	500	0	500000	126278.5705	60.21	456.23	1498	392	1097	1430	1494
1	5	500	0	500000	145348.8372	69.31	386.92	579	404	496	525	537
1	5	500	0	500000	136030.0966	64.86333	419.81667	897.33333	409.33333	707	844	880.33333
1	5	1000	0	16384	69348.1276	66.14	437.44	981	473	825	946	977
1	5	1000	0	16384	70631.44512	67.36	425.99	639	475	515	620	624
1	5	1000	0	16384	75335.24183	71.85	402.82	1418	402	1162	1390	1414
1	5	1000	0	16384	71771.60485	68.45	422.08333	1012.66667	450	834	985.33333	1005
1	5	1000	0	50000	72801.39779	69.43	414.5	518	420	500	507	516
1	5	1000	0	50000	76464.29118	72.92	393.99	528	405	488	503	517
1	5	1000	0	50000	71418.3688	68.11	423.26	714	454	508	674	711
1	5	1000	0	50000	73561.35259	70.15333	410.58333	586.66667	426.33333	498.66667	561.33333	581.33333
1	5	1000	0	100000	75780.53956	72.27	401.83	523	410	487	509	520
1	5	1000	0	100000	52083.33333	49.67	607.25	5994	224	5822	5955	5976
1	5	1000	0	100000	106837.6068	101.89	275.28	398	288	367	373	381
1	5	1000	0	100000	78233.82658	74.61	428.12	2305	307.33333	2225.33333	2279	2292.33333
1	5	1000	0	200000	86475.26807	82.47	349.43	819	354	524	769	789
1	5	1000	0	200000	40407.30564	38.54	777.81	6775	395	6641	6737	6746
1	5	1000	0	200000	125565.0427	119.75	234.29	346	225	306	333	344
1	5	1000	0	200000	84149.20547	80.25333	453.84333	2646.66667	324.66667	2490.33333	2613	2626.33333
1	5	1000	0	500000	103820.598	99.01	269.8	403	280	361	376	396
1	5	1000	0	500000	63605.1393	60.66	480.55	3018	312	2887	2954	2994
1	5	1000	0	500000	98483.35631	93.92	296.19	423	309	363	383	394
1	5	1000	0	500000	88636.36454	84.53	348.84667	1281.33333	300.33333	1203.66667	1237.66667	1261.33333
2	1	100	0	16384	614477.08	58.6	281.37	931	135	814	911	928
2	1	100	0	16384	830702.7745	79.22	29.43	245	1	162	221	231
2	1	100	0	16384	852805.7309	81.33	39.73	318	1	269	309	316
2	1	100	0	16384	765995.1951	73.05	116.84333	498	45.66667	415	480.33333	491.66667
2	1	100	0	50000	973141.3001	92.81	31.9	484	0	288	466	482
2	1	100	0	50000	969180.0737	92.43	31.84	704	0	340	606	697
2	1	100	0	50000	1144950.767	109.19	0.44	135	0	2	4	10
2	1	100	0	50000	1029090.714	98.14333	21.39333	441	0	210	358.66667	396.33333
2	1	100	0	100000	990687.5372	94.48	74.4	1284	0	1114	1246	1279
2	1	100	0	100000	1076658.053	102.68	30.62	415	0	278	383	414
2	1	100	0	100000	442869.7963	42.24	597.66	983	655	861	954	973
2	1	100	0	100000	836738.4623	79.8	234.22667	894	218.33333	751	861	888.66667
2	1	100	0	200000	394508.4425	37.62	661.67	4850	492	4665	4812	4846
2	1	100	0	200000	794407.3721	75.76	133.4	805	61	710	784	797
2	1	100	0	200000	518081.0279	49.41	394.55	3285	197	3128	3241	3281
2	1	100	0	200000	568998.9475	54.26333	396.54	2980	250	2834.33333	2945.66667	2974.66667
2	1	100	0	500000	622509.9602	59.37	416.13	891	416	726	843	876
2	1	100	0	500000	562999.6622	53.69	392.83	997	468	924	974	993
2	1	100	0	500000	581057.5247	55.41	396.19	681	481	600	627	663
2	1	100	0	500000	588855.7157	56.15667	401.71667	856.33333	455	750	814.66667	844
2	1	500	0	16384	86177.18028	41.09	727.97	5707	429	5546	5677	5706
2	1	500	0	16384	223463.6872	106.56	258.46	413	267	377	394	411
2	1	500	0	16384	139236.9813	66.39	433.12	920	430	867	907	918
2	1	500	0	16384	149625.9496	71.34667	473.18333	2346.66667	375.33333	2263.33333	2326	2345
2	1	500	0	50000	122654.2377	58.49	490.84	640	535	602	618	636
2	1	500	0	50000	121624.9088	58	500.39	862	521	591	792	859
2	1	500	0	50000	121669.3028	58.02	499.38	610	526	579	595	609
2	1	500	0	50000	121982.8164	58.17	496.87	704	527.33333	590.66667	668.33333	701.33333
2	1	500	0	100000	122609.1221	58.46	484.71	829	509	675	760	825
2	1	500	0	100000	127113.2579	60.61	471.57	600	499	552	567	595
2	1	500	0	100000	127991.8085	61.03	463.34	1032	489	799	993	1011
2	1	500	0	100000	125904.7295	60.03333	473.20667	820.33333	499	675.33333	773.33333	810.33333
2	1	500	0	200000	109890.1099	52.4	548.12	2589	449	2500	2559	2572
2	1	500	0	200000	134535.181	64.15	437.46	879	475	672	831	878
2	1	500	0	200000	115928.588	55.28	517.67	1912	465	1833	1883	1904
2	1	500	0	200000	120117.9596	57.27667	501.08333	1793.33333	463	1668.33333	1757.66667	1784.66667
2	1	500	0	500000	132502.9813	63.18	447.21	607	458	548	559	571
2	1	500	0	500000	114077.1161	54.4	523.13	1900	451	1822	1866	1894
2	1	500	0	500000	131613.5825	62.76	451.84	655	465	558	642	654
2	1	500	0	500000	126064.56	60.11333	474.06	1054	458	976	1022.33333	1039.66667
2	1	1000	0	16384	52023.72282	49.61	594.27	3825	401	3674	3794	3812
2	1	1000	0	16384	77808.90134	74.2	389.18	741	398	509	713	738
2	1	1000	0	16384	63971.34084	61.01	476.35	1006	468	773	949	1001
2	1	1000	0	16384	64601.32166	61.60667	486.6	1857.33333	422.33333	1652	1818.66667	1850.33333
2	1	1000	0	50000	64532.78265	61.54	472.34	861	498	603	820	858
2	1	1000	0	50000	51818.84133	49.42	596.98	2319	505	2199	2278	2314
2	1	1000	0	50000	65902.20113	62.85	459.75	891	484	647	864	890
2	1	1000	0	50000	60751.27504	57.93667	509.69	1357	495.66667	1149.66667	1320.66667	1354
2	1	1000	0	100000	46360.68614	44.21	681.08	3947	497	3798	3908	3944
2	1	1000	0	100000	90009.0009	85.84	333.28	469	343	415	465	467
2	1	1000	0	100000	70551.71441	67.28	430.65	688	444	602	668	686
2	1	1000	0	100000	68973.80048	65.77667	481.67	1701.33333	428	1605	1680.33333	1699
2	1	1000	0	200000	55487.73721	52.92	558.06	1850	502	1783	1827	1834
2	1	1000	0	200000	66577.89614	63.49	456.41	875	450	609	817	874
2	1	1000	0	200000	58370.30119	55.67	529.27	1648	454	1407	1615	1644
2	1	1000	0	200000	60145.31151	57.36	514.58	1457.66667	468.66667	1266.33333	1419.66667	1450.66667
2	1	1000	0	500000	59347.18101	56.6	516.56	824	526	735	790	821
2	1	1000	0	500000	61957.86865	59.09	492.72	638	517	596	620	635
2	1	1000	0	500000	61319.59774	58.48	495.18	899	506	590	882	895
2	1	1000	0	500000	60874.88247	58.05667	501.48667	787	516.33333	640.33333	764	783.66667
2	2	100	0	16384	142665.5634	13.61	143.72	29256	58	811	906	916
2	2	100	0	16384	968054.211	92.32	14.26	304	2	165	284	302
2	2	100	0	16384	960061.4439	91.56	19.84	193	1	62	97	105
2	2	100	0	16384	690260.4061	65.83	59.27333	9917.66667	20.33333	346	429	441
2	2	100	0	50000	1202501.203	114.68	0.59	157	0	3	7	13
2	2	100	0	50000	492319.8109	46.95	398.31	5259	0	556	621	648
2	2	100	0	50000	567794.6854	54.15	325.99	1459	302	1372	1422	1436
2	2	100	0	50000	754205.233	71.92667	241.63	2291.66667	100.66667	643.66667	683.33333	699
2	2	100	0	100000	512400.082	48.87	492.72	1554	522	1489	1524	1536
2	2	100	0	100000	544899.7384	51.97	450.96	970	528	625	887	964
2	2	100	0	100000	487995.3152	46.54	540.87	1631	541	1558	1595	1613
2	2	100	0	100000	515098.3786	49.12667	494.85	1385	530.33333	1224	1335.33333	1371
2	2	100	0	200000	577433.8838	55.07	398.46	1085	467	627	999	1051
2	2	100	0	200000	490918.0167	46.82	497.99	2018	542	1929	1980	2013
2	2	100	0	200000	579844.6016	55.3	354.82	1177	249	556	832	899
2	2	100	0	200000	549398.8341	52.39667	417.09	1426.66667	419.33333	1037.33333	1270.33333	1321
2	2	100	0	500000	551815.4729	52.63	414.02	803	500	663	739	769
2	2	100	0	500000	486097.6084	46.36	479.96	1414	1067	1292	1348	1408
2	2	100	0	500000	534702.1709	50.99	417.33	814	482	606	678	706
2	2	100	0	500000	524205.0841	49.99333	437.10333	1010.33333	683	853.66667	921.66667	961
2	2	500	0	16384	84731.40146	40.4	728.66	5639	531	5409	5578	5637
2	2	500	0	16384	182681.7684	87.11	325.71	443	323	404	429	440
2	2	500	0	16384	125596.5838	59.89	473.02	708	473	668	689	707
2	2	500	0	16384	131003.2512	62.46667	509.13	2263.33333	442.33333	2160.33333	2232	2261.33333
2	2	500	0	50000	101698.3627	48.49	594.53	747	638	713	729	739
2	2	500	0	50000	95501.86229	45.54	631.98	2139	586	2063	2108	2127
2	2	500	0	50000	137457.0447	65.54	427.81	600	448	528	550	556
2	2	500	0	50000	111552.4232	53.19	551.44	1162	557.33333	1101.33333	1129	1140.66667
2	2	500	0	100000	103156.5917	49.19	583.48	2280	497	2062	2121	2136
2	2	500	0	100000	127860.8874	60.97	463.34	641	487	570	599	614
2	2	500	0	100000	111024.7585	52.94	526.14	892	542	664	686	888
2	2	500	0	100000	114014.0792	54.36667	524.32	1271	508.66667	1098.66667	1135.33333	1212.66667
2	2	500	0	200000	112599.9324	53.69	529.07	729	529	617	646	658
2	2	500	0	200000	114403.3863	54.55	523.33	655	548	600	613	631
2	2	500	0	200000	81247.9688	38.74	759.39	4528	546	4349	4501	4527
2	2	500	0	200000	102750.4292	48.99333	603.93	1970.66667	541	1855.33333	1920	1938.66667
2	2	500	0	500000	167168.1712	79.71	331.07	550	378	497	527	549
2	2	500	0	500000	91008.37277	43.4	661.7	6112	545	4562	4631	4664
2	2	500	0	500000	182815.3565	87.17	299.33	547	318	425	466	491
2	2	500	0	500000	146997.3002	70.09333	430.7	2403	413.66667	1828	1874.66667	1901.33333
2	2	1000	0	16384	62633.09533	59.73	482.69	948	480	685	790	937
2	2	1000	0	16384	49885.26389	47.57	614.49	1210	677	877	1133	1166
2	2	1000	0	16384	49880.28731	47.57	618.84	2329	526	2189	2264	2303
2	2	1000	0	16384	54132.88218	51.62333	572.00667	1495.66667	561	1250.33333	1395.66667	1468.66667
2	2	1000	0	50000	51620.89614	49.23	598.17	3109	460	3005	3068	3103
2	2	1000	0	50000	72285.67298	68.94	417.22	572	434	532	549	567
2	2	1000	0	50000	62142.67959	59.26	487.95	622	514	593	608	618
2	2	1000	0	50000	62016.41624	59.14333	501.11333	1434.33333	469.33333	1376.66667	1408.33333	1429.33333
2	2	1000	0	100000	54341.91936	51.82	564.66	862	578	713	738	828
2	2	1000	0	100000	56986.55117	54.35	539.77	1257	575	688	1099	1245
2	2	1000	0	100000	56682.91577	54.06	541.32	712	557	641	673	687
2	2	1000	0	100000	56003.79543	53.41	548.58333	943.66667	570	680.66667	836.66667	920
2	2	1000	0	200000	55389.38739	52.82	552.86	765	565	701	731	745
2	2	1000	0	200000	45566.39023	43.46	572.97	2386	569	784	1215	1224
2	2	1000	0	200000	67467.27837	64.34	446.25	633	454	595	609	621
2	2	1000	0	200000	56141.01866	53.54	524.02667	1261.33333	529.33333	693.33333	851.66667	863.33333
2	2	1000	0	500000	51642.22268	49.25	584.14	1994	506	1516	1902	1985
2	2	1000	0	500000	60211.94605	57.42	503.05	750	510	666	697	742
2	2	1000	0	500000	55991.04143	53.4	545.1	783	529	706	771	779
2	2	1000	0	500000	55948.40339	53.35667	544.09667	1175.66667	515	962.66667	1123.33333	1168.66667
2	5	100	0	16384	66712.03085	6.36	8.61	60002	3	34	76	84
2	5	100	0	16384	1079913.607	102.99	3.87	146	1	16	58	73
2	5	100	0	16384	732600.7326	69.87	49.16	2233	1	9	2198	2230
2	5	100	0	16384	626408.7901	59.74	20.54667	20793.66667	1.66667	19.66667	777.33333	795.66667
2	5	100	0	50000	1026694.045	97.91	23.51	473	1	220	428	470
2	5	100	0	50000	1171783.454	111.75	5.14	175	1	25	45	55
2	5	100	0	50000	1227295.042	117.04	1.69	145	0	6	30	51
2	5	100	0	50000	1141924.18	108.9	10.11333	264.33333	0.66667	83.66667	167.66667	192
2	5	100	0	100000	758265.0895	72.31	166.9	1205	2	1133	1186	1204
2	5	100	0	100000	419568.6834	40.01	609.56	1375	1072	1230	1345	1374
2	5	100	0	100000	538618.9809	51.37	427.09	1169	885	976	1121	1145
2	5	100	0	100000	572150.9179	54.56333	401.18333	1249.66667	653	1113	1217.33333	1241
2	5	100	0	200000	510256.1486	48.66	477.89	1742	818	1654	1711	1739
2	5	100	0	200000	496573.6419	47.36	474.83	1280	845	1174	1187	1217
2	5	100	0	200000	455746.9693	43.46	533.86	1203	1	179	274	336
2	5	100	0	200000	487525.5866	46.49333	495.52667	1408.33333	554.66667	1002.33333	1057.33333	1097.33333
2	5	100	0	500000	455913.1941	43.48	538.18	3121	2418	2981	3057	3079
2	5	100	0	500000	410273.242	39.13	584.79	3615	1	170	282	422
2	5	100	0	500000	483325.2779	46.09	451.63	2968	2433	2791	2907	2964
2	5	100	0	500000	449837.238	42.9	524.86667	3234.66667	1617.33333	1980.66667	2082	2155
2	5	500	0	16384	116009.2807	55.32	504.4	1109	560	1059	1085	1101
2	5	500	0	16384	100290.8434	47.82	532.56	1777	606	1069	1650	1772
2	5	500	0	16384	112650.6703	53.72	515.7	1626	588	1088	1521	1622
2	5	500	0	16384	109650.2648	52.28667	517.55333	1504	584.66667	1072	1418.66667	1498.33333
2	5	500	0	50000	106609.8081	50.84	555.66	1127	719	1079	1096	1108
2	5	500	0	50000	75809.26389	36.15	808.49	5450	535	4977	5409	5440
2	5	500	0	50000	189645.3632	90.43	285.05	747	230	700	720	732
2	5	500	0	50000	124021.4784	59.14	549.73333	2441.33333	494.66667	2252	2408.33333	2426.66667
2	5	500	0	100000	108271.9792	51.63	525.94	1378	506	1278	1299	1358
2	5	500	0	100000	80541.23711	38.41	750.57	3052	776	2855	2986	3031
2	5	500	0	100000	110011.0011	52.46	533.43	1113	653	1054	1068	1102
2	5	500	0	100000	99608.07248	47.5	603.31333	1847.66667	645	1729	1784.33333	1830.33333
2	5	500	0	200000	103498.2405	49.35	565.74	2643	607	2497	2590	2640
2	5	500	0	200000	119232.145	56.85	484.09	1073	564	972	1016	1064
2	5	500	0	200000	92489.82612	44.1	637.46	2974	687	2801	2937	2973
2	5	500	0	200000	105073.4039	50.1	562.43	2230	619.33333	2090	2181	2225.66667
2	5	500	0	500000	100462.1258	47.9	562.23	3829	125	2671	3583	3710
2	5	500	0	500000	105086.1707	50.11	534.29	3238	102	2930	3166	3232
2	5	500	0	500000	78112.79488	37.25	644.16	3637	262	2231	3401	3628
2	5	500	0	500000	94553.6971	45.08667	580.22667	3568	163	2610.66667	3383.33333	3523.33333
2	5	1000	0	16384	72390.32865	69.04	401.27	915	447	875	902	913
2	5	1000	0	16384	56255.62556	53.65	524.73	1133	586	1104	1111	1123
2	5	1000	0	16384	50231.06289	47.9	598.69	1166	753	1142	1153	1163
2	5	1000	0	16384	59625.67237	56.86333	508.23	1071.33333	595.33333	1040.33333	1055.33333	1066.33333
2	5	1000	0	50000	52301.25523	49.88	569.57	1183	709	1135	1149	1151
2	5	1000	0	50000	47152.01811	44.97	632.52	1930	645	1368	1770	1916
2	5	1000	0	50000	52971.71311	50.52	561.32	1164	684	1093	1135	1162
2	5	1000	0	50000	50808.32881	48.45667	587.80333	1425.66667	679.33333	1198.66667	1351.33333	1409.66667
2	5	1000	0	100000	57964.294	55.28	536.03	1979	644	1905	1949	1979
2	5	1000	0	100000	108908.7345	103.86	266.45	572	335	536	551	564
2	5	1000	0	100000	108719.2868	103.68	261.27	566	340	539	549	556
2	5	1000	0	100000	91864.10509	87.60667	354.58333	1039	439.66667	993.33333	1016.33333	1033
2	5	1000	0	200000	99423.3446	94.82	283.98	859	328	581	797	855
2	5	1000	0	200000	66260.27034	63.19	386.01	3057	305	1609	2888	3030
2	5	1000	0	200000	144466.9171	137.77	183.86	469	234	418	435	464
2	5	1000	0	200000	103383.5107	98.59333	284.61667	1461.66667	289	869.33333	1373.33333	1449.66667
2	5	1000	0	500000	99502.48756	94.89	277.65	2140	31	1627	2068	2136
2	5	1000	0	500000	112107.6233	106.91	244.58	1289	72	1086	1210	1251
2	5	1000	0	500000	107342.207	102.37	258.5	1477	40	1342	1400	1434
2	5	1000	0	500000	106317.4393	101.39	260.24333	1635.33333	47.66667	1351.66667	1559.33333	1607
5	1	100	0	16384	336791.0548	32.12	807.11	2061	631	1548	1970	2048
5	1	100	0	16384	505612.2965	48.22	448.85	1234	407	977	1193	1223
5	1	100	0	16384	633071.6637	60.37	281.06	1103	217	913	1018	1099
5	1	100	0	16384	491825.005	46.90333	512.34	1466	418.33333	1146	1393.66667	1456.66667
5	1	100	0	50000	392310.7101	37.41	688	3206	639	2991	3169	3202
5	1	100	0	50000	672223.7161	64.11	260.71	507	274	478	492	505
5	1	100	0	50000	619041.7234	59.04	311.5	1041	270	848	995	1030
5	1	100	0	50000	561192.0499	53.52	420.07	1584.66667	394.33333	1439	1552	1579
5	1	100	0	100000	614552.6057	58.61	358.05	613	457	538	578	603
5	1	100	0	100000	657030.2234	62.66	315.77	744	374	505	720	742
5	1	100	0	100000	654707.3458	62.44	305.5	892	345	618	858	889
5	1	100	0	100000	642096.725	61.23667	326.44	749.66667	392	553.66667	718.66667	744.66667
5	1	100	0	200000	509113.1249	48.55	442.45	3036	347	2847	2996	3019
5	1	100	0	200000	790513.834	75.39	117.7	954	45	338	943	953
5	1	100	0	200000	697155.6051	66.49	255.29	1074	204	1038	1059	1069
5	1	100	0	200000	665594.188	63.47667	271.81333	1688	198.66667	1407.66667	1666	1680.33333
5	1	100	0	500000	593401.3767	56.59	373.86	621	474	553	586	616
5	1	100	0	500000	580315.6917	55.34	416.34	803	456	590	750	758
5	1	100	0	500000	607238.2803	57.91	331.41	662	377	598	633	649
5	1	100	0	500000	593651.7829	56.61333	373.87	695.33333	435.66667	580.33333	656.33333	674.33333
5	1	500	0	16384	154631.2046	73.73	386.86	798	413	665	774	798
5	1	500	0	16384	148522.2041	70.82	402.07	1373	406	1186	1334	1371
5	1	500	0	16384	138908.1817	66.24	434.85	621	448	575	602	615
5	1	500	0	16384	147353.8635	70.26333	407.92667	930.66667	422.33333	808.66667	903.33333	928
5	1	500	0	50000	146134.7362	69.68	408.68	506	438	472	487	505
5	1	500	0	50000	129048.9095	61.54	465.41	1736	402	1579	1721	1732
5	1	500	0	50000	152137.5323	72.54	387.43	557	422	465	495	531
5	1	500	0	50000	142440.3927	67.92	420.50667	933	420.66667	838.66667	901	922.66667
5	1	500	0	100000	148170.0993	70.65	395.19	872	435	614	815	871
5	1	500	0	100000	155569.3839	74.18	371.25	664	396	503	649	661
5	1	500	0	100000	149745.4328	71.4	391.28	1111	416	898	1068	1108
5	1	500	0	100000	151161.6387	72.07667	385.90667	882.33333	415.66667	671.66667	844	880
5	1	500	0	200000	143328.078	68.34	406.06	602	429	501	591	599
5	1	500	0	200000	140075.6408	66.79	413.03	967	446	715	915	944
5	1	500	0	200000	115460.1085	55.06	522.92	3293	349	3187	3255	3291
5	1	500	0	200000	132954.6091	63.39667	447.33667	1620.66667	408	1467.66667	1587	1611.33333
5	1	500	0	500000	135869.5652	64.79	438.07	635	455	562	626	634
5	1	500	0	500000	134318.3345	64.05	444.28	603	471	546	580	584
5	1	500	0	500000	124766.0636	59.49	473	1124	443	1023	1071	1112
5	1	500	0	500000	131651.3211	62.77667	451.78333	787.33333	456.33333	710.33333	759	776.66667
5	1	1000	0	16384	68455.64075	65.28	451.97	1653	380	1528	1618	1648
5	1	1000	0	16384	78125	74.51	386.75	1014	377	862	979	1013
5	1	1000	0	16384	6573.239029	6.27	4937.02	38862	443	30631	38481	38789
5	1	1000	0	16384	51051.29326	48.68667	1925.24667	13843	400	11007	13692.66667	13816.66667
5	1	1000	0	50000	8692.628651	8.29	3741.86	21321	3290	18299	20406	21231
5	1	1000	0	50000	8373.806733	7.99	3860.51	18484	3752	16344	18162	18410
5	1	1000	0	50000	12788.05085	12.2	2531.83	6112	2591	5560	5839	6043
5	1	1000	0	50000	9951.49541	9.49333	3378.06667	15305.66667	3211	13401	14802.33333	15228
5	1	1000	0	100000	15455.47278	14.74	2038.2	17841	457	17627	17795	17832
5	1	1000	0	100000	9707.041488	9.26	3383.29	20697	3177	19665	20572	20683
5	1	1000	0	100000	8396.305626	8.01	3911.96	20156	3474	19075	19813	20152
5	1	1000	0	100000	11186.2733	10.67	3111.15	19564.66667	2369.33333	18789	19393.33333	19555.66667
5	1	1000	0	200000	29585.79882	28.22	997.02	3121	336	2718	2969	3119
5	1	1000	0	200000	10333.354	9.85	3170.81	21111	2581	19132	20375	21098
5	1	1000	0	200000	20350.84863	19.41	1483.01	3357	1727	2964	3171	3323
5	1	1000	0	200000	20090.00048	19.16	1883.61333	9196.33333	1548	8271.33333	8838.33333	9180
5	1	1000	0	500000	12467.89517	11.89	2633.75	22917	464	20872	22903	22913
5	1	1000	0	500000	17753.79043	16.93	1748.3	3557	2384	3229	3311	3467
5	1	1000	0	500000	13659.33616	13.03	2402.39	20705	382	19008	20457	20697
5	1	1000	0	500000	14627.00725	13.95	2261.48	15726.33333	1076.66667	14369.66667	15557	15692.33333
5	2	100	0	16384	235826.8088	22.49	1119.21	8681	585	7445	8561	8591
5	2	100	0	16384	514721.0212	49.09	459.67	1017	320	628	670	687
5	2	100	0	16384	551815.4729	52.63	364.75	1043	269	475	535	557
5	2	100	0	16384	434121.101	41.40333	647.87667	3580.33333	391.33333	2849.33333	3255.33333	3278.33333
5	2	100	0	50000	381388.2532	36.37	634.38	6735	175	601	619	629
5	2	100	0	50000	841042.8932	80.21	80.71	552	33	489	538	549
5	2	100	0	50000	705119.1651	67.25	223.34	810	155	566	722	764
5	2	100	0	50000	642516.7705	61.27667	312.81	2699	121	552	626.33333	647.33333
5	2	100	0	100000	523395.7919	49.91	426.71	1409	384	522	773	901
5	2	100	0	100000	625234.4629	59.63	304.78	876	317	575	729	809
5	2	100	0	100000	629960.9424	60.08	328.23	591	441	561	578	587
5	2	100	0	100000	592863.7324	56.54	353.24	958.66667	380.66667	552.66667	693.33333	765.66667
5	2	100	0	200000	591856.0606	56.44	374.61	692	443	533	627	688
5	2	100	0	200000	594813.2286	56.73	373.81	683	480	607	642	679
5	2	100	0	200000	628456.5108	59.93	317.1	669	475	610	622	666
5	2	100	0	200000	605041.9334	57.7	355.17333	681.33333	466	583.33333	630.33333	677.66667
5	2	100	0	500000	461382.3014	44	510.75	1674	439	1430	1627	1667
5	2	100	0	500000	548245.614	52.28	403.85	842	395	726	764	777
5	2	100	0	500000	489907.8973	46.72	479.23	1949	729	1861	1910	1931
5	2	100	0	500000	499845.2709	47.66667	464.61	1488.33333	521	1339	1433.66667	1458.33333
5	2	500	0	16384	107550.0108	51.28	569.51	4629	348	3661	3762	3798
5	2	500	0	16384	199560.9659	95.16	293.22	1544	150	1374	1389	1391
5	2	500	0	16384	173190.1628	82.58	335.19	545	348	506	531	543
5	2	500	0	16384	160100.3798	76.34	399.30667	2239.33333	282	1847	1894	1910.66667
5	2	500	0	50000	125015.627	59.61	477.25	1019	509	686	981	1009
5	2	500	0	50000	85302.397	40.68	718.5	4809	949	4292	4727	4807
5	2	500	0	50000	217202.4327	103.57	248.66	858	271	679	808	849
5	2	500	0	50000	142506.8189	67.95333	481.47	2228.66667	576.33333	1885.66667	2172	2221.66667
5	2	500	0	100000	152532.0317	72.73	375.99	575	385	505	520	541
5	2	500	0	100000	115767.5388	55.2	501.09	1144	148	811	1065	1095
5	2	500	0	100000	110023.1049	52.46	539.77	3016	787	2928	2984	3014
5	2	500	0	100000	126107.5585	60.13	472.28333	1578.33333	440	1414.66667	1523	1550
5	2	500	0	200000	121847.2036	58.1	480.26	3534	2	352	388	398
5	2	500	0	200000	164122.7638	78.26	342.18	502	374	447	470	490
5	2	500	0	200000	136986.3014	65.32	417.88	681	370	482	575	585
5	2	500	0	200000	140985.4229	67.22667	413.44	1572.33333	248.66667	427	477.66667	491
5	2	500	0	500000	87017.05534	41.49	688.24	3959	1	194	347	362
5	2	500	0	500000	119531.4368	57	481.52	3572	2	3005	3112	3116
5	2	500	0	500000	160410.6513	76.49	342.86	777	335	496	618	656
5	2	500	0	500000	122319.7145	58.32667	504.20667	2769.33333	112.66667	1231.66667	1359	1378
5	2	1000	0	16384	79782.99027	76.09	372.7	731	366	640	709	726
5	2	1000	0	16384	5654.701319	5.39	5370.29	40450	450	29868	37163	40110
5	2	1000	0	16384	4372.234562	4.17	7159.78	34218	6353	27441	33141	34168
5	2	1000	0	16384	29936.64205	28.55	4300.92333	25133	2389.66667	19316.33333	23671	25001.33333
5	2	1000	0	50000	7261.742237	6.93	4476.78	19245	2268	16057	18221	18970
5	2	1000	0	50000	7188.349124	6.86	4169.91	28771	1471	26431	27643	28533
5	2	1000	0	50000	8961.376467	8.55	3582.25	10243	2830	8243	9885	10150
