Replication Factor	Partition	Message Size	Acks	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
2	2	10	0	963632.5091	9.19	27.8	17279	1	258	1273	1576
2	2	10	0	1507613.448	14.38	2.92	221	0	6	57	179
2	2	10	0	1476625.026	14.08	13.51	977	0	85	704	938
2	2	10	0	1315956.994	12.55	14.74333	6159	0.33333	116.33333	678	897.66667
2	2	20	0	1331416.094	25.39	27.11	1035	1	84	850	1014
2	2	20	0	1370989.855	26.15	13.01	458	1	89	278	441
2	2	20	0	1355160.451	25.85	13.42	694	1	30	495	671
2	2	20	0	1352522.133	25.79667	17.84667	729	1	67.66667	541	708.66667
2	2	50	0	1210653.753	57.73	1.48	135	1	5	16	42
2	2	50	0	1107665.042	52.82	69.18	1203	1	74	291	371
2	2	50	0	1166588.894	55.63	9.63	329	1	60	255	323
2	2	50	0	1161635.896	55.39333	26.76333	555.66667	1	46.33333	187.33333	245.33333
2	2	100	0	1049538.203	100.09	2.04	136	1	7	23	38
2	2	100	0	944108.7613	90.04	38.67	526	1	461	515	524
2	2	100	0	1096010.522	104.52	1.7	139	0	8	19	30
2	2	100	0	1029885.829	98.21667	14.13667	267	0.66667	158.66667	185.66667	197.33333
2	2	200	0	846883.4688	161.53	84.66	251	87	222	237	251
2	2	200	0	841467.5194	160.5	42.62	191	4	175	188	190
2	2	200	0	316776.4825	60.42	439.69	1125	103	1083	1106	1120
2	2	200	0	668375.8236	127.48333	188.99	522.33333	64.66667	493.33333	510.33333	520.33333
2	2	500	0	173550.8504	82.76	339.27	473	386	434	450	472
2	2	500	0	185425.5516	88.42	315.2	401	336	379	395	400
2	2	500	0	183755.9721	87.62	327.71	406	333	374	384	396
2	2	500	0	180910.7914	86.26667	327.39333	426.66667	351.66667	395.66667	409.66667	422.66667
2	2	1000	0	84260.19548	80.36	359.77	1329	311	1268	1305	1327
2	2	1000	0	100786.1318	96.12	294.38	368	310	350	359	364
2	2	1000	0	93475.41597	89.15	322.56	443	321	370	419	442
2	2	1000	0	92840.58109	88.54333	325.57	713.33333	314	662.66667	694.33333	711
2	5	10	0	715963.1136	6.83	1.74	38297	1	7	13	28
2	5	10	0	1565386.181	14.93	13.67	1044	1	37	668	1009
2	5	10	0	1552987.949	14.81	11.28	715	1	34	393	661
2	5	10	0	1278112.414	12.19	8.89667	13352	1	26	358	566
2	5	20	0	1475709.816	28.15	21.76	888	1	13	701	869
2	5	20	0	1444585.693	27.55	4.35	233	1	11	104	160
2	5	20	0	1439511.718	27.46	31.54	1193	1	374	977	1175
2	5	20	0	1453269.076	27.72	19.21667	771.33333	1	132.66667	594	734.66667
2	5	50	0	1321527.686	63.02	3.67	140	1	10	63	78
2	5	50	0	1151543.068	54.91	54.6	1051	1	699	1016	1048
2	5	50	0	1352447.931	64.49	1.76	140	1	5	9	19
2	5	50	0	1275172.895	60.80667	20.01	443.66667	1	238	362.66667	381.66667
2	5	100	0	1089561.996	103.91	8.85	183	1	34	146	181
2	5	100	0	1070434.596	102.08	55.64	464	1	124	186	221
2	5	100	0	1138952.164	108.62	12.9	281	1	169	255	278
2	5	100	0	1099649.586	104.87	25.79667	309.33333	1	109	195.66667	226.66667
2	5	200	0	886210.5636	169.03	24.06	172	10	116	161	170
2	5	200	0	873515.0245	166.61	3.83	148	1	31	46	67
2	5	200	0	423155.044	80.71	264.02	987	346	931	947	985
2	5	200	0	727626.8774	138.78333	97.30333	435.66667	119	359.33333	384.66667	407.33333
2	5	500	0	145116.819	69.2	410.55	3002	246	2881	2958	2997
2	5	500	0	111160.5158	53.01	548.72	6472	176	6253	6460	6470
2	5	500	0	348068.2214	165.97	144.94	406	106	372	387	404
2	5	500	0	201448.5187	96.06	368.07	3293.33333	176	3168.66667	3268.33333	3290.33333
2	5	1000	0	105241.0019	100.37	271.15	897	177	715	870	892
2	5	1000	0	75460.30788	71.96	389.79	828	407	804	812	826
2	5	1000	0	77041.60247	73.47	380.94	1399	343	969	1316	1396
2	5	1000	0	85914.30408	81.93333	347.29333	1041.33333	309	829.33333	999.33333	1038
5	1	10	0	911228.1533	8.69	42.44	1546	3	198	1153	1511
5	1	10	0	1034168.942	9.86	38.79	1362	2	195	1020	1324
5	1	10	0	1095050.372	10.44	29.06	1227	2	84	913	1196
5	1	10	0	1013482.489	9.66333	36.76333	1378.33333	2.33333	159	1028.66667	1343.66667
5	1	20	0	1035368.177	19.75	57.19	1275	2	471	1154	1266
5	1	20	0	1040496.109	19.85	20.12	511	1	109	437	496
5	1	20	0	1477366.742	28.18	6.69	280	0	17	200	264
5	1	20	0	1184410.342	22.59333	28	688.66667	1	199	597	675.33333
5	1	50	0	859697.3865	40.99	216.37	3783	0	3535	3730	3778
5	1	50	0	1312163.758	62.57	0.56	137	0	2	5	26
5	1	50	0	1099747.058	52.44	79.52	1250	1	1030	1201	1245
5	1	50	0	1090536.068	52	98.81667	1723.33333	0.33333	1522.33333	1645.33333	1683
5	1	100	0	529380.6247	50.49	435.39	1288	489	991	1253	1283
5	1	100	0	358268.8449	34.17	730.68	4875	422	4674	4851	4872
5	1	100	0	813669.6501	77.6	148.4	467	112	382	453	463
5	1	100	0	567106.3732	54.08667	438.15667	2210	341	2015.66667	2185.66667	2206
5	1	200	0	362634.1746	69.17	384.58	584	401	548	570	581
5	1	200	0	280930.4416	53.58	511.7	802	567	709	777	794
5	1	200	0	235449.2371	44.91	630.29	3073	505	2943	3054	3072
5	1	200	0	293004.6178	55.88667	508.85667	1486.33333	491	1400	1467	1482.33333
5	1	500	0	140587.6564	67.04	427.61	1111	430	876	1077	1108
5	1	500	0	125944.5844	60.06	492.61	1095	504	869	1069	1088
5	1	500	0	123977.1882	59.12	484.65	972	511	735	956	969
5	1	500	0	130169.8097	62.07333	468.29	1059.33333	481.66667	826.66667	1034	1055
5	1	1000	0	41353.07253	39.44	708.05	4678	518	1559	4653	4674
5	1	1000	0	89031.33903	84.91	336.14	463	357	430	442	458
5	1	1000	0	69979.0063	66.74	433.51	893	431	646	835	892
5	1	1000	0	66787.80595	63.69667	492.56667	2011.33333	435.33333	878.33333	1976.66667	2008
5	2	10	0	868779.5385	8.29	29.85	11244	5	108	736	1100
5	2	10	0	1191866.702	11.37	13.5	396	5	35	162	359
5	2	10	0	1238328.752	11.81	34.15	1520	6	45	907	1350
5	2	10	0	1099658.331	10.49	25.83333	4386.66667	5.33333	62.66667	601.66667	936.33333
5	2	20	0	1215598.561	23.19	9.49	299	2	31	166	282
5	2	20	0	1209833.527	23.08	268.78	6048	0	5384	5997	6038
5	2	20	0	1437855.869	27.42	119.47	2612	0	1954	2492	2604
5	2	20	0	1287762.652	24.56333	132.58	2986.33333	0.66667	2456.33333	2885	2974.66667
5	2	50	0	1176055.51	56.08	76.86	699	1	311	571	617
5	2	50	0	996611.5208	47.52	119.46	582	130	378	534	576
5	2	50	0	993838.2031	47.39	97.73	1131	11	381	1080	1127
5	2	50	0	1055501.745	50.33	98.01667	804	47.33333	356.66667	728.33333	773.33333
5	2	100	0	670600.8584	63.95	273.1	506	268	482	494	503
5	2	100	0	591996.2112	56.46	402.1	680	442	522	606	667
5	2	100	0	490918.0167	46.82	491.75	2160	497	2022	2111	2125
5	2	100	0	584505.0288	55.74333	388.98333	1115.33333	402.33333	1008.66667	1070.33333	1098.33333
5	2	200	0	223833.8258	42.69	653.89	5443	390	5314	5385	5420
5	2	200	0	476462.7406	90.88	241.48	1015	172	959	981	1009
5	2	200	0	321998.9696	61.42	444.25	1221	459	828	1142	1209
5	2	200	0	340765.1787	64.99667	446.54	2559.66667	340.33333	2367	2502.66667	2546
5	2	500	0	121447.6561	57.91	495.1	629	527	580	593	625
5	2	500	0	99068.75372	47.24	605.04	2390	6	484	503	541
5	2	500	0	134589.502	64.18	439.53	591	475	558	581	588
5	2	500	0	118368.6373	56.44333	513.22333	1203.33333	336	540.66667	559	584.66667
5	2	1000	0	60255.48325	57.46	504.14	1411	534	1173	1372	1403
5	2	1000	0	56047.5283	53.45	545.51	1280	561	702	1105	1236
5	2	1000	0	58459.02023	55.75	528.35	992	541	748	894	984
5	2	1000	0	58254.01059	55.55333	526	1227.66667	545.33333	874.33333	1123.66667	1207.66667
5	5	10	0	640393.4577	6.11	16.62	33198	2	68	388	713
5	5	10	0	1126379.815	10.74	15.06	709	2	34	373	679
5	5	10	0	1079237.627	10.29	14.96	766	2	30	413	730
5	5	10	0	948670.2999	9.04667	15.54667	11557.66667	2	44	391.33333	707.33333
5	5	20	0	1173819.138	22.39	10.85	392	1	47	256	375
5	5	20	0	369325.3165	7.04	2198.94	44818	3	14283	44617	44787
5	5	20	0	964841.1871	18.4	88.48	1332	2	720	1203	1317
5	5	20	0	835995.2139	15.94333	766.09	15514	2	5016.66667	15358.66667	15493
5	5	50	0	1055074.91	50.31	18.07	360	1	189	330	355
5	5	50	0	901794.5712	43	220.18	1440	29	1342	1415	1433
5	5	50	0	923616.8837	44.04	190.22	1677	1	1496	1638	1672
5	5	50	0	960162.1217	45.78333	142.82333	1159	10.33333	1009	1127.66667	1153.33333
5	5	100	0	627588.8038	59.85	310.43	645	337	561	590	640
5	5	100	0	387356.678	36.94	677.22	4748	448	4703	4727	4747
5	5	100	0	726427.4299	69.28	194.32	859	116	716	830	854
5	5	100	0	580457.6373	55.35667	393.99	2084	300.33333	1993.33333	2049	2080.33333
5	5	200	0	303692.9057	57.92	469.88	615	516	575	594	610
5	5	200	0	276487.5028	52.74	515.32	684	556	641	665	674
5	5	200	0	269106.5662	51.33	538.97	1105	575	965	1027	1104
5	5	200	0	283095.6582	53.99667	508.05667	801.33333	549	727	762	796
5	5	500	0	116360.2513	55.48	518.88	838	553	612	774	800
5	5	500	0	111781.8019	53.3	542.77	1865	477	1619	1803	1861
5	5	500	0	128205.1282	61.13	468	828	495	584	788	825
5	5	500	0	118782.3938	56.63667	509.88333	1177	508.33333	938.33333	1121.66667	1162
5	5	1000	0	59488.39976	56.73	507.6	1357	512	792	1295	1355
5	5	1000	0	61035.15625	58.21	502.95	1037	517	890	1006	1037
5	5	1000	0	62011.65819	59.14	489.96	631	506	584	610	624
5	5	1000	0	60845.0714	58.02667	500.17	1008.33333	511.66667	755.33333	970.33333	1005.33333
1	1	10	1	2009000.321	19.16	3.69	250	0	1	157	219
1	1	10	1	1948937.829	18.59	2.03	321	0	1	34	283
1	1	10	1	2060156.572	19.65	4.56	510	0	1	164	474
1	1	10	1	2006031.574	19.13333	3.42667	360.33333	0	1	118.33333	325.33333
1	1	20	1	1956334.611	37.31	0.96	146	0	1	5	110
1	1	20	1	2000320.051	38.15	0.54	137	0	1	2	18
1	1	20	1	1890216.241	36.05	7.92	341	0	4	243	325
1	1	20	1	1948956.968	37.17	3.14	208	0	2	83.33333	151
1	1	50	1	1628929.793	77.67	0.56	137	1	1	1	7
1	1	50	1	1622060.016	77.35	13.08	330	1	104	271	324
1	1	50	1	1431844.215	68.28	67.89	1072	1	808	1029	1068
1	1	50	1	1560944.675	74.43333	27.17667	513	1	304.33333	433.66667	466.33333
1	1	100	1	1066098.081	101.67	25.27	223	1	185	207	221
1	1	100	1	1054852.321	100.6	58.03	351	1	299	327	350
1	1	100	1	1197891.711	114.24	5.88	131	1	26	32	33
1	1	100	1	1106280.704	105.50333	29.72667	235	1	170	188.66667	201.33333
1	1	200	1	564588.9792	107.69	238.84	476	242	450	466	475
1	1	200	1	567408.0799	108.22	238.67	636	234	610	632	635
1	1	200	1	546567.5558	104.25	261.64	409	259	382	392	399
1	1	200	1	559521.5383	106.72	246.38333	507	245	480.66667	496.66667	503
1	1	500	1	275633.9581	131.43	210.19	276	214	242	262	274
1	1	500	1	270270.2703	128.87	220.37	407	219	334	395	405
1	1	500	1	248756.2189	118.62	239.93	641	224	578	629	638
1	1	500	1	264886.8158	126.30667	223.49667	441.33333	219	384.66667	428.66667	439
1	1	1000	1	125786.1635	119.96	238.21	617	217	561	612	616
1	1	1000	1	128998.968	123.02	230.52	728	196	671	700	727
1	1	1000	1	153327.2002	146.22	189.58	278	190	235	259	276
1	1	1000	1	136037.4439	129.73333	219.43667	541	201	489	523.66667	539.66667
1	2	10	1	2112110.844	20.14	10.5	972	0	1	493	913
1	2	10	1	2119093.028	20.21	4.91	416	1	4	142	380
1	2	10	1	2180264.248	20.79	3.13	311	0	1	110	272
1	2	10	1	2137156.04	20.38	6.18	566.33333	0.33333	2	248.33333	521.66667
1	2	20	1	2096611.875	39.99	0.54	139	1	1	1	11
1	2	20	1	1914828.431	36.52	11.73	598	1	37	397	579
1	2	20	1	1885938.443	35.97	17.05	554	1	107	448	538
1	2	20	1	1965792.917	37.49333	9.77333	430.33333	1	48.33333	282	376
1	2	50	1	1762735.766	84.05	0.64	140	1	1	2	10
1	2	50	1	1798237.727	85.75	0.64	137	1	1	1	9
1	2	50	1	1784121.32	85.07	0.69	142	1	1	2	22
1	2	50	1	1781698.271	84.95667	0.65667	139.66667	1	1	1.66667	13.66667
1	2	100	1	1250625.313	119.27	31.86	410	1	228	304	326
1	2	100	1	1243781.095	118.62	30.99	429	1	401	418	428
1	2	100	1	1158480.074	110.48	38.19	649	1	503	628	647
1	2	100	1	1217628.827	116.12333	33.68	496	1	377.33333	450	467
1	2	200	1	922849.7601	176.02	20.47	135	6	75	103	107
1	2	200	1	801796.0231	152.93	81.7	203	68	186	202	203
1	2	200	1	570515.7462	108.82	166.19	1426	93	1387	1418	1426
1	2	200	1	765053.8431	145.92333	89.45333	588	55.66667	549.33333	574.33333	578.66667
1	2	500	1	391389.4325	186.63	135.62	189	143	171	175	179
1	2	500	1	329055.6104	156.91	178.24	552	153	489	530	551
1	2	500	1	362713.0939	172.96	153.51	198	153	193	197	198
1	2	500	1	361052.7123	172.16667	155.79	313	149.66667	284.33333	300.66667	309.33333
1	2	1000	1	196695.5153	187.58	145.43	211	144	177	206	210
1	2	1000	1	159438.7755	152.05	182.55	790	142	753	789	789
1	2	1000	1	195618.1534	186.56	144.38	175	145	164	170	174
1	2	1000	1	183917.4814	175.39667	157.45333	392	143.66667	364.66667	388.33333	391
1	5	10	1	828788.808	7.9	0.72	36553	0	1	2	86
1	5	10	1	1992984.694	19.01	12.48	951	0	1	531	914
1	5	10	1	1871397.56	17.85	5.82	564	0	1	217	523
1	5	10	1	1564390.354	14.92	6.34	12689.33333	0	1	250	507.66667
1	5	20	1	1913216.5	36.49	0.59	146	0	1	1	46
1	5	20	1	1857631.149	35.43	8.46	494	0	1	320	477
1	5	20	1	1767408.978	33.71	41.04	1203	1	269	1059	1186
1	5	20	1	1846085.542	35.21	16.69667	614.33333	0.33333	90.33333	460	569.66667
1	5	50	1	1601537.476	76.37	0.53	135	1	1	1	6
1	5	50	1	1637733.377	78.09	5.83	222	1	11	168	217
1	5	50	1	1555935.895	74.19	9.51	386	1	50	262	374
1	5	50	1	1598402.249	76.21667	5.29	247.66667	1	20.66667	143.66667	199
1	5	100	1	1021450.46	97.41	69.08	596	16	539	584	595
1	5	100	1	1082016.879	103.19	59.02	378	3	348	362	377
1	5	100	1	1163873.371	111	21.06	139	1	116	136	139
1	5	100	1	1089113.57	103.86667	49.72	371	6.66667	334.33333	360.66667	370.33333
1	5	200	1	550539.5287	105.01	242.39	646	235	544	639	645
1	5	200	1	597943.0758	114.05	229.82	358	223	327	344	357
1	5	200	1	568052.7153	108.35	249.27	359	250	326	346	356
1	5	200	1	572178.44	109.13667	240.49333	454.33333	236	399	443	452.66667
1	5	500	1	277315.5851	132.23	208.61	277	216	248	275	276
1	5	500	1	235183.4431	112.14	252.93	1003	212	938	985	1001
1	5	500	1	266595.5745	127.12	218.15	519	205	425	500	517
1	5	500	1	259698.2009	123.83	226.56333	599.66667	211	537	586.66667	598
1	5	1000	1	121624.9088	115.99	249.43	874	215	740	860	872
1	5	1000	1	125691.3022	119.87	238.43	795	213	679	775	791
1	5	1000	1	128303.8235	122.36	232.74	681	210	569	664	679
1	5	1000	1	125206.6781	119.40667	240.2	783.33333	212.66667	662.66667	766.33333	780.66667
2	1	10	1	1659035.105	15.82	9.2	416	1	12	331	409
2	1	10	1	1738102.687	16.58	32	1488	1	123	1012	1452
2	1	10	1	1850070.303	17.64	6.84	509	1	2	269	468
2	1	10	1	1749069.365	16.68	16.01333	804.33333	1	45.66667	537.33333	776.33333
2	1	20	1	1795332.136	34.24	0.59	142	1	1	2	9
2	1	20	1	1728190.239	32.96	18.02	555	1	129	389	537
2	1	20	1	1767908.917	33.72	6.49	364	1	2	211	350
2	1	20	1	1763810.431	33.64	8.36667	353.66667	1	44	200.66667	298.66667
2	1	50	1	1440922.19	68.71	12.2	296	1	125	260	291
2	1	50	1	1399580.126	66.74	57.1	788	1	546	754	783
2	1	50	1	1419244.962	67.67	9.63	245	1	63	197	241
2	1	50	1	1419915.759	67.70667	26.31	443	1	244.66667	403.66667	438.33333
2	1	100	1	784313.7255	74.8	148.95	793	92	553	771	791
2	1	100	1	678426.0516	64.7	273.2	2030	189	1983	2022	2029
2	1	100	1	1118818.528	106.7	9.02	144	1	33	51	66
2	1	100	1	860519.4349	82.06667	143.72333	989	94	856.33333	948	962
2	1	200	1	605180.3437	115.43	213.41	333	229	289	330	332
2	1	200	1	319488.8179	60.94	447.86	1434	421	1181	1392	1432
2	1	200	1	236272.564	45.07	633.72	3400	310	3376	3389	3399
2	1	200	1	386980.5752	73.81333	431.66333	1722.33333	320	1615.33333	1703.66667	1721
2	1	500	1	225377.5073	107.47	255.75	365	254	340	355	364
2	1	500	1	191021.9675	91.09	306.32	417	324	392	403	412
2	1	500	1	156961.2306	74.84	380.49	882	381	660	839	880
2	1	500	1	191120.2351	91.13333	314.18667	554.66667	319.66667	464	532.33333	552
2	1	1000	1	80398.77794	76.67	377.18	1188	372	1007	1159	1186
2	1	1000	1	64985.70315	61.98	475.16	3170	258	3084	3151	3168
2	1	1000	1	90122.56669	85.95	329.99	485	344	405	428	476
2	1	1000	1	78502.34926	74.86667	394.11	1614.33333	324.66667	1498.66667	1579.33333	1610
2	2	10	1	937488.2814	8.94	18.4	22704	1	46	531	891
2	2	10	1	1695604.992	16.17	3.88	346	1	4	95	196
2	2	10	1	1705960.626	16.27	9.2	850	1	2	415	805
2	2	10	1	1446351.3	13.79333	10.49333	7966.66667	1	17.33333	347	630.66667
2	2	20	1	1709752.428	32.61	0.98	142	1	2	6	15
2	2	20	1	1579479.404	30.13	46.63	1451	1	289	1182	1432
2	2	20	1	1553084.426	29.62	21.3	1091	1	4	931	1076
2	2	20	1	1614105.419	30.78667	22.97	894.66667	1	98.33333	706.33333	841
2	2	50	1	1466275.66	69.92	1.57	138	1	4	11	16
2	2	50	1	1484780.995	70.8	2.42	140	1	7	29	38
2	2	50	1	1332622.601	63.54	16.25	460	1	72	375	446
2	2	50	1	1427893.085	68.08667	6.74667	246	1	27.66667	138.33333	166.66667
2	2	100	1	1050861.707	100.22	50.25	375	1	322	354	375
2	2	100	1	1086248.099	103.59	24.07	270	3	70	81	87
2	2	100	1	1189909.567	113.48	5.73	145	1	23	43	50
2	2	100	1	1109006.458	105.76333	26.68333	263.33333	1.66667	138.33333	159.33333	170.66667
2	2	200	1	85845.75235	16.37	1795.95	22902	555	16921	22748	22900
2	2	200	1	381621.1265	72.79	378.7	2730	84	2559	2695	2727
2	2	200	1	702444.5069	133.98	163.73	304	192	277	290	301
2	2	200	1	389970.4619	74.38	779.46	8645.33333	277	6585.66667	8577.66667	8642.66667
2	2	500	1	162311.3131	77.4	360.08	1340	220	1006	1262	1288
2	2	500	1	46580.9577	22.21	1378.01	12233	18	6726	6786	6796
2	2	500	1	340251.7863	162.24	165.11	245	161	205	229	237
2	2	500	1	183048.019	87.28333	634.4	4606	133	2645.66667	2759	2773.66667
2	2	1000	1	134661.9984	128.42	213.7	1142	162	1017	1135	1141
2	2	1000	1	83416.75008	79.55	355.78	1502	271	1403	1470	1497
2	2	1000	1	70185.28916	66.93	429.91	574	453	538	550	562
2	2	1000	1	96088.01254	91.63333	333.13	1072.66667	295.33333	986	1051.66667	1066.66667
2	5	10	1	876654.6857	8.36	1.18	27866	1	4	9	21
2	5	10	1	1675322.5	15.98	22.44	1532	1	12	766	1231
2	5	10	1	1644304.13	15.68	30.88	1664	1	47	1150	1354
2	5	10	1	1398760.439	13.34	18.16667	10354	1	21	641.66667	868.66667
2	5	20	1	1683955.274	32.12	7.47	417	1	11	201	351
2	5	20	1	1599078.931	30.5	57.5	1754	1	906	1602	1734
2	5	20	1	1715972.27	32.73	2.28	181	1	3	116	168
2	5	20	1	1666335.492	31.78333	22.41667	784	1	306.66667	639.66667	751
2	5	50	1	1462202.076	69.72	7.02	299	1	13	89	132
2	5	50	1	1318217.77	62.86	52.39	992	1	658	964	984
2	5	50	1	1522997.259	72.62	1.56	138	1	4	16	29
2	5	50	1	1434472.368	68.4	20.32333	476.33333	1	225	356.33333	381.66667
2	5	100	1	1153934.918	110.05	5.03	143	2	15	30	41
2	5	100	1	1068376.068	101.89	61.62	824	1	785	813	823
2	5	100	1	1286670.098	122.71	3.51	139	1	14	27	45
2	5	100	1	1169660.361	111.55	23.38667	368.66667	1.33333	271.33333	290	303
2	5	200	1	492805.0463	94	216.73	770	209	704	739	768
2	5	200	1	321336.7609	61.29	435.11	1079	795	925	1043	1075
2	5	200	1	350483.6675	66.85	383.75	859	721	817	837	858
2	5	200	1	388208.4916	74.04667	345.19667	902.66667	575	815.33333	873	900.33333
2	5	500	1	148942.5082	71.02	385.84	933	365	777	890	921
2	5	500	1	154225.7866	73.54	377.98	1379	317	935	1297	1378
2	5	500	1	131821.777	62.86	444.9	1899	461	1823	1865	1884
2	5	500	1	144996.6906	69.14	402.90667	1403.66667	381	1178.33333	1350.66667	1394.33333
2	5	1000	1	77172.40315	73.6	377.74	814	421	768	791	802
2	5	1000	1	71766.90111	68.44	413.67	1173	471	807	1088	1170
2	5	1000	1	71154.11982	67.86	414.1	834	486	812	825	832
2	5	1000	1	73364.47469	69.96667	401.83667	940.33333	459.33333	795.66667	901.33333	934.66667
5	1	10	1	1345098.461	12.83	91.65	1351	1	824	1021	1322
5	1	10	1	1796493.245	17.13	21.09	1097	1	55	739	1061
5	1	10	1	1663506.005	15.86	187.35	4611	0	1151	4260	4598
5	1	10	1	1601699.237	15.27333	100.03	2353	0.66667	676.66667	2006.66667	2327
5	1	20	1	1811725.487	34.56	3.23	247	1	2	99	231
5	1	20	1	1703693.608	32.5	82.06	1692	1	576	1570	1682
5	1	20	1	1717268.856	32.75	93.53	2228	1	403	2072	2212
5	1	20	1	1744229.317	33.27	59.60667	1389	1	327	1247	1375
5	1	50	1	919117.6471	43.83	246.87	620	271	541	569	579
5	1	50	1	873057.4472	41.63	413.73	728	453	638	666	703
5	1	50	1	923105.3263	44.02	276.88	683	275	650	673	681
5	1	50	1	905093.4735	43.16	312.49333	677	333	609.66667	636	654.33333
5	1	100	1	451916.1244	43.1	580.88	1649	586	1609	1637	1643
5	1	100	1	513294.323	48.95	450.84	1451	399	1123	1381	1448
5	1	100	1	510881.782	48.72	508.92	1105	557	849	1094	1103
5	1	100	1	492030.7431	46.92333	513.54667	1401.66667	514	1193.66667	1370.66667	1398
5	1	200	1	270855.9047	51.66	534.33	1170	559	915	1162	1168
5	1	200	1	258184.447	49.24	568.6	1330	609	1151	1323	1328
5	1	200	1	265929.1565	50.72	553.4	1113	570	844	1061	1099
5	1	200	1	264989.836	50.54	552.11	1204.33333	579.33333	970	1182	1198.33333
5	1	500	1	110204.9813	52.55	554.06	781	575	644	772	780
5	1	500	1	107250.1073	51.14	564.08	1460	603	1250	1429	1456
5	1	500	1	100806.4516	48.07	609.4	1729	563	1621	1694	1728
5	1	500	1	106087.18	50.58667	575.84667	1323.33333	580.33333	1171.66667	1298.33333	1321.33333
5	1	1000	1	52792.73572	50.35	584.57	1596	544	1552	1578	1594
5	1	1000	1	44814.9144	42.74	691.27	5089	399	5009	5073	5088
5	1	1000	1	63315.18298	60.38	480.63	623	514	594	615	622
5	1	1000	1	53640.94437	51.15667	585.49	2436	485.66667	2385	2422	2434.66667
5	2	10	1	895623.9812	8.54	113.64	18753	2	1524	2598	3036
5	2	10	1	1543686.323	14.72	28.91	1421	1	49	170	305
5	2	10	1	1710746.912	16.31	46.73	1611	1	594	1290	1586
5	2	10	1	1383352.405	13.19	63.09333	7261.66667	1.33333	722.33333	1352.66667	1642.33333
5	2	20	1	1539219.308	29.36	121.59	2707	0	7	270	462
5	2	20	1	1778852.996	33.93	5.89	235	1	3	91	175
5	2	20	1	1401031.159	26.72	246.31	5248	1	3808	5007	5231
5	2	20	1	1573034.488	30.00333	124.59667	2730	0.66667	1272.66667	1789.33333	1956
5	2	50	1	899766.0608	42.9	274.94	925	111	866	892	921
5	2	50	1	721709.0069	34.41	531.26	1683	507	1128	1544	1641
5	2	50	1	845522.9559	40.32	400.98	758	423	710	725	749
5	2	50	1	822332.6746	39.21	402.39333	1122	347	901.33333	1053.66667	1103.66667
5	2	100	1	460193.2812	43.89	555.21	862	649	723	808	860
5	2	100	1	449721.1729	42.89	584.65	1134	667	806	1097	1131
5	2	100	1	420875.4209	40.14	632.28	3105	520	3058	3094	3102
5	2	100	1	443596.625	42.30667	590.71333	1700.33333	612	1529	1666.33333	1697.66667
5	2	200	1	220945.6474	42.14	684.17	3374	549	3230	3333	3373
5	2	200	1	328515.1117	62.66	429.83	617	472	558	592	612
5	2	200	1	257971.3136	49.2	576.15	1469	529	1356	1422	1452
5	2	200	1	269144.0242	51.33333	563.38333	1820	516.66667	1714.66667	1782.33333	1812.33333
5	2	500	1	102322.7259	48.79	593.23	760	639	702	731	752
5	2	500	1	70711.35624	33.72	856.06	5460	641	5245	5454	5459
5	2	500	1	179662.235	85.67	326.74	514	341	466	493	508
5	2	500	1	117565.439	56.06	592.01	2244.66667	540.33333	2137.66667	2226	2239.66667
5	2	1000	1	49500.0495	47.21	627.92	1423	654	903	1310	1414
5	2	1000	1	47067.68333	44.89	657.1	1571	679	1168	1505	1568
5	2	1000	1	45380.2868	43.28	684.02	2417	595	2312	2393	2404
5	2	1000	1	47316.00654	45.12667	656.34667	1803.66667	642.66667	1461	1736	1795.33333
5	5	10	1	869217.5304	8.29	25.02	6883	10	101	236	342
5	5	10	1	1196716.211	11.41	24.77	593	9	94	276	397
5	5	10	1	1171069.889	11.17	26.06	1223	8	50	196	272
5	5	10	1	1079001.21	10.29	25.28333	2899.66667	9	81.66667	236	337
5	5	20	1	1339190.058	25.54	254.83	4585	2	2993	3409	3460
5	5	20	1	1582278.481	30.18	59.83	1282	1	365	1006	1137
5	5	20	1	1737438.321	33.14	11.69	386	1	75	281	369
5	5	20	1	1552968.953	29.62	108.78333	2084.33333	1.33333	1144.33333	1565.33333	1655.33333
5	5	50	1	934666.7913	44.57	232.44	1128	107	321	747	759
5	5	50	1	829393.7132	39.55	432.06	1289	416	997	1074	1098
5	5	50	1	764818.3556	36.47	499.68	1691	621	1540	1604	1628
5	5	50	1	842959.62	40.19667	388.06	1369.33333	381.33333	952.66667	1141.66667	1161.66667
5	5	100	1	457498.3988	43.63	569.44	791	610	692	710	745
5	5	100	1	379075.0569	36.15	620.86	2942	610	1117	1402	1467
5	5	100	1	493437.2841	47.06	501.81	1107	563	686	893	969
5	5	100	1	443336.9133	42.28	564.03667	1613.33333	594.33333	831.66667	1001.66667	1060.33333
5	5	200	1	260878.6393	49.76	544.51	1105	583	748	907	944
5	5	200	1	273942.5816	52.25	518.08	1204	555	868	1122	1190
5	5	200	1	267151.1007	50.96	548.68	1121	553	860	959	1013
5	5	200	1	267324.1072	50.99	537.09	1143.33333	563.66667	825.33333	996	1049
5	5	500	1	111831.805	53.33	539.55	991	554	723	908	979
5	5	500	1	71963.15487	34.31	702.7	5959	565	1105	5719	5942
