Replication Factor	Partition	Message Size	Acks	Buffer Memory	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
5	1	500	-1	200000000	36301.85297	17.31	8495.50333	14392	9226	14224	14353.33333	14382.33333
5	1	1000	-1	10000000	29042.75093	27.7	329.18	1270	285	716	1077	1238
5	1	1000	-1	10000000	18331.80568	17.48	518.95	1174	349	1082	1117	1171
5	1	1000	-1	10000000	14698.96519	14.02	652.13	1512	702	1151	1478	1505
5	1	1000	-1	10000000	20691.17394	19.73333	500.08667	1318.66667	445.33333	983	1224	1304.66667
5	1	1000	-1	33554432	12923.23598	12.32	2456.88	3907	2816	3635	3794	3903
5	1	1000	-1	33554432	21060.61244	20.08	1489.19	3009	1400	2610	2988	3005
5	1	1000	-1	33554432	20341.74125	19.4	1478.77	3541	1132	3265	3401	3512
5	1	1000	-1	33554432	18108.52989	17.26667	1808.28	3485.66667	1782.66667	3170	3394.33333	3473.33333
5	1	1000	-1	100000000	15178.65274	14.48	5719.63	11602	5689	10117	11308	11575
5	1	1000	-1	100000000	20231.44776	19.29	3865.96	9402	2766	9211	9397	9400
5	1	1000	-1	100000000	16926.77477	16.14	5460.62	11647	4554	10022	11310	11618
5	1	1000	-1	100000000	17445.62509	16.63667	5015.40333	10883.66667	4336.33333	9783.33333	10671.66667	10864.33333
5	1	1000	-1	200000000	25301.08289	24.13	5027.56	9893	5625	8546	9877	9891
5	1	1000	-1	200000000	16706.7629	15.93	9079.47	15279	10295	15082	15207	15254
5	1	1000	-1	200000000	28618.8541	27.29	5575.85	8227	5729	7767	8172	8216
5	1	1000	-1	200000000	23542.2333	22.45	6560.96	11133	7216.33333	10465	11085.33333	11120.33333
5	2	100	-1	10000000	224466.8911	21.41	393.15	1926	7	320	802	968
5	2	100	-1	10000000	301168.5339	28.72	285.88	861	42	493	701	722
5	2	100	-1	10000000	250337.9562	23.87	342.43	2102	230	927	2007	2090
5	2	100	-1	10000000	258657.7938	24.66667	340.48667	1629.66667	93	580	1170	1260
5	2	100	-1	33554432	172431.6309	16.44	1583.39	3585	2521	3000	3515	3565
5	2	100	-1	33554432	165251.0163	15.76	1734.64	2526	1890	2083	2338	2484
5	2	100	-1	33554432	166677.7785	15.9	1701.43	2895	1683	2710	2849	2877
5	2	100	-1	33554432	168120.1419	16.03333	1673.15333	3002	2031.33333	2597.66667	2900.66667	2975.33333
5	2	100	-1	100000000	188260.1002	17.95	3905.16	6868	4050	6780	6839	6862
5	2	100	-1	100000000	241814.5766	23.06	3226.27	4611	3217	4396	4472	4501
5	2	100	-1	100000000	150834.1126	14.38	5125.45	7463	5852	7367	7401	7442
5	2	100	-1	100000000	193636.2631	18.46333	4085.62667	6314	4373	6181	6237.33333	6268.33333
5	2	100	-1	200000000	82263.9026	7.85	20364	41207	20366	39635	39765	39773
5	2	100	-1	200000000	78478.15168	7.48	20886.54	40344	20608	38744	38966	39231
5	2	100	-1	200000000	80633.45643	7.69	20723.03	41741	21879	41317	41439	41733
5	2	100	-1	200000000	80458.50357	7.67333	20657.85667	41097.33333	20951	39898.66667	40056.66667	40245.66667
5	2	500	-1	10000000	74321.81345	35.44	254.8	1305	283	433	1294	1299
5	2	500	-1	10000000	70288.88733	33.52	270.33	996	301	842	986	995
5	2	500	-1	10000000	72923.50325	34.77	254.62	743	259	570	694	734
5	2	500	-1	10000000	72511.40134	34.57667	259.91667	1014.66667	281	615	991.33333	1009.33333
5	2	500	-1	33554432	26561.13044	12.67	2275.76	14687	1839	2231	2694	2736
5	2	500	-1	33554432	58254.6895	27.78	1019.04	2285	1082	2009	2233	2277
5	2	500	-1	33554432	35033.63229	16.71	1785.08	3448	1741	3130	3383	3419
5	2	500	-1	33554432	39949.81741	19.05333	1693.29333	6806.66667	1554	2456.66667	2770	2810.66667
5	2	500	-1	100000000	39036.57727	18.61	4294.84	6642	4648	4951	5151	5210
5	2	500	-1	100000000	45446.28249	21.67	3631.03	5614	3289	3953	4121	4230
5	2	500	-1	100000000	36890.84	17.59	4635.88	6823	5199	6110	6739	6792
5	2	500	-1	100000000	40457.89992	19.29	4187.25	6359.66667	4378.66667	5004.66667	5337	5410.66667
5	2	500	-1	200000000	32097.57663	15.31	9139.69	14607	10877	11618	11935	12071
5	2	500	-1	200000000	39960.03996	19.05	7281.89	11142	8766	11005	11088	11134
5	2	500	-1	200000000	42369.29074	20.2	6942.04	10673	8036	10229	10518	10580
5	2	500	-1	200000000	38142.30244	18.18667	7787.87333	12140.66667	9226.33333	10950.66667	11180.33333	11261.66667
5	2	1000	-1	10000000	18356.03363	17.51	519.02	2052	421	890	1956	2041
5	2	1000	-1	10000000	17839.94006	17.01	536.19	1439	550	626	1291	1417
5	2	1000	-1	10000000	19448.44218	18.55	491.79	1002	486	720	905	984
5	2	1000	-1	10000000	18548.13862	17.69	515.66667	1497.66667	485.66667	745.33333	1384	1480.66667
5	2	1000	-1	33554432	19574.83459	18.67	1531.06	3364	1461	3043	3187	3320
5	2	1000	-1	33554432	22956.84114	21.89	1326.23	2667	1223	2113	2569	2655
5	2	1000	-1	33554432	16609.08849	15.84	1883.62	2615	2015	2149	2438	2590
5	2	1000	-1	33554432	19713.58808	18.8	1580.30333	2882	1566.33333	2435	2731.33333	2855
5	2	1000	-1	100000000	17609.35409	16.79	4967.5	6316	5584	5920	6144	6308
5	2	1000	-1	100000000	19276.73683	18.38	4394.82	6510	4483	5777	6125	6495
5	2	1000	-1	100000000	21339.25142	20.35	4013.85	5915	4393	5557	5781	5891
5	2	1000	-1	100000000	19408.44745	18.50667	4458.72333	6247	4820	5751.33333	6016.66667	6231.33333
5	2	1000	-1	200000000	17167.38197	16.37	8842.6	13112	10964	12242	13055	13104
5	2	1000	-1	200000000	17182.72106	16.39	8967.91	12845	11131	12104	12696	12829
5	2	1000	-1	200000000	20119.1051	19.19	7550.87	10836	9073	10299	10538	10611
5	2	1000	-1	200000000	18156.40271	17.31667	8453.79333	12264.33333	10389.33333	11548.33333	12096.33333	12181.33333
5	5	100	-1	10000000	120010.5609	11.45	469.09	15278	18	129	434	2783
5	5	100	-1	10000000	308756.3295	29.45	273.63	835	141	330	504	581
5	5	100	-1	10000000	311895.7021	29.74	273.32	878	31	247	309	445
5	5	100	-1	10000000	246887.5308	23.54667	338.68	5663.66667	63.33333	235.33333	415.66667	1269.66667
5	5	100	-1	33554432	171022.0276	16.31	1630.37	2891	1750	2253	2331	2413
5	5	100	-1	33554432	180982.3723	17.26	1561.68	2198	1656	1763	1896	2000
5	5	100	-1	33554432	182621.7174	17.42	1547.01	2095	1684	1839	1993	2081
5	5	100	-1	33554432	178208.7058	16.99667	1579.68667	2394.66667	1696.66667	1951.66667	2073.33333	2164.66667
5	5	100	-1	100000000	182468.433	17.4	4081.75	5961	4803	4968	5189	5318
5	5	100	-1	100000000	200956.5532	19.16	3690.68	5197	4517	5036	5109	5135
5	5	100	-1	100000000	192893.7927	18.4	3875.02	5181	4699	4965	5075	5178
5	5	100	-1	100000000	192106.2596	18.32	3882.48333	5446.33333	4673	4989.66667	5124.33333	5210.33333
5	5	100	-1	200000000	87502.84384	8.34	18098.63	40682	18900	37349	38508	39168
5	5	100	-1	200000000	120650.5478	11.51	12418.61	29292	10188	28325	28707	28762
5	5	100	-1	200000000	138083.4024	13.17	10521.52	24697	10566	24486	24632	24674
5	5	100	-1	200000000	115412.2647	11.00667	13679.58667	31557	13218	30053.33333	30615.66667	30868
5	5	500	-1	10000000	65703.02234	31.33	288.13	1598	235	780	1265	1584
5	5	500	-1	10000000	74454.61991	35.5	253.01	924	215	559	790	921
5	5	500	-1	10000000	64578.62448	30.79	278.91	1592	264	516	986	1494
5	5	500	-1	10000000	68245.42224	32.54	273.35	1371.33333	238	618.33333	1013.66667	1333
5	5	500	-1	33554432	32793.33639	15.64	1901.09	2923	1976	2437	2647	2867
5	5	500	-1	33554432	38972.68015	18.58	1592.18	1984	1674	1787	1893	1961
5	5	500	-1	33554432	40594.30056	19.36	1522.82	1928	1627	1736	1800	1860
5	5	500	-1	33554432	37453.43903	17.86	1672.03	2278.33333	1759	1986.66667	2113.33333	2229.33333
5	5	500	-1	100000000	39976.01439	19.06	4244.38	5491	4864	5132	5378	5463
5	5	500	-1	100000000	39226.45432	18.7	4347.74	5556	4887	5289	5431	5531
5	5	500	-1	100000000	34311.20261	16.36	5034.77	8232	5377	7838	8120	8187
5	5	500	-1	100000000	37837.89044	18.04	4542.29667	6426.33333	5042.66667	6086.33333	6309.66667	6393.66667
5	5	500	-1	200000000	34158.8386	16.29	8829.15	12144	11358	12077	12106	12132
5	5	500	-1	200000000	37004.14446	17.64	8072.07	11145	10352	10890	11010	11105
5	5	500	-1	200000000	37735.84906	17.99	7956.14	10906	10221	10674	10811	10878
5	5	500	-1	200000000	36299.61071	17.30667	8285.78667	11398.33333	10643.66667	11213.66667	11309	11371.66667
5	5	1000	-1	10000000	20260.96118	19.32	462.13	1161	468	697	941	1101
5	5	1000	-1	10000000	21015.46738	20.04	453.2	1030	460	704	906	980
5	5	1000	-1	10000000	20519.55514	19.57	464.91	845	472	618	742	802
5	5	1000	-1	10000000	20598.66123	19.64333	460.08	1012	466.66667	673	863	961
5	5	1000	-1	33554432	20330.98849	19.39	1532.78	2370	1637	2032	2251	2353
5	5	1000	-1	33554432	19464.34133	18.56	1597.55	2789	1668	1851	2375	2673
5	5	1000	-1	33554432	19457.52423	18.56	1604.01	2162	1677	1839	2063	2137
5	5	1000	-1	33554432	19750.95135	18.83667	1578.11333	2440.33333	1660.66667	1907.33333	2229.66667	2387.66667
5	5	1000	-1	100000000	18760.31818	17.89	4540.18	5895	5028	5721	5812	5889
5	5	1000	-1	100000000	15810.27668	15.08	5405.64	6834	5970	6717	6758	6788
5	5	1000	-1	100000000	16772.33236	16	5198.89	6525	5530	5996	6271	6490
5	5	1000	-1	100000000	17114.30907	16.32333	5048.23667	6418	5509.33333	6144.66667	6280.33333	6389
5	5	1000	-1	200000000	19580.9673	18.67	7641.74	10647	9710	10366	10514	10618
5	5	1000	-1	200000000	18675.53132	17.81	7975.5	11110	9976	10896	10971	11061
5	5	1000	-1	200000000	18096.92714	17.26	7989.2	12245	10130	11435	12005	12202
5	5	1000	-1	200000000	18784.47525	17.91333	7868.81333	11334	9938.66667	10899	11163.33333	11293.66667
1	1	100	0	10000000	818464.5605	78.05	32.43	378	1	243	334	368
1	1	100	0	10000000	1080380.294	103.03	0.54	142	0	2	8	25
1	1	100	0	10000000	943040.3621	89.94	15.34	571	0	48	540	568
1	1	100	0	10000000	947295.0722	90.34	16.10333	363.66667	0.33333	97.66667	294	320.33333
1	1	100	0	33554432	1094810.598	104.41	14.17	252	0	150	233	248
1	1	100	0	33554432	1008471.158	96.18	42.95	428	0	247	364	425
1	1	100	0	33554432	1101806.963	105.08	0.29	140	0	1	2	7
1	1	100	0	33554432	1068362.906	101.89	19.13667	273.33333	0	132.66667	199.66667	226.66667
1	1	100	0	100000000	1078050.884	102.81	12.58	267	0	122	232	264
1	1	100	0	100000000	1099868.016	104.89	0.34	132	0	1	4	7
1	1	100	0	100000000	1072961.373	102.33	14.77	280	0	97	267	277
1	1	100	0	100000000	1083626.758	103.34333	9.23	226.33333	0	73.33333	167.66667	182.66667
1	1	100	0	200000000	994431.1854	94.84	24.65	405	0	204	364	402
1	1	100	0	200000000	1104484.206	105.33	0.32	143	0	1	2	15
1	1	100	0	200000000	1092657.343	104.2	0.29	134	0	1	2	15
1	1	100	0	200000000	1063857.578	101.45667	8.42	227.33333	0	68.66667	122.66667	144
1	1	500	0	10000000	376222.7239	179.4	46.47	137	46	69	86	100
1	1	500	0	10000000	319081.0466	152.15	55.68	415	47	75	411	414
1	1	500	0	10000000	317863.9542	151.57	55.9	484	47	72	441	482
1	1	500	0	10000000	337722.5749	161.04	52.68333	345.33333	46.66667	72	312.66667	332
1	1	500	0	33554432	368731.5634	175.82	150.38	204	152	191	200	203
1	1	500	0	33554432	365630.713	174.35	153.23	232	150	189	221	231
1	1	500	0	33554432	351864.8839	167.78	160.65	219	161	202	212	217
1	1	500	0	33554432	362075.7201	172.65	154.75333	218.33333	154.33333	194	211	217
1	1	500	0	100000000	316355.5837	150.85	465.98	673	508	656	663	673
1	1	500	0	100000000	325945.2412	155.42	445.49	620	474	617	619	620
1	1	500	0	100000000	311526.4798	148.55	475.69	634	538	625	631	633
1	1	500	0	100000000	317942.4349	151.60667	462.38667	642.33333	506.66667	632.66667	637.66667	642
1	1	500	0	200000000	302571.8608	144.28	877.9	1121	940	1113	1119	1120
1	1	500	0	200000000	309405.9406	147.54	819.33	1215	890	1182	1210	1214
1	1	500	0	200000000	295420.9749	140.87	883.44	1445	948	1418	1440	1443
1	1	500	0	200000000	302466.2588	144.23	860.22333	1260.33333	926	1237.66667	1256.33333	1259
1	1	1000	0	10000000	164527.8052	156.91	54.78	456	45	71	452	455
1	1	1000	0	10000000	180375.1804	172.02	49.68	135	48	64	107	120
1	1	1000	0	10000000	188821.7523	180.07	47.54	143	45	58	121	140
1	1	1000	0	10000000	177908.246	169.66667	50.66667	244.66667	46	64.33333	226.66667	238.33333
1	1	1000	0	33554432	166444.7403	158.73	175.96	544	155	523	537	539
1	1	1000	0	33554432	183016.1054	174.54	157.92	299	144	277	297	299
1	1	1000	0	33554432	185391.1754	176.8	154.75	260	156	252	258	259
1	1	1000	0	33554432	178284.0071	170.02333	162.87667	367.66667	151.66667	350.66667	364	365.66667
1	1	1000	0	100000000	140924.4645	134.4	584.28	1282	522	1257	1279	1281
1	1	1000	0	100000000	145011.6009	138.29	524.23	1049	502	1017	1047	1049
1	1	1000	0	100000000	185873.6059	177.26	413.34	564	431	537	560	564
1	1	1000	0	100000000	157269.8905	149.98333	507.28333	965	485	937	962	964.66667
1	1	1000	0	200000000	129433.0831	123.44	886.65	1890	872	1880	1886	1889
1	1	1000	0	200000000	168350.1684	160.55	771.8	1037	967	1018	1028	1036
1	1	1000	0	200000000	176553.6723	168.37	765.99	1085	814	1071	1079	1084
1	1	1000	0	200000000	158112.3079	150.78667	808.14667	1337.33333	884.33333	1323	1331	1336.33333
1	2	100	0	10000000	336066.6756	32.05	3.13	10599	0	6	118	137
1	2	100	0	10000000	1089324.619	103.89	6.53	325	0	2	305	324
1	2	100	0	10000000	1240079.365	118.26	0.3	133	0	1	2	9
1	2	100	0	10000000	888490.2198	84.73333	3.32	3685.66667	0	3	141.66667	156.66667
1	2	100	0	33554432	1175088.132	112.07	1.01	134	0	1	20	89
1	2	100	0	33554432	1145737.855	109.27	15.44	249	0	185	223	246
1	2	100	0	33554432	1199328.376	114.38	0.4	134	0	1	4	19
1	2	100	0	33554432	1173384.788	111.90667	5.61667	172.33333	0	62.33333	82.33333	118
1	2	100	0	100000000	1164686.699	111.07	0.33	132	0	1	2	7
1	2	100	0	100000000	1166588.894	111.25	5.96	244	0	23	197	237
1	2	100	0	100000000	1121327.652	106.94	34.94	507	0	334	460	502
1	2	100	0	100000000	1150867.748	109.75333	13.74333	294.33333	0	119.33333	219.66667	248.66667
1	2	100	0	200000000	1007861.318	96.12	0.65	892	0	1	2	7
1	2	100	0	200000000	1089087.345	103.86	32.68	481	0	321	445	477
1	2	100	0	200000000	744823.4768	71.03	765.52	2874	1	2740	2865	2873
1	2	100	0	200000000	947257.38	90.33667	266.28333	1415.66667	0.33333	1020.66667	1104	1119
1	2	500	0	10000000	460193.2812	219.44	37.29	138	36	57	69	75
1	2	500	0	10000000	459981.6007	219.34	33.7	135	36	42	46	49
1	2	500	0	10000000	415973.3777	198.35	41.68	270	37	49	212	216
1	2	500	0	10000000	445382.7532	212.37667	37.55667	181	36.33333	49.33333	109	113.33333
1	2	500	0	33554432	418760.469	199.68	120.66	165	129	150	162	164
1	2	500	0	33554432	364166.0597	173.65	148.49	535	135	479	522	534
1	2	500	0	33554432	396039.604	188.85	112.94	275	131	246	258	262
1	2	500	0	33554432	392988.7109	187.39333	127.36333	325	131.66667	291.66667	314	320
1	2	500	0	100000000	335795.8361	160.12	388.47	660	428	645	658	658
1	2	500	0	100000000	321336.7609	153.23	426.18	1014	367	1003	1011	1013
1	2	500	0	100000000	301750.1509	143.89	461.14	700	568	692	697	699
1	2	500	0	100000000	319627.5826	152.41333	425.26333	791.33333	454.33333	780	788.66667	790
1	2	500	0	200000000	257731.9588	122.9	850.61	1619	753	1572	1605	1617
1	2	500	0	200000000	255689.0821	121.92	848.05	1670	799	1631	1653	1666
1	2	500	0	200000000	195771.3391	93.35	1096.03	2596	1039	2557	2581	2595
1	2	500	0	200000000	236397.46	112.72333	931.56333	1961.66667	863.66667	1920	1946.33333	1959.33333
1	2	1000	0	10000000	122040.5175	116.39	74.91	136	76	101	110	121
1	2	1000	0	10000000	113071.0086	107.83	80.98	144	83	111	123	139
1	2	1000	0	10000000	107273.1174	102.3	86.2	139	89	116	130	136
1	2	1000	0	10000000	114128.2145	108.84	80.69667	139.66667	82.66667	109.33333	121	132
1	2	1000	0	33554432	103348.4911	98.56	285.77	457	298	373	433	453
1	2	1000	0	33554432	73942.62053	70.52	418.23	2577	248	2529	2575	2576
1	2	1000	0	33554432	125062.5313	119.27	236.52	334	247	303	316	331
1	2	1000	0	33554432	100784.5476	96.11667	313.50667	1122.66667	264.33333	1068.33333	1108	1120
1	2	1000	0	100000000	111061.7503	105.92	714.76	969	829	941	956	968
1	2	1000	0	100000000	108459.8698	103.44	720.69	1031	849	980	1009	1026
1	2	1000	0	100000000	104144.9698	99.32	765.76	1323	830	1190	1288	1321
1	2	1000	0	100000000	107888.8633	102.89333	733.73667	1107.66667	836	1037	1084.33333	1105
1	2	1000	0	200000000	105152.4711	100.28	1252.07	1921	1568	1896	1909	1919
1	2	1000	0	200000000	105864.9164	100.96	1249.2	1960	1589	1891	1930	1956
1	2	1000	0	200000000	101543.4606	96.84	1340.94	2084	1667	2053	2074	2083
1	2	1000	0	200000000	104186.9494	99.36	1280.73667	1988.33333	1608	1946.66667	1971	1986
1	5	100	0	10000000	93078.67009	8.88	0.56	49863	0	1	8	16
1	5	100	0	10000000	1393145.723	132.86	0.41	138	0	1	2	4
1	5	100	0	10000000	1360914.535	129.79	0.52	133	0	2	4	21
1	5	100	0	10000000	949046.3092	90.51	0.49667	16711.33333	0	1.33333	4.66667	13.66667
1	5	100	0	33554432	1305823.975	124.53	0.41	137	0	1	2	12
1	5	100	0	33554432	1352447.931	128.98	0.45	136	0	1	2	8
1	5	100	0	33554432	1307531.381	124.7	1.02	135	0	3	17	39
1	5	100	0	33554432	1321934.429	126.07	0.62667	136	0	1.66667	7	19.66667
1	5	100	0	100000000	1077586.207	102.77	151	816	1	704	794	814
1	5	100	0	100000000	1195028.681	113.97	15.43	233	1	123	195	230
1	5	100	0	100000000	1182592.242	112.78	10.81	235	0	93	200	231
1	5	100	0	100000000	1151735.71	109.84	59.08	428	0.66667	306.66667	396.33333	425
1	5	100	0	200000000	1278118.609	121.89	8.8	202	0	66	167	199
1	5	100	0	200000000	1305142.261	124.47	16.01	396	0	148	282	382
1	5	100	0	200000000	1335470.085	127.36	0.46	131	0	1	2	10
1	5	100	0	200000000	1306243.652	124.57333	8.42333	243	0	71.66667	150.33333	197
1	5	500	0	10000000	512295.082	244.28	23.58	140	30	37	44	45
1	5	500	0	10000000	504540.8678	240.58	27.51	138	32	38	41	49
1	5	500	0	10000000	401767.7782	191.58	40.8	606	31	44	603	605
1	5	500	0	10000000	472867.9093	225.48	30.63	294.66667	31	39.66667	229.33333	233
1	5	500	0	33554432	466417.9104	222.41	94.36	192	109	174	184	191
1	5	500	0	33554432	410340.5827	195.67	109.61	267	120	208	254	265
1	5	500	0	33554432	346260.3878	165.11	139.53	558	104	497	549	558
1	5	500	0	33554432	407672.9603	194.39667	114.5	339	111	293	329	338
1	5	500	0	100000000	263504.6113	125.65	496.08	857	679	838	850	856
1	5	500	0	100000000	230627.3063	109.97	608.23	1058	764	1031	1048	1056
1	5	500	0	100000000	135869.5652	64.79	1312.76	4913	393	4842	4899	4912
1	5	500	0	100000000	210000.4943	100.13667	805.69	2276	612	2237	2265.66667	2274.66667
1	5	500	0	200000000	314465.4088	149.95	531.48	1377	452	1329	1365	1374
1	5	500	0	200000000	241954.9964	115.37	1001.07	1568	1123	1512	1548	1566
1	5	500	0	200000000	239234.4498	114.08	875.15	1758	857	1690	1739	1751
1	5	500	0	200000000	265218.285	126.46667	802.56667	1567.66667	810.66667	1510.33333	1550.66667	1563.66667
1	5	1000	0	10000000	110546.0977	105.42	81.86	133	83	114	123	128
1	5	1000	0	10000000	103412.6163	98.62	88.3	613	85	116	585	612
1	5	1000	0	10000000	96581.03149	92.11	94.76	168	97	130	164	167
1	5	1000	0	10000000	103513.2485	98.71667	88.30667	304.66667	88.33333	120	290.66667	302.33333
1	5	1000	0	33554432	82836.31544	79	337.56	842	353	408	834	841
1	5	1000	0	33554432	91290.85266	87.06	336.3	695	343	545	676	684
1	5	1000	0	33554432	95492.74255	91.07	311.61	512	324	388	500	511
1	5	1000	0	33554432	89873.30355	85.71	328.49	683	340	447	670	678.66667
1	5	1000	0	100000000	49202.91281	46.92	1855.04	7136	876	7014	7129	7135
1	5	1000	0	100000000	170473.9175	162.58	372.09	700	476	651	687	698
1	5	1000	0	100000000	134807.2257	128.56	544.33	873	636	824	866	872
1	5	1000	0	100000000	118161.352	112.68667	923.82	2903	662.66667	2829.66667	2894	2901.66667
1	5	1000	0	200000000	92971.36482	88.66	1447.36	2931	1267	2911	2917	2928
1	5	1000	0	200000000	122639.1955	116.96	1021.6	1646	1182	1612	1630	1644
1	5	1000	0	200000000	113224.6377	107.98	1111.23	1845	1348	1800	1836	1843
1	5	1000	0	200000000	109611.7327	104.53333	1193.39667	2140.66667	1265.66667	2107.66667	2127.66667	2138.33333
2	1	100	0	10000000	599592.2773	57.18	86.69	443	29	271	397	421
2	1	100	0	10000000	662251.6556	63.16	60.35	1320	1	194	1265	1318
2	1	100	0	10000000	821692.6869	78.36	21.12	962	1	37	947	960
2	1	100	0	10000000	694512.2066	66.23333	56.05333	908.33333	10.33333	167.33333	869.66667	899.66667
2	1	100	0	33554432	861178.0916	82.13	30.69	358	1	195	338	356
2	1	100	0	33554432	931272.1177	88.81	9.58	194	1	96	169	192
2	1	100	0	33554432	972951.9362	92.79	12.06	194	0	114	176	191
2	1	100	0	33554432	921800.7152	87.91	17.44333	248.66667	0.66667	135	227.66667	246.33333
2	1	100	0	100000000	883236.1774	84.23	63.7	481	1	434	469	479
2	1	100	0	100000000	643997.9392	61.42	700.4	2396	546	2349	2374	2393
2	1	100	0	100000000	968241.6731	92.34	11.19	200	0	102	171	197
2	1	100	0	100000000	831825.2632	79.33	258.43	1025.66667	182.33333	961.66667	1004.66667	1023
2	1	100	0	200000000	824266.4029	78.61	293.72	1500	1	1401	1487	1499
2	1	100	0	200000000	1079447.323	102.94	0.6	139	0	2	7	17
2	1	100	0	200000000	556606.9242	53.08	1782.55	4179	1896	3747	4126	4172
2	1	100	0	200000000	820106.8834	78.21	692.29	1939.33333	632.33333	1716.66667	1873.33333	1896
2	1	500	0	10000000	248138.9578	118.32	71.88	176	58	135	162	173
2	1	500	0	10000000	128073.7705	61.07	145.47	1409	118	185	1363	1401
2	1	500	0	10000000	168520.391	80.36	109.84	169	109	145	158	166
2	1	500	0	10000000	181577.7064	86.58333	109.06333	584.66667	95	155	561	580
2	1	500	0	33554432	158478.6054	75.57	372.4	1176	364	977	1153	1172
2	1	500	0	33554432	150015.0015	71.53	394.47	785	392	615	737	775
2	1	500	0	33554432	123578.8433	58.93	378.19	2708	361	560	2702	2706
2	1	500	0	33554432	144024.1501	68.67667	381.68667	1556.33333	372.33333	717.33333	1530.66667	1551
2	1	500	0	100000000	243427.4586	116.08	611.95	948	706	892	929	947
2	1	500	0	100000000	136351.2408	65.02	1077.04	3558	882	2390	3529	3553
2	1	500	0	100000000	242013.5528	115.4	610.32	946	652	910	944	946
2	1	500	0	100000000	207264.0841	98.83333	766.43667	1817.33333	746.66667	1397.33333	1800.66667	1815.33333
2	1	500	0	200000000	201938.6107	96.29	1223.46	2213	1274	2143	2186	2211
2	1	500	0	200000000	178858.8803	85.29	1418.25	2368	1634	2301	2354	2365
2	1	500	0	200000000	153115.9087	73.01	1835.41	3149	2047	3105	3136	3146
2	1	500	0	200000000	177971.1333	84.86333	1492.37333	2576.66667	1651.66667	2516.33333	2558.66667	2574
2	1	1000	0	10000000	78419.07152	74.79	118.77	1445	93	138	1425	1444
2	1	1000	0	10000000	101010.101	96.33	91.16	207	90	151	173	202
2	1	1000	0	10000000	72971.39521	69.59	128.72	2297	81	138	2257	2296
2	1	1000	0	10000000	84133.52258	80.23667	112.88333	1316.33333	88	142.33333	1285	1314
2	1	1000	0	33554432	99820.32342	95.2	298.31	596	298	520	575	590
2	1	1000	0	33554432	87703.91159	83.64	336.81	558	346	415	538	555
2	1	1000	0	33554432	84918.47826	80.98	364.53	742	362	555	705	741
2	1	1000	0	33554432	90814.23776	86.60667	333.21667	632	335.33333	496.66667	606	628.66667
2	1	1000	0	100000000	85763.29331	81.79	962.06	1400	1082	1314	1369	1400
2	1	1000	0	100000000	86835.70684	82.81	946.87	1152	1001	1120	1135	1148
2	1	1000	0	100000000	67367.28645	64.25	1287.18	3064	1085	3017	3037	3057
2	1	1000	0	100000000	79988.7622	76.28333	1065.37	1872	1056	1817	1847	1868.33333
2	1	1000	0	200000000	95987.71357	91.54	1428.15	2471	1818	2302	2462	2470
2	1	1000	0	200000000	86760.36786	82.74	1595.54	2399	2010	2371	2391	2398
2	1	1000	0	200000000	82223.31853	78.41	1700.51	2612	2126	2551	2599	2609
2	1	1000	0	200000000	88323.79999	84.23	1574.73333	2494	1984.66667	2408	2484	2492.33333
2	2	100	0	10000000	199920.032	19.07	80.23	17297	6	289	596	708
2	2	100	0	10000000	782472.6135	74.62	35.63	381	9	108	354	366
2	2	100	0	10000000	1055297.594	100.64	5.89	139	2	32	46	57
2	2	100	0	10000000	679230.0798	64.77667	40.58333	5939	5.66667	143	332	377
2	2	100	0	33554432	1079680.415	102.97	20.98	297	1	206	275	294
2	2	100	0	33554432	1033912.324	98.6	39.25	593	0	449	572	589
2	2	100	0	33554432	463821.8924	44.23	419.73	3757	0	3619	3726	3754
2	2	100	0	33554432	859138.2104	81.93333	159.98667	1549	0.33333	1424.66667	1524.33333	1545.66667
2	2	100	0	100000000	1005833.836	95.92	93.99	882	1	787	862	881
2	2	100	0	100000000	1101321.586	105.03	11.16	171	0	115	153	169
2	2	100	0	100000000	629168.2396	60	737.58	1541	705	1296	1462	1507
2	2	100	0	100000000	912107.8873	86.98333	280.91	864.66667	235.33333	732.66667	825.66667	852.33333
2	2	100	0	200000000	625156.2891	59.62	759.55	2239	622	2027	2196	2235
2	2	100	0	200000000	680827.8867	64.93	412.37	1253	308	1113	1211	1251
2	2	100	0	200000000	710934.1675	67.8	314.8	817	299	752	804	816
2	2	100	0	200000000	672306.1144	64.11667	495.57333	1436.33333	409.66667	1297.33333	1403.66667	1434
2	2	500	0	10000000	167252.0488	79.75	110.1	175	107	135	150	174
2	2	500	0	10000000	140567.8943	67.03	131.73	1405	107	287	1377	1404
2	2	500	0	10000000	178475.8165	85.1	103	633	104	136	561	581
2	2	500	0	10000000	162098.5866	77.29333	114.94333	737.66667	106	186	696	719.66667
2	2	500	0	33554432	127567.2917	60.83	466.38	1585	344	1460	1503	1526
2	2	500	0	33554432	173580.9755	82.77	339.85	1783	250	1724	1757	1772
2	2	500	0	33554432	213083.3156	101.61	267.56	384	299	360	372	383
2	2	500	0	33554432	171410.5276	81.73667	357.93	1250.66667	297.66667	1181.33333	1210.66667	1227
2	2	500	0	100000000	148698.8848	70.91	1044.5	2580	1005	2518	2552	2575
