Replication Factor	Partition	Message Size	Acks	Buffer Memory	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
2	2	500	0	100000000	191168.0367	91.16	810.48	1104	944	1038	1053	1064
2	2	500	0	100000000	175407.8232	83.64	870.26	1241	1070	1206	1219	1240
2	2	500	0	100000000	171758.2482	81.90333	908.41333	1641.66667	1006.33333	1587.33333	1608	1626.33333
2	2	500	0	200000000	163559.0448	77.99	1600.01	2509	1918	2463	2492	2498
2	2	500	0	200000000	154822.728	73.83	1739.86	2569	2183	2541	2562	2568
2	2	500	0	200000000	135043.8893	64.39	1907.85	3748	2013	3718	3735	3746
2	2	500	0	200000000	151141.8874	72.07	1749.24	2942	2038	2907.33333	2929.66667	2937.33333
2	2	1000	0	10000000	58616.64713	55.9	160.95	4773	72	113	4733	4764
2	2	1000	0	10000000	119019.2811	113.51	77.28	759	64	105	721	757
2	2	1000	0	10000000	115982.3707	110.61	78.6	144	80	105	118	124
2	2	1000	0	10000000	97872.76631	93.34	105.61	1892	72	107.66667	1857.33333	1881.66667
2	2	1000	0	33554432	92148.91264	87.88	322.18	476	324	435	458	473
2	2	1000	0	33554432	77423.35088	73.84	391.21	610	397	489	584	609
2	2	1000	0	33554432	79289.56549	75.62	379.96	457	400	441	452	455
2	2	1000	0	33554432	82953.94301	79.11333	364.45	514.33333	373.66667	455	498	512.33333
2	2	1000	0	100000000	73583.51729	70.17	1124.57	1646	1119	1336	1570	1618
2	2	1000	0	100000000	83654.00703	79.78	969.42	1233	1085	1202	1218	1230
2	2	1000	0	100000000	78851.9161	75.2	1056.16	1572	1144	1457	1533	1562
2	2	1000	0	100000000	78696.48014	75.05	1050.05	1483.66667	1116	1331.66667	1440.33333	1470
2	2	1000	0	200000000	78492.93564	74.86	1764.59	2561	2326	2447	2462	2560
2	2	1000	0	200000000	75746.09908	72.24	1730.09	3028	2227	2460	2974	3026
2	2	1000	0	200000000	83263.94671	79.41	1661.85	2423	2175	2369	2395	2422
2	2	1000	0	200000000	79167.66047	75.50333	1718.84333	2670.66667	2242.66667	2425.33333	2610.33333	2669.33333
2	5	100	0	10000000	141703.2733	13.51	113.64	24902	0	40	6068	6115
2	5	100	0	10000000	1110370.864	105.89	0.52	131	0	1	12	18
2	5	100	0	10000000	443105.2818	42.26	129.14	5519	1	146	5509	5518
2	5	100	0	10000000	565059.8063	53.88667	81.1	10184	0.33333	62.33333	3863	3883.66667
2	5	100	0	33554432	993048.6594	94.7	3.65	136	0	27	44	47
2	5	100	0	33554432	1092896.175	104.23	0.93	134	0	2	24	37
2	5	100	0	33554432	988924.0506	94.31	34.32	369	0	300	354	368
2	5	100	0	33554432	1024956.295	97.74667	12.96667	213	0	109.66667	140.66667	150.66667
2	5	100	0	100000000	179140.8405	17.08	286.43	23341	0	3	23331	23340
2	5	100	0	100000000	579105.8606	55.23	911.99	3923	229	3894	3913	3920
2	5	100	0	100000000	1075268.817	102.55	1.31	133	0	6	19	21
2	5	100	0	100000000	611171.8394	58.28667	399.91	9132.33333	76.33333	1301	9087.66667	9093.66667
2	5	100	0	200000000	1090512.541	104	0.57	143	0	2	8	17
2	5	100	0	200000000	435767.8229	41.56	147.96	6625	0	271	6596	6620
2	5	100	0	200000000	675766.9955	64.45	680.62	2744	1	2601	2728	2743
2	5	100	0	200000000	734015.7865	70.00333	276.38333	3170.66667	0.33333	958	3110.66667	3126.66667
2	5	500	0	10000000	337837.8378	161.09	52.49	142	50	82	112	123
2	5	500	0	10000000	197550.3753	94.2	93.02	452	77	170	409	446
2	5	500	0	10000000	140607.4241	67.05	132.5	196	140	172	185	192
2	5	500	0	10000000	225331.8791	107.44667	92.67	263.33333	89	141.33333	235.33333	253.66667
2	5	500	0	33554432	137136.588	65.39	437.89	589	470	552	573	587
2	5	500	0	33554432	135961.9307	64.83	448.78	907	422	762	878	906
2	5	500	0	33554432	159235.6688	75.93	379.26	611	387	536	574	606
2	5	500	0	33554432	144111.3958	68.71667	421.97667	702.33333	426.33333	616.66667	675	699.66667
2	5	500	0	100000000	159540.5233	76.07	980.63	1322	1165	1292	1305	1318
2	5	500	0	100000000	161238.3102	76.88	991.52	1321	1142	1295	1306	1318
2	5	500	0	100000000	159337.1574	75.98	1004.21	1394	1193	1294	1365	1390
2	5	500	0	100000000	160038.6637	76.31	992.12	1345.66667	1166.66667	1293.66667	1325.33333	1342
2	5	500	0	200000000	168861.871	80.52	1590.1	2459	1920	2408	2435	2449
2	5	500	0	200000000	116536.5342	55.57	2757.43	5628	1594	5511	5610	5626
2	5	500	0	200000000	164176.6541	78.29	1662.71	3719	1047	3500	3713	3718
2	5	500	0	200000000	149858.3531	71.46	2003.41333	3935.33333	1520.33333	3806.33333	3919.33333	3931
2	5	1000	0	10000000	155183.1161	147.99	58.43	144	52	89	122	142
2	5	1000	0	10000000	114077.1161	108.79	80.9	215	76	117	183	213
2	5	1000	0	10000000	78100.59357	74.48	118.64	1068	99	159	1053	1064
2	5	1000	0	10000000	115786.9419	110.42	85.99	475.66667	75.66667	121.66667	452.66667	473
2	5	1000	0	33554432	86266.39061	82.27	346.78	888	344	744	872	887
2	5	1000	0	33554432	77471.33561	73.88	387.3	523	397	491	508	521
2	5	1000	0	33554432	79138.96803	75.47	380.19	697	389	569	666	694
2	5	1000	0	33554432	80958.89808	77.20667	371.42333	702.66667	376.66667	601.33333	682	700.66667
2	5	1000	0	100000000	51631.55721	49.24	1738.6	5752	1054	5602	5710	5751
2	5	1000	0	100000000	159846.5473	152.44	455.94	713	502	644	712	713
2	5	1000	0	100000000	118399.2422	112.91	648.96	990	666	934	967	986
2	5	1000	0	100000000	109959.1156	104.86333	947.83333	2485	740.66667	2393.33333	2463	2483.33333
2	5	1000	0	200000000	86565.09695	82.55	1567.16	2764	1635	2648	2740	2762
2	5	1000	0	200000000	75907.08972	72.39	1829.33	2776	2371	2658	2757	2774
2	5	1000	0	200000000	75711.68989	72.2	1874.29	2756	2415	2635	2731	2755
2	5	1000	0	200000000	79394.62552	75.71333	1756.92667	2765.33333	2140.33333	2647	2742.66667	2763.66667
5	1	100	0	10000000	363187.332	34.64	222.29	962	163	515	841	937
5	1	100	0	10000000	530335.1718	50.58	123.28	465	99	309	450	459
5	1	100	0	10000000	511718.3502	48.8	140.21	1515	125	294	1491	1512
5	1	100	0	10000000	468413.618	44.67333	161.92667	980.66667	129	372.66667	927.33333	969.33333
5	1	100	0	33554432	292551.6354	27.9	946.27	5657	502	5179	5554	5633
5	1	100	0	33554432	565546.8838	53.93	425.52	703	506	611	637	700
5	1	100	0	33554432	499650.2448	47.65	487.74	1240	564	969	1222	1234
5	1	100	0	33554432	452582.9213	43.16	619.84333	2533.33333	524	2253	2471	2522.33333
5	1	100	0	100000000	510881.782	48.72	1192.43	1986	1443	1956	1976	1984
5	1	100	0	100000000	503473.9704	48.02	1200.71	1922	1418	1868	1891	1915
5	1	100	0	100000000	497859.2054	47.48	1155.21	1930	1235	1898	1915	1924
5	1	100	0	100000000	504071.6526	48.07333	1182.78333	1946	1365.33333	1907.33333	1927.33333	1941
5	1	100	0	200000000	492174.4266	46.94	1430.96	3370	1144	3219	3355	3368
5	1	100	0	200000000	484355.3231	46.19	1246.76	3473	1010	3298	3449	3472
5	1	100	0	200000000	382731.1696	36.5	2246	6937	610	6871	6918	6935
5	1	100	0	200000000	453086.9731	43.21	1641.24	4593.33333	921.33333	4462.66667	4574	4591.66667
5	1	500	0	10000000	218054.9498	103.98	83.24	167	75	141	153	160
5	1	500	0	10000000	122369.0651	58.35	152.15	902	157	218	882	901
5	1	500	0	10000000	102796.0526	49.02	182.69	243	187	217	227	237
5	1	500	0	10000000	147740.0225	70.45	139.36	437.33333	139.66667	192	420.66667	432.66667
5	1	500	0	33554432	100010.001	47.69	616.18	1036	596	776	952	1035
5	1	500	0	33554432	102690.4909	48.97	549.48	1273	584	626	642	650
5	1	500	0	33554432	110460.6208	52.67	511.55	1187	538	785	873	878
5	1	500	0	33554432	104387.0376	49.77667	559.07	1165.33333	572.66667	729	822.33333	854.33333
5	1	500	0	100000000	118793.0625	56.64	1362.29	1777	1593	1740	1758	1772
5	1	500	0	100000000	112892.3007	53.83	1457.88	1945	1692	1797	1900	1935
5	1	500	0	100000000	106484.9324	50.78	1579.32	2903	1518	2791	2880	2896
5	1	500	0	100000000	112723.4319	53.75	1466.49667	2208.33333	1601	2109.33333	2179.33333	2201
5	1	500	0	200000000	115247.2053	54.95	2455.33	3541	2628	3509	3524	3537
5	1	500	0	200000000	110546.0977	52.71	2555.85	3731	3389	3600	3713	3728
5	1	500	0	200000000	109998.9	52.45	2548.86	4021	3315	3725	3956	4020
5	1	500	0	200000000	111930.7343	53.37	2520.01333	3764.33333	3110.66667	3611.33333	3731	3761.66667
5	1	1000	0	10000000	58983.13083	56.25	159.45	784	158	213	729	784
5	1	1000	0	10000000	58186.89631	55.49	162.07	223	162	201	212	219
5	1	1000	0	10000000	49024.41416	46.75	193.86	2124	149	195	2092	2123
5	1	1000	0	10000000	55398.1471	52.83	171.79333	1043.66667	156.33333	203	1011	1042
5	1	1000	0	33554432	58713.0108	55.99	520.75	1209	561	946	1168	1206
5	1	1000	0	33554432	55370.9856	52.81	553.31	682	583	646	666	679
5	1	1000	0	33554432	56548.29224	53.93	541.6	726	571	617	687	724
5	1	1000	0	33554432	56877.42955	54.24333	538.55333	872.33333	571.66667	736.33333	840.33333	869.66667
5	1	1000	0	100000000	47551.11745	45.35	1837.95	4252	1578	4137	4227	4245
5	1	1000	0	100000000	68880.01102	65.69	1200.84	1595	1370	1513	1552	1587
5	1	1000	0	100000000	53151.90815	50.69	1623.68	3104	1574	3005	3065	3100
5	1	1000	0	100000000	56527.67888	53.91	1554.15667	2983.66667	1507.33333	2885	2948	2977.33333
5	1	1000	0	200000000	4817.41979	4.59	35614.89	96654	6944	96011	96556	96644
5	1	1000	0	200000000	3517.757641	3.35	37443.4	69368	38236	68640	69334	69360
5	1	1000	0	200000000	6299.29196	6.01	24626.02	52530	22442	51705	52407	52521
5	1	1000	0	200000000	4878.15646	4.65	32561.43667	72850.66667	22540.66667	72118.66667	72765.66667	72841.66667
5	2	100	0	10000000	290258.9109	27.68	259.14	1093	64	708	878	967
5	2	100	0	10000000	730994.152	69.71	68.72	406	13	332	384	397
5	2	100	0	10000000	626723.4896	59.77	88.96	408	53	230	365	381
5	2	100	0	10000000	549325.5175	52.38667	138.94	635.66667	43.33333	423.33333	542.33333	581.66667
5	2	100	0	33554432	369986.6805	35.28	631.46	5688	128	352	5422	5433
5	2	100	0	33554432	597657.1838	57	383.88	1077	344	840	1006	1065
5	2	100	0	33554432	516902.7189	49.3	413.21	1187	473	853	1138	1184
5	2	100	0	33554432	494848.8611	47.19333	476.18333	2650.66667	315	681.66667	2522	2560.66667
5	2	100	0	100000000	445434.2984	42.48	1436.33	2839	1854	2047	2676	2750
5	2	100	0	100000000	481417.2925	45.91	1252.51	2017	1544	1959	1994	2015
5	2	100	0	100000000	446309.0244	42.56	1333.8	3181	1405	3070	3147	3168
5	2	100	0	100000000	457720.2051	43.65	1340.88	2679	1601	2358.66667	2605.66667	2644.33333
5	2	100	0	200000000	500500.5005	47.73	902.22	3097	636	2923	3045	3095
5	2	100	0	200000000	466504.945	44.49	1319.42	3885	1037	3704	3838	3878
5	2	100	0	200000000	517812.7589	49.38	1325.43	2857	1270	2609	2752	2790
5	2	100	0	200000000	494939.4015	47.2	1182.35667	3279.66667	981	3078.66667	3211.66667	3254.33333
5	2	500	0	10000000	115207.3733	54.94	161.61	766	160	202	695	765
5	2	500	0	10000000	101409.5933	48.36	186.24	1188	175	426	1164	1186
5	2	500	0	10000000	108648.4137	51.81	171.57	724	165	203	644	706
5	2	500	0	10000000	108421.7935	51.70333	173.14	892.66667	166.66667	277	834.33333	885.66667
5	2	500	0	33554432	108295.4299	51.64	560.84	659	591	627	638	656
5	2	500	0	33554432	102009.5889	48.64	559.33	1380	602	692	1303	1377
5	2	500	0	33554432	100462.1258	47.9	589.42	2004	361	1014	1225	1257
5	2	500	0	33554432	103589.0482	49.39333	569.86333	1347.66667	518	777.66667	1055.33333	1096.66667
5	2	500	0	100000000	109277.6746	52.11	1471.58	2497	1668	2194	2448	2494
5	2	500	0	100000000	104199.2289	49.69	1570.25	2005	1810	1974	1995	2004
5	2	500	0	100000000	78419.07152	37.39	2244.99	7386	1233	7271	7336	7354
5	2	500	0	100000000	97298.65834	46.39667	1762.27333	3962.66667	1570.33333	3813	3926.33333	3950.66667
5	2	500	0	200000000	126742.7123	60.44	2093.42	3417	2511	3320	3371	3403
5	2	500	0	200000000	103124.6777	49.17	2728.34	4121	3494	4070	4104	4120
5	2	500	0	200000000	96946.19486	46.23	2975.38	4791	3581	4722	4761	4768
5	2	500	0	200000000	108937.8616	51.94667	2599.04667	4109.66667	3195.33333	4037.33333	4078.66667	4097
5	2	1000	0	10000000	58906.6918	56.18	158.75	229	157	209	216	225
5	2	1000	0	10000000	54752.51862	52.22	171.34	771	170	219	736	763
5	2	1000	0	10000000	53106.74456	50.65	177.16	1001	174	228	930	997
5	2	1000	0	10000000	55588.65166	53.01667	169.08333	667	167	218.66667	627.33333	661.66667
5	2	1000	0	33554432	55138.95015	52.58	555.08	1334	574	996	1248	1320
5	2	1000	0	33554432	55212.01413	52.65	553.46	790	581	648	736	781
5	2	1000	0	33554432	50638.0393	48.29	545.44	1689	562	626	665	1681
5	2	1000	0	33554432	53663.00119	51.17333	551.32667	1271	572.33333	756.66667	883	1260.66667
5	2	1000	0	100000000	58816.60981	56.09	1408.08	1807	1605	1757	1783	1799
5	2	1000	0	100000000	49333.99112	47.05	1627.61	2928	1658	2844	2881	2897
5	2	1000	0	100000000	5735.260381	5.47	6886.79	76323	1715	68176	75277	76240
5	2	1000	0	100000000	37961.95377	36.20333	3307.49333	27019.33333	1659.33333	24259	26647	26978.66667
5	2	1000	0	200000000	7676.953785	7.32	23342.99	63530	21523	62085	63090	63450
5	2	1000	0	200000000	3489.305279	3.33	35594.21	73231	35324	62401	65529	72734
5	2	1000	0	200000000	4219.694157	4.02	33632.03	67754	33955	58394	66783	67749
5	2	1000	0	200000000	5128.65107	4.89	30856.41	68171.66667	30267.33333	60960	65134	67977.66667
5	5	100	0	10000000	164457.4549	15.68	154.89	20590	100	480	565	597
5	5	100	0	10000000	731635.938	69.77	66.97	290	44	163	285	289
5	5	100	0	10000000	887941.751	84.68	44.04	137	36	111	121	132
5	5	100	0	10000000	594678.3813	56.71	88.63333	7005.66667	60	251.33333	323.66667	339.33333
5	5	100	0	33554432	356201.4676	33.97	698.88	4935	316	4748	4873	4924
5	5	100	0	33554432	715307.5823	68.22	179.07	672	67	619	652	669
5	5	100	0	33554432	401800.0643	38.32	644.66	1555	739	1232	1459	1552
5	5	100	0	33554432	491103.038	46.83667	507.53667	2387.33333	374	2199.66667	2328	2381.66667
5	5	100	0	100000000	476145.129	45.41	1313.8	2074	1661	2014	2050	2068
5	5	100	0	100000000	467683.0979	44.6	1445.3	1976	1866	1948	1962	1972
5	5	100	0	100000000	458968.2394	43.77	1460.78	2271	1669	2107	2239	2267
5	5	100	0	100000000	467598.8221	44.59333	1406.62667	2107	1732	2023	2083.66667	2102.33333
5	5	100	0	200000000	497611.465	47.46	1447.41	2927	1348	2710	2889	2924
5	5	100	0	200000000	474788.719	45.28	1629.46	3041	1593	2943	2997	3038
5	5	100	0	200000000	279829.8634	26.69	4767.26	11816	4506	11050	11354	11814
5	5	100	0	200000000	417410.0158	39.81	2614.71	5928	2482.33333	5567.66667	5746.66667	5925.33333
5	5	500	0	10000000	127893.5925	60.98	145.49	1400	122	165	1387	1400
5	5	500	0	10000000	89118.61688	42.5	212.09	2803	161	231	2743	2799
5	5	500	0	10000000	92072.55317	43.9	205.39	2095	168	589	2027	2088
5	5	500	0	10000000	103028.2542	49.12667	187.65667	2099.33333	150.33333	328.33333	2052.33333	2095.66667
5	5	500	0	33554432	134318.3345	64.05	416.49	1101	425	892	1066	1100
5	5	500	0	33554432	102103.3286	48.69	592.02	812	611	769	792	808
5	5	500	0	33554432	94813.6911	45.21	644.74	1115	660	784	1038	1109
5	5	500	0	33554432	110411.7847	52.65	551.08333	1009.33333	565.33333	815	965.33333	1005.66667
5	5	500	0	100000000	96422.71719	45.98	1713.89	2493	1949	2140	2408	2455
5	5	500	0	100000000	99196.50828	47.3	1656.58	2156	1926	2099	2136	2148
5	5	500	0	100000000	89501.47677	42.68	1907.98	2881	1855	2572	2813	2877
5	5	500	0	100000000	95040.23408	45.32	1759.48333	2510	1910	2270.33333	2452.33333	2493.33333
5	5	500	0	200000000	106382.9787	50.73	2632.75	3905	3485	3786	3847	3902
5	5	500	0	200000000	106917.5666	50.98	2629.93	3934	3053	3805	3874	3933
5	5	500	0	200000000	105407.3996	50.26	2711.24	4233	3556	3917	4167	4232
5	5	500	0	200000000	106235.9816	50.65667	2657.97333	4024	3364.66667	3836	3962.66667	4022.33333
5	5	1000	0	10000000	52870.88929	50.42	178.41	1019	170	226	959	1015
5	5	1000	0	10000000	50322.06119	47.99	187.34	1142	188	238	1070	1141
5	5	1000	0	10000000	44722.71914	42.65	212.01	2567	168	207	2497	2563
5	5	1000	0	10000000	49305.22321	47.02	192.58667	1576	175.33333	223.66667	1508.66667	1573
5	5	1000	0	33554432	56116.72278	53.52	546.53	820	567	654	785	817
5	5	1000	0	33554432	46935.13564	44.76	661.38	2300	554	2223	2268	2299
5	5	1000	0	33554432	55506.2167	52.93	555.02	714	563	650	668	712
5	5	1000	0	33554432	52852.69171	50.40333	587.64333	1278	561.33333	1175.66667	1240.33333	1276
5	5	1000	0	100000000	43395.24388	41.38	2058.81	4892	1716	4748	4870	4890
5	5	1000	0	100000000	62924.74201	60.01	1306.11	1746	1487	1698	1729	1742
5	5	1000	0	100000000	5396.887076	5.15	17377.09	81958	3465	77751	81503	81895
5	5	1000	0	100000000	37238.95766	35.51333	6914.00333	29532	2222.66667	28065.66667	29367.33333	29509
5	5	1000	0	200000000	4465.043177	4.26	33854.87	57544	42481	57424	57517	57533
5	5	1000	0	200000000	7319.894008	6.98	18998.14	45448	25641	40441	43376	45300
5	5	1000	0	200000000	3059.825712	2.92	53311.48	91014	48304	85916	89799	91006
5	5	1000	0	200000000	4948.2543	4.72	35388.16333	64668.66667	38808.66667	61260.33333	63564	64613
1	1	100	1	10000000	725900.1161	69.23	71.96	506	1	291	460	501
1	1	100	1	10000000	1098901.099	104.8	16.87	137	1	89	110	114
1	1	100	1	10000000	938614.6048	89.51	34.91	751	1	128	719	747
1	1	100	1	10000000	921138.6066	87.84667	41.24667	464.66667	1	169.33333	429.66667	454
1	1	100	1	33554432	1199616.123	114.4	6.43	161	1	31	42	48
1	1	100	1	33554432	1167678.655	111.36	5.16	145	1	35	55	65
1	1	100	1	33554432	919286.6336	87.67	168.88	492	218	332	439	450
1	1	100	1	33554432	1095527.137	104.47667	60.15667	266	73.33333	132.66667	178.66667	187.66667
1	1	100	1	100000000	1117318.436	106.56	19.13	149	1	114	132	144
1	1	100	1	100000000	1150218.542	109.69	18.38	149	2	79	113	140
1	1	100	1	100000000	986971.97	94.12	169.42	640	60	598	628	638
1	1	100	1	100000000	1084836.316	103.45667	68.97667	312.66667	21	263.66667	291	307.33333
1	1	100	1	200000000	1029866.117	98.22	137.95	653	10	608	638	647
1	1	100	1	200000000	995817.5662	94.97	101.81	474	37	352	445	471
1	1	100	1	200000000	1151012.891	109.77	20.22	203	1	164	191	200
1	1	100	1	200000000	1058898.858	100.98667	86.66	443.33333	16	374.66667	424.66667	439.33333
1	1	500	1	10000000	266098.9888	126.89	68.45	371	60	80	346	370
1	1	500	1	10000000	300210.1471	143.15	59.63	137	58	76	113	122
1	1	500	1	10000000	261917.2342	124.89	69.28	554	59	82	540	553
1	1	500	1	10000000	276075.4567	131.64333	65.78667	354	59	79.33333	333	348.33333
1	1	500	1	33554432	261643.1188	124.76	223.24	644	201	630	640	643
1	1	500	1	33554432	236910.6847	112.97	249.62	1184	189	895	1182	1184
1	1	500	1	33554432	257003.341	122.55	227.03	688	211	664	676	687
1	1	500	1	33554432	251852.3815	120.09333	233.29667	838.66667	200.33333	729.66667	832.66667	838
1	1	500	1	100000000	276548.6726	131.87	554.64	756	579	751	755	756
1	1	500	1	100000000	274047.6843	130.68	576.84	749	605	729	746	748
1	1	500	1	100000000	223463.6872	106.56	616.16	1345	609	1315	1330	1344
1	1	500	1	100000000	258020.0147	123.03667	582.54667	950	597.66667	931.66667	943.66667	949.33333
1	1	500	1	200000000	271739.1304	129.58	1023.35	1434	1136	1414	1426	1433
1	1	500	1	200000000	263435.1949	125.62	1032.29	1522	1176	1506	1513	1521
1	1	500	1	200000000	262812.0894	125.32	1025.89	1444	1154	1425	1434	1443
1	1	500	1	200000000	265995.4716	126.84	1027.17667	1466.66667	1155.33333	1448.33333	1457.66667	1465.66667
1	1	1000	1	10000000	145518.0442	138.78	62.79	190	60	73	156	186
1	1	1000	1	10000000	137061.4035	130.71	66.84	376	57	123	369	376
1	1	1000	1	10000000	136724.0908	130.39	66.96	430	56	106	424	429
1	1	1000	1	10000000	139767.8462	133.29333	65.53	332	57.66667	100.66667	316.33333	330.33333
1	1	1000	1	33554432	117841.1501	112.38	256.67	1119	200	1090	1113	1118
1	1	1000	1	33554432	135722.0413	129.43	218.15	640	186	609	638	639
1	1	1000	1	33554432	130378.0965	124.34	230.76	671	212	658	669	671
1	1	1000	1	33554432	127980.4293	122.05	235.19333	810	199.33333	785.66667	806.66667	809.33333
1	1	1000	1	100000000	147710.4874	140.87	541.17	656	600	647	650	655
1	1	1000	1	100000000	84005.37634	80.11	968.38	1979	920	1849	1959	1978
1	1	1000	1	100000000	69502.36308	66.28	1185.11	1647	1300	1542	1599	1645
1	1	1000	1	100000000	100406.0756	95.75333	898.22	1427.33333	940	1346	1402.66667	1426
1	1	1000	1	200000000	72181.31948	68.84	1999.95	3078	2565	2950	3059	3075
1	1	1000	1	200000000	64333.50489	61.35	1983.06	3900	2369	3858	3888	3898
1	1	1000	1	200000000	85382.51366	81.43	1624.24	2468	1984	2373	2433	2462
1	1	1000	1	200000000	73965.77934	70.54	1869.08333	3148.66667	2306	3060.33333	3126.66667	3145
1	2	100	1	10000000	80062.76921	7.64	12.79	58614	1	94	112	143
1	2	100	1	10000000	1341921.632	127.98	1.45	136	1	2	24	37
1	2	100	1	10000000	1344809.037	128.25	2.07	133	1	12	23	41
1	2	100	1	10000000	922264.4794	87.95667	5.43667	19627.66667	1	36	53	73.66667
1	2	100	1	33554432	1416029.453	135.04	1.28	135	1	4	14	22
1	2	100	1	33554432	1169317.119	111.51	25.52	408	1	300	379	406
1	2	100	1	33554432	1264222.503	120.57	12.84	278	1	127	247	276
1	2	100	1	33554432	1283189.692	122.37333	13.21333	273.66667	1	143.66667	213.33333	234.66667
1	2	100	1	100000000	1412030.5	134.66	0.8	137	1	1	3	10
1	2	100	1	100000000	1323451.562	126.21	3.68	175	1	5	115	160
1	2	100	1	100000000	1326963.907	126.55	18.23	305	1	165	286	303
1	2	100	1	100000000	1354148.656	129.14	7.57	205.66667	1	57	134.66667	157.66667
1	2	100	1	200000000	1324854.266	126.35	18.8	311	1	186	276	308
1	2	100	1	200000000	1287001.287	122.74	34.41	443	1	297	415	440
1	2	100	1	200000000	552608.3112	52.7	1493.12	5783	1	5634	5754	5781
1	2	100	1	200000000	1054821.288	100.59667	515.44333	2179	1	2039	2148.33333	2176.33333
1	2	500	1	10000000	413736.0364	197.28	41.9	135	41	61	76	86
1	2	500	1	10000000	397140.5878	189.37	44.31	135	41	65	98	105
1	2	500	1	10000000	309119.0108	147.4	57.56	672	44	70	665	671
1	2	500	1	10000000	373331.8783	178.01667	47.92333	314	42	65.33333	279.66667	287.33333
1	2	500	1	33554432	172117.0396	82.07	348.28	3405	143	3375	3403	3404
1	2	500	1	33554432	363108.2062	173.14	153.86	208	162	193	199	200
1	2	500	1	33554432	382262.9969	182.28	142.26	201	147	185	195	200
1	2	500	1	33554432	305829.4143	145.83	214.8	1271.33333	150.66667	1251	1265.66667	1268
1	2	500	1	100000000	332557.3661	158.58	430.33	586	516	573	580	585
1	2	500	1	100000000	241545.8937	115.18	634.22	1102	698	1005	1078	1099
1	2	500	1	100000000	131147.541	62.54	1313.88	4523	619	4426	4501	4522
1	2	500	1	100000000	235083.6003	112.1	792.81	2070.33333	611	2001.33333	2053	2068.66667
1	2	500	1	200000000	202552.1572	96.58	1230.52	2098	1314	2057	2086	2093
1	2	500	1	200000000	165837.4793	79.08	1540.55	2604	1761	2544	2570	2598
1	2	500	1	200000000	134589.502	64.18	1974.52	3258	1984	3225	3246	3253
1	2	500	1	200000000	167659.7128	79.94667	1581.86333	2653.33333	1686.33333	2608.66667	2634	2648
1	2	1000	1	10000000	55847.20205	53.26	170.43	3572	101	157	3530	3556
1	2	1000	1	10000000	80906.14887	77.16	115.29	689	98	432	581	615
1	2	1000	1	10000000	72337.96296	68.99	129.42	1271	112	140	1244	1268
1	2	1000	1	10000000	69697.10463	66.47	138.38	1844	103.66667	243	1785	1813
1	2	1000	1	33554432	81526.1699	77.75	369.39	478	375	449	462	474
1	2	1000	1	33554432	76022.50266	72.5	410.13	1286	385	1028	1251	1284
1	2	1000	1	33554432	75255.86996	71.77	401.6	513	421	478	496	510
1	2	1000	1	33554432	77601.51417	74.00667	393.70667	759	393.66667	651.66667	736.33333	756
1	2	1000	1	100000000	73920.75695	70.5	1115.68	1593	1293	1405	1557	1590
1	2	1000	1	100000000	64086.13176	61.12	1320.03	2521	1270	2494	2506	2517
1	2	1000	1	100000000	40456.3476	38.58	2273.98	8036	1132	7818	8020	8031
1	2	1000	1	100000000	59487.74544	56.73333	1569.89667	4050	1231.66667	3905.66667	4027.66667	4046
1	2	1000	1	200000000	153468.3855	146.36	765.41	1351	894	1268	1332	1349
1	2	1000	1	200000000	104755.9187	99.9	1227.28	2106	1418	2034	2073	2100
1	2	1000	1	200000000	78814.628	75.16	1798.54	2535	1858	2443	2513	2530
1	2	1000	1	200000000	112346.3107	107.14	1263.74333	1997.33333	1390	1915	1972.66667	1993
1	5	100	1	10000000	69285.6648	6.61	1.7	60001	1	3	18	27
1	5	100	1	10000000	1445504.481	137.85	1.27	139	1	2	5	25
1	5	100	1	10000000	1350986.22	128.84	1.08	144	1	2	5	13
1	5	100	1	10000000	955258.7886	91.1	1.35	20094.66667	1	2.33333	9.33333	21.66667
1	5	100	1	33554432	1379690.949	131.58	1.49	137	1	2	15	25
1	5	100	1	33554432	1372495.196	130.89	1.28	141	1	2	5	13
1	5	100	1	33554432	1380452.789	131.65	5.03	151	1	18	123	149
1	5	100	1	33554432	1377546.311	131.37333	2.6	143	1	7.33333	47.66667	62.33333
1	5	100	1	100000000	1091464.746	104.09	189.56	1063	2	856	1011	1058
1	5	100	1	100000000	1267748.479	120.9	29.03	469	1	182	309	333
1	5	100	1	100000000	1290322.581	123.05	33.14	327	1	260	319	325
1	5	100	1	100000000	1216511.935	116.01333	83.91	619.66667	1.33333	432.66667	546.33333	572
1	5	100	1	200000000	1277139.208	121.8	46.19	440	1	397	428	437
1	5	100	1	200000000	1412828.483	134.74	1.24	137	1	2	6	26
1	5	100	1	200000000	1094331.364	104.36	205.09	1220	2	1032	1195	1217
1	5	100	1	200000000	1261433.018	120.3	84.17333	599	1.33333	477	543	560
1	5	500	1	10000000	480307.3967	229.03	31.72	140	32	42	46	49
1	5	500	1	10000000	399042.2985	190.28	35.41	154	35	70	93	113
1	5	500	1	10000000	246002.46	117.3	71.75	728	63	97	709	726
1	5	500	1	10000000	375117.3851	178.87	46.29333	340.66667	43.33333	69.66667	282.66667	296
1	5	500	1	33554432	211327.1344	100.77	258.35	401	287	356	383	390
