Replication Factor	Partition	Message Size	Acks	Linger Ms	Max Request Size	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
2	1	1000	0	5	5000000	118755.6746	113.25333	1869.51333	11014	777	9235.66667	11006	11012.66667
2	1	1000	0	5	10000000	105174.5898	100.3	285.91	1989	164	1904	1971	1987
2	1	1000	0	5	10000000	183553.5977	175.05	157.57	233	160	193	215	231
2	1	1000	0	5	10000000	5556.728643	5.3	5620.76	25927	2100	24407	25846	25913
2	1	1000	0	5	10000000	98094.97204	93.55	2021.41333	9383	808	8834.66667	9344	9377
2	2	100	0	0	1048576	665690.3209	63.49	232.55	1347	301	1230	1305	1345
2	2	100	0	0	1048576	827403.6075	78.91	51.7	338	3	264	333	337
2	2	100	0	0	1048576	996214.3853	95.01	21.38	413	1	19	53	70
2	2	100	0	0	1048576	829769.4379	79.13667	101.87667	699.33333	101.66667	504.33333	563.66667	584
2	2	100	0	0	5000000	1009081.736	96.23	11.37	207	1	61	184	205
2	2	100	0	0	5000000	1103265.666	105.22	2.37	136	1	9	15	19
2	2	100	0	0	5000000	1010101.01	96.33	2.16	135	1	11	21	36
2	2	100	0	0	5000000	1040816.137	99.26	5.3	159.33333	1	27	73.33333	86.66667
2	2	100	0	0	10000000	423657.0073	40.4	522.97	1633	300	1395	1447	1482
2	2	100	0	0	10000000	132534.5915	12.64	2081.2	30979	1	2684	2764	2793
2	2	100	0	0	10000000	686813.1868	65.5	182.3	2961	1	10	40	124
2	2	100	0	0	10000000	414334.9285	39.51333	928.82333	11857.66667	100.66667	1363	1417	1466.33333
2	2	100	0	2	1048576	1013376.571	96.64	40.73	674	1	320	557	656
2	2	100	0	2	1048576	144275.1616	13.76	1985.95	26222	641	776	24920	25106
2	2	100	0	2	1048576	850774.2045	81.14	123.9	2094	0	1914	2075	2091
2	2	100	0	2	1048576	669475.3123	63.84667	716.86	9663.33333	214	1003.33333	9184	9284.33333
2	2	100	0	2	5000000	1335826.877	127.39	0.34	139	0	1	4	10
2	2	100	0	2	5000000	501253.1328	47.8	426.78	989	356	897	936	973
2	2	100	0	2	5000000	415420.4055	39.62	631.95	1991	650	1812	1936	1972
2	2	100	0	2	5000000	750833.4717	71.60333	353.02333	1039.66667	335.33333	903.33333	958.66667	985
2	2	100	0	2	10000000	518726.0089	49.47	441.23	1444	508	1124	1381	1442
2	2	100	0	2	10000000	478194.3382	45.6	528.37	1784	515	1702	1731	1749
2	2	100	0	2	10000000	509320.5664	48.57	475.96	1481	1012	1448	1469	1479
2	2	100	0	2	10000000	502080.3045	47.88	481.85333	1569.66667	678.33333	1424.66667	1527	1556.66667
2	2	100	0	5	1048576	510360.3144	48.67	408.48	2681	206	2563	2621	2646
2	2	100	0	5	1048576	471075.9374	44.93	452.35	4588	381	4482	4549	4587
2	2	100	0	5	1048576	675128.2744	64.39	297.23	1138	254	982	1105	1137
2	2	100	0	5	1048576	552188.1754	52.66333	386.02	2802.33333	280.33333	2675.66667	2758.33333	2790
2	2	100	0	5	5000000	453226.9761	43.22	491.63	2077	535	718	2003	2026
2	2	100	0	5	5000000	537345.5132	51.25	449.32	725	549	631	696	722
2	2	100	0	5	5000000	441150.5206	42.07	581.91	3295	965	3186	3257	3290
2	2	100	0	5	5000000	477241.0033	45.51333	507.62	2032.33333	683	1511.66667	1985.33333	2012.66667
2	2	100	0	5	10000000	594671.7412	56.71	372.85	620	448	577	588	597
2	2	100	0	5	10000000	542888.165	51.77	450.15	633	539	602	612	622
2	2	100	0	5	10000000	478927.2031	45.67	547.15	1477	708	1271	1429	1464
2	2	100	0	5	10000000	538829.0364	51.38333	456.71667	910	565	816.66667	876.33333	894.33333
2	2	500	0	0	1048576	108154.8778	51.57	556.23	2720	616	2442	2645	2700
2	2	500	0	0	1048576	120627.2618	57.52	496.25	663	540	626	645	659
2	2	500	0	0	1048576	116157.5096	55.39	518.39	909	570	626	855	904
2	2	500	0	0	1048576	114979.883	54.82667	523.62333	1430.66667	575.33333	1231.33333	1381.66667	1421
2	2	500	0	0	5000000	113288.7731	54.02	532.94	792	572	645	762	791
2	2	500	0	0	5000000	86572.59112	41.28	716.75	4581	490	4411	4532	4569
2	2	500	0	0	5000000	150285.5425	71.66	389.52	546	421	510	527	537
2	2	500	0	0	5000000	116715.6356	55.65333	546.40333	1973	494.33333	1855.33333	1940.33333	1965.66667
2	2	500	0	0	10000000	118147.448	56.34	510.24	949	526	736	907	948
2	2	500	0	0	10000000	111744.329	53.28	541.79	1301	566	671	800	813
2	2	500	0	0	10000000	78622.53322	37.49	787.5	5609	560	5417	5562	5606
2	2	500	0	0	10000000	102838.1034	49.03667	613.17667	2619.66667	550.66667	2274.66667	2423	2455.66667
2	2	500	0	2	1048576	203707.4761	97.14	279.69	467	276	389	404	416
2	2	500	0	2	1048576	106700.8109	50.88	544.48	1041	557	700	712	729
2	2	500	0	2	1048576	95849.70766	45.7	632.65	2034	562	1764	1819	1841
2	2	500	0	2	1048576	135419.3316	64.57333	485.60667	1180.66667	465	951	978.33333	995.33333
2	2	500	0	2	5000000	111049.417	52.95	549.69	1213	541	1128	1191	1196
2	2	500	0	2	5000000	118063.7544	56.3	512.36	652	527	598	609	620
2	2	500	0	2	5000000	109709.2704	52.31	548.35	1138	573	754	1018	1090
2	2	500	0	2	5000000	112940.814	53.85333	536.8	1001	547	826.66667	939.33333	968.66667
2	2	500	0	2	10000000	111794.2985	53.31	541.13	657	566	620	629	639
2	2	500	0	2	10000000	108683.8387	51.82	554.32	1205	593	881	993	1013
2	2	500	0	2	10000000	107503.7626	51.26	565.18	1293	631	1029	1248	1289
2	2	500	0	2	10000000	109327.3	52.13	553.54333	1051.66667	596.66667	843.33333	956.66667	980.33333
2	2	500	0	5	1048576	99423.3446	47.41	606.92	1790	489	1542	1581	1600
2	2	500	0	5	1048576	117744.0245	56.14	512.27	671	543	610	621	648
2	2	500	0	5	1048576	109625.0822	52.27	539.49	1106	570	639	647	665
2	2	500	0	5	1048576	108930.8171	51.94	552.89333	1189	534	930.33333	949.66667	971
2	2	500	0	5	5000000	98921.75289	47.17	601.35	1697	401	885	1030	1083
2	2	500	0	5	5000000	118666.192	56.58	507.54	633	534	608	623	630
2	2	500	0	5	5000000	101061.142	48.19	604.55	2590	501	2397	2459	2480
2	2	500	0	5	5000000	106216.3623	50.64667	571.14667	1640	478.66667	1296.66667	1370.66667	1397.66667
2	2	500	0	5	10000000	116319.6464	55.47	518.06	697	539	645	666	693
2	2	500	0	5	10000000	109493.0472	52.21	554.06	1338	558	1007	1263	1332
2	2	500	0	5	10000000	108683.8387	51.82	556.35	910	597	661	865	908
2	2	500	0	5	10000000	111498.8441	53.16667	542.82333	981.66667	564.66667	771	931.33333	977.66667
2	2	1000	0	0	1048576	41397.58238	39.48	648.44	2845	537	2137	2795	2830
2	2	1000	0	0	1048576	76640.0981	73.09	391.37	544	399	514	523	533
2	2	1000	0	0	1048576	58038.30528	55.35	520.54	1385	512	877	1228	1365
2	2	1000	0	0	1048576	58691.99525	55.97333	520.11667	1591.33333	482.66667	1176	1515.33333	1576
2	2	1000	0	0	5000000	51166.59844	48.8	599.11	1182	626	883	1076	1180
2	2	1000	0	0	5000000	54926.94716	52.38	555.29	688	565	664	677	684
2	2	1000	0	0	5000000	48957.2114	46.69	578.83	1832	571	687	1734	1818
2	2	1000	0	0	5000000	51683.58567	49.29	577.74333	1234	587.33333	744.66667	1162.33333	1227.33333
2	2	1000	0	0	10000000	57856.97755	55.18	525.67	650	548	620	632	639
2	2	1000	0	0	10000000	50597.04513	48.25	590.32	2030	395	1731	1962	2023
2	2	1000	0	0	10000000	54555.3737	52.03	556.58	750	567	718	731	740
2	2	1000	0	0	10000000	54336.46546	51.82	557.52333	1143.33333	503.33333	1023	1108.33333	1134
2	2	1000	0	2	1048576	4469.833096	4.26	6238.71	66291	563	46742	64139	66201
2	2	1000	0	2	1048576	7067.737193	6.74	4317.28	28961	165	22081	28087	28949
2	2	1000	0	2	1048576	187195.8068	178.52	139.92	337	142	188	211	228
2	2	1000	0	2	1048576	66244.45903	63.17333	3565.30333	31863	290	23003.66667	30812.33333	31792.66667
2	2	1000	0	2	5000000	6023.370678	5.74	4987.47	38727	122	29441	37865	38538
2	2	1000	0	2	5000000	7412.568752	7.07	3870.37	24516	161	21294	23671	24416
2	2	1000	0	2	5000000	6333.683797	6.04	4767.96	23915	134	19183	22770	23897
2	2	1000	0	2	5000000	6589.87441	6.28333	4541.93333	29052.66667	139	23306	28102	28950.33333
2	2	1000	0	2	10000000	145687.6457	138.94	138.12	1137	136	194	215	228
2	2	1000	0	2	10000000	9270.58998	8.84	2940.12	22217	244	15165	20961	22151
2	2	1000	0	2	10000000	8986.340762	8.57	3448.68	20656	154	12368	20074	20507
2	2	1000	0	2	10000000	54648.19214	52.11667	2175.64	14670	178	9242.33333	13750	14295.33333
2	2	1000	0	5	1048576	190766.8829	181.93	139.61	312	144	189	196	202
2	2	1000	0	5	1048576	6241.729708	5.95	5047.44	29388	241	22061	28682	29244
2	2	1000	0	5	1048576	9560.595051	9.12	3402.49	25061	134	15691	24000	24961
2	2	1000	0	5	1048576	68856.40254	65.66667	2863.18	18253.66667	173	12647	17626	18135.66667
2	2	1000	0	5	5000000	6943.094398	6.62	4634.84	29565	203	18494	29329	29533
2	2	1000	0	5	5000000	7676.482329	7.32	4034.92	24830	84	18463	24382	24813
2	2	1000	0	5	5000000	187195.8068	178.52	141.41	306	154	186	193	196
2	2	1000	0	5	5000000	67271.79451	64.15333	2937.05667	18233.66667	147	12381	17968	18180.66667
2	2	1000	0	5	10000000	10875.94893	10.37	2910.26	10729	90	9168	10483	10712
2	2	1000	0	5	10000000	10548.96831	10.06	2891.62	21712	113	15637	20274	21117
2	2	1000	0	5	10000000	193124.7586	184.18	146.23	226	148	196	211	225
2	2	1000	0	5	10000000	71516.55861	68.20333	1982.70333	10889	117	8333.66667	10322.66667	10684.66667
2	5	100	0	0	1048576	865650.9695	82.55	28.6	294	4	100	175	219
2	5	100	0	0	1048576	1018122.582	97.1	9.9	279	1	14	96	159
2	5	100	0	0	1048576	1116071.429	106.44	3.18	138	1	19	37	46
2	5	100	0	0	1048576	999948.3267	95.36333	13.89333	237	2	44.33333	102.66667	141.33333
2	5	100	0	0	5000000	1103996.467	105.29	4.63	136	1	29	78	100
2	5	100	0	0	5000000	1077586.207	102.77	9.15	170	1	23	94	118
2	5	100	0	0	5000000	1111852.346	106.03	8.94	262	1	24	66	97
2	5	100	0	0	5000000	1097811.673	104.69667	7.57333	189.33333	1	25.33333	79.33333	105
2	5	100	0	0	10000000	1117818.019	106.6	3.56	136	1	13	39	77
2	5	100	0	0	10000000	1179245.283	112.46	5.22	146	1	34	114	142
2	5	100	0	0	10000000	751314.8009	71.65	235.76	1015	373	801	988	1014
2	5	100	0	0	10000000	1016126.034	96.90333	81.51333	432.33333	125	282.66667	380.33333	411
2	5	100	0	2	1048576	696961.249	66.47	245.61	1973	248	1915	1932	1971
2	5	100	0	2	1048576	949126.8033	90.52	91.18	482	95	434	476	481
2	5	100	0	2	1048576	842886.0418	80.38	147.8	714	135	683	708	713
2	5	100	0	2	1048576	829658.0314	79.12333	161.53	1056.33333	159.33333	1010.66667	1038.66667	1055
2	5	100	0	2	5000000	771485.8818	73.57	238.97	1174	375	944	1117	1163
2	5	100	0	2	5000000	785052.5985	74.87	218.02	728	353	665	682	727
2	5	100	0	2	5000000	838363.5144	79.95	164.75	817	0	1	2	17
2	5	100	0	2	5000000	798300.6649	76.13	207.24667	906.33333	242.66667	536.66667	600.33333	635.66667
2	5	100	0	2	10000000	827951.6476	78.96	182.01	689	253	616	644	687
2	5	100	0	2	10000000	913909.7057	87.16	136.98	484	214	446	458	482
2	5	100	0	2	10000000	784682.9881	74.83	171.28	1709	121	1678	1689	1705
2	5	100	0	2	10000000	842181.4471	80.31667	163.42333	960.66667	196	913.33333	930.33333	958
2	5	100	0	5	1048576	1187084.52	113.21	14.62	149	1	96	123	146
2	5	100	0	5	1048576	1033057.851	98.52	62.1	927	1	796	897	924
2	5	100	0	5	1048576	867302.6886	82.71	163.01	912	200	748	900	910
2	5	100	0	5	1048576	1029148.353	98.14667	79.91	662.66667	67.33333	546.66667	640	660
2	5	100	0	5	5000000	832500.8325	79.39	160.07	672	0	1	3	14
2	5	100	0	5	5000000	758840.4917	72.37	244.16	1239	1	77	886	924
2	5	100	0	5	5000000	959324.6355	91.49	79.31	422	88	380	412	421
2	5	100	0	5	5000000	850221.9866	81.08333	161.18	777.66667	29.66667	152.66667	433.66667	453
2	5	100	0	5	10000000	865950.814	82.58	171.68	639	0	1	4	17
2	5	100	0	5	10000000	847026.9355	80.78	172.41	643	0	1	4	22
2	5	100	0	5	10000000	838222.9673	79.94	177.11	660	262	630	648	652
2	5	100	0	5	10000000	850400.2389	81.1	173.73333	647.33333	87.33333	210.66667	218.66667	230.33333
2	5	500	0	0	1048576	189358.0761	90.29	298.93	1033	257	701	985	1031
2	5	500	0	0	1048576	190876.1214	91.02	299.12	765	301	647	740	761
2	5	500	0	0	1048576	194401.2442	92.7	291.1	920	266	648	884	913
2	5	500	0	0	1048576	191545.1472	91.33667	296.38333	906	274.66667	665.33333	869.66667	901.66667
2	5	500	0	0	5000000	203915.1713	97.23	275.27	566	347	551	557	563
2	5	500	0	0	5000000	179372.1973	85.53	318.34	954	490	812	937	952
2	5	500	0	0	5000000	194363.4597	92.68	286.8	845	306	598	795	842
2	5	500	0	0	5000000	192550.2761	91.81333	293.47	788.33333	381	653.66667	763	785.66667
2	5	500	0	0	10000000	200400.8016	95.56	286.72	1323	203	1023	1269	1322
2	5	500	0	0	10000000	177841.0101	84.8	329.21	1166	460	985	1095	1162
2	5	500	0	0	10000000	202593.1929	96.6	271.93	593	296	562	578	591
2	5	500	0	0	10000000	193611.6682	92.32	295.95333	1027.33333	319.66667	856.66667	980.66667	1025
2	5	500	0	2	1048576	194779.8987	92.88	284.62	1366	198	1068	1344	1364
2	5	500	0	2	1048576	132766.8614	63.31	457.21	3374	231	3262	3350	3372
2	5	500	0	2	1048576	261985.8528	124.92	203.14	707	208	432	610	699
2	5	500	0	2	1048576	196510.871	93.70333	314.99	1815.66667	212.33333	1587.33333	1768	1811.66667
2	5	500	0	2	5000000	118427.2856	56.47	446.99	4795	190	4590	4760	4791
2	5	500	0	2	5000000	427533.1338	203.86	107.37	317	97	273	294	316
2	5	500	0	2	5000000	308356.4601	147.04	156.16	441	31	398	424	438
2	5	500	0	2	5000000	284772.2932	135.79	236.84	1851	106	1753.66667	1826	1848.33333
2	5	500	0	2	10000000	202511.1381	96.56	283.77	689	356	668	677	681
2	5	500	0	2	10000000	178858.8803	85.29	309.78	719	294	675	690	716
2	5	500	0	2	10000000	169808.1168	80.97	332.19	742	276	681	727	734
2	5	500	0	2	10000000	183726.0451	87.60667	308.58	716.66667	308.66667	674.66667	698	710.33333
2	5	500	0	5	1048576	160128.1025	76.36	362.29	1598	386	1518	1557	1588
2	5	500	0	5	1048576	207082.2116	98.74	273.38	875	265	578	827	872
2	5	500	0	5	1048576	144362.6389	68.84	403.57	3486	318	3403	3478	3485
2	5	500	0	5	1048576	170524.3177	81.31333	346.41333	1986.33333	323	1833	1954	1981.66667
2	5	500	0	5	5000000	246730.8167	117.65	218.11	500	166	466	481	496
2	5	500	0	5	5000000	207168.0133	98.79	269.06	573	298	552	566	572
2	5	500	0	5	5000000	186811.1339	89.08	281.66	1284	254	563	1220	1279
2	5	500	0	5	5000000	213569.988	101.84	256.27667	785.66667	239.33333	527	755.66667	782.33333
2	5	500	0	5	10000000	198137.5074	94.48	280.4	642	295	608	627	641
2	5	500	0	5	10000000	173250.1733	82.61	321.4	724	358	676	689	721
2	5	500	0	5	10000000	162284.9724	77.38	352.56	749	438	717	729	747
2	5	500	0	5	10000000	177890.8844	84.82333	318.12	705	363.66667	667	681.66667	703
2	5	1000	0	0	1048576	75221.90462	71.74	395.64	1819	415	1742	1787	1805
2	5	1000	0	0	1048576	95693.7799	91.26	302.82	721	235	620	703	720
2	5	1000	0	0	1048576	94517.95841	90.14	306.55	635	392	606	623	633
2	5	1000	0	0	1048576	88477.88098	84.38	335.00333	1058.33333	347.33333	989.33333	1037.66667	1052.66667
2	5	1000	0	0	5000000	48463.70069	46.22	654.69	6014	417	5660	5960	6010
2	5	1000	0	0	5000000	3361.683531	3.21	9577.28	59682	2391	34535	59344	59620
2	5	1000	0	0	5000000	226039.783	215.57	118.87	313	125	280	304	312
2	5	1000	0	0	5000000	92621.72241	88.33333	3450.28	22003	977.66667	13491.66667	21869.33333	21980.66667
2	5	1000	0	0	10000000	189825.3607	181.03	121.75	539	118	190	196	198
2	5	1000	0	0	10000000	242718.4466	231.47	110.41	196	125	187	194	195
2	5	1000	0	0	10000000	32754.66754	31.24	124.58	13159	125	208	249	254
2	5	1000	0	0	10000000	155099.4916	147.91333	118.91333	4631.33333	122.66667	195	213	215.66667
2	5	1000	0	2	1048576	220653.1333	210.43	126.24	227	123	191	218	226
2	5	1000	0	2	1048576	60139.5237	57.35	521.69	4482	128	3219	4358	4479
2	5	1000	0	2	1048576	108248.5386	103.23	279.99	2766	169	2728	2758	2764
2	5	1000	0	2	1048576	129680.3985	123.67	309.30667	2491.66667	140	2046	2444.66667	2489.66667
2	5	1000	0	2	5000000	119817.8768	114.27	116.61	2203	129	177	187	192
2	5	1000	0	2	5000000	9108.463584	8.69	3251.5	9435	1344	8354	9096	9378
2	5	1000	0	2	5000000	226346.7632	215.86	119.75	243	114	218	234	240
2	5	1000	0	2	5000000	118424.3679	112.94	1162.62	3960.33333	529	2916.33333	3172.33333	3270
2	5	1000	0	2	10000000	13014.05518	12.41	2340.74	8222	1379	7596	7850	8047
2	5	1000	0	2	10000000	192381.6853	183.47	145.95	462	124	412	448	462
2	5	1000	0	2	10000000	227066.3034	216.55	120.34	261	130	226	254	261
2	5	1000	0	2	10000000	144154.0146	137.47667	869.01	2981.66667	544.33333	2744.66667	2850.66667	2923.33333
2	5	1000	0	5	1048576	60277.27547	57.48	113.17	6375	125	165	177	183
2	5	1000	0	5	1048576	243072.4356	231.81	112.99	214	120	179	198	213
2	5	1000	0	5	1048576	213492.7412	203.6	121.93	267	120	190	211	214
2	5	1000	0	5	1048576	172280.8174	164.29667	116.03	2285.33333	121.66667	178	195.33333	203.33333
2	5	1000	0	5	5000000	10093.66925	9.63	3143.08	8616	2299	7836	8236	8610
2	5	1000	0	5	5000000	221043.3245	210.8	121.82	273	117	176	265	271
2	5	1000	0	5	5000000	222222.2222	211.93	115.11	279	117	161	182	184
2	5	1000	0	5	5000000	151119.7387	144.12	1126.67	3056	844.33333	2724.33333	2894.33333	3021.66667
2	5	1000	0	5	10000000	13098.60631	12.49	2435.02	18295	193	11739	17364	18152
2	5	1000	0	5	10000000	213766.5669	203.86	129.32	281	122	236	263	280
2	5	1000	0	5	10000000	34984.60677	33.36	861.93	3628	1057	3040	3610	3626
2	5	1000	0	5	10000000	87283.26	83.23667	1142.09	7401.33333	457.33333	5005	7079	7352.66667
5	1	100	0	0	1048576	316575.9149	30.19	891.12	2065	633	1975	2003	2062
5	1	100	0	0	1048576	516049.1279	49.21	413.02	1202	336	916	1167	1201
5	1	100	0	0	1048576	599592.2773	57.18	362.02	1698	311	1328	1667	1696
5	1	100	0	0	1048576	477405.7733	45.52667	555.38667	1655	426.66667	1406.33333	1612.33333	1653
5	1	100	0	0	5000000	297035.5849	28.33	863.57	7635	492	7191	7476	7597
5	1	100	0	0	5000000	816993.4641	77.91	124.54	661	59	584	648	658
5	1	100	0	0	5000000	716024.6312	68.29	235.6	522	212	471	510	520
5	1	100	0	0	5000000	610017.8934	58.17667	407.90333	2939.33333	254.33333	2748.66667	2878	2925
5	1	100	0	0	10000000	624531.6013	59.56	322.79	561	400	524	544	556
5	1	100	0	0	10000000	622432.4661	59.36	312.76	921	323	703	869	915
5	1	100	0	0	10000000	620193.5004	59.15	357.93	717	419	557	699	715
5	1	100	0	0	10000000	622385.8559	59.35667	331.16	733	380.66667	594.66667	704	728.66667
5	1	100	0	2	1048576	445315.2832	42.47	488.08	2624	215	2577	2612	2623
5	1	100	0	2	1048576	818598.5593	78.07	93.48	858	31	738	840	856
5	1	100	0	2	1048576	725058.0046	69.15	226.21	500	195	465	483	497
5	1	100	0	2	1048576	662990.6157	63.23	269.25667	1327.33333	147	1260	1311.66667	1325.33333
5	1	100	0	2	5000000	625469.1018	59.65	335.59	551	440	510	523	550
5	1	100	0	2	5000000	629881.5823	60.07	329.75	600	394	531	581	598
5	1	100	0	2	5000000	643915.0032	61.41	325	945	385	739	881	943
5	1	100	0	2	5000000	633088.5624	60.37667	330.11333	698.66667	406.33333	593.33333	661.66667	697
5	1	100	0	2	10000000	679440.1413	64.8	221.31	959	152	723	955	958
5	1	100	0	2	10000000	685400.9596	65.36	261.99	1166	220	946	1132	1165
5	1	100	0	2	10000000	666577.7896	63.57	308.1	683	298	509	648	679
5	1	100	0	2	10000000	677139.6302	64.57667	263.8	936	223.33333	726	911.66667	934
5	1	100	0	5	1048576	682128.2401	65.05	248.04	767	175	661	752	766
5	1	100	0	5	1048576	700280.112	66.78	254.88	1217	188	1100	1213	1216
5	1	100	0	5	1048576	691085.0035	65.91	265.54	632	244	523	612	630
5	1	100	0	5	1048576	691164.4519	65.91333	256.15333	872	202.33333	761.33333	859	870.66667
5	1	100	0	5	5000000	702543.2064	67	198.52	946	117	897	927	945
5	1	100	0	5	5000000	696475.8323	66.42	259.79	514	297	473	499	511
5	1	100	0	5	5000000	669344.0428	63.83	309.46	550	313	471	494	538
5	1	100	0	5	5000000	689454.3605	65.75	255.92333	670	242.33333	613.66667	640	664.66667
5	1	100	0	5	10000000	566123.1884	53.99	419.4	1586	432	1476	1552	1584
5	1	100	0	5	10000000	660851.1763	63.02	278.79	788	275	594	773	786
5	1	100	0	5	10000000	636861.5463	60.74	267.85	927	210	647	898	924
5	1	100	0	5	10000000	621278.637	59.25	322.01333	1100.33333	305.66667	905.66667	1074.33333	1098
5	1	500	0	0	1048576	129332.6436	61.67	470.01	1511	420	1340	1494	1508
5	1	500	0	0	1048576	141622.9996	67.53	422.81	1090	454	963	1050	1087
5	1	500	0	0	1048576	138523.3412	66.05	433.77	678	461	586	666	676
5	1	500	0	0	1048576	136492.9948	65.08333	442.19667	1093	445	963	1070	1090.33333
5	1	500	0	0	5000000	136035.9135	64.87	436.22	758	459	515	722	758
5	1	500	0	0	5000000	134789.0551	64.27	448.76	865	475	691	851	863
5	1	500	0	0	5000000	21362.04392	10.19	2145.9	22407	486	16620	19275	19914
5	1	500	0	0	5000000	97395.67084	46.44333	1010.29333	8010	473.33333	5942	6949.33333	7178.33333
5	1	500	0	0	10000000	11450.5565	5.46	5632.94	22819	1542	20636	21597	22598
5	1	500	0	0	10000000	8832.751844	4.21	7364.8	25194	8217	22138	24487	25112
5	1	500	0	0	10000000	8660.408078	4.13	7502.47	23056	7741	18532	22473	22939
5	1	500	0	0	10000000	9647.90547	4.6	6833.40333	23689.66667	5833.33333	20435.33333	22852.33333	23549.66667
5	1	500	0	2	1048576	10218.88859	4.87	6077.91	26045	3834	20265	25022	25950
5	1	500	0	2	1048576	10293.14888	4.91	6015.5	25792	2342	19253	24775	25727
5	1	500	0	2	1048576	9315.844388	4.44	6979.2	27079	2726	21175	25585	27003
5	1	500	0	2	1048576	9942.62729	4.74	6357.53667	26305.33333	2967.33333	20231	25127.33333	26226.66667
5	1	500	0	2	5000000	8581.849389	4.09	6605.33	26807	6052	20248	25214	26734
5	1	500	0	2	5000000	10595.68967	5.05	5810.86	25037	1810	18891	24115	25020
5	1	500	0	2	5000000	9588.279287	4.57	6456.35	26259	1288	23510	26131	26250
5	1	500	0	2	5000000	9588.60612	4.57	6290.84667	26034.33333	3050	20883	25153.33333	26001.33333
5	1	500	0	2	10000000	10953.26243	5.22	5609.26	24483	2533	18219	23309	24362
5	1	500	0	2	10000000	185908.1614	88.65	328.45	821	262	682	786	817
5	1	500	0	2	10000000	234246.8962	111.7	244.73	420	241	385	409	418
5	1	500	0	2	10000000	143702.7733	68.52333	2060.81333	8574.66667	1012	6428.66667	8168	8532.33333
5	1	500	0	5	1048576	107020.5479	51.03	584.9	4450	333	4284	4406	4438
5	1	500	0	5	1048576	209775.5402	100.03	279.08	536	278	431	497	530
5	1	500	0	5	1048576	147123.7311	70.15	400.22	1119	388	861	1092	1116
5	1	500	0	5	1048576	154639.9397	73.73667	421.4	2035	333	1858.66667	1998.33333	2028
5	1	500	0	5	5000000	113134.97	53.95	512.8	980	550	605	620	955
5	1	500	0	5	5000000	130361.1002	62.16	462.19	574	482	545	561	571
5	1	500	0	5	5000000	126358.3523	60.25	477.51	810	500	653	791	801
5	1	500	0	5	5000000	123284.8075	58.78667	484.16667	788	510.66667	601	657.33333	775.66667
5	1	500	0	5	10000000	121182.7436	57.78	513.1	1219	509	912	1158	1214
5	1	500	0	5	10000000	126055.7166	60.11	478.53	567	504	548	560	565
5	1	500	0	5	10000000	129920.7483	61.95	467.29	615	467	532	553	613
5	1	500	0	5	10000000	125719.7362	59.94667	486.30667	800.33333	493.33333	664	757	797.33333
5	1	1000	0	0	1048576	57783.42771	55.11	533.62	2023	447	1928	1988	2020
5	1	1000	0	0	1048576	74294.20505	70.85	407.58	668	436	543	644	664
5	1	1000	0	0	1048576	59220.65617	56.48	522.67	1982	437	1453	1959	1978
5	1	1000	0	0	1048576	63766.09631	60.81333	487.95667	1557.66667	440	1308	1530.33333	1554
5	1	1000	0	0	5000000	79440.73721	75.76	378.78	939	387	739	903	937
5	1	1000	0	0	5000000	65470.73458	62.44	481.11	1597	415	1525	1581	1596
5	1	1000	0	0	5000000	74985.003	71.51	407.08	552	421	499	542	548
5	1	1000	0	0	5000000	73298.82493	69.90333	422.32333	1029.33333	407.66667	921	1008.66667	1027
5	1	1000	0	0	10000000	71921.74914	68.59	421.76	532	439	492	510	530
5	1	1000	0	0	10000000	58261.47751	55.56	533.23	3004	372	2925	2986	3003
5	1	1000	0	0	10000000	4660.744414	4.44	6732.41	51694	1049	37457	50558	51500
5	1	1000	0	0	10000000	44947.99035	42.86333	2562.46667	18410	620	13624.66667	18018	18344.33333
5	1	1000	0	2	1048576	7506.718513	7.16	4313.42	19599	1667	18990	19472	19586
5	1	1000	0	2	1048576	4171.916328	3.98	7800.98	25334	8171	20712	24174	25219
5	1	1000	0	2	1048576	5231.876779	4.99	5924.1	19235	4734	17314	18620	19031
5	1	1000	0	2	1048576	5636.83721	5.37667	6012.83333	21389.33333	4857.33333	19005.33333	20755.33333	21278.66667
5	1	1000	0	2	5000000	5529.566593	5.27	5876	24501	1260	22133	23600	24366
5	1	1000	0	2	5000000	4090.07992	3.9	7948.36	29049	8392	24619	27860	28983
5	1	1000	0	2	5000000	15826.29063	15.09	2042.68	11824	371	10189	11203	11703
5	1	1000	0	2	5000000	8481.97905	8.08667	5289.01333	21791.33333	3341	18980.33333	20887.66667	21684
5	1	1000	0	2	10000000	113869.2781	108.59	264.54	675	246	559	635	671
5	1	1000	0	2	10000000	79630.51441	75.94	376	591	370	543	569	588
5	1	1000	0	2	10000000	52653.74895	50.21	587.42	2079	494	1988	2041	2076
5	1	1000	0	2	10000000	82051.18048	78.24667	409.32	1115	370	1030	1081.66667	1111.66667
5	1	1000	0	5	1048576	64943.49916	61.93	470.27	664	486	576	647	659
5	1	1000	0	5	1048576	56766.57584	54.14	544.59	2251	446	2157	2216	2246
5	1	1000	0	5	1048576	78088.39606	74.47	387.1	601	412	522	599	601
5	1	1000	0	5	1048576	66599.49035	63.51333	467.32	1172	448	1085	1154	1168.66667
5	1	1000	0	5	5000000	68643.60242	65.46	440.34	890	460	768	843	889
