Replication Factor	Partition	Message Size	Acks	Linger Ms	Max Request Size	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
5	1	1000	-1	2	10000000	23747.5374	22.65	1435.86	2905.66667	1379	2567.66667	2848.66667	2895.33333
5	1	1000	-1	5	1048576	14999.25004	14.3	2061.24	3735	2119	3578	3721	3734
5	1	1000	-1	5	1048576	22387.39142	21.35	1419.12	2906	1135	2852	2897	2903
5	1	1000	-1	5	1048576	15583.12036	14.86	1985.4	3581	1887	3312	3463	3576
5	1	1000	-1	5	1048576	17656.58727	16.83667	1821.92	3407.33333	1713.66667	3247.33333	3360.33333	3404.33333
5	1	1000	-1	5	5000000	22025.46143	21.01	1425.78	5074	1370	3975	4822	5073
5	1	1000	-1	5	5000000	16245.89791	15.49	1887.44	3774	1267	3595	3744	3767
5	1	1000	-1	5	5000000	15995.90505	15.25	1946.17	3088	1915	2734	3012	3080
5	1	1000	-1	5	5000000	18089.08813	17.25	1753.13	3978.66667	1517.33333	3434.66667	3859.33333	3973.33333
5	1	1000	-1	5	10000000	14507.89229	13.84	2203.08	3808	1959	3642	3799	3804
5	1	1000	-1	5	10000000	16183.84852	15.43	1917.84	2990	1917	2707	2936	2986
5	1	1000	-1	5	10000000	13694.12796	13.06	2282.41	3819	2511	3674	3801	3814
5	1	1000	-1	5	10000000	14795.28959	14.11	2134.44333	3539	2129	3341	3512	3534.66667
5	2	100	-1	0	1048576	169813.884	16.19	1715.94	5741	1154	4504	5413	5708
5	2	100	-1	0	1048576	277407.9006	26.46	1009.82	2410	835	1771	1950	2069
5	2	100	-1	0	1048576	317924.5883	30.32	883.88	1738	746	1411	1698	1734
5	2	100	-1	0	1048576	255048.791	24.32333	1203.21333	3296.33333	911.66667	2562	3020.33333	3170.33333
5	2	100	-1	0	5000000	185439.3057	17.68	1478.27	10510	1057	9210	10271	10489
5	2	100	-1	0	5000000	215229.65	20.53	1252.49	3553	1093	3476	3512	3540
5	2	100	-1	0	5000000	167184.94	15.94	1705.9	2374	1847	2067	2300	2354
5	2	100	-1	0	5000000	189284.6319	18.05	1478.88667	5479	1332.33333	4917.66667	5361	5461
5	2	100	-1	0	10000000	192300.2961	18.34	1442.73	3150	1858	2817	3123	3149
5	2	100	-1	0	10000000	212865.5967	20.3	1290.85	2908	1963	2632	2801	2905
5	2	100	-1	0	10000000	165201.8767	15.75	1729	2707	1859	2587	2660	2693
5	2	100	-1	0	10000000	190122.5898	18.13	1487.52667	2921.66667	1893.33333	2678.66667	2861.33333	2915.66667
5	2	100	-1	2	1048576	173076.2574	16.51	1653.95	3524	1470	2795	3057	3118
5	2	100	-1	2	1048576	191519.5158	18.26	1419.33	3158	1590	2686	3065	3144
5	2	100	-1	2	1048576	192241.1473	18.33	1464.73	7914	847	1562	1616	1694
5	2	100	-1	2	1048576	185612.3068	17.7	1512.67	4865.33333	1302.33333	2347.66667	2579.33333	2652
5	2	100	-1	2	5000000	170143.2606	16.23	1679.96	3032	1821	2847	2947	3003
5	2	100	-1	2	5000000	185391.1754	17.68	1529.42	3135	1761	2976	3061	3131
5	2	100	-1	2	5000000	193020.383	18.41	1429.83	3157	2388	2823	3037	3153
5	2	100	-1	2	5000000	182851.6063	17.44	1546.40333	3108	1990	2882	3015	3095.66667
5	2	100	-1	2	10000000	189832.5677	18.1	1491.65	8399	1849	8019	8280	8388
5	2	100	-1	2	10000000	185404.9244	17.68	1525.11	3057	1885	2908	3036	3050
5	2	100	-1	2	10000000	162850.5358	15.53	1710.22	4400	2943	4143	4346	4399
5	2	100	-1	2	10000000	179362.6759	17.10333	1575.66	5285.33333	2225.66667	5023.33333	5220.66667	5279
5	2	100	-1	5	1048576	232839.7131	22.21	1197.74	3648	1176	3142	3537	3622
5	2	100	-1	5	1048576	175438.5965	16.73	1590.74	3463	723	1784	2419	2499
5	2	100	-1	5	1048576	151405.0388	14.44	1908.26	3043	2054	2822	2965	3027
5	2	100	-1	5	1048576	186561.1161	17.79333	1565.58	3384.66667	1317.66667	2582.66667	2973.66667	3049.33333
5	2	100	-1	5	5000000	180929.9801	17.25	1589.62	2249	1679	1960	2149	2248
5	2	100	-1	5	5000000	189702.9252	18.09	1466.48	4775	2492	4139	4763	4773
5	2	100	-1	5	5000000	195038.2275	18.6	1409.1	3251	1277	2368	3136	3183
5	2	100	-1	5	5000000	188557.0443	17.98	1488.4	3425	1816	2822.33333	3349.33333	3401.33333
5	2	100	-1	5	10000000	136900.0356	13.06	2093.13	9299	1737	2713	2839	2889
5	2	100	-1	5	10000000	244140.625	23.28	1095.83	4078	1166	3844	4025	4069
5	2	100	-1	5	10000000	180472.8388	17.21	1499.84	3852	2269	2747	3683	3849
5	2	100	-1	5	10000000	187171.1665	17.85	1562.93333	5743	1724	3101.33333	3515.66667	3602.33333
5	2	500	-1	0	1048576	41169.20543	19.63	1496.57	2457	1463	2143	2383	2445
5	2	500	-1	0	1048576	33091.76346	15.78	1887.65	2905	1928	2733	2867	2891
5	2	500	-1	0	1048576	36166.36528	17.25	1701.88	2806	1708	1986	2161	2271
5	2	500	-1	0	1048576	36809.11139	17.55333	1695.36667	2722.66667	1699.66667	2287.33333	2470.33333	2535.66667
5	2	500	-1	0	5000000	37198.22936	17.74	1565.48	4122	2033	3392	3660	4105
5	2	500	-1	0	5000000	43127.61461	20.56	1395.79	6794	1538	6299	6634	6781
5	2	500	-1	0	5000000	33256.8426	15.86	1885.12	3388	1953	3085	3295	3378
5	2	500	-1	0	5000000	37860.89552	18.05333	1615.46333	4768	1841.33333	4258.66667	4529.66667	4754.66667
5	2	500	-1	0	10000000	33875.33875	16.15	1794.21	3613	1731	2084	2262	2313
5	2	500	-1	0	10000000	47328.31653	22.57	1300.47	1951	1393	1769	1911	1949
5	2	500	-1	0	10000000	39056.39744	18.62	1596.49	3217	1556	2818	3103	3191
5	2	500	-1	0	10000000	40086.68424	19.11333	1563.72333	2927	1560	2223.66667	2425.33333	2484.33333
5	2	500	-1	2	1048576	32948.92916	15.71	1898.21	2718	2065	2214	2552	2693
5	2	500	-1	2	1048576	32555.26256	15.52	1885.63	4453	419	3019	3274	3311
5	2	500	-1	2	1048576	42480.8836	20.26	1439.62	2597	1288	2190	2313	2343
5	2	500	-1	2	1048576	35995.02511	17.16333	1741.15333	3256	1257.33333	2474.33333	2713	2782.33333
5	2	500	-1	2	5000000	38043.06475	18.14	1574.35	3211	1660	2967	3138	3199
5	2	500	-1	2	5000000	35314.4754	16.84	1762.03	3296	1814	3059	3178	3239
5	2	500	-1	2	5000000	34391.44341	16.4	1815.58	2368	1906	2116	2309	2344
5	2	500	-1	2	5000000	35916.32785	17.12667	1717.32	2958.33333	1793.33333	2714	2875	2927.33333
5	2	500	-1	2	10000000	37136.06655	17.71	1658	2759	1717	2639	2695	2752
5	2	500	-1	2	10000000	40714.9546	19.41	1516.84	3172	1290	1835	2251	2262
5	2	500	-1	2	10000000	37475.64083	17.87	1654.97	3616	1474	3096	3335	3395
5	2	500	-1	2	10000000	38442.22066	18.33	1609.93667	3182.33333	1493.66667	2523.33333	2760.33333	2803
5	2	500	-1	5	1048576	33029.46228	15.75	1893.38	2844	2005	2212	2689	2836
5	2	500	-1	5	1048576	37039.78072	17.66	1693.57	2426	1735	1943	2041	2092
5	2	500	-1	5	1048576	37887.39865	18.07	1632.63	2919	1707	2747	2873	2917
5	2	500	-1	5	1048576	35985.54722	17.16	1739.86	2729.66667	1815.66667	2300.66667	2534.33333	2615
5	2	500	-1	5	5000000	37503.75038	17.88	1616.36	3356	2392	2912	3232	3352
5	2	500	-1	5	5000000	33674.56897	16.06	1850.17	2481	1978	2131	2318	2469
5	2	500	-1	5	5000000	35223.67031	16.8	1752.56	2896	1736	2299	2582	2630
5	2	500	-1	5	5000000	35467.32988	16.91333	1739.69667	2911	2035.33333	2447.33333	2710.66667	2817
5	2	500	-1	5	10000000	39940.88749	19.05	1529.25	3176	896	1515	1801	1816
5	2	500	-1	5	10000000	37820.05219	18.03	1642.98	2521	1717	2145	2394	2500
5	2	500	-1	5	10000000	33310.01632	15.88	1875.84	2783	1965	2128	2667	2753
5	2	500	-1	5	10000000	37023.652	17.65333	1682.69	2826.66667	1526	1929.33333	2287.33333	2356.33333
5	2	1000	-1	0	1048576	17365.93498	16.56	1817.04	2520	1860	2219	2384	2486
5	2	1000	-1	0	1048576	19838.90807	18.92	1575.53	2409	1663	1927	2247	2394
5	2	1000	-1	0	1048576	19169.57405	18.28	1592.8	3245	1504	2588	3048	3230
5	2	1000	-1	0	1048576	18791.47237	17.92	1661.79	2724.66667	1675.66667	2244.66667	2559.66667	2703.33333
5	2	1000	-1	0	5000000	17539.55169	16.73	1784.58	2143	1920	2093	2116	2132
5	2	1000	-1	0	5000000	16491.30908	15.73	1866.25	5193	1535	4160	5034	5157
5	2	1000	-1	0	5000000	20506.93134	19.56	1512.43	2552	1566	1951	2268	2521
5	2	1000	-1	0	5000000	18179.26404	17.34	1721.08667	3296	1673.66667	2734.66667	3139.33333	3270
5	2	1000	-1	0	10000000	18819.63264	17.95	1613.37	3056	1573	2777	2954	3050
5	2	1000	-1	0	10000000	18327.77391	17.48	1650.47	6904	1153	6157	6817	6892
5	2	1000	-1	0	10000000	17185.67402	16.39	1823.26	2637	1941	2138	2558	2611
5	2	1000	-1	0	10000000	18111.02686	17.27333	1695.7	4199	1555.66667	3690.66667	4109.66667	4184.33333
5	2	1000	-1	2	1048576	19043.2663	18.16	1639.54	2226	1677	1987	2133	2203
5	2	1000	-1	2	1048576	18568.03327	17.71	1657.69	3176	1684	2389	2951	3172
5	2	1000	-1	2	1048576	18343.23868	17.49	1654.53	5577	1398	3841	5387	5568
5	2	1000	-1	2	1048576	18651.51275	17.78667	1650.58667	3659.66667	1586.33333	2739	3490.33333	3647.66667
5	2	1000	-1	2	5000000	17320.81616	16.52	1803.75	3075	1915	2216	2704	3055
5	2	1000	-1	2	5000000	17628.60064	16.81	1756.53	2850	1832	2310	2713	2831
5	2	1000	-1	2	5000000	19650.99827	18.74	1582.16	2668	1653	2171	2531	2620
5	2	1000	-1	2	5000000	18200.13836	17.35667	1714.14667	2864.33333	1800	2232.33333	2649.33333	2835.33333
5	2	1000	-1	2	10000000	18075.33801	17.24	1693.74	3162	1415	2789	3098	3156
5	2	1000	-1	2	10000000	17813.24593	16.99	1753.21	2715	1839	2082	2531	2697
5	2	1000	-1	2	10000000	17664.72355	16.85	1767.88	2476	1857	2189	2379	2452
5	2	1000	-1	2	10000000	17851.1025	17.02667	1738.27667	2784.33333	1703.66667	2353.33333	2669.33333	2768.33333
5	2	1000	-1	5	1048576	18267.50941	17.42	1676.84	3092	1616	2467	2908	3090
5	2	1000	-1	5	1048576	16993.50848	16.21	1824.07	7017	1521	6194	6584	6990
5	2	1000	-1	5	1048576	19110.22779	18.22	1583.35	3488	1196	3001	3140	3468
5	2	1000	-1	5	1048576	18123.74856	17.28333	1694.75333	4532.33333	1444.33333	3887.33333	4210.66667	4516
5	2	1000	-1	5	5000000	17447.13518	16.64	1786.98	2444	1878	2063	2291	2425
5	2	1000	-1	5	5000000	18159.3666	17.32	1698.55	3377	1691	2532	3150	3371
5	2	1000	-1	5	5000000	18196.37528	17.35	1676.25	3712	1454	3247	3624	3706
5	2	1000	-1	5	5000000	17934.29235	17.10333	1720.59333	3177.66667	1674.33333	2614	3021.66667	3167.33333
5	2	1000	-1	5	10000000	18264.173	17.42	1707.04	2595	1808	2112	2475	2571
5	2	1000	-1	5	10000000	17347.85927	16.54	1801.06	2709	1901	2058	2435	2683
5	2	1000	-1	5	10000000	17611.21482	16.8	1753.97	3054	1768	2313	2980	3019
5	2	1000	-1	5	10000000	17741.08236	16.92	1754.02333	2786	1825.66667	2161	2630	2757.66667
5	5	100	-1	0	1048576	127093.8715	12.12	2243.41	5250	1990	3928	4699	4832
5	5	100	-1	0	1048576	247733.2408	23.63	1077.17	3004	1132	2695	2827	2890
5	5	100	-1	0	1048576	287042.8842	27.37	954.87	2505	1231	2003	2312	2344
5	5	100	-1	0	1048576	220623.3322	21.04	1425.15	3586.33333	1451	2875.33333	3279.33333	3355.33333
5	5	100	-1	0	5000000	315417.6129	30.08	868.8	1840	1247	1654	1793	1831
5	5	100	-1	0	5000000	185281.2569	17.67	1504.64	2893	1574	2374	2539	2626
5	5	100	-1	0	5000000	172140.7423	16.42	1584.64	2945	1534	1768	2061	2153
5	5	100	-1	0	5000000	224279.8707	21.39	1319.36	2559.33333	1451.66667	1932	2131	2203.33333
5	5	100	-1	0	10000000	182235.6672	17.38	1531.42	2185	1663	1819	1996	2116
5	5	100	-1	0	10000000	181008.5798	17.26	1554.53	2027	1675	1835	1904	1966
5	5	100	-1	0	10000000	177311.2522	16.91	1546.1	2771	1560	1751	2090	2184
5	5	100	-1	0	10000000	180185.1664	17.18333	1544.01667	2327.66667	1632.66667	1801.66667	1996.66667	2088.66667
5	5	100	-1	2	1048576	176472.6644	16.83	1540.24	3141	1570	1843	2025	2136
5	5	100	-1	2	1048576	163660.764	15.61	1755.6	2361	1786	2108	2197	2300
5	5	100	-1	2	1048576	160107.5923	15.27	1771.7	3029	1965	2869	2953	2980
5	5	100	-1	2	1048576	166747.0069	15.90333	1689.18	2843.66667	1773.66667	2273.33333	2391.66667	2472
5	5	100	-1	2	5000000	180154.212	17.18	1567.04	2602	1705	1859	2092	2152
5	5	100	-1	2	5000000	175672.8269	16.75	1577.96	2834	1472	1674	1753	1846
5	5	100	-1	2	5000000	183250.8704	17.48	1535.93	2408	1880	2167	2311	2373
5	5	100	-1	2	5000000	179692.6365	17.13667	1560.31	2614.66667	1685.66667	1900	2052	2123.66667
5	5	100	-1	2	10000000	180720.7142	17.23	1564.6	2276	1706	1886	2028	2146
5	5	100	-1	2	10000000	178584.1846	17.03	1578.64	2223	1683	1778	1902	1991
5	5	100	-1	2	10000000	181501.3794	17.31	1568.5	2501	1681	1798	1912	1951
5	5	100	-1	2	10000000	180268.7594	17.19	1570.58	2333.33333	1690	1820.66667	1947.33333	2029.33333
5	5	100	-1	5	1048576	170893.4309	16.3	1622.43	3023	1662	1775	1820	1966
5	5	100	-1	5	1048576	165853.9822	15.82	1693.95	4636	1700	4233	4543	4632
5	5	100	-1	5	1048576	140888.7261	13.44	2037.66	4494	2166	3973	4355	4449
5	5	100	-1	5	1048576	159212.0464	15.18667	1784.68	4051	1842.66667	3327	3572.66667	3682.33333
5	5	100	-1	5	5000000	166184.7309	15.85	1702.89	2343	1815	2000	2146	2217
5	5	100	-1	5	5000000	175315.568	16.72	1608.15	2232	1719	1910	2023	2077
5	5	100	-1	5	5000000	178011.9624	16.98	1592.89	2418	1717	1894	2208	2277
5	5	100	-1	5	5000000	173170.7538	16.51667	1634.64333	2331	1750.33333	1934.66667	2125.66667	2190.33333
5	5	100	-1	5	10000000	176211.4537	16.8	1604.84	2170	1758	1869	2040	2065
5	5	100	-1	5	10000000	173876.7562	16.58	1625.47	2192	1700	1829	1898	1947
5	5	100	-1	5	10000000	172431.6309	16.44	1637.19	2406	1773	1940	2264	2392
5	5	100	-1	5	10000000	174173.2803	16.60667	1622.5	2256	1743.66667	1879.33333	2067.33333	2134.66667
5	5	500	-1	0	1048576	37078.23508	17.68	1674.24	2194	1790	1900	2084	2162
5	5	500	-1	0	1048576	36949.45315	17.62	1675.93	2238	1768	1981	2130	2218
5	5	500	-1	0	1048576	33627.00921	16.03	1798.77	6594	1607	4339	6346	6561
5	5	500	-1	0	1048576	35884.89915	17.11	1716.31333	3675.33333	1721.66667	2740	3520	3647
5	5	500	-1	0	5000000	28416.35646	13.55	2184.13	4110	2340	3645	3958	4063
5	5	500	-1	0	5000000	33963.93031	16.2	1836.23	2530	1911	2120	2243	2500
5	5	500	-1	0	5000000	38057.54301	18.15	1625.76	2165	1733	1931	2055	2136
5	5	500	-1	0	5000000	33479.27659	15.96667	1882.04	2935	1994.66667	2565.33333	2752	2899.66667
5	5	500	-1	0	10000000	34913.76301	16.65	1730.15	3286	1804	1979	3129	3203
5	5	500	-1	0	10000000	39099.15546	18.64	1583.59	2203	1693	1894	2052	2149
5	5	500	-1	0	10000000	36011.3796	17.17	1719.74	2528	1846	2007	2159	2450
5	5	500	-1	0	10000000	36674.76602	17.48667	1677.82667	2672.33333	1781	1960	2446.66667	2600.66667
5	5	500	-1	2	1048576	34644.03256	16.52	1743.74	3065	1649	2751	2801	2990
5	5	500	-1	2	1048576	36907.17845	17.6	1681.46	2118	1825	1920	2037	2079
5	5	500	-1	2	1048576	35967.34165	17.15	1724.47	2203	1821	1952	2105	2190
5	5	500	-1	2	1048576	35839.51756	17.09	1716.55667	2462	1765	2207.66667	2314.33333	2419.66667
5	5	500	-1	2	5000000	27160.62795	12.95	1937.14	10512	1868	2743	9740	10459
5	5	500	-1	2	5000000	38251.1571	18.24	1542.51	5421	1016	4834	5333	5397
5	5	500	-1	2	5000000	28835.06344	13.75	2172.47	3096	2293	2494	2844	3022
5	5	500	-1	2	5000000	31415.61616	14.98	1884.04	6343	1725.66667	3357	5972.33333	6292.66667
5	5	500	-1	2	10000000	34036.7597	16.23	1834.41	2416	1914	2104	2256	2360
5	5	500	-1	2	10000000	35862.86042	17.1	1734.48	2305	1824	1965	2205	2272
5	5	500	-1	2	10000000	36067.22932	17.2	1724.42	2417	1825	2028	2239	2375
5	5	500	-1	2	10000000	35322.28315	16.84333	1764.43667	2379.33333	1854.33333	2032.33333	2233.33333	2335.66667
5	5	500	-1	5	1048576	33445.93465	15.95	1823.04	3255	1850	2692	3009	3201
5	5	500	-1	5	1048576	35434.60544	16.9	1751.65	2659	1843	2147	2395	2630
5	5	500	-1	5	1048576	34950.37047	16.67	1781.27	2432	1875	2021	2119	2382
5	5	500	-1	5	1048576	34610.30352	16.50667	1785.32	2782	1856	2286.66667	2507.66667	2737.66667
5	5	500	-1	5	5000000	33570.56533	16.01	1800.62	3415	1841	2094	3281	3348
5	5	500	-1	5	5000000	35682.42641	17.01	1738.41	2465	1825	2083	2218	2424
5	5	500	-1	5	5000000	31561.67151	15.05	1968.13	2447	2008	2370	2399	2418
5	5	500	-1	5	5000000	33604.88775	16.02333	1835.72	2775.66667	1891.33333	2182.33333	2632.66667	2730
5	5	500	-1	5	10000000	28565.71543	13.62	2187.55	4678	2198	4239	4575	4654
5	5	500	-1	5	10000000	32456.99448	15.48	1923.29	3613	1920	3153	3552	3591
5	5	500	-1	5	10000000	34927.17684	16.65	1780.21	2368	1899	2014	2206	2341
5	5	500	-1	5	10000000	31983.29558	15.25	1963.68333	3553	2005.66667	3135.33333	3444.33333	3528.66667
5	5	1000	-1	0	1048576	17187.44629	16.39	1797.66	2584	1888	2028	2152	2521
5	5	1000	-1	0	1048576	17719.18634	16.9	1762.56	2517	1872	2021	2149	2462
5	5	1000	-1	0	1048576	17249.11167	16.45	1811.21	2492	1903	2076	2291	2454
5	5	1000	-1	0	1048576	17385.2481	16.58	1790.47667	2531	1887.66667	2041.66667	2197.33333	2479
5	5	1000	-1	0	5000000	16976.19937	16.19	1838.54	2622	1922	2113	2257	2554
5	5	1000	-1	0	5000000	16255.93342	15.5	1866.23	3428	1787	3013	3183	3375
5	5	1000	-1	0	5000000	17199.8624	16.4	1793.84	2547	1884	2197	2310	2510
5	5	1000	-1	0	5000000	16810.66506	16.03	1832.87	2865.66667	1864.33333	2441	2583.33333	2813
5	5	1000	-1	0	10000000	16768.39493	15.99	1862.8	2482	1950	2089	2284	2434
5	5	1000	-1	0	10000000	15535.1872	14.82	2013.29	5270	1883	4844	5205	5263
5	5	1000	-1	0	10000000	14741.86986	14.06	2124.13	3397	2156	3135	3320	3380
5	5	1000	-1	0	10000000	15681.81733	14.95667	2000.07333	3716.33333	1996.33333	3356	3603	3692.33333
5	5	1000	-1	2	1048576	16033.34937	15.29	1948	2503	2043	2164	2251	2466
5	5	1000	-1	2	1048576	16533.84478	15.77	1892.17	2365	2009	2128	2269	2306
5	5	1000	-1	2	1048576	16308.95688	15.55	1907.71	2391	1994	2216	2272	2340
5	5	1000	-1	2	1048576	16292.05034	15.53667	1915.96	2419.66667	2015.33333	2169.33333	2264	2370.66667
5	5	1000	-1	2	5000000	16213.76224	15.46	1927.93	2547	2016	2188	2331	2457
5	5	1000	-1	2	5000000	16280.81144	15.53	1920.99	2734	2042	2196	2410	2646
5	5	1000	-1	2	5000000	16561.77542	15.79	1884.21	2537	1988	2136	2254	2478
5	5	1000	-1	2	5000000	16352.11637	15.59333	1911.04333	2606	2015.33333	2173.33333	2331.66667	2527
5	5	1000	-1	2	10000000	15868.98565	15.13	1930.63	3397	1962	2456	3122	3263
5	5	1000	-1	2	10000000	16582.64792	15.81	1870.18	2563	1981	2205	2343	2454
5	5	1000	-1	2	10000000	15695.63034	14.97	2003.5	5275	1920	4781	5133	5222
5	5	1000	-1	2	10000000	16049.08797	15.30333	1934.77	3745	1954.33333	3147.33333	3532.66667	3646.33333
5	5	1000	-1	5	1048576	15883.10038	15.15	1969.88	4424	1925	4050	4314	4382
5	5	1000	-1	5	1048576	15404.04818	14.69	2029.36	2820	2160	2400	2685	2794
5	5	1000	-1	5	1048576	15336.95285	14.63	1992.05	3414	1977	2945	3171	3343
5	5	1000	-1	5	1048576	15541.36714	14.82333	1997.09667	3552.66667	2020.66667	3131.66667	3390	3506.33333
5	5	1000	-1	5	5000000	16819.16039	16.04	1855.6	2818	1933	2176	2491	2667
5	5	1000	-1	5	5000000	16491.30908	15.73	1896.84	2596	1975	2137	2283	2483
5	5	1000	-1	5	5000000	16011.27193	15.27	1914.99	3013	1993	2208	2922	2982
5	5	1000	-1	5	5000000	16440.58047	15.68	1889.14333	2809	1967	2173.66667	2565.33333	2710.66667
5	5	1000	-1	5	10000000	16170.24029	15.42	1899.25	2698	2000	2214	2336	2443
5	5	1000	-1	5	10000000	16343.60802	15.59	1911.65	2918	2018	2215	2373	2802
5	5	1000	-1	5	10000000	16517.45895	15.75	1890.41	2348	1987	2128	2217	2296
5	5	1000	-1	5	10000000	16343.76909	15.58667	1900.43667	2654.66667	2001.66667	2185.66667	2308.66667	2513.66667
1	1	100	0	0	1048576	745378.6524	71.08	172.25	635	1	564	603	632
1	1	100	0	0	1048576	1131477.71	107.91	1.62	135	0	11	29	35
1	1	100	0	0	1048576	1031778.787	98.4	45.69	496	0	333	474	493
1	1	100	0	0	1048576	969545.0496	92.46333	73.18667	422	0.33333	302.66667	368.66667	386.66667
1	1	100	0	0	5000000	1097694.841	104.68	0.4	134	0	1	5	19
1	1	100	0	0	5000000	1108401.685	105.71	0.27	139	0	1	2	8
1	1	100	0	0	5000000	1064962.726	101.56	17.62	368	0	209	337	364
1	1	100	0	0	5000000	1090353.084	103.98333	6.09667	213.66667	0	70.33333	114.66667	130.33333
1	1	100	0	0	10000000	1054629.825	100.58	0.34	137	0	1	4	14
1	1	100	0	0	10000000	1051082.615	100.24	0.61	137	0	1	13	31
1	1	100	0	0	10000000	1178133.836	112.36	2.42	132	0	2	74	91
1	1	100	0	0	10000000	1094615.425	104.39333	1.12333	135.33333	0	1.33333	30.33333	45.33333
1	1	100	0	2	1048576	1236093.943	117.88	27.22	407	0	262	391	405
1	1	100	0	2	1048576	1249687.578	119.18	21.29	292	0	153	275	290
1	1	100	0	2	1048576	1240387.001	118.29	25.68	249	0	161	234	247
1	1	100	0	2	1048576	1242056.174	118.45	24.73	316	0	192	300	314
1	1	100	0	2	5000000	1127904.354	107.57	44.36	624	0	539	601	622
1	1	100	0	2	5000000	985415.8455	93.98	79.23	1208	0	1174	1202	1206
1	1	100	0	2	5000000	1240387.001	118.29	32.49	401	0	226	351	395
1	1	100	0	2	5000000	1117902.4	106.61333	52.02667	744.33333	0	646.33333	718	741
1	1	100	0	2	10000000	1180916.391	112.62	35.31	486	0	315	471	483
1	1	100	0	2	10000000	1345895.02	128.35	0.36	138	0	1	10	21
1	1	100	0	2	10000000	1226091.221	116.93	41.08	404	0	307	377	401
1	1	100	0	2	10000000	1250967.544	119.3	25.58333	342.66667	0	207.66667	286	301.66667
1	1	100	0	5	1048576	1168770.453	111.46	40.99	533	0	448	529	532
1	1	100	0	5	1048576	1224589.762	116.79	34.2	504	0	279	463	501
1	1	100	0	5	1048576	1194172.439	113.89	34.45	430	0	255	397	426
1	1	100	0	5	1048576	1195844.218	114.04667	36.54667	489	0	327.33333	463	486.33333
1	1	100	0	5	5000000	1334044.824	127.22	0.2	137	0	1	3	7
1	1	100	0	5	5000000	1374003.847	131.04	0.86	137	0	4	20	28
1	1	100	0	5	5000000	1032204.789	98.44	85.51	1075	0	906	1034	1072
1	1	100	0	5	5000000	1246751.154	118.9	28.85667	449.66667	0	303.66667	352.33333	369
1	1	100	0	5	10000000	1013581.999	96.66	80.71	1287	0	1191	1272	1285
1	1	100	0	5	10000000	1159017.153	110.53	46.87	641	0	565	636	640
1	1	100	0	5	10000000	965064.6593	92.04	83.83	1418	0	1212	1383	1415
1	1	100	0	5	10000000	1045887.937	99.74333	70.47	1115.33333	0	989.33333	1097	1113.33333
1	1	500	0	0	1048576	347947.112	165.91	164.51	210	172	199	208	209
1	1	500	0	0	1048576	288933.8342	137.77	205.53	855	162	821	849	854
1	1	500	0	0	1048576	358166.1891	170.79	153.15	235	156	214	226	234
1	1	500	0	0	1048576	331682.3784	158.15667	174.39667	433.33333	163.33333	411.33333	427.66667	432.33333
1	1	500	0	0	5000000	302206.1046	144.1	186.61	320	174	293	312	318
1	1	500	0	0	5000000	284171.6397	135.5	194.14	438	184	372	427	433
1	1	500	0	0	5000000	371195.2487	177	153.27	218	154	192	212	218
1	1	500	0	0	5000000	319190.9976	152.2	178.00667	325.33333	170.66667	285.66667	317	323
1	1	500	0	0	10000000	319488.8179	152.34	176.06	306	176	235	281	282
1	1	500	0	0	10000000	254129.6061	121.18	225.03	321	232	300	311	318
1	1	500	0	0	10000000	212947.1891	101.54	277.38	749	269	587	733	743
1	1	500	0	0	10000000	262188.5377	125.02	226.15667	458.66667	225.66667	374	441.66667	447.66667
1	1	500	0	2	1048576	207253.886	98.83	278.82	409	293	361	385	406
1	1	500	0	2	1048576	186254.4235	88.81	309.31	463	329	413	430	456
1	1	500	0	2	1048576	173943.2945	82.94	347.5	939	363	752	910	937
1	1	500	0	2	1048576	189150.5347	90.19333	311.87667	603.66667	328.33333	508.66667	575	599.66667
1	1	500	0	2	5000000	158553.9876	75.6	370.92	1026	369	417	1006	1024
1	1	500	0	2	5000000	184638.1093	88.04	321.18	412	340	381	403	410
1	1	500	0	2	5000000	185185.1852	88.3	317.83	401	339	383	392	396
1	1	500	0	2	5000000	176125.7607	83.98	336.64333	613	349.33333	393.66667	600.33333	610
1	1	500	0	2	10000000	142247.5107	67.83	428.04	3015	255	2949	3012	3015
1	1	500	0	2	10000000	226654.5784	108.08	255.08	365	270	329	355	364
1	1	500	0	2	10000000	150761.3448	71.89	404.91	2935	234	2902	2926	2934
1	1	500	0	2	10000000	173221.1446	82.6	362.67667	2105	253	2060	2097.66667	2104.33333
1	1	500	0	5	1048576	182182.5469	86.87	325.23	1433	245	1391	1426	1433
1	1	500	0	5	1048576	212359.312	101.26	276.86	682	279	579	657	681
1	1	500	0	5	1048576	193836.0147	92.43	301.21	1273	292	1154	1250	1272
1	1	500	0	5	1048576	196125.9579	93.52	301.1	1129.33333	272	1041.33333	1111	1128.66667
1	1	500	0	5	5000000	178062.6781	84.91	326.72	484	343	430	459	478
1	1	500	0	5	5000000	142959.2566	68.17	421.07	2058	336	1963	2018	2057
1	1	500	0	5	5000000	205465.3791	97.97	281.66	419	300	366	401	419
1	1	500	0	5	5000000	175495.7713	83.68333	343.15	987	326.33333	919.66667	959.33333	984.66667
1	1	500	0	5	10000000	196656.8338	93.77	296.8	731	314	471	719	731
