Replication Factor	Partition	Message Size	Acks	Batch Size	Linger ms	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
2	2	100	0	500000	0	801796.0231	76.47	166.63	732	20	278	313	325
2	2	100	0	500000	0	711439.9545	67.85	251.34	511	315	461	487	503
2	2	100	0	500000	0	913811.8124	87.15	141.07333	471	111.66667	274	314.66667	331.66667
2	2	100	0	500000	2	668627.9754	63.77	363.61	939	394	627	879	914
2	2	100	0	500000	2	723903.2865	69.04	221.48	1023	114	879	941	959
2	2	100	0	500000	2	833611.2037	79.5	185.86	442	200	396	419	438
2	2	100	0	500000	2	742047.4886	70.77	256.98333	801.33333	236	634	746.33333	770.33333
2	2	100	0	500000	5	726955.5103	69.33	241.19	1169	245	1079	1142	1160
2	2	100	0	500000	5	865950.814	82.58	96.44	284	86	253	269	280
2	2	100	0	500000	5	869716.4724	82.94	142.82	397	206	334	368	391
2	2	100	0	500000	5	820874.2656	78.28333	160.15	616.66667	179	555.33333	593	610.33333
2	2	500	0	16384	0	149521.5311	71.3	394.01	2394	494	2345	2379	2391
2	2	500	0	16384	0	218292.9491	104.09	265.07	379	272	314	322	333
2	2	500	0	16384	0	193948.7975	92.48	295.98	419	332	392	404	417
2	2	500	0	16384	0	187254.4259	89.29	318.35333	1064	366	1017	1035	1047
2	2	500	0	16384	2	178858.8803	85.29	325.33	630	360	498	581	628
2	2	500	0	16384	2	181422.3512	86.51	323.82	421	331	373	383	391
2	2	500	0	16384	2	176491.3519	84.16	333.3	420	353	398	409	416
2	2	500	0	16384	2	178924.1945	85.32	327.48333	490.33333	348	423	457.66667	478.33333
2	2	500	0	16384	5	153586.2387	73.24	392.32	1190	340	1092	1145	1173
2	2	500	0	16384	5	168833.3615	80.51	339.72	625	365	420	606	622
2	2	500	0	16384	5	177556.8182	84.67	329.13	597	354	521	586	596
2	2	500	0	16384	5	166658.8061	79.47333	353.72333	804	353	677.66667	779	797
2	2	500	0	200000	0	185701.0214	88.55	293.23	513	322	366	485	511
2	2	500	0	200000	0	184706.317	88.07	306.06	437	337	399	413	433
2	2	500	0	200000	0	153374.2331	73.13	377.76	1652	329	1595	1623	1651
2	2	500	0	200000	0	174593.8572	83.25	325.68333	867.33333	329.33333	786.66667	840.33333	865
2	2	500	0	200000	2	189429.8163	90.33	293.18	412	307	370	390	399
2	2	500	0	200000	2	158831.0038	75.74	361.69	1503	325	1449	1484	1494
2	2	500	0	200000	2	161030.5958	76.79	350.81	1722	311	1673	1694	1705
2	2	500	0	200000	2	169763.8053	80.95333	335.22667	1212.33333	314.33333	1164	1189.33333	1199.33333
2	2	500	0	200000	5	207468.8797	98.93	266.46	404	293	349	379	403
2	2	500	0	200000	5	180505.4152	86.07	314.61	686	350	538	635	684
2	2	500	0	200000	5	170270.7305	81.19	336.39	626	364	417	428	442
2	2	500	0	200000	5	186081.6751	88.73	305.82	572	335.66667	434.66667	480.66667	509.66667
2	2	500	0	500000	0	158881.4744	75.76	346.28	653	468	622	643	648
2	2	500	0	500000	0	171880.3713	81.96	329.79	481	347	410	429	436
2	2	500	0	500000	0	172384.0717	82.2	327.48	560	343	418	520	536
2	2	500	0	500000	0	167715.3058	79.97333	334.51667	564.66667	386	483.33333	530.66667	540
2	2	500	0	500000	2	138064.338	65.83	425.1	2569	500	2467	2548	2567
2	2	500	0	500000	2	216497.0773	103.23	247.04	427	268	345	400	412
2	2	500	0	500000	2	194287.9347	92.64	286.27	415	316	375	393	411
2	2	500	0	500000	2	182949.7833	87.23333	319.47	1137	361.33333	1062.33333	1113.66667	1130
2	2	500	0	500000	5	172265.2885	82.14	336.56	553	362	463	540	550
2	2	500	0	500000	5	136276.9147	64.98	426.06	2602	270	2502	2533	2563
2	2	500	0	500000	5	200120.072	95.42	270.61	446	319	399	416	429
2	2	500	0	500000	5	169554.0918	80.84667	344.41	1200.33333	317	1121.33333	1163	1180.66667
2	2	1000	0	16384	0	79872.20447	76.17	368.09	1326	316	1203	1294	1322
2	2	1000	0	16384	0	91793.64788	87.54	324.73	542	337	420	528	540
2	2	1000	0	16384	0	86730.26886	82.71	344.77	461	355	420	440	450
2	2	1000	0	16384	0	86132.04041	82.14	345.86333	776.33333	336	681	754	770.66667
2	2	1000	0	16384	2	79910.50024	76.21	375.88	1300	370	950	1212	1295
2	2	1000	0	16384	2	78851.9161	75.2	381.25	775	392	467	692	760
2	2	1000	0	16384	2	75517.29346	72.02	398.83	850	423	631	781	843
2	2	1000	0	16384	2	78093.2366	74.47667	385.32	975	395	682.66667	895	966
2	2	1000	0	16384	5	81739.41475	77.95	369.58	668	386	506	642	664
2	2	1000	0	16384	5	83696.01607	79.82	360.12	1021	374	816	974	1019
2	2	1000	0	16384	5	86400.55296	82.4	346.71	871	361	772	864	869
2	2	1000	0	16384	5	83945.32793	80.05667	358.80333	853.33333	373.66667	698	826.66667	850.66667
2	2	1000	0	200000	0	74371.56032	70.93	405.6	1549	347	1342	1524	1545
2	2	1000	0	200000	0	89557.58553	85.41	331.78	437	352	403	419	432
2	2	1000	0	200000	0	84359.7098	80.45	354.32	474	375	434	444	455
2	2	1000	0	200000	0	82762.95188	78.93	363.9	820	358	726.33333	795.66667	810.66667
2	2	1000	0	200000	2	85631.10122	81.66	349.96	434	368	406	416	425
2	2	1000	0	200000	2	85719.18395	81.75	340.53	804	322	651	768	800
2	2	1000	0	200000	2	80450.52293	76.72	214.25	2580	214	735	856	904
2	2	1000	0	200000	2	83933.6027	80.04333	301.58	1272.66667	301.33333	597.33333	680	709.66667
2	2	1000	0	200000	5	57563.89592	54.9	475.23	5257	193	2971	5244	5256
2	2	1000	0	200000	5	161812.2977	154.32	45.3	2051	51	76	85	87
2	2	1000	0	200000	5	221141.088	210.9	99.81	568	74	333	342	345
2	2	1000	0	200000	5	146839.0939	140.04	206.78	2625.33333	106	1126.66667	1890.33333	1896
2	2	1000	0	500000	0	109194.1472	104.14	177.45	1258	47	819	890	905
2	2	1000	0	500000	0	6732.283995	6.42	4816.26	24033	3107	21080	23794	24005
2	2	1000	0	500000	0	293427.23	279.83	79.43	567	40	455	565	566
2	2	1000	0	500000	0	136451.2204	130.13	1691.04667	8619.33333	1064.66667	7451.33333	8416.33333	8492
2	2	1000	0	500000	2	233754.0907	222.93	41.34	1089	49	64	67	68
2	2	1000	0	500000	2	293083.2356	279.51	60.58	374	55	129	163	164
2	2	1000	0	500000	2	69842.15673	66.61	418.01	953	410	821	910	944
2	2	1000	0	500000	2	198893.161	189.68333	173.31	805.33333	171.33333	338	380	392
2	2	1000	0	500000	5	130208.3333	124.18	225.25	2785	56	2429	2764	2783
2	2	1000	0	500000	5	11217.04992	10.7	2890.73	26816	528	20108	26488	26811
2	2	1000	0	500000	5	393700.7874	375.46	51.38	158	61	83	97	105
2	2	1000	0	500000	5	178375.3902	170.11333	1055.78667	9919.66667	215	7540	9783	9899.66667
2	5	100	0	16384	0	860289.0571	82.04	8.43	149	4	45	77	88
2	5	100	0	16384	0	1120824.927	106.89	2.55	136	1	13	36	56
2	5	100	0	16384	0	1023751.024	97.63	5.58	137	1	26	46	55
2	5	100	0	16384	0	1001621.669	95.52	5.52	140.66667	2	28	53	66.33333
2	5	100	0	16384	2	1190759.705	113.56	20.49	322	1	215	272	289
2	5	100	0	16384	2	1258494.84	120.02	1.38	139	1	3	16	29
2	5	100	0	16384	2	1377410.468	131.36	0.82	140	1	3	11	17
2	5	100	0	16384	2	1275555.004	121.64667	7.56333	200.33333	1	73.66667	99.66667	111.66667
2	5	100	0	16384	5	995619.2752	94.95	51.6	934	1	125	204	218
2	5	100	0	16384	5	572278.8142	54.58	405.04	1126	1	174	374	406
2	5	100	0	16384	5	703135.9865	67.06	270.35	873	0	1	14	79
2	5	100	0	16384	5	757011.3586	72.19667	242.33	977.66667	0.66667	100	197.33333	234.33333
2	5	100	0	200000	0	324633.1645	30.96	770.22	10553	0	1083	1337	1394
2	5	100	0	200000	0	1290322.581	123.05	2.34	153	0	5	10	19
2	5	100	0	200000	0	463821.8924	44.23	412.13	2664	0	1977	2480	2630
2	5	100	0	200000	0	692925.8792	66.08	394.89667	4456.66667	0	1021.66667	1275.66667	1347.66667
2	5	100	0	200000	2	688895.0124	65.7	271.64	1499	427	1420	1463	1493
2	5	100	0	200000	2	757920.2668	72.28	252.45	774	471	723	743	764
2	5	100	0	200000	2	567859.1709	54.16	342.67	2248	649	832	2178	2244
2	5	100	0	200000	2	671558.15	64.04667	288.92	1507	515.66667	991.66667	1461.33333	1500.33333
2	5	100	0	200000	5	802181.9349	76.5	214.42	698	3	7	16	40
2	5	100	0	200000	5	755515.2614	72.05	267.43	759	4	9	20	81
2	5	100	0	200000	5	765814.0603	73.03	230.41	873	374	734	859	870
2	5	100	0	200000	5	774503.7522	73.86	237.42	776.66667	127	250	298.33333	330.33333
2	5	100	0	500000	0	689464.9752	65.75	287.72	2335	0	639	893	1134
2	5	100	0	500000	0	897666.0682	85.61	150.38	1495	1	202	264	294
2	5	100	0	500000	0	813802.0833	77.61	212.75	1741	0	10	38	50
2	5	100	0	500000	0	800311.0422	76.32333	216.95	1857	0.33333	283.66667	398.33333	492.66667
2	5	100	0	500000	2	702543.2064	67	294.53	2598	38	99	161	901
2	5	100	0	500000	2	795544.9483	75.87	244.38	1829	2	4	27	86
2	5	100	0	500000	2	726321.9059	69.27	262.62	1900	2	250	390	797
2	5	100	0	500000	2	741470.0202	70.71333	267.17667	2109	14	117.66667	192.66667	594.66667
2	5	100	0	500000	5	759186.1524	72.4	262.79	1993	47	105	137	181
2	5	100	0	500000	5	702247.191	66.97	343.51	1809	4	556	693	723
2	5	100	0	500000	5	705616.709	67.29	281.99	2285	45	108	131	836
2	5	100	0	500000	5	722350.0175	68.88667	296.09667	2029	32	256.33333	320.33333	580
2	5	500	0	16384	0	147710.4874	70.43	397.16	1907	308	1840	1892	1905
2	5	500	0	16384	0	170794.193	81.44	331.88	719	402	680	698	710
2	5	500	0	16384	0	116931.7119	55.76	514.09	2862	431	2763	2833	2858
2	5	500	0	16384	0	145145.4641	69.21	414.37667	1829.33333	380.33333	1761	1807.66667	1824.33333
2	5	500	0	16384	2	219973.6032	104.89	249.21	568	225	528	547	560
2	5	500	0	16384	2	180799.1322	86.21	320.41	618	428	589	602	615
2	5	500	0	16384	2	182381.9077	86.97	305.93	687	345	643	664	684
2	5	500	0	16384	2	194384.881	92.69	291.85	624.33333	332.66667	586.66667	604.33333	619.66667
2	5	500	0	16384	5	165590.3295	78.96	341.45	1245	300	853	1161	1238
2	5	500	0	16384	5	163398.6928	77.91	345.85	729	443	691	719	728
2	5	500	0	16384	5	154655.1191	73.75	387.77	1473	449	1042	1392	1470
2	5	500	0	16384	5	161214.7138	76.87333	358.35667	1149	397.33333	862	1090.66667	1145.33333
2	5	500	0	200000	0	158302.9919	75.48	355.98	779	475	713	722	735
2	5	500	0	200000	0	146412.8843	69.82	393.12	1182	474	1003	1150	1180
2	5	500	0	200000	0	165480.7215	78.91	336.42	841	391	712	764	826
2	5	500	0	200000	0	156732.1993	74.73667	361.84	934	446.66667	809.33333	878.66667	913.66667
2	5	500	0	200000	2	161082.4742	76.81	343.9	770	448	650	721	764
2	5	500	0	200000	2	165975.1037	79.14	332.69	767	460	658	686	763
2	5	500	0	200000	2	163880.6949	78.14	333.04	965	128	902	956	963
2	5	500	0	200000	2	163646.0909	78.03	336.54333	834	345.33333	736.66667	787.66667	830
2	5	500	0	200000	5	167420.0569	79.83	333.45	1300	276	840	1227	1297
2	5	500	0	200000	5	169548.9997	80.85	328.47	717	431	637	665	685
2	5	500	0	200000	5	141602.9453	67.52	408.95	1403	502	1298	1356	1393
2	5	500	0	200000	5	159524.0006	76.06667	356.95667	1140	403	925	1082.66667	1125
2	5	500	0	500000	0	155038.7597	73.93	333.78	1804	59	1655	1697	1755
2	5	500	0	500000	0	168890.3901	80.53	316.09	1854	52	1626	1773	1844
2	5	500	0	500000	0	162443.1449	77.46	326.87	1921	61	1727	1801	1866
2	5	500	0	500000	0	162124.0982	77.30667	325.58	1859.66667	57.33333	1669.33333	1757	1821.66667
2	5	500	0	500000	2	161342.3685	76.93	330.88	1871	41	1689	1774	1867
2	5	500	0	500000	2	135062.1286	64.4	415.21	3238	69	3034	3139	3234
2	5	500	0	500000	2	139781.9402	66.65	399.89	3783	44	3535	3710	3776
2	5	500	0	500000	2	145395.4791	69.32667	381.99333	2964	51.33333	2752.66667	2874.33333	2959
2	5	500	0	500000	5	195198.1261	93.08	279.34	1486	53	1263	1409	1483
2	5	500	0	500000	5	168918.9189	80.55	325.33	1903	56	1572	1747	1900
2	5	500	0	500000	5	144822.5923	69.06	380.12	2059	103	1729	1925	1985
2	5	500	0	500000	5	169646.5458	80.89667	328.26333	1816	70.66667	1521.33333	1693.66667	1789.33333
2	5	1000	0	16384	0	75884.04917	72.37	384.06	813	474	775	785	811
2	5	1000	0	16384	0	73056.69199	69.67	403.17	938	502	782	894	934
2	5	1000	0	16384	0	75244.54477	71.76	389.29	917	475	767	865	916
2	5	1000	0	16384	0	74728.42865	71.26667	392.17333	889.33333	483.66667	774.66667	848	887
2	5	1000	0	16384	2	72004.6083	68.67	408.95	1365	259	1058	1287	1329
2	5	1000	0	16384	2	39332.91378	37.51	813.31	11010	100	10962	10999	11008
2	5	1000	0	16384	2	189465.7067	180.69	121.33	697	103	254	604	696
2	5	1000	0	16384	2	100267.7429	95.62333	447.86333	4357.33333	154	4091.33333	4296.66667	4344.33333
2	5	1000	0	16384	5	7499.737509	7.15	4343.05	59367	393	39079	58479	59359
2	5	1000	0	16384	5	140291.807	133.79	192.12	1134	150	1074	1126	1130
2	5	1000	0	16384	5	4138.935797	3.95	7835.77	55845	1417	43436	48940	55780
2	5	1000	0	16384	5	50643.49342	48.29667	4123.64667	38782	653.33333	27863	36181.66667	38756.33333
2	5	1000	0	200000	0	339213.0258	323.5	51.19	142	42	105	121	122
2	5	1000	0	200000	0	337154.4167	321.54	57.68	238	63	86	91	100
2	5	1000	0	200000	0	16052.39502	15.31	1901.52	5556	1757	4650	5119	5552
2	5	1000	0	200000	0	230806.6125	220.11667	670.13	1978.66667	620.66667	1613.66667	1777	1924.66667
2	5	1000	0	200000	2	343170.8991	327.27	71.99	251	57	178	219	244
2	5	1000	0	200000	2	367647.0588	350.62	55.6	139	57	97	103	106
2	5	1000	0	200000	2	98502.75808	93.94	52.79	3853	59	99	109	112
2	5	1000	0	200000	2	269773.572	257.27667	60.12667	1414.33333	57.66667	124.66667	143.66667	154
2	5	1000	0	200000	5	28352.70768	27.04	1120.24	11709	130	8933	10919	11449
2	5	1000	0	200000	5	297619.0476	283.83	77.32	423	67	335	415	422
2	5	1000	0	200000	5	322580.6452	307.64	62.63	279	77	111	115	116
2	5	1000	0	200000	5	216184.1335	206.17	420.06333	4137	91.33333	3126.33333	3816.33333	3995.66667
2	5	1000	0	500000	0	350877.193	334.62	59.99	379	6	323	366	374
2	5	1000	0	500000	0	12047.32188	11.49	50.34	40284	5	294	314	320
2	5	1000	0	500000	0	17236.62438	16.44	1659.5	11756	155	8431	11044	11511
2	5	1000	0	500000	0	126720.3798	120.85	589.94333	17473	55.33333	3016	3908	4068.33333
2	5	1000	0	500000	2	353857.0418	337.46	49.42	314	6	293	305	313
2	5	1000	0	500000	2	353107.3446	336.75	54.99	362	5	305	345	357
2	5	1000	0	500000	2	339673.913	323.94	52.67	349	6	318	338	345
2	5	1000	0	500000	2	348879.4331	332.71667	52.36	341.66667	5.66667	305.33333	329.33333	338.33333
2	5	1000	0	500000	5	13420.29686	12.8	2207.8	13389	114	11873	12783	13248
2	5	1000	0	500000	5	170765.0273	162.85	149.87	1753	7	1618	1719	1751
2	5	1000	0	500000	5	21083.7023	20.11	1360.21	11224	37	9557	10761	11177
2	5	1000	0	500000	5	68423.00883	65.25333	1239.29333	8788.66667	52.66667	7682.66667	8421	8725.33333
5	1	100	0	16384	0	348237.9161	33.21	800.54	2226	610	1680	2134	2209
5	1	100	0	16384	0	556544.9688	53.08	406.46	1225	340	966	1206	1222
5	1	100	0	16384	0	1037344.398	98.93	5.95	163	0	42	110	131
5	1	100	0	16384	0	647375.7611	61.74	404.31667	1204.66667	316.66667	896	1150	1187.33333
5	1	100	0	16384	2	328299.4091	31.31	780.53	9303	228	9168	9296	9301
5	1	100	0	16384	2	923531.5848	88.07	74.04	792	1	745	783	791
5	1	100	0	16384	2	422190.3234	40.26	608.14	1382	721	927	1305	1371
5	1	100	0	16384	2	558007.1058	53.21333	487.57	3825.66667	316.66667	3613.33333	3794.66667	3821
5	1	100	0	16384	5	455580.8656	43.45	573.37	1111	643	731	998	1109
5	1	100	0	16384	5	452857.531	43.19	565.63	1041	649	772	1009	1038
5	1	100	0	16384	5	476190.4762	45.41	536.51	1025	613	800	1000	1024
5	1	100	0	16384	5	461542.9576	44.01667	558.50333	1059	635	767.66667	1002.33333	1057
5	1	100	0	200000	0	423083.4321	40.35	637.46	1561	613	1483	1548	1559
5	1	100	0	200000	0	481417.2925	45.91	515.11	920	595	702	811	918
5	1	100	0	200000	0	445553.3773	42.49	588.78	1952	562	1863	1927	1942
5	1	100	0	200000	0	450018.034	42.91667	580.45	1477.66667	590	1349.33333	1428.66667	1473
5	1	100	0	200000	2	506585.613	48.31	487.77	820	538	770	793	818
5	1	100	0	200000	2	447427.2931	42.67	600.06	2468	519	2352	2426	2452
5	1	100	0	200000	2	513557.9293	48.98	473.79	876	540	796	841	874
5	1	100	0	200000	2	489190.2785	46.65333	520.54	1388	532.33333	1306	1353.33333	1381.33333
5	1	100	0	200000	5	439947.2063	41.96	572.63	1901	590	667	1895	1900
5	1	100	0	200000	5	507150.8267	48.37	498.54	718	557	664	698	715
5	1	100	0	200000	5	449478.6048	42.87	582.09	1447	600	1385	1428	1443
5	1	100	0	200000	5	465525.5459	44.4	551.08667	1355.33333	582.33333	905.33333	1340.33333	1352.66667
5	1	100	0	500000	0	394944.7077	37.66	654.62	1935	630	1757	1871	1920
5	1	100	0	500000	0	451671.1834	43.07	591.89	878	604	691	793	876
5	1	100	0	500000	0	412371.134	39.33	607.12	2643	580	2501	2607	2624
5	1	100	0	500000	0	419662.3417	40.02	617.87667	1818.66667	604.66667	1649.66667	1757	1806.66667
5	1	100	0	500000	2	433087.9168	41.3	593.89	2248	544	2129	2214	2224
5	1	100	0	500000	2	490725.292	46.8	527.52	772	591	680	705	769
5	1	100	0	500000	2	417014.1785	39.77	628.65	1133	660	1034	1088	1125
5	1	100	0	500000	2	446942.4624	42.62333	583.35333	1384.33333	598.33333	1281	1335.66667	1372.66667
5	1	100	0	500000	5	413599.1397	39.44	634.76	1368	653	1246	1318	1350
5	1	100	0	500000	5	434216.2397	41.41	567.04	3164	463	2969	3125	3150
5	1	100	0	500000	5	468427.9558	44.67	522.95	839	608	755	787	808
5	1	100	0	500000	5	438747.7784	41.84	574.91667	1790.33333	574.66667	1656.66667	1743.33333	1769.33333
5	1	500	0	16384	0	91591.86664	43.67	678.37	4448	449	2813	4388	4417
5	1	500	0	16384	0	120918.9843	57.66	499.07	1043	535	796	1011	1041
5	1	500	0	16384	0	95702.93808	45.63	640.3	1727	612	1676	1710	1723
5	1	500	0	16384	0	102737.9297	48.98667	605.91333	2406	532	1761.66667	2369.66667	2393.66667
5	1	500	0	16384	2	105064.0891	50.1	578.18	816	601	684	762	795
5	1	500	0	16384	2	10729.72886	5.12	5453.31	43956	588	30145	41924	43705
5	1	500	0	16384	2	8800.570277	4.2	7376.29	30167	1599	29140	29923	30150
5	1	500	0	16384	2	41531.46274	19.80667	4469.26	24979.66667	929.33333	19989.66667	24203	24883.33333
5	1	500	0	16384	5	7679.370906	3.66	8505.14	36800	6376	30828	34742	36431
5	1	500	0	16384	5	7119.211191	3.39	8733.48	33431	6052	27557	31845	33337
5	1	500	0	16384	5	7592.322643	3.62	8485.51	33128	3826	33033	33100	33118
5	1	500	0	16384	5	7463.63491	3.55667	8574.71	34453	5418	30472.66667	33229	34295.33333
5	1	500	0	200000	0	12932.92983	6.17	5022.71	27899	3621	26127	27848	27885
5	1	500	0	200000	0	19923.49378	9.5	3132.81	11917	3563	8848	11635	11855
5	1	500	0	200000	0	24025.17839	11.46	2690.63	14806	1693	13985	14728	14801
5	1	500	0	200000	0	18960.534	9.04333	3615.38333	18207.33333	2959	16320	18070.33333	18180.33333
5	1	500	0	200000	2	24831.14819	11.84	2311.35	6824	2773	4987	5376	6814
5	1	500	0	200000	2	16601.91918	7.92	3907.47	30722	1677	28854	30602	30715
5	1	500	0	200000	2	31130.34274	14.84	1926.93	5757	757	4965	5517	5750
5	1	500	0	200000	2	24187.80337	11.53333	2715.25	14434.33333	1735.66667	12935.33333	13831.66667	14426.33333
5	1	500	0	200000	5	17187.44629	8.2	3770.95	29423	562	25298	29398	29421
5	1	500	0	200000	5	23459.86018	11.19	2632.51	6421	3277	5641	6045	6419
5	1	500	0	200000	5	23117.6457	11.02	2795.78	27501	498	26775	27096	27499
5	1	500	0	200000	5	21254.98406	10.13667	3066.41333	21115	1445.66667	19238	20846.33333	21113
5	1	500	0	500000	0	19175.45542	9.14	3363.53	5250	3579	4559	4995	5219
5	1	500	0	500000	0	21845.03135	10.42	2970.21	33939	436	31548	33392	33762
5	1	500	0	500000	0	11665.07244	5.56	5528.82	29488	4075	28391	29133	29446
5	1	500	0	500000	0	17561.85307	8.37333	3954.18667	22892.33333	2696.66667	21499.33333	22506.66667	22809
5	1	500	0	500000	2	31133.25031	14.85	2073	9163	562	5777	8701	9057
5	1	500	0	500000	2	25081.51492	11.96	2547.95	5109	3161	4512	4882	5027
5	1	500	0	500000	2	23983.69109	11.44	2572.38	20763	476	15231	19812	20604
5	1	500	0	500000	2	26732.81878	12.75	2397.77667	11678.33333	1399.66667	8506.66667	11131.66667	11562.66667
5	1	500	0	500000	5	32228.95449	15.37	1897.75	5100	2162	4081	4767	4964
5	1	500	0	500000	5	19874.39383	9.48	3211.83	32084	76	32071	32083	32084
5	1	500	0	500000	5	50867.28725	24.26	1253.3	4972	463	4320	4697	4866
5	1	500	0	500000	5	34323.54519	16.37	2120.96	14052	900.33333	13490.66667	13849	13971.33333
5	1	1000	0	16384	0	3038.534697	2.9	10714.59	29421	10888	28631	29228	29405
5	1	1000	0	16384	0	3459.489379	3.3	8971.38	37551	8843	27465	35484	37311
5	1	1000	0	16384	0	3147.227293	3	9900.41	41813	7546	31615	40080	41457
5	1	1000	0	16384	0	3215.08379	3.06667	9862.12667	36261.66667	9092.33333	29237	34930.66667	36057.66667
5	1	1000	0	16384	2	3477.510937	3.32	9359.06	36743	7122	28927	35058	36699
5	1	1000	0	16384	2	3405.646562	3.25	9156.65	33170	8894	23494	31512	33059
5	1	1000	0	16384	2	4112.586159	3.92	7942.15	30461	1964	29126	30172	30428
5	1	1000	0	16384	2	3665.24789	3.49667	8819.28667	33458	5993.33333	27182.33333	32247.33333	33395.33333
5	1	1000	0	16384	5	99840.25559	95.22	304.82	569	310	534	559	567
5	1	1000	0	16384	5	101957.5856	97.23	281.59	622	208	562	597	614
5	1	1000	0	16384	5	18177.19126	17.34	1716.92	21471	217	21268	21434	21465
5	1	1000	0	16384	5	73325.01083	69.93	767.77667	7554	245	7454.66667	7530	7548.66667
5	1	1000	0	200000	0	81168.83117	77.41	358.59	713	339	657	691	703
5	1	1000	0	200000	0	40303.07916	38.44	773.39	1928	738	1868	1912	1926
5	1	1000	0	200000	0	36528.346	34.84	855.38	2037	837	1909	1980	2035
5	1	1000	0	200000	0	52666.75211	50.23	662.45333	1559.33333	638	1478	1527.66667	1554.66667
5	1	1000	0	200000	2	39840.63745	37.99	779.42	1272	791	1214	1241	1270
5	1	1000	0	200000	2	39227.9931	37.41	796.26	1492	794	1412	1450	1470
5	1	1000	0	200000	2	39123.63067	37.31	799.02	1402	816	1340	1371	1398
5	1	1000	0	200000	2	39397.42041	37.57	791.56667	1388.66667	800.33333	1322	1354	1379.33333
5	1	1000	0	200000	5	35420.79909	33.78	896.38	5115	630	4915	5062	5092
5	1	1000	0	200000	5	45220.22248	43.13	687.44	1934	623	1258	1880	1900
5	1	1000	0	200000	5	40371.41704	38.5	779.62	2932	662	2847	2900	2919
5	1	1000	0	200000	5	40337.47954	38.47	787.81333	3327	638.33333	3006.66667	3280.66667	3303.66667
5	1	1000	0	500000	0	38103.94757	36.34	786.12	3467	664	3313	3417	3465
5	1	1000	0	500000	0	41593.87738	39.67	755	3365	617	3244	3311	3359
5	1	1000	0	500000	0	60255.48325	57.46	502.26	905	494	791	848	902
5	1	1000	0	500000	0	46651.10273	44.49	681.12667	2579	591.66667	2449.33333	2525.33333	2575.33333
5	1	1000	0	500000	2	26424.26805	25.2	1108.85	6607	837	5323	6559	6603
5	1	1000	0	500000	2	53095.46565	50.64	535.53	3056	433	767	2994	3053
5	1	1000	0	500000	2	10362.47953	9.88	3040.16	21365	688	16023	20818	21297
5	1	1000	0	500000	2	29960.73774	28.57333	1561.51333	10342.66667	652.66667	7371	10123.66667	10317.66667
5	1	1000	0	500000	5	5929.791271	5.66	5562.61	20123	3985	18856	19778	19950
5	1	1000	0	500000	5	9694.431519	9.25	3384.1	24023	1942	13093	23388	24013
5	1	1000	0	500000	5	9375.058594	8.94	3333.54	6292	3918	5298	5885	6280
5	1	1000	0	500000	5	8333.09379	7.95	4093.41667	16812.66667	3281.66667	12415.66667	16350.33333	16747.66667
5	2	100	0	16384	0	260213.375	24.82	925.38	2152	970	1953	2019	2072
5	2	100	0	16384	0	437101.1452	41.69	592.86	1804	805	1721	1750	1769
5	2	100	0	16384	0	452652.5439	43.17	446.26	1925	318	1465	1574	1653
5	2	100	0	16384	0	383322.3547	36.56	654.83333	1960.33333	697.66667	1713	1781	1831.33333
5	2	100	0	16384	2	298560.9363	28.47	925.73	1503	1008	1114	1242	1309
5	2	100	0	16384	2	342044.0553	32.62	786.19	1029	862	962	987	1011
5	2	100	0	16384	2	326776.0277	31.16	849.71	1119	835	900	911	951
5	2	100	0	16384	2	322460.3398	30.75	853.87667	1217	901.66667	992	1046.66667	1090.33333
5	2	100	0	16384	5	347463.5163	33.14	777.14	1659	864	1178	1534	1631
5	2	100	0	16384	5	365016.7908	34.81	736.58	1253	810	920	1122	1225
5	2	100	0	16384	5	342137.6762	32.63	782.27	2232	818	2014	2177	2207
5	2	100	0	16384	5	351539.3278	33.52667	765.33	1714.66667	830.66667	1370.66667	1611	1687.66667
5	2	100	0	200000	0	356303.0001	33.98	758.16	2058	798	1915	1999	2054
5	2	100	0	200000	0	335053.2735	31.95	792.72	2427	839	2213	2375	2406
5	2	100	0	200000	0	350877.193	33.46	730.63	2058	638	742	780	835
5	2	100	0	200000	0	347411.1555	33.13	760.50333	2181	758.33333	1623.33333	1718	1765
5	2	100	0	200000	2	370123.6213	35.3	716.62	1018	726	835	873	889
5	2	100	0	200000	2	335008.3752	31.95	795.34	2356	725	2057	2175	2211
5	2	100	0	200000	2	344970.3326	32.9	765.92	1119	906	1036	1087	1115
5	2	100	0	200000	2	350034.1097	33.38333	759.29333	1497.66667	785.66667	1309.33333	1378.33333	1405
5	2	100	0	200000	5	317017.4994	30.23	860.71	1895	858	1650	1804	1851
5	2	100	0	200000	5	329142.2553	31.39	830.68	1244	921	1109	1201	1233
5	2	100	0	200000	5	337541.3488	32.19	785.6	1502	877	1399	1453	1496
5	2	100	0	200000	5	327900.3678	31.27	825.66333	1547	885.33333	1386	1486	1526.66667
5	2	100	0	500000	0	342489.2116	32.66	777.17	1469	1068	1333	1432	1459
5	2	100	0	500000	0	586441.4731	55.93	340.3	2379	373	2298	2349	2373
5	2	100	0	500000	0	744047.619	70.96	211.73	1251	122	1174	1213	1234
