Replication Factor	Partition	Message Size	Acks	Batch Size	Linger ms	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
5	1	500	-1	16384	0	29362.53927	14	2184.16	4535	2302	3938	4497	4509
5	1	500	-1	16384	0	36674.36828	17.49	1690.5	3264	1669	3158	3239	3261
5	1	500	-1	16384	0	29876.6096	14.25	2099.36	6728	1898	5617	5857	6708
5	1	500	-1	16384	0	31971.17239	15.24667	1991.34	4842.33333	1956.33333	4237.66667	4531	4826
5	1	500	-1	16384	2	28931.83659	13.8	2151.46	5232	2325	4385	4559	5210
5	1	500	-1	16384	2	39496.03065	18.83	1538.93	4116	990	4076	4104	4113
5	1	500	-1	16384	2	27679.36227	13.2	2266.84	2969	2366	2825	2882	2953
5	1	500	-1	16384	2	32035.74317	15.27667	1985.74333	4105.66667	1893.66667	3762	3848.33333	4092
5	1	500	-1	16384	5	35340.6842	16.85	1764.25	6229	1237	4949	5248	6214
5	1	500	-1	16384	5	28645.90793	13.66	2155.07	4124	2327	3773	4082	4121
5	1	500	-1	16384	5	30755.03614	14.67	2053.21	9448	1202	8185	9212	9427
5	1	500	-1	16384	5	31580.54276	15.06	1990.84333	6600.33333	1588.66667	5635.66667	6180.66667	6587.33333
5	1	500	-1	200000	0	34090.13431	16.26	1818.23	3024	1953	2512	2717	2985
5	1	500	-1	200000	0	30350.85589	14.47	2064.48	3726	2123	3208	3662	3710
5	1	500	-1	200000	0	31030.84466	14.8	2023.53	6256	1907	5718	6121	6250
5	1	500	-1	200000	0	31823.94496	15.17667	1968.74667	4335.33333	1994.33333	3812.66667	4166.66667	4315
5	1	500	-1	200000	2	28306.96068	13.5	2109.81	5500	2131	3075	5436	5495
5	1	500	-1	200000	2	34100.59676	16.26	1824.07	2369	1958	2197	2215	2364
5	1	500	-1	200000	2	29372.02608	14.01	2145.25	4593	2171	3721	4352	4558
5	1	500	-1	200000	2	30593.19451	14.59	2026.37667	4154	2086.66667	2997.66667	4001	4139
5	1	500	-1	200000	5	31869.46268	15.2	1963.4	4312	1976	4008	4227	4284
5	1	500	-1	200000	5	30704.04372	14.64	2046.39	4292	1971	3114	4110	4280
5	1	500	-1	200000	5	30923.37188	14.75	2029.71	5202	1959	4665	5105	5193
5	1	500	-1	200000	5	31165.6261	14.86333	2013.16667	4602	1968.66667	3929	4480.66667	4585.66667
5	1	500	-1	500000	0	30629.74761	14.61	2046.52	3110	2222	2309	2777	3052
5	1	500	-1	500000	0	29750.39419	14.19	2113.65	3281	2187	3050	3204	3241
5	1	500	-1	500000	0	30150.45075	14.38	2079.19	3051	2239	2302	2764	2994
5	1	500	-1	500000	0	30176.86418	14.39333	2079.78667	3147.33333	2216	2553.66667	2915	3095.66667
5	1	500	-1	500000	2	29854.31096	14.24	2107.37	3428	2072	3242	3335	3368
5	1	500	-1	500000	2	30097.81791	14.35	2085.39	3038	2259	2307	2690	2974
5	1	500	-1	500000	2	29536.862	14.08	2106.46	3971	2059	3589	3890	3943
5	1	500	-1	500000	2	29829.66362	14.22333	2099.74	3479	2130	3046	3305	3428.33333
5	1	500	-1	500000	5	31348.94511	14.95	1996.51	2873	2100	2302	2640	2803
5	1	500	-1	500000	5	30054.39846	14.33	2091.26	2617	2222	2306	2414	2581
5	1	500	-1	500000	5	28920.95902	13.79	2146.08	2968	2282	2421	2822	2916
5	1	500	-1	500000	5	30108.10086	14.35667	2077.95	2819.33333	2201.33333	2343	2625.33333	2766.66667
5	1	1000	-1	16384	0	12734.96001	12.15	2428.92	3733	2440	3650	3717	3729
5	1	1000	-1	16384	0	19031.6687	18.15	1622.55	3392	1130	3124	3195	3376
5	1	1000	-1	16384	0	14125.49086	13.47	2234.17	3504	2328	3096	3299	3481
5	1	1000	-1	16384	0	15297.37319	14.59	2095.21333	3543	1966	3290	3403.66667	3528.66667
5	1	1000	-1	16384	2	15175.42795	14.47	2070.51	3233	2033	2955	3188	3229
5	1	1000	-1	16384	2	13125.77114	12.52	2409.77	5156	2418	3538	4909	5144
5	1	1000	-1	16384	2	16856.58418	16.08	1849.25	3498	1749	3211	3403	3492
5	1	1000	-1	16384	2	15052.59442	14.35667	2109.84333	3962.33333	2066.66667	3234.66667	3833.33333	3955
5	1	1000	-1	16384	5	13630.29196	13	2306.5	4969	2328	4381	4831	4959
5	1	1000	-1	16384	5	16363.93389	15.61	1900.86	4066	1945	3460	3741	4037
5	1	1000	-1	16384	5	14774.9771	14.09	2140.24	5900	1997	5447	5754	5872
5	1	1000	-1	16384	5	14923.06765	14.23333	2115.86667	4978.33333	2090	4429.33333	4775.33333	4956
5	1	1000	-1	200000	0	14624.15911	13.95	2161.04	3334	2407	2958	3259	3328
5	1	1000	-1	200000	0	14127.88562	13.47	2249.93	3212	2266	2983	3128	3184
5	1	1000	-1	200000	0	14704.15245	14.02	2119.82	6366	2024	5536	6234	6348
5	1	1000	-1	200000	0	14485.39906	13.81333	2176.93	4304	2232.33333	3825.66667	4207	4286.66667
5	1	1000	-1	200000	2	15051.62708	14.35	2099.54	3165	2267	2443	2913	3133
5	1	1000	-1	200000	2	14133.47655	13.48	2222.91	4137	2300	2888	4038	4111
5	1	1000	-1	200000	2	14821.40211	14.13	2130.41	5443	2052	4117	5129	5410
5	1	1000	-1	200000	2	14668.83525	13.98667	2150.95333	4248.33333	2206.33333	3149.33333	4026.66667	4218
5	1	1000	-1	200000	5	14330.7538	13.67	2238.16	10332	1887	9063	10045	10279
5	1	1000	-1	200000	5	15436.38665	14.72	2046.45	3270	2104	2803	2981	3240
5	1	1000	-1	200000	5	14175.95192	13.52	2243.32	4190	2240	3807	4081	4155
5	1	1000	-1	200000	5	14647.69745	13.97	2175.97667	5930.66667	2077	5224.33333	5702.33333	5891.33333
5	1	1000	-1	500000	0	14947.23626	14.25	2115.63	2922	2309	2506	2724	2870
5	1	1000	-1	500000	0	14215.85352	13.56	2234.98	3078	2380	2415	2748	3030
5	1	1000	-1	500000	0	14687.30723	14.01	2161.11	2800	2298	2413	2554	2746
5	1	1000	-1	500000	0	14616.799	13.94	2170.57333	2933.33333	2329	2444.66667	2675.33333	2882
5	1	1000	-1	500000	2	13269.63907	12.65	2378.44	5301	2143	4723	5123	5247
5	1	1000	-1	500000	2	15409.74512	14.7	2054.43	3874	2130	3564	3791	3836
5	1	1000	-1	500000	2	14471.36118	13.8	2198.78	2897	2368	2439	2686	2843
5	1	1000	-1	500000	2	14383.58179	13.71667	2210.55	4024	2213.66667	3575.33333	3866.66667	3975.33333
5	1	1000	-1	500000	5	14515.47349	13.84	2188.51	3000	2326	2412	2655	2943
5	1	1000	-1	500000	5	14242.98533	13.58	2230.04	3051	2366	2450	2793	2983
5	1	1000	-1	500000	5	14118.31145	13.46	2239.02	5223	2174	3411	4989	5165
5	1	1000	-1	500000	5	14292.25676	13.62667	2219.19	3758	2288.66667	2757.66667	3479	3697
5	2	100	-1	16384	0	171579.5614	16.36	1702.25	5927	1143	4423	5317	5596
5	2	100	-1	16384	0	255089.0261	24.33	1056.39	2928	611	2309	2819	2918
5	2	100	-1	16384	0	224446.7388	21.4	1194.41	3618	1030	3246	3471	3602
5	2	100	-1	16384	0	217038.4421	20.69667	1317.68333	4157.66667	928	3326	3869	4038.66667
5	2	100	-1	16384	2	135973.023	12.97	2071.25	5648	1308	3086	3530	3576
5	2	100	-1	16384	2	136761.488	13.04	2080.07	3032	2259	2925	2997	3026
5	2	100	-1	16384	2	128985.6568	12.3	2244.31	3379	2495	2777	3167	3354
5	2	100	-1	16384	2	133906.7226	12.77	2131.87667	4019.66667	2020.66667	2929.33333	3231.33333	3318.66667
5	2	100	-1	16384	5	141402.7149	13.49	2016.23	3685	1655	3071	3373	3495
5	2	100	-1	16384	5	144429.3596	13.77	1962.4	4068	841	1580	1899	1948
5	2	100	-1	16384	5	132229.6565	12.61	2140.15	4186	2086	3959	4111	4163
5	2	100	-1	16384	5	139353.9103	13.29	2039.59333	3979.66667	1527.33333	2870	3127.66667	3202
5	2	100	-1	200000	0	132911.5606	12.68	2159.62	2864	2270	2504	2698	2842
5	2	100	-1	200000	0	142734.7987	13.61	1980.67	4468	1518	1916	3192	3328
5	2	100	-1	200000	0	134756.3605	12.85	2064.77	6202	3178	5916	6117	6188
5	2	100	-1	200000	0	136800.9066	13.04667	2068.35333	4511.33333	2322	3445.33333	4002.33333	4119.33333
5	2	100	-1	200000	2	130855.7969	12.48	2193.61	3670	2302	3480	3583	3631
5	2	100	-1	200000	2	130599.4515	12.45	2134.48	4169	1885	2945	3401	3449
5	2	100	-1	200000	2	142706.2819	13.61	1961.84	3706	1142	2811	3047	3080
5	2	100	-1	200000	2	134720.5101	12.84667	2096.64333	3848.33333	1776.33333	3078.66667	3343.66667	3386.66667
5	2	100	-1	200000	5	140532.3365	13.4	2000.55	4173	2072	3856	4105	4168
5	2	100	-1	200000	5	127959.0531	12.2	2242.79	3729	2357	3466	3613	3660
5	2	100	-1	200000	5	131164.7429	12.51	2196	2976	2219	2493	2722	2924
5	2	100	-1	200000	5	133218.7108	12.70333	2146.44667	3626	2216	3271.66667	3480	3584
5	2	100	-1	500000	0	132460.8578	12.63	2116.14	5156	1833	2278	2584	2743
5	2	100	-1	500000	0	145020.0128	13.83	1924.44	3400	2048	2552	3029	3319
5	2	100	-1	500000	0	116344.006	11.1	2446.88	4000	2587	3535	3870	3946
5	2	100	-1	500000	0	131274.9589	12.52	2162.48667	4185.33333	2156	2788.33333	3161	3336
5	2	100	-1	500000	2	125046.8926	11.93	2244.88	3608	2256	2513	2771	2876
5	2	100	-1	500000	2	136668.0333	13.03	2075.36	4216	2170	3409	3738	3897
5	2	100	-1	500000	2	137264.5912	13.09	2065.37	3050	2282	2528	2636	2971
5	2	100	-1	500000	2	132993.1724	12.68333	2128.53667	3624.66667	2236	2816.66667	3048.33333	3248
5	2	100	-1	500000	5	119186.6702	11.37	2405.96	3558	2515	2702	3113	3473
5	2	100	-1	500000	5	128284.0723	12.23	2210.64	2914	2314	2417	2586	2845
5	2	100	-1	500000	5	133468.5815	12.73	2100.36	3751	2114	3457	3634	3721
5	2	100	-1	500000	5	126979.7746	12.11	2238.98667	3407.66667	2314.33333	2858.66667	3111	3346.33333
5	2	500	-1	16384	0	26982.5423	12.87	2306.48	4734	2646	4399	4671	4721
5	2	500	-1	16384	0	26705.83523	12.73	2341.4	3012	2564	2613	2788	2992
5	2	500	-1	16384	0	27657.16182	13.19	2268.95	2921	2366	2607	2859	2906
5	2	500	-1	16384	0	27115.17978	12.93	2305.61	3555.66667	2525.33333	3206.33333	3439.33333	3539.66667
5	2	500	-1	16384	2	27840.41872	13.28	2210.46	3959	1898	2448	2825	3175
5	2	500	-1	16384	2	27830.34621	13.27	2200.32	5053	1671	2555	3642	3739
5	2	500	-1	16384	2	25169.8968	12	2483.93	3550	2470	3427	3484	3526
5	2	500	-1	16384	2	26946.88724	12.85	2298.23667	4187.33333	2013	2810	3317	3480
5	2	500	-1	16384	5	24499.59576	11.68	2507.67	6219	4266	5902	6164	6207
5	2	500	-1	16384	5	28157.90956	13.43	2170.63	5360	3457	5010	5258	5351
5	2	500	-1	16384	5	26028.11036	12.41	2428.65	12207	1372	2192	2318	2478
5	2	500	-1	16384	5	26228.53856	12.50667	2368.98333	7928.66667	3031.66667	4368	4580	4678.66667
5	2	500	-1	200000	0	26970.8984	12.86	2297.77	3156	2711	2931	2980	3003
5	2	500	-1	200000	0	24131.85646	11.51	2598.57	3664	2679	3544	3619	3631
5	2	500	-1	200000	0	26172.52931	12.48	2330.61	4909	729	2238	2287	2354
5	2	500	-1	200000	0	25758.42806	12.28333	2408.98333	3909.66667	2039.66667	2904.33333	2962	2996
5	2	500	-1	200000	2	8918.617614	4.25	4106.69	80659	2274	2631	8190	8358
5	2	500	-1	200000	2	226500.5663	108	233.11	375	249	354	370	374
5	2	500	-1	200000	2	104493.2079	49.83	511.21	2044	253	1204	1360	1452
5	2	500	-1	200000	2	113304.1306	54.02667	1617.00333	27692.66667	925.33333	1396.33333	3306.66667	3394.66667
5	2	500	-1	200000	5	26584.43216	12.68	2298.53	4382	3787	4018	4149	4331
5	2	500	-1	200000	5	24789.90555	11.82	2414.85	5340	3166	3666	5245	5318
5	2	500	-1	200000	5	24086.51878	11.49	2522.18	11190	35	1803	1824	1841
5	2	500	-1	200000	5	25153.61883	11.99667	2411.85333	6970.66667	2329.33333	3162.33333	3739.33333	3830
5	2	500	-1	500000	0	23709.04263	11.31	2624.13	4043	2734	3689	3878	3954
5	2	500	-1	500000	0	24952.59008	11.9	2493.95	3182	2585	2686	2979	3115
5	2	500	-1	500000	0	26057.95289	12.43	2379.6	2992	2394	2545	2606	2747
5	2	500	-1	500000	0	24906.52853	11.88	2499.22667	3405.66667	2571	2973.33333	3154.33333	3272
5	2	500	-1	500000	2	23656.32097	11.28	2572	5864	3936	5006	5677	5780
5	2	500	-1	500000	2	23458.7595	11.19	2657.25	4113	2722	3796	3993	4041
5	2	500	-1	500000	2	24169.76845	11.53	2546.49	4071	1887	2182	2640	2745
5	2	500	-1	500000	2	23761.61631	11.33333	2591.91333	4682.66667	2848.33333	3661.33333	4103.33333	4188.66667
5	2	500	-1	500000	5	25092.21389	11.96	2416.64	4929	1480	2479	2488	2692
5	2	500	-1	500000	5	26160.2051	12.47	2361.59	3466	2434	2900	3016	3391
5	2	500	-1	500000	5	22602.44558	10.78	2742.73	3956	2829	3639	3847	3922
5	2	500	-1	500000	5	24618.28819	11.73667	2506.98667	4117	2247.66667	3006	3117	3335
5	2	1000	-1	16384	0	11496.63149	10.96	2728.42	4931	2675	4066	4769	4904
5	2	1000	-1	16384	0	12510.94708	11.93	2479.18	4139	2519	3314	3848	4130
5	2	1000	-1	16384	0	11579.16676	11.04	2700.33	8816	2576	6430	8608	8774
5	2	1000	-1	16384	0	11862.24844	11.31	2635.97667	5962	2590	4603.33333	5741.66667	5936
5	2	1000	-1	16384	2	11956.28781	11.4	2617.87	4411	2819	4109	4336	4386
5	2	1000	-1	16384	2	10453.69015	9.97	2885.74	6087	2689	4809	5862	6073
5	2	1000	-1	16384	2	12454.54093	11.88	2481.69	4709	2410	4024	4298	4683
5	2	1000	-1	16384	2	11621.5063	11.08333	2661.76667	5069	2639.33333	4314	4832	5047.33333
5	2	1000	-1	16384	5	12872.00082	12.28	2439.73	3658	2571	2997	3424	3637
5	2	1000	-1	16384	5	11275.73687	10.75	2760.04	3990	3008	3431	3922	3965
5	2	1000	-1	16384	5	11063.90512	10.55	2841.27	4538	2943	4203	4464	4516
5	2	1000	-1	16384	5	11737.21427	11.19333	2680.34667	4062	2840.66667	3543.66667	3936.66667	4039.33333
5	2	1000	-1	200000	0	11221.3295	10.7	2776.8	4643	2757	4012	4515	4602
5	2	1000	-1	200000	0	11900.51172	11.35	2554.34	5712	2060	3751	5431	5628
5	2	1000	-1	200000	0	11289.23008	10.77	2697.2	8838	2056	6879	8616	8790
5	2	1000	-1	200000	0	11470.3571	10.94	2676.11333	6397.66667	2291	4880.66667	6187.33333	6340
5	2	1000	-1	200000	2	11017.09854	10.51	2860.03	4389	2983	4079	4282	4323
5	2	1000	-1	200000	2	14179.57008	13.52	2261.48	3408	2393	3015	3124	3298
5	2	1000	-1	200000	2	24090.58058	22.97	1299.07	1825	1383	1582	1695	1794
5	2	1000	-1	200000	2	16429.08307	15.66667	2140.19333	3207.33333	2253	2892	3033.66667	3138.33333
5	2	1000	-1	200000	5	22368.36219	21.33	1407.09	2676	1354	2511	2623	2651
5	2	1000	-1	200000	5	19719.19861	18.81	1592.19	2507	1706	1836	2285	2485
5	2	1000	-1	200000	5	20534.72422	19.58	1535.41	2018	1559	1751	1866	1973
5	2	1000	-1	200000	5	20874.09501	19.90667	1511.56333	2400.33333	1539.66667	2032.66667	2258	2369.66667
5	2	1000	-1	500000	0	22222.22222	21.19	1412.3	2248	1478	1596	1898	2220
5	2	1000	-1	500000	0	23470.87265	22.38	1331.42	2402	1346	1529	2098	2352
5	2	1000	-1	500000	0	19967.2537	19.04	1561.08	2179	1662	1858	1944	2145
5	2	1000	-1	500000	0	21886.78286	20.87	1434.93333	2276.33333	1495.33333	1661	1980	2239
5	2	1000	-1	500000	2	19025.15125	18.14	1654.68	2407	1726	1912	2140	2341
5	2	1000	-1	500000	2	22449.71264	21.41	1392.03	1748	1454	1565	1620	1699
5	2	1000	-1	500000	2	22996.9644	21.93	1360.45	2294	1465	1581	1891	2230
5	2	1000	-1	500000	2	21490.60943	20.49333	1469.05333	2149.66667	1548.33333	1686	1883.66667	2090
5	2	1000	-1	500000	5	19418.22983	18.52	1567.66	4825	1114	3825	4721	4792
5	2	1000	-1	500000	5	19493.17739	18.59	1616.34	3491	1605	2837	3245	3439
5	2	1000	-1	500000	5	22351.36343	21.32	1376.71	2716	1289	2170	2416	2691
5	2	1000	-1	500000	5	20420.92355	19.47667	1520.23667	3677.33333	1336	2944	3460.66667	3640.66667
5	5	100	-1	16384	0	131030.6874	12.5	2176.71	5276	2127	4114	4863	5086
5	5	100	-1	16384	0	266325.7697	25.4	1021.91	2218	946	1871	1972	1992
5	5	100	-1	16384	0	299886.0433	28.6	921.95	1958	645	1180	1284	1312
5	5	100	-1	16384	0	232414.1668	22.16667	1373.52333	3150.66667	1239.33333	2388.33333	2706.33333	2796.66667
5	5	100	-1	16384	2	301750.1509	28.78	923.37	1855	980	1659	1835	1850
5	5	100	-1	16384	2	284365.5804	27.12	963.53	1913	783	1423	1641	1692
5	5	100	-1	16384	2	195855.6935	18.68	1416.31	2280	1900	2146	2214	2272
5	5	100	-1	16384	2	260657.1416	24.86	1101.07	2016	1221	1742.66667	1896.66667	1938
5	5	100	-1	16384	5	208576.6728	19.89	1351.63	2152	1471	1571	1681	1740
5	5	100	-1	16384	5	216300.398	20.63	1295.69	1767	1399	1541	1621	1685
5	5	100	-1	16384	5	214399.0395	20.45	1320.22	2000	1400	1693	1797	1880
5	5	100	-1	16384	5	213092.0368	20.32333	1322.51333	1973	1423.33333	1601.66667	1699.66667	1768.33333
5	5	100	-1	200000	0	198444.1975	18.93	1399.7	3947	1369	3662	3870	3912
5	5	100	-1	200000	0	189236.2425	18.05	1466.73	3767	1408	3444	3615	3671
5	5	100	-1	200000	0	199425.6541	19.02	1389.18	1769	1458	1629	1672	1729
5	5	100	-1	200000	0	195702.0314	18.66667	1418.53667	3161	1411.66667	2911.66667	3052.33333	3104
5	5	100	-1	200000	2	211873.3845	20.21	1304.17	1922	1352	1432	1567	1621
5	5	100	-1	200000	2	219048.4535	20.89	1246.15	1735	1358	1479	1651	1729
5	5	100	-1	200000	2	220157.6329	21	1239.08	1796	1316	1460	1500	1629
5	5	100	-1	200000	2	217026.4903	20.7	1263.13333	1817.66667	1342	1457	1572.66667	1659.66667
5	5	100	-1	200000	5	216995.0525	20.69	1271.2	2013	1348	1497	1726	1959
5	5	100	-1	200000	5	209494.2808	19.98	1286.29	2647	1274	1401	1522	1585
5	5	100	-1	200000	5	225113.6824	21.47	1218.05	1746	1315	1488	1613	1674
5	5	100	-1	200000	5	217201.0052	20.71333	1258.51333	2135.33333	1312.33333	1462	1620.33333	1739.33333
5	5	100	-1	500000	0	213474.5111	20.36	1260.89	1876	1326	1439	1558	1731
5	5	100	-1	500000	0	203384.315	19.4	1322.78	3739	1272	3379	3589	3636
5	5	100	-1	500000	0	171662.0318	16.37	1564.61	2846	1730	1892	2410	2685
5	5	100	-1	500000	0	196173.6193	18.71	1382.76	2820.33333	1442.66667	2236.66667	2519	2684
5	5	100	-1	500000	2	194992.5903	18.6	1379.44	1839	1406	1562	1644	1730
5	5	100	-1	500000	2	216300.398	20.63	1244.93	1680	1319	1435	1505	1557
5	5	100	-1	500000	2	217155.266	20.71	1239.24	1675	1323	1461	1506	1555
5	5	100	-1	500000	2	209482.7514	19.98	1287.87	1731.33333	1349.33333	1486	1551.66667	1614
5	5	100	-1	500000	5	217202.4327	20.71	1245.3	1678	1309	1429	1513	1547
5	5	100	-1	500000	5	217060.9941	20.7	1245.43	1894	1289	1395	1531	1584
5	5	100	-1	500000	5	212440.5167	20.26	1228.64	2275	1170	1351	1377	1408
5	5	100	-1	500000	5	215567.9812	20.55667	1239.79	1949	1256	1391.66667	1473.66667	1513
5	5	500	-1	16384	0	49595.79428	23.65	1239.48	2041	1249	1724	1875	2005
5	5	500	-1	16384	0	45193.65481	21.55	1320.74	2578	1179	2388	2449	2555
5	5	500	-1	16384	0	44792.83315	21.36	1373.23	3621	1292	3330	3516	3584
5	5	500	-1	16384	0	46527.42741	22.18667	1311.15	2746.66667	1240	2480.66667	2613.33333	2714.66667
5	5	500	-1	16384	2	36258.15809	17.29	1713.94	2044	1861	1966	1992	2017
5	5	500	-1	16384	2	41605.99126	19.84	1493.7	2642	1496	2472	2586	2611
5	5	500	-1	16384	2	47569.21321	22.68	1296.68	1773	1376	1526	1649	1743
5	5	500	-1	16384	2	41811.12085	19.93667	1501.44	2153	1577.66667	1988	2075.66667	2123.66667
5	5	500	-1	16384	5	45529.04753	21.71	1357.02	1792	1441	1569	1650	1731
5	5	500	-1	16384	5	44265.41543	21.11	1355.01	2887	1328	2279	2500	2843
5	5	500	-1	16384	5	47542.07474	22.67	1302.05	2072	1386	1600	1809	2015
5	5	500	-1	16384	5	45778.8459	21.83	1338.02667	2250.33333	1385	1816	1986.33333	2196.33333
5	5	500	-1	200000	0	45821.11437	21.85	1337.78	1757	1399	1534	1579	1742
5	5	500	-1	200000	0	45259.1084	21.58	1351.9	1766	1442	1504	1600	1713
5	5	500	-1	200000	0	44855.11797	21.39	1367.48	1744	1420	1534	1572	1685
5	5	500	-1	200000	0	45311.78024	21.60667	1352.38667	1755.66667	1420.33333	1524	1583.66667	1713.33333
5	5	500	-1	200000	2	40462.89553	19.29	1523.74	4279	1459	3892	4162	4235
5	5	500	-1	200000	2	39111.38924	18.65	1568.01	3802	1537	3381	3626	3743
5	5	500	-1	200000	2	37185.78016	17.73	1657.2	2163	1792	1946	1988	2071
5	5	500	-1	200000	2	38920.02164	18.55667	1582.98333	3414.66667	1596	3073	3258.66667	3349.66667
5	5	500	-1	200000	5	42540.51984	20.28	1445.8	1980	1507	1622	1745	1896
5	5	500	-1	200000	5	42700.37149	20.36	1385.82	2756	1211	2510	2607	2692
5	5	500	-1	200000	5	48649.96351	23.2	1245.45	1849	1335	1477	1628	1785
5	5	500	-1	200000	5	44630.28495	21.28	1359.02333	2195	1351	1869.66667	1993.33333	2124.33333
5	5	500	-1	500000	0	44499.822	21.22	1343.76	1821	1392	1543	1620	1729
5	5	500	-1	500000	0	44228.2176	21.09	1350.05	1855	1394	1541	1628	1731
5	5	500	-1	500000	0	43696.74459	20.84	1378.09	2028	1403	1743	1795	1930
5	5	500	-1	500000	0	44141.59473	21.05	1357.3	1901.33333	1396.33333	1609	1681	1796.66667
5	5	500	-1	500000	2	44138.41808	21.05	1363.71	2077	1428	1559	1728	2006
5	5	500	-1	500000	2	44654.81826	21.29	1345.45	1837	1392	1541	1606	1727
5	5	500	-1	500000	2	39671.51982	18.92	1517.12	3886	1405	3584	3765	3840
5	5	500	-1	500000	2	42821.58538	20.42	1408.76	2600	1408.33333	2228	2366.33333	2524.33333
5	5	500	-1	500000	5	35310.73446	16.84	1716.96	2108	1813	1959	2008	2063
5	5	500	-1	500000	5	37351.06264	17.81	1628.82	2180	1662	1900	2002	2098
5	5	500	-1	500000	5	43888.52315	20.93	1374.84	1652	1439	1522	1552	1586
5	5	500	-1	500000	5	38850.10675	18.52667	1573.54	1980	1638	1793.66667	1854	1915.66667
5	5	1000	-1	16384	0	21291.99847	20.31	1407.3	2916	1294	2619	2745	2883
5	5	1000	-1	16384	0	23230.96223	22.15	1338.46	1840	1436	1562	1744	1806
5	5	1000	-1	16384	0	22465.85191	21.43	1386.05	1923	1484	1609	1825	1884
5	5	1000	-1	16384	0	22329.6042	21.29667	1377.27	2226.33333	1404.66667	1930	2104.66667	2191
5	5	1000	-1	16384	2	21651.58273	20.65	1439.05	1832	1532	1630	1766	1809
5	5	1000	-1	16384	2	21588.01433	20.59	1438.82	2145	1512	1671	1806	2119
5	5	1000	-1	16384	2	21404.10959	20.41	1452.63	2031	1537	1720	1832	1933
5	5	1000	-1	16384	2	21547.90222	20.55	1443.5	2002.66667	1527	1673.66667	1801.33333	1953.66667
5	5	1000	-1	16384	5	21274.78513	20.29	1466.71	1982	1525	1725	1810	1915
5	5	1000	-1	16384	5	18527.43914	17.67	1681.8	4063	1622	3809	4000	4034
5	5	1000	-1	16384	5	17304.63072	16.5	1806.62	2580	1912	2013	2423	2557
5	5	1000	-1	16384	5	19035.61833	18.15333	1651.71	2875	1686.33333	2515.66667	2744.33333	2835.33333
5	5	1000	-1	200000	0	21350.18575	20.36	1455.94	1993	1519	1602	1722	1946
5	5	1000	-1	200000	0	21895.25311	20.88	1413.94	1962	1483	1628	1734	1897
5	5	1000	-1	200000	0	22048.77188	21.03	1406.56	1794	1462	1598	1642	1740
5	5	1000	-1	200000	0	21764.73691	20.75667	1425.48	1916.33333	1488	1609.33333	1699.33333	1861
5	5	1000	-1	200000	2	21626.29758	20.62	1436.31	1890	1490	1623	1724	1805
5	5	1000	-1	200000	2	21604.80491	20.6	1440.38	2028	1492	1607	1754	1939
5	5	1000	-1	200000	2	22110.19722	21.09	1404.43	1833	1460	1576	1652	1747
5	5	1000	-1	200000	2	21780.43324	20.77	1427.04	1917	1480.66667	1602	1710	1830.33333
5	5	1000	-1	200000	5	21651.58273	20.65	1439.95	1968	1528	1591	1638	1852
5	5	1000	-1	200000	5	21529.45229	20.53	1441.83	2048	1494	1591	1740	1924
5	5	1000	-1	200000	5	20644.94818	19.69	1458.71	2935	1480	1752	2861	2908
5	5	1000	-1	200000	5	21275.32773	20.29	1446.83	2317	1500.66667	1644.66667	2079.66667	2228
5	5	1000	-1	500000	0	18201.01198	17.36	1674.59	2137	1786	1950	1980	2011
5	5	1000	-1	500000	0	18098.23723	17.26	1671.57	2183	1673	1884	1963	2092
5	5	1000	-1	500000	0	21205.30981	20.22	1441.78	1873	1500	1617	1682	1758
5	5	1000	-1	500000	0	19168.18634	18.28	1595.98	2064.33333	1653	1817	1875	1953.66667
5	5	1000	-1	500000	2	21893.33567	20.88	1393.85	1819	1463	1543	1633	1741
5	5	1000	-1	500000	2	21831.20115	20.82	1399.59	1878	1458	1611	1698	1833
5	5	1000	-1	500000	2	21594.5409	20.59	1414.47	2304	1458	1634	1766	2152
5	5	1000	-1	500000	2	21773.02591	20.76333	1402.63667	2000.33333	1459.66667	1596	1699	1908.66667
5	5	1000	-1	500000	5	21353.83301	20.36	1436.52	1934	1489	1632	1718	1841
5	5	1000	-1	500000	5	20324.37706	19.38	1463.85	3264	1119	2692	3004	3180
5	5	1000	-1	500000	5	22866.55081	21.81	1338.48	1681	1413	1538	1582	1629
5	5	1000	-1	500000	5	21514.92029	20.51667	1412.95	2293	1340.33333	1954	2101.33333	2216.66667
1	1	100	0	16384	0	791389.6803	75.47	167.5	657	1	569	642	655
1	1	100	0	16384	0	811820.1007	77.42	114.72	1470	1	1370	1457	1469
1	1	100	0	16384	0	967117.9884	92.23	73.53	755	0	582	716	753
1	1	100	0	16384	0	856775.9231	81.70667	118.58333	960.66667	0.66667	840.33333	938.33333	959
1	1	100	0	16384	2	1288327.751	122.86	0.25	137	0	1	6	17
1	1	100	0	16384	2	1178411.501	112.38	23.7	367	0	236	337	365
1	1	100	0	16384	2	1295336.788	123.53	6.7	130	0	66	98	120
1	1	100	0	16384	2	1254025.346	119.59	10.21667	211.33333	0	101	147	167.33333
1	1	100	0	16384	5	1183712.121	112.89	15.67	424	0	4	403	422
1	1	100	0	16384	5	1400952.648	133.61	0.27	143	0	1	4	8
