Replication Factor	Partition	Message Size	Acks	Batch Size	Max Request Size	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
5	1	1000	-1	500000	1048576	17944.30089	17.11	1777.02	3978	1705	3566	3827	3922
5	1	1000	-1	500000	1048576	19810.61056	18.89	1600.3	2527	1618	1884	2285	2487
5	1	1000	-1	500000	1048576	18674.13632	17.81	1692.83	2638	1787	1945	2415	2608
5	1	1000	-1	500000	1048576	18809.68259	17.93667	1690.05	3047.66667	1703.33333	2465	2842.33333	3005.66667
5	1	1000	-1	500000	5000000	16783.029	16.01	1864.2	5857	1760	5170	5677	5823
5	1	1000	-1	500000	5000000	21310.14789	20.32	1475.76	1995	1597	1821	1840	1954
5	1	1000	-1	500000	5000000	18327.10212	17.48	1729.75	2480	1845	1887	2265	2428
5	1	1000	-1	500000	5000000	18806.75967	17.93667	1689.90333	3444	1734	2959.33333	3260.66667	3401.66667
5	1	1000	-1	500000	10000000	18123.82195	17.28	1751.81	5211	1574	4152	4948	5141
5	1	1000	-1	500000	10000000	17478.85059	16.67	1830.73	3986	1791	3682	3832	3950
5	1	1000	-1	500000	10000000	19244.83276	18.35	1639.9	2786	1751	2019	2510	2744
5	1	1000	-1	500000	10000000	18282.50177	17.43333	1740.81333	3994.33333	1705.33333	3284.33333	3763.33333	3945
5	2	100	-1	16384	1048576	173166.1703	16.51	1689.15	5814	1193	4387	5318	5650
5	2	100	-1	16384	1048576	276793.6227	26.4	1002.24	2593	784	1925	2382	2462
5	2	100	-1	16384	1048576	305045.4518	29.09	925.03	1798	987	1572	1757	1795
5	2	100	-1	16384	1048576	251668.4149	24	1205.47333	3401.66667	988	2628	3152.33333	3302.33333
5	2	100	-1	16384	5000000	203641.1029	19.42	1346.49	3880	2348	3584	3796	3874
5	2	100	-1	16384	5000000	169998.64	16.21	1648.97	2888	1747	2771	2821	2864
5	2	100	-1	16384	5000000	170114.3168	16.22	1651.05	2409	1756	1986	2370	2401
5	2	100	-1	16384	5000000	181251.3533	17.28333	1548.83667	3059	1950.33333	2780.33333	2995.66667	3046.33333
5	2	100	-1	16384	10000000	205145.0375	19.56	1371.23	1999	1479	1723	1864	1970
5	2	100	-1	16384	10000000	199441.5636	19.02	1435.24	2632	1441	1980	2287	2397
5	2	100	-1	16384	10000000	180349.156	17.2	1579.45	2855	1604	2664	2770	2846
5	2	100	-1	16384	10000000	194978.5857	18.59333	1461.97333	2495.33333	1508	2122.33333	2307	2404.33333
5	2	100	-1	200000	1048576	175119.081	16.7	1601.95	2626	1671	1867	2389	2589
5	2	100	-1	200000	1048576	198137.5074	18.9	1414.34	2635	1461	2402	2535	2614
5	2	100	-1	200000	1048576	188700.6076	18	1437.8	3563	2334	3222	3347	3545
5	2	100	-1	200000	1048576	187319.0653	17.86667	1484.69667	2941.33333	1822	2497	2757	2916
5	2	100	-1	200000	5000000	169296.4041	16.15	1671.25	3147	1728	2771	3040	3084
5	2	100	-1	200000	5000000	177191.8634	16.9	1600.85	2043	1656	1831	1925	2007
5	2	100	-1	200000	5000000	191087.671	18.22	1459.75	2731	1842	2444	2587	2695
5	2	100	-1	200000	5000000	179191.9795	17.09	1577.28333	2640.33333	1742	2348.66667	2517.33333	2595.33333
5	2	100	-1	200000	10000000	198263.2142	18.91	1398.56	2985	927	1176	1766	1803
5	2	100	-1	200000	10000000	163446.7654	15.59	1735.71	3192	1794	2970	3101	3160
5	2	100	-1	200000	10000000	172723.5042	16.47	1585.2	3224	1619	1828	2731	2783
5	2	100	-1	200000	10000000	178144.4946	16.99	1573.15667	3133.66667	1446.66667	1991.33333	2532.66667	2582
5	2	100	-1	500000	1048576	204415.372	19.49	1326.43	3334	878	2022	2212	2304
5	2	100	-1	500000	1048576	195495.7773	18.64	1419.46	2598	1476	1831	2288	2561
5	2	100	-1	500000	1048576	153397.7604	14.63	1841.43	2567	1999	2091	2268	2507
5	2	100	-1	500000	1048576	184436.3032	17.58667	1529.10667	2833	1451	1981.33333	2256	2457.33333
5	2	100	-1	500000	5000000	174923.0339	16.68	1617.41	2077	1681	1872	1920	2031
5	2	100	-1	500000	5000000	191453.5151	18.26	1376.55	3634	224	681	897	930
5	2	100	-1	500000	5000000	192196.8095	18.33	1407.4	3424	2129	3262	3372	3406
5	2	100	-1	500000	5000000	186191.1195	17.75667	1467.12	3045	1344.66667	1938.33333	2063	2122.33333
5	2	100	-1	500000	10000000	161896.1274	15.44	1733.99	2680	1944	2053	2420	2629
5	2	100	-1	500000	10000000	172360.302	16.44	1612.68	3158	2233	3032	3086	3146
5	2	100	-1	500000	10000000	186039.5892	17.74	1463.84	4113	728	1662	2186	2255
5	2	100	-1	500000	10000000	173432.0062	16.54	1603.50333	3317	1635	2249	2564	2676.66667
5	2	500	-1	16384	1048576	40567.95132	19.34	1473.59	5043	42	1485	1544	1574
5	2	500	-1	16384	1048576	34844.41967	16.62	1787.24	2917	1941	2191	2761	2912
5	2	500	-1	16384	1048576	37443.36691	17.85	1657.88	2015	1723	1857	1948	2000
5	2	500	-1	16384	1048576	37618.5793	17.93667	1639.57	3325	1235.33333	1844.33333	2084.33333	2162
5	2	500	-1	16384	5000000	42466.4515	20.25	1466.84	2178	1596	2047	2153	2169
5	2	500	-1	16384	5000000	38328.86163	18.28	1596.13	3827	1433	3437	3668	3677
5	2	500	-1	16384	5000000	35195.15715	16.78	1745.72	3188	1795	2097	3075	3109
5	2	500	-1	16384	5000000	38663.49009	18.43667	1602.89667	3064.33333	1608	2527	2965.33333	2985
5	2	500	-1	16384	10000000	37289.77887	17.78	1673.01	2292	1707	2002	2213	2284
5	2	500	-1	16384	10000000	41334.27024	19.71	1487.4	2824	1961	2596	2741	2811
5	2	500	-1	16384	10000000	34690.90404	16.54	1786.58	8086	2348	7214	7669	8066
5	2	500	-1	16384	10000000	37771.65105	18.01	1648.99667	4400.66667	2005.33333	3937.33333	4207.66667	4387
5	2	500	-1	200000	1048576	40020.81082	19.08	1527.86	2429	1575	2347	2383	2403
5	2	500	-1	200000	1048576	33855.84183	16.14	1831.72	2471	1934	2046	2201	2430
5	2	500	-1	200000	1048576	40716.61238	19.42	1525.23	1922	1638	1721	1792	1885
5	2	500	-1	200000	1048576	38197.75501	18.21333	1628.27	2274	1715.66667	2038	2125.33333	2239.33333
5	2	500	-1	200000	5000000	29029.2615	13.84	1707.15	12666	1605	1736	2205	2403
5	2	500	-1	200000	5000000	55453.89009	26.44	1067.9	2124	1174	1992	2061	2090
5	2	500	-1	200000	5000000	32355.12991	15.43	1929.1	2573	2056	2184	2415	2548
5	2	500	-1	200000	5000000	38946.09383	18.57	1568.05	5787.66667	1611.66667	1970.66667	2227	2347
5	2	500	-1	200000	10000000	38489.66553	18.35	1606.76	2874	1598	2660	2780	2826
5	2	500	-1	200000	10000000	38306.83777	18.27	1587.94	3542	2318	3366	3471	3532
5	2	500	-1	200000	10000000	37238.40024	17.76	1650.84	2264	1726	2188	2199	2215
5	2	500	-1	200000	10000000	38011.63451	18.12667	1615.18	2893.33333	1880.66667	2738	2816.66667	2857.66667
5	2	500	-1	500000	1048576	30479.44162	14.53	2004.14	3444	1992	3224	3342	3401
5	2	500	-1	500000	1048576	38429.0216	18.32	1598.75	2099	1673	1786	1838	1994
5	2	500	-1	500000	1048576	37744.39496	18	1546.29	3484	943	1515	1554	1720
5	2	500	-1	500000	1048576	35550.95272	16.95	1716.39333	3009	1536	2175	2244.66667	2371.66667
5	2	500	-1	500000	5000000	39582.01393	18.87	1552.87	2364	1602	2034	2091	2329
5	2	500	-1	500000	5000000	32422.26761	15.46	1915.51	3036	2010	2105	2642	2909
5	2	500	-1	500000	5000000	35568.20203	16.96	1744.43	2342	1807	1950	2056	2299
5	2	500	-1	500000	5000000	35857.49452	17.09667	1737.60333	2580.66667	1806.33333	2029.66667	2263	2512.33333
5	2	500	-1	500000	10000000	37295.34181	17.78	1624.98	3587	2071	3245	3419	3530
5	2	500	-1	500000	10000000	40871.37777	19.49	1509.9	2274	1662	1922	2077	2215
5	2	500	-1	500000	10000000	33265.69309	15.86	1862.77	3131	1940	2117	2727	3016
5	2	500	-1	500000	10000000	37144.13756	17.71	1665.88333	2997.33333	1891	2428	2741	2920.33333
5	2	1000	-1	16384	1048576	17615.55806	16.8	1765.62	2730	1785	2130	2497	2718
5	2	1000	-1	16384	1048576	20842.01751	19.88	1501.23	2240	1589	1995	2127	2214
5	2	1000	-1	16384	1048576	19431.81377	18.53	1564.66	3146	1417	2772	3052	3121
5	2	1000	-1	16384	1048576	19296.46311	18.40333	1610.50333	2705.33333	1597	2299	2558.66667	2684.33333
5	2	1000	-1	16384	5000000	16858.28922	16.08	1854.03	2317	2024	2156	2187	2308
5	2	1000	-1	16384	5000000	16742.5663	15.97	1871.31	2434	1966	2228	2384	2423
5	2	1000	-1	16384	5000000	19132.8971	18.25	1640.66	2639	1723	2052	2519	2637
5	2	1000	-1	16384	5000000	17577.91754	16.76667	1788.66667	2463.33333	1904.33333	2145.33333	2363.33333	2456
5	2	1000	-1	16384	10000000	19222.63658	18.33	1587.64	3066	1230	2686	2897	2981
5	2	1000	-1	16384	10000000	17750.00888	16.93	1732.43	12790	1260	8842	12730	12783
5	2	1000	-1	16384	10000000	16682.23675	15.91	1872.06	3016	2123	2418	2754	2996
5	2	1000	-1	16384	10000000	17884.96074	17.05667	1730.71	6290.66667	1537.66667	4648.66667	6127	6253.33333
5	2	1000	-1	200000	1048576	17546.32229	16.73	1761.74	4010	1770	2869	3685	3953
5	2	1000	-1	200000	1048576	21446.34125	20.45	1457.94	1998	1571	1836	1879	1947
5	2	1000	-1	200000	1048576	18224.23094	17.38	1730.89	2796	1828	2059	2494	2740
5	2	1000	-1	200000	1048576	19072.29816	18.18667	1650.19	2934.66667	1723	2254.66667	2686	2880
5	2	1000	-1	200000	5000000	16007.17121	15.27	1973.61	3287	2022	2993	3193	3244
5	2	1000	-1	200000	5000000	17763.25139	16.94	1749.09	2947	1763	2358	2909	2927
5	2	1000	-1	200000	5000000	19892.58007	18.97	1577.18	2524	1699	1881	2063	2466
5	2	1000	-1	200000	5000000	17887.66756	17.06	1766.62667	2919.33333	1828	2410.66667	2721.66667	2879
5	2	1000	-1	200000	10000000	17860.97021	17.03	1738.25	3133	1696	2749	3032	3109
5	2	1000	-1	200000	10000000	16715.69939	15.94	1880.14	2930	1944	2239	2657	2893
5	2	1000	-1	200000	10000000	17052.04284	16.26	1849.69	2733	1913	2085	2443	2675
5	2	1000	-1	200000	10000000	17209.57081	16.41	1822.69333	2932	1851	2357.66667	2710.66667	2892.33333
5	2	1000	-1	500000	1048576	18638.63416	17.78	1680.31	2555	1766	1864	2209	2495
5	2	1000	-1	500000	1048576	18146.18567	17.31	1734.06	2941	1702	2697	2785	2881
5	2	1000	-1	500000	1048576	17241.37931	16.44	1815.12	2775	1972	2191	2474	2688
5	2	1000	-1	500000	1048576	18008.73305	17.17667	1743.16333	2757	1813.33333	2250.66667	2489.33333	2688
5	2	1000	-1	500000	5000000	16612.95146	15.84	1896.69	2512	1983	2090	2301	2443
5	2	1000	-1	500000	5000000	18535.68119	17.68	1671.01	3732	1659	2846	3467	3618
5	2	1000	-1	500000	5000000	19731.64957	18.82	1557.56	2872	1502	2435	2816	2854
5	2	1000	-1	500000	5000000	18293.4274	17.44667	1708.42	3038.66667	1714.66667	2457	2861.33333	2971.66667
5	2	1000	-1	500000	10000000	17359.30285	16.56	1731.43	7319	1376	4843	7196	7315
5	2	1000	-1	500000	10000000	16388.06949	15.63	1914.16	3104	2074	2250	2777	3064
5	2	1000	-1	500000	10000000	18676.92653	17.81	1680.72	2540	1704	1934	2283	2472
5	2	1000	-1	500000	10000000	17474.76629	16.66667	1775.43667	4321	1718	3009	4085.33333	4283.66667
5	5	100	-1	16384	1048576	126406.2698	12.06	2193.72	5551	1628	3979	4953	5078
5	5	100	-1	16384	1048576	241943.2885	23.07	1094.28	2765	968	2453	2502	2729
5	5	100	-1	16384	1048576	292568.7537	27.9	934.81	2346	582	1580	1650	1667
5	5	100	-1	16384	1048576	220306.104	21.01	1407.60333	3554	1059.33333	2670.66667	3035	3158
5	5	100	-1	16384	5000000	311351.8899	29.69	910.67	1531	640	1062	1139	1146
5	5	100	-1	16384	5000000	175432.441	16.73	1573.77	4029	1710	2982	3417	3546
5	5	100	-1	16384	5000000	176941.0432	16.87	1559.59	3170	2626	2804	3015	3166
5	5	100	-1	16384	5000000	221241.7914	21.09667	1348.01	2910	1658.66667	2282.66667	2523.66667	2619.33333
5	5	100	-1	16384	10000000	181297.3639	17.29	1507.03	2808	1461	2346	2450	2531
5	5	100	-1	16384	10000000	184808.723	17.62	1518.55	2251	1854	2110	2193	2231
5	5	100	-1	16384	10000000	183016.1054	17.45	1532.44	2998	1642	2797	2916	2960
5	5	100	-1	16384	10000000	183040.7308	17.45333	1519.34	2685.66667	1652.33333	2417.66667	2519.66667	2574
5	5	100	-1	200000	1048576	171432.4899	16.35	1630.45	4716	1616	4274	4624	4687
5	5	100	-1	200000	1048576	160138.3595	15.27	1749.73	4633	1702	4039	4406	4541
5	5	100	-1	200000	1048576	165272.8655	15.76	1690.15	2317	1806	2061	2162	2259
5	5	100	-1	200000	1048576	165614.5716	15.79333	1690.11	3888.66667	1708	3458	3730.66667	3829
5	5	100	-1	200000	5000000	171403.1058	16.35	1613.45	2217	1728	1812	1973	2052
5	5	100	-1	200000	5000000	178024.6386	16.98	1565.04	2286	1696	1966	2182	2273
5	5	100	-1	200000	5000000	175100.6829	16.7	1593.64	2295	1695	1782	1934	2045
5	5	100	-1	200000	5000000	174842.8091	16.67667	1590.71	2266	1706.33333	1853.33333	2029.66667	2123.33333
5	5	100	-1	200000	10000000	177191.8634	16.9	1581.8	2450	1683	1792	1920	2017
5	5	100	-1	200000	10000000	173262.1803	16.52	1599.98	2965	1665	2708	2865	2915
5	5	100	-1	200000	10000000	176697.1764	16.85	1575.41	2240	1698	1825	1976	2125
5	5	100	-1	200000	10000000	175717.0734	16.75667	1585.73	2551.66667	1682	2108.33333	2253.66667	2352.33333
5	5	100	-1	500000	1048576	173046.3072	16.5	1584.06	1963	1657	1783	1827	1858
5	5	100	-1	500000	1048576	158132.7683	15.08	1552.39	11482	1461	6723	7171	7210
5	5	100	-1	500000	1048576	151837.2305	14.48	1733.25	3084	2208	2825	2976	3057
5	5	100	-1	500000	1048576	161005.4353	15.35333	1623.23333	5509.66667	1775.33333	3777	3991.33333	4041.66667
5	5	100	-1	500000	5000000	157883.1034	15.06	1735.06	2341	1802	1993	2289	2325
5	5	100	-1	500000	5000000	171185.9764	16.33	1593.36	2266	1633	1748	1884	1949
5	5	100	-1	500000	5000000	167470.5252	15.97	1580.52	2893	1540	1831	2384	2603
5	5	100	-1	500000	5000000	165513.2017	15.78667	1636.31333	2500	1658.33333	1857.33333	2185.66667	2292.33333
5	5	100	-1	500000	10000000	173599.0556	16.56	1575.6	1996	1670	1821	1857	1897
5	5	100	-1	500000	10000000	169871.5771	16.2	1587.33	2141	1695	1881	1991	2109
5	5	100	-1	500000	10000000	168214.2377	16.04	1627.52	2548	1688	1817	2108	2343
5	5	100	-1	500000	10000000	170561.6235	16.26667	1596.81667	2228.33333	1684.33333	1839.66667	1985.33333	2116.33333
5	5	500	-1	16384	1048576	37008.25284	17.65	1679.66	2700	1762	1981	2233	2656
5	5	500	-1	16384	1048576	37202.38095	17.74	1670.57	2779	1765	2003	2606	2727
5	5	500	-1	16384	1048576	34572.1694	16.49	1750.35	3802	1594	3213	3668	3779
5	5	500	-1	16384	1048576	36260.9344	17.29333	1700.19333	3093.66667	1707	2399	2835.66667	3054
5	5	500	-1	16384	5000000	32487.5735	15.49	1913.17	4150	1874	3899	4095	4123
5	5	500	-1	16384	5000000	32834.25269	15.66	1904.59	2788	1945	2172	2287	2704
5	5	500	-1	16384	5000000	36349.09673	17.33	1712.43	2616	1780	2049	2430	2588
5	5	500	-1	16384	5000000	33890.30764	16.16	1843.39667	3184.66667	1866.33333	2706.66667	2937.33333	3138.33333
5	5	500	-1	16384	10000000	36326.64923	17.32	1705.18	3358	1711	2824	3021	3314
5	5	500	-1	16384	10000000	36642.11645	17.47	1689.85	2756	1798	2098	2411	2546
5	5	500	-1	16384	10000000	34740.31614	16.57	1724.34	3562	1564	3157	3237	3536
5	5	500	-1	16384	10000000	35903.02727	17.12	1706.45667	3225.33333	1691	2693	2889.66667	3132
5	5	500	-1	200000	1048576	36767.40937	17.53	1654.25	3053	1669	2669	2863	2983
5	5	500	-1	200000	1048576	35981.57743	17.16	1713.25	2260	1843	1919	1964	2186
5	5	500	-1	200000	1048576	34656.03882	16.53	1727.62	3089	1643	2829	2876	3034
5	5	500	-1	200000	1048576	35801.6752	17.07333	1698.37333	2800.66667	1718.33333	2472.33333	2567.66667	2734.33333
5	5	500	-1	200000	5000000	36786.34491	17.54	1664.92	2147	1793	1916	1957	2049
5	5	500	-1	200000	5000000	29480.26296	14.06	2098.97	4883	2028	4256	4679	4796
5	5	500	-1	200000	5000000	29814.25718	14.22	2078.23	2657	2186	2335	2392	2567
5	5	500	-1	200000	5000000	32026.95502	15.27333	1947.37333	3229	2002.33333	2835.66667	3009.33333	3137.33333
5	5	500	-1	200000	10000000	34612.85521	16.5	1769.63	2367	1840	1952	2120	2256
5	5	500	-1	200000	10000000	35601.125	16.98	1731.52	2415	1806	1996	2183	2338
5	5	500	-1	200000	10000000	35171.63759	16.77	1750.17	2429	1819	1976	2072	2273
5	5	500	-1	200000	10000000	35128.53927	16.75	1750.44	2403.66667	1821.66667	1974.66667	2125	2289
5	5	500	-1	500000	1048576	33181.8031	15.82	1770.5	3618	1753	2959	3160	3466
5	5	500	-1	500000	1048576	36084.14823	17.21	1676.32	3296	1672	2875	3116	3240
5	5	500	-1	500000	1048576	34848.06245	16.62	1729.28	2824	1812	2006	2111	2745
5	5	500	-1	500000	1048576	34704.67126	16.55	1725.36667	3246	1745.66667	2613.33333	2795.66667	3150.33333
5	5	500	-1	500000	5000000	34425.77802	16.42	1751.31	2379	1834	1978	2098	2236
5	5	500	-1	500000	5000000	33908.6501	16.17	1784.04	2334	1853	2012	2088	2188
5	5	500	-1	500000	5000000	30475.72608	14.53	1845.42	8201	1740	6316	7834	8059
5	5	500	-1	500000	5000000	32936.71807	15.70667	1793.59	4304.66667	1809	3435.33333	4006.66667	4161
5	5	500	-1	500000	10000000	28972.91033	13.82	2095.5	2789	2286	2584	2642	2742
5	5	500	-1	500000	10000000	30488.73441	14.54	1961.07	2566	2008	2124	2218	2306
5	5	500	-1	500000	10000000	33084.09978	15.78	1831.18	2360	1922	2037	2132	2230
5	5	500	-1	500000	10000000	30848.58151	14.71333	1962.58333	2571.66667	2072	2248.33333	2330.66667	2426
5	5	1000	-1	16384	1048576	16733.04106	15.96	1866.41	2498	1947	2153	2360	2451
5	5	1000	-1	16384	1048576	15911.40529	15.17	1916.75	3401	1842	2981	3179	3319
5	5	1000	-1	16384	1048576	16835.58369	16.06	1852.52	2546	1982	2154	2276	2492
5	5	1000	-1	16384	1048576	16493.34335	15.73	1878.56	2815	1923.66667	2429.33333	2605	2754
5	5	1000	-1	16384	5000000	16022.04634	15.28	1888.49	3643	1704	3275	3381	3611
5	5	1000	-1	16384	5000000	17115.66768	16.32	1826.48	2486	1934	2166	2374	2465
5	5	1000	-1	16384	5000000	16579.34876	15.81	1883.18	2526	1969	2163	2302	2427
5	5	1000	-1	16384	5000000	16572.35426	15.80333	1866.05	2885	1869	2534.66667	2685.66667	2834.33333
5	5	1000	-1	16384	10000000	16294.07547	15.54	1918.49	2711	1998	2139	2268	2668
5	5	1000	-1	16384	10000000	14413.37561	13.75	2165.75	3816	2293	2989	3651	3789
5	5	1000	-1	16384	10000000	13840.44732	13.2	2272.56	3660	2306	3370	3581	3633
5	5	1000	-1	16384	10000000	14849.29947	14.16333	2118.93333	3395.66667	2199	2832.66667	3166.66667	3363.33333
5	5	1000	-1	200000	1048576	16089.58682	15.34	1940.35	2921	1989	2181	2312	2761
5	5	1000	-1	200000	1048576	16136.84041	15.39	1938.99	2394	2010	2166	2263	2344
5	5	1000	-1	200000	1048576	16383.77351	15.62	1901.32	2568	1984	2127	2231	2445
5	5	1000	-1	200000	1048576	16203.40025	15.45	1926.88667	2627.66667	1994.33333	2158	2268.66667	2516.66667
5	5	1000	-1	200000	5000000	15943.36915	15.2	1898.39	3599	1804	3191	3341	3484
5	5	1000	-1	200000	5000000	16741.44512	15.97	1865.72	2510	1963	2126	2165	2308
5	5	1000	-1	200000	5000000	16205.87949	15.46	1926.01	2772	2047	2136	2337	2668
5	5	1000	-1	200000	5000000	16296.89792	15.54333	1896.70667	2960.33333	1938	2484.33333	2614.33333	2820
5	5	1000	-1	200000	10000000	15679.38788	14.95	1928.5	3635	1807	3322	3381	3520
5	5	1000	-1	200000	10000000	16591.45208	15.82	1866.25	2551	2016	2140	2232	2405
5	5	1000	-1	200000	10000000	14542.91615	13.87	1967.99	5680	1895	3115	3312	5587
5	5	1000	-1	200000	10000000	15604.58537	14.88	1920.91333	3955.33333	1906	2859	2975	3837.33333
5	5	1000	-1	500000	1048576	14633.14701	13.96	2093.26	2806	2327	2589	2654	2716
5	5	1000	-1	500000	1048576	14102.3833	13.45	2172.72	3257	2227	2451	2720	3084
5	5	1000	-1	500000	1048576	15541.94772	14.82	1906.24	3712	1730	3341	3458	3579
5	5	1000	-1	500000	1048576	14759.15934	14.07667	2057.40667	3258.33333	2094.66667	2793.66667	2944	3126.33333
5	5	1000	-1	500000	5000000	16619.57786	15.85	1843.95	2598	1960	2136	2232	2448
5	5	1000	-1	500000	5000000	15734.65085	15.01	1951.4	2798	2038	2197	2256	2613
5	5	1000	-1	500000	5000000	15623.04712	14.9	1970.71	2589	2070	2218	2311	2472
5	5	1000	-1	500000	5000000	15992.42528	15.25333	1922.02	2661.66667	2022.66667	2183.66667	2266.33333	2511
5	5	1000	-1	500000	10000000	15112.13202	14.41	1979.88	3528	2004	3014	3321	3377
5	5	1000	-1	500000	10000000	16315.87535	15.56	1876.28	2451	2007	2140	2207	2308
5	5	1000	-1	500000	10000000	14961.10114	14.27	1988.88	4219	1805	3596	3795	4024
5	5	1000	-1	500000	10000000	15463.03617	14.74667	1948.34667	3399.33333	1938.66667	2916.66667	3107.66667	3236.33333
1	1	100	0	16384	1048576	764759.8654	72.93	191.36	590	15	558	578	588
1	1	100	0	16384	1048576	1055074.91	100.62	0.59	143	0	3	7	14
1	1	100	0	16384	1048576	889838.0495	84.86	67.58	912	0	797	896	911
1	1	100	0	16384	1048576	903224.2751	86.13667	86.51	548.33333	5	452.66667	493.66667	504.33333
1	1	100	0	16384	5000000	1060445.387	101.13	42.17	415	0	309	389	413
1	1	100	0	16384	5000000	1076889.942	102.7	0.4	134	0	1	5	14
1	1	100	0	16384	5000000	1016466.762	96.94	19.11	291	0	164	268	289
1	1	100	0	16384	5000000	1051267.363	100.25667	20.56	280	0	158	220.66667	238.66667
1	1	100	0	16384	10000000	1020408.163	97.31	27.67	392	0	318	369	390
1	1	100	0	16384	10000000	1014404.545	96.74	27.39	612	0	437	587	610
1	1	100	0	16384	10000000	1137656.428	108.5	0.33	132	0	1	3	9
1	1	100	0	16384	10000000	1057489.712	100.85	18.46333	378.66667	0	252	319.66667	336.33333
1	1	100	0	200000	1048576	1190759.705	113.56	18.47	379	0	221	349	377
1	1	100	0	200000	1048576	1124606.388	107.25	47.27	800	0	562	779	797
1	1	100	0	200000	1048576	1379310.345	131.54	0.43	136	0	2	2	6
1	1	100	0	200000	1048576	1231558.812	117.45	22.05667	438.33333	0	261.66667	376.66667	393.33333
1	1	100	0	200000	5000000	1448435.689	138.13	0.45	132	0	1	3	13
1	1	100	0	200000	5000000	1330849.082	126.92	12.38	277	0	106	250	274
1	1	100	0	200000	5000000	1316135.825	125.52	9.3	261	0	50	230	259
1	1	100	0	200000	5000000	1365140.199	130.19	7.37667	223.33333	0	52.33333	161	182
1	1	100	0	200000	10000000	1272264.631	121.33	17.62	368	0	191	336	366
1	1	100	0	200000	10000000	1339405.304	127.74	11.11	284	0	116	232	278
1	1	100	0	200000	10000000	1304801.67	124.44	8.36	259	0	56	213	256
1	1	100	0	200000	10000000	1305490.535	124.50333	12.36333	303.66667	0	121	260.33333	300
1	1	100	0	500000	1048576	1205690.861	114.98	22.62	485	0	285	446	482
1	1	100	0	500000	1048576	989315.3937	94.35	81.78	1454	0	1229	1421	1452
1	1	100	0	500000	1048576	1372872.048	130.93	1.44	135	0	2	44	68
1	1	100	0	500000	1048576	1189292.768	113.42	35.28	691.33333	0	505.33333	637	667.33333
1	1	100	0	500000	5000000	1406074.241	134.09	0.53	131	0	2	3	18
1	1	100	0	500000	5000000	1267105.93	120.84	38.21	695	0	544	667	693
1	1	100	0	500000	5000000	1239464.551	118.2	26.39	447	0	384	425	445
1	1	100	0	500000	5000000	1304214.907	124.37667	21.71	424.33333	0	310	365	385.33333
1	1	100	0	500000	10000000	1359804.188	129.68	0.65	139	0	2	6	23
1	1	100	0	500000	10000000	1396648.045	133.19	0.48	135	0	2	3	9
1	1	100	0	500000	10000000	1258494.84	120.02	19.46	389	1	150	322	385
1	1	100	0	500000	10000000	1338315.691	127.63	6.86333	221	0.33333	51.33333	110.33333	139
1	1	500	0	16384	1048576	278862.2421	132.97	202.86	623	187	604	621	622
1	1	500	0	16384	1048576	348918.3531	166.38	162.57	281	166	241	267	280
1	1	500	0	16384	1048576	367511.9441	175.24	153.81	223	166	190	215	222
1	1	500	0	16384	1048576	331764.1798	158.19667	173.08	375.66667	173	345	367.66667	374.66667
1	1	500	0	16384	5000000	348432.0557	166.15	156.95	228	165	206	225	227
1	1	500	0	16384	5000000	297885.0164	142.04	187.29	327	174	283	310	324
1	1	500	0	16384	5000000	184365.7817	87.91	316.15	503	323	464	493	500
1	1	500	0	16384	5000000	276894.2846	132.03333	220.13	352.66667	220.66667	317.66667	342.66667	350.33333
1	1	500	0	16384	10000000	141562.8539	67.5	418.06	792	442	622	779	789
1	1	500	0	16384	10000000	157010.5197	74.87	381.77	595	405	471	565	591
1	1	500	0	16384	10000000	165261.9402	78.8	363.23	551	382	449	518	544
1	1	500	0	16384	10000000	154611.7713	73.72333	387.68667	646	409.66667	514	620.66667	641.33333
1	1	500	0	200000	1048576	170561.1462	81.33	333.17	780	353	588	715	778
1	1	500	0	200000	1048576	142308.2396	67.86	417.66	1650	359	1152	1627	1649
1	1	500	0	200000	1048576	184842.8835	88.14	306.11	628	330	438	591	627
1	1	500	0	200000	1048576	165904.0898	79.11	352.31333	1019.33333	347.33333	726	977.66667	1018
1	1	500	0	200000	5000000	121936.3492	58.14	460.51	3133	344	3022	3095	3131
1	1	500	0	200000	5000000	196734.2121	93.81	294.24	1234	266	1081	1176	1231
1	1	500	0	200000	5000000	211550.6664	100.88	254.25	506	285	418	494	505
1	1	500	0	200000	5000000	176740.4092	84.27667	336.33333	1624.33333	298.33333	1507	1588.33333	1622.33333
1	1	500	0	200000	10000000	199282.5827	95.03	271.89	718	305	547	692	718
1	1	500	0	200000	10000000	185459.9407	88.43	307.51	416	336	387	404	407
1	1	500	0	200000	10000000	181950.5095	86.76	314.78	417	343	392	404	414
1	1	500	0	200000	10000000	188897.6776	90.07333	298.06	517	328	442	500	513
1	1	500	0	500000	1048576	177841.0101	84.8	321.37	758	343	572	746	756
1	1	500	0	500000	1048576	120322.4642	57.37	500.08	4266	250	4156	4241	4264
1	1	500	0	500000	1048576	223463.6872	106.56	240.7	584	264	430	551	581
1	1	500	0	500000	1048576	173875.7205	82.91	354.05	1869.33333	285.66667	1719.33333	1846	1867
1	1	500	0	500000	5000000	203956.7612	97.25	276.04	380	299	356	374	378
1	1	500	0	500000	5000000	191460.8463	91.3	294.99	400	321	363	377	399
