Replication Factor	Partition	Message Size	Acks	Batch Size	Max Request Size	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
2	2	500	0	500000	1048576	197433.3662	94.14	267.57	1496	230	1362	1463	1484
2	2	500	0	500000	1048576	267379.6791	127.5	181.67	314	196	240	276	299
2	2	500	0	500000	1048576	234576.5893	111.85	219.54	399	237	310	364	396
2	2	500	0	500000	1048576	233129.8782	111.16333	222.92667	736.33333	221	637.33333	701	726.33333
2	2	500	0	500000	5000000	221434.8981	105.59	229.28	878	239	845	876	877
2	2	500	0	500000	5000000	209292.591	99.8	251.9	476	289	417	435	474
2	2	500	0	500000	5000000	171027.8775	81.55	330.1	1374	293	1245	1348	1372
2	2	500	0	500000	5000000	200585.1222	95.64667	270.42667	909.33333	273.66667	835.66667	886.33333	907.66667
2	2	500	0	500000	10000000	203790.5034	97.17	270.31	591	282	349	370	380
2	2	500	0	500000	10000000	153751.5375	73.31	357.11	2504	229	2406	2452	2464
2	2	500	0	500000	10000000	225529.9955	107.54	221.77	637	251	570	617	635
2	2	500	0	500000	10000000	194357.3455	92.67333	283.06333	1244	254	1108.33333	1146.33333	1159.66667
2	2	1000	0	16384	1048576	119417.2439	113.89	246.52	338	255	306	319	335
2	2	1000	0	16384	1048576	91625.43522	87.38	318.11	860	158	747	830	858
2	2	1000	0	16384	1048576	103605.4704	98.81	286.11	359	303	336	349	354
2	2	1000	0	16384	1048576	104882.7165	100.02667	283.58	519	238.66667	463	499.33333	515.66667
2	2	1000	0	16384	5000000	101112.2346	96.43	294.22	1032	298	926	1002	1017
2	2	1000	0	16384	5000000	49925.11233	47.61	368.73	5080	325	513	1016	5078
2	2	1000	0	16384	5000000	153562.6536	146.45	186.59	298	189	265	289	296
2	2	1000	0	16384	5000000	101533.3335	96.83	283.18	2136.66667	270.66667	568	769	2130.33333
2	2	1000	0	16384	10000000	6996.921355	6.67	4642.51	49488	143	33923	46982	49482
2	2	1000	0	16384	10000000	8659.058241	8.26	2931.71	27397	308	10996	25585	26806
2	2	1000	0	16384	10000000	21686.32894	20.68	1468.92	6695	144	5958	6490	6691
2	2	1000	0	16384	10000000	12447.43618	11.87	3014.38	27860	198.33333	16959	26352.33333	27659.66667
2	2	1000	0	200000	1048576	396825.3968	378.44	51.79	163	22	130	157	159
2	2	1000	0	200000	1048576	14149.07465	13.49	1905.35	10773	542	7265	9572	10771
2	2	1000	0	200000	1048576	386100.3861	368.21	51.57	148	57	77	83	91
2	2	1000	0	200000	1048576	265691.6192	253.38	669.57	3694.66667	207	2490.66667	3270.66667	3673.66667
2	2	1000	0	200000	5000000	52427.38807	50	444.4	2317	23	1521	1885	1903
2	2	1000	0	200000	5000000	378214.826	360.69	54.65	148	58	108	119	124
2	2	1000	0	200000	5000000	21821.67329	20.81	1444.22	7525	12	5736	6673	7524
2	2	1000	0	200000	5000000	150821.2958	143.83333	647.75667	3330	31	2455	2892.33333	3183.66667
2	2	1000	0	200000	10000000	14483.51776	13.81	2223.1	12537	649	8835	12401	12530
2	2	1000	0	200000	10000000	64892.92667	61.89	456.25	1555	552	1208	1515	1551
2	2	1000	0	200000	10000000	17526.02615	16.71	1822.28	6689	703	5030	5720	6684
2	2	1000	0	200000	10000000	32300.82353	30.80333	1500.54333	6927	634.66667	5024.33333	6545.33333	6921.66667
2	2	1000	0	500000	1048576	346500.3465	330.45	61.33	350	5	285	330	347
2	2	1000	0	500000	1048576	34399.7248	32.81	848.46	5461	146	3465	5102	5197
2	2	1000	0	500000	1048576	50150.45135	47.83	603.12	5600	103	4231	5558	5595
2	2	1000	0	500000	1048576	143683.5076	137.03	504.30333	3803.66667	84.66667	2660.33333	3663.33333	3713
2	2	1000	0	500000	5000000	52603.89269	50.17	420.06	4038	19	1239	2579	4036
2	2	1000	0	500000	5000000	388500.3885	370.5	47.84	138	50	102	128	131
2	2	1000	0	500000	5000000	18649.75755	17.79	1659.08	6214	204	5591	5870	6210
2	2	1000	0	500000	5000000	153251.3463	146.15333	708.99333	3463.33333	91	2310.66667	2859	3459
2	2	1000	0	500000	10000000	23073.37333	22	1367.16	12016	115	9392	11588	11906
2	2	1000	0	500000	10000000	86251.5094	82.26	334.18	1099	63	911	1083	1094
2	2	1000	0	500000	10000000	17384.0484	16.58	1828.08	7106	645	6091	6723	6913
2	2	1000	0	500000	10000000	42236.31038	40.28	1176.47333	6740.33333	274.33333	5464.66667	6464.66667	6637.66667
2	5	100	0	16384	1048576	542947.117	51.78	37.08	3980	5	176	220	245
2	5	100	0	16384	1048576	1115822.361	106.41	3.22	142	1	13	21	38
2	5	100	0	16384	1048576	902690.0162	86.09	55.35	849	1	249	758	777
2	5	100	0	16384	1048576	853819.8314	81.42667	31.88333	1657	2.33333	146	333	353.33333
2	5	100	0	16384	5000000	1068604.403	101.91	17.76	283	1	70	210	274
2	5	100	0	16384	5000000	1085540.599	103.53	7.01	319	1	14	76	184
2	5	100	0	16384	5000000	1067691.651	101.82	14.28	255	2	137	214	249
2	5	100	0	16384	5000000	1073945.551	102.42	13.01667	285.66667	1.33333	73.66667	166.66667	235.66667
2	5	100	0	16384	10000000	1069061.364	101.95	6.85	254	1	114	228	252
2	5	100	0	16384	10000000	1144688.645	109.17	4.83	178	1	51	157	176
2	5	100	0	16384	10000000	1236093.943	117.88	4.17	145	0	43	108	136
2	5	100	0	16384	10000000	1149947.984	109.66667	5.28333	192.33333	0.66667	69.33333	164.33333	188
2	5	100	0	200000	1048576	671591.6723	64.05	218.03	1611	145	916	1555	1585
2	5	100	0	200000	1048576	73265.44069	6.99	3907.2	48146	2	47920	48098	48142
2	5	100	0	200000	1048576	1167678.655	111.36	1.71	142	1	7	14	38
2	5	100	0	200000	1048576	637511.9226	60.8	1375.64667	16633	49.33333	16281	16555.66667	16588.33333
2	5	100	0	200000	5000000	1193317.422	113.8	2.61	134	1	8	17	49
2	5	100	0	200000	5000000	982897.5821	93.74	64.43	1188	1	878	1167	1185
2	5	100	0	200000	5000000	1213592.233	115.74	11.24	268	1	31	94	124
2	5	100	0	200000	5000000	1129935.746	107.76	26.09333	530	1	305.66667	426	452.66667
2	5	100	0	200000	10000000	1254705.144	119.66	4.49	136	1	27	84	101
2	5	100	0	200000	10000000	1226391.955	116.96	1.95	141	1	9	18	32
2	5	100	0	200000	10000000	1191895.113	113.67	8.7	214	1	101	183	210
2	5	100	0	200000	10000000	1224330.737	116.76333	5.04667	163.66667	1	45.66667	95	114.33333
2	5	100	0	500000	1048576	765462.3393	73	200.88	2445	0	112	169	190
2	5	100	0	500000	1048576	74701.56724	7.12	3768.91	51822	3	51662	51790	51817
2	5	100	0	500000	1048576	1168224.299	111.41	2.1	138	1	7	16	24
2	5	100	0	500000	1048576	669462.7352	63.84333	1323.96333	18135	1.33333	17260.33333	17325	17343.66667
2	5	100	0	500000	5000000	1143902.997	109.09	2.16	140	1	10	19	25
2	5	100	0	500000	5000000	1203079.885	114.73	4.14	136	1	16	52	102
2	5	100	0	500000	5000000	1195314.368	113.99	15.44	237	1	79	210	234
2	5	100	0	500000	5000000	1180765.75	112.60333	7.24667	171	1	35	93.66667	120.33333
2	5	100	0	500000	10000000	1240079.365	118.26	2.91	153	1	13	93	148
2	5	100	0	500000	10000000	1151012.891	109.77	9.06	271	1	139	241	267
2	5	100	0	500000	10000000	1234263.145	117.71	3.52	143	1	13	42	68
2	5	100	0	500000	10000000	1208451.8	115.24667	5.16333	189	1	55	125.33333	161
2	5	500	0	16384	1048576	216497.0773	103.23	241.87	1138	104	946	1056	1135
2	5	500	0	16384	1048576	169520.2577	80.83	331.99	938	302	722	899	928
2	5	500	0	16384	1048576	182315.4057	86.93	311.51	684	286	660	672	683
2	5	500	0	16384	1048576	189444.2469	90.33	295.12333	920	230.66667	776	875.66667	915.33333
2	5	500	0	16384	5000000	165645.188	78.99	339.46	763	393	729	753	761
2	5	500	0	16384	5000000	170969.3965	81.52	332.33	709	412	674	693	702
2	5	500	0	16384	5000000	173280.1941	82.63	322.11	707	366	670	693	706
2	5	500	0	16384	5000000	169964.9262	81.04667	331.3	726.33333	390.33333	691	713	723
2	5	500	0	16384	10000000	173611.1111	82.78	324.01	738	284	664	729	738
2	5	500	0	16384	10000000	180342.651	85.99	312.51	662	407	619	632	657
2	5	500	0	16384	10000000	194514.6859	92.75	282.97	750	274	607	732	738
2	5	500	0	16384	10000000	182822.816	87.17333	306.49667	716.66667	321.66667	630	697.66667	711
2	5	500	0	200000	1048576	213492.7412	101.8	253.46	682	275	529	646	678
2	5	500	0	200000	1048576	206185.567	98.32	263.72	597	333	506	553	559
2	5	500	0	200000	1048576	208029.9563	99.2	256.11	577	308	543	562	569
2	5	500	0	200000	1048576	209236.0882	99.77333	257.76333	618.66667	305.33333	526	587	602
2	5	500	0	200000	5000000	205676.6763	98.07	258.65	938	213	633	848	937
2	5	500	0	200000	5000000	200280.3926	95.5	269.85	595	327	565	574	578
2	5	500	0	200000	5000000	193685.8416	92.36	278.02	632	313	575	593	618
2	5	500	0	200000	5000000	199880.9701	95.31	268.84	721.66667	284.33333	591	671.66667	711
2	5	500	0	200000	10000000	183924.9586	87.7	291.93	897	201	650	838	895
2	5	500	0	200000	10000000	180440.2743	86.04	301.75	802	316	598	710	795
2	5	500	0	200000	10000000	148389.9688	70.76	386.68	1901	443	1808	1878	1899
2	5	500	0	200000	10000000	170918.4006	81.5	326.78667	1200	320	1018.66667	1142	1196.33333
2	5	500	0	500000	1048576	188928.7739	90.09	277.75	1695	50	1483	1595	1665
2	5	500	0	500000	1048576	181159.4203	86.38	291.5	1640	50	1534	1581	1619
2	5	500	0	500000	1048576	177304.9645	84.55	293.5	1671	65	1523	1622	1654
2	5	500	0	500000	1048576	182464.3862	87.00667	287.58333	1668.66667	55	1513.33333	1599.33333	1646
2	5	500	0	500000	5000000	145158.949	69.22	388.91	1996	392	1564	1885	1959
2	5	500	0	500000	5000000	204708.2907	97.61	262.02	696	317	556	612	664
2	5	500	0	500000	5000000	133138.0642	63.49	413.98	2619	236	2447	2556	2617
2	5	500	0	500000	5000000	161001.768	76.77333	354.97	1770.33333	315	1522.33333	1684.33333	1746.66667
2	5	500	0	500000	10000000	299222.0227	142.68	153.71	440	78	389	425	436
2	5	500	0	500000	10000000	224315.8367	106.96	232.99	739	242	617	657	679
2	5	500	0	500000	10000000	173100.225	82.54	312.87	1280	331	1101	1143	1260
2	5	500	0	500000	10000000	232212.6948	110.72667	233.19	819.66667	217	702.33333	741.66667	791.66667
2	5	1000	0	16384	1048576	97770.82519	93.24	293.75	635	348	607	627	633
2	5	1000	0	16384	1048576	90546.9033	86.35	320.4	710	379	651	684	698
2	5	1000	0	16384	1048576	88558.27134	84.46	328.52	689	403	660	678	688
2	5	1000	0	16384	1048576	92291.99994	88.01667	314.22333	678	376.66667	639.33333	663	673
2	5	1000	0	16384	5000000	87627.05924	83.57	331.6	897	406	656	827	895
2	5	1000	0	16384	5000000	91962.47931	87.7	316.28	705	398	611	648	704
2	5	1000	0	16384	5000000	88417.3298	84.32	325.34	896	383	650	858	895
2	5	1000	0	16384	5000000	89335.62278	85.19667	324.40667	832.66667	395.66667	639	777.66667	831.33333
2	5	1000	0	16384	10000000	63954.9757	60.99	480.47	3415	391	3250	3375	3414
2	5	1000	0	16384	10000000	137854.9766	131.47	204.76	461	173	436	452	460
2	5	1000	0	16384	10000000	116986.4296	111.57	242.51	511	267	489	504	509
2	5	1000	0	16384	10000000	106265.4606	101.34333	309.24667	1462.33333	277	1391.66667	1443.66667	1461
2	5	1000	0	200000	1048576	88323.61774	84.23	330.83	1142	381	956	1121	1139
2	5	1000	0	200000	1048576	105462.9825	100.58	265.86	598	327	558	564	594
2	5	1000	0	200000	1048576	95401.64091	90.98	299.59	647	389	588	610	623
2	5	1000	0	200000	1048576	96396.08038	91.93	298.76	795.66667	365.66667	700.66667	765	785.33333
2	5	1000	0	200000	5000000	83808.24673	79.93	348.5	1258	394	1160	1230	1254
2	5	1000	0	200000	5000000	91861.10601	87.61	313.66	670	392	623	639	665
2	5	1000	0	200000	5000000	90991.81074	86.78	315.21	708	383	623	645	702
2	5	1000	0	200000	5000000	88887.05449	84.77333	325.79	878.66667	389.66667	802	838	873.66667
2	5	1000	0	200000	10000000	78284.0144	74.66	380.51	1772	445	1432	1725	1771
2	5	1000	0	200000	10000000	104536.9015	99.69	265.78	661	384	519	542	642
2	5	1000	0	200000	10000000	78889.23951	75.23	355.9	2281	197	2188	2250	2278
2	5	1000	0	200000	10000000	87236.71848	83.19333	334.06333	1571.33333	342	1379.66667	1505.66667	1563.66667
2	5	1000	0	500000	1048576	145602.7956	138.86	183.2	1083	34	952	1045	1072
2	5	1000	0	500000	1048576	108178.2778	103.17	256.22	1531	45	1352	1485	1524
2	5	1000	0	500000	1048576	9733.117907	9.28	3178.93	47685	4	45568	47545	47681
2	5	1000	0	500000	1048576	87838.06376	83.77	1206.11667	16766.33333	27.66667	15957.33333	16691.66667	16759
2	5	1000	0	500000	5000000	137362.6374	131	167.56	1045	32	785	965	1041
2	5	1000	0	500000	5000000	71766.90111	68.44	398.01	1051	420	836	998	1038
2	5	1000	0	500000	5000000	70851.63667	67.57	219.94	3204	241	494	554	563
2	5	1000	0	500000	5000000	93327.05838	89.00333	261.83667	1766.66667	231	705	839	880.66667
2	5	1000	0	500000	10000000	5746.796161	5.48	5586.12	45624	2360	28198	38008	43024
2	5	1000	0	500000	10000000	346981.263	330.91	57.94	146	79	125	132	135
2	5	1000	0	500000	10000000	30780.59591	29.35	1009.05	4262	412	3447	3756	3833
2	5	1000	0	500000	10000000	127836.2184	121.91333	2217.70333	16677.33333	950.33333	10590	13965.33333	15664
5	1	100	0	16384	1048576	318491.6237	30.37	885.16	2392	679	1746	2273	2386
5	1	100	0	16384	1048576	497512.4378	47.45	480.93	2071	347	1750	1996	2064
5	1	100	0	16384	1048576	567214.9745	54.09	390.75	922	433	822	885	919
5	1	100	0	16384	1048576	461073.012	43.97	585.61333	1795	486.33333	1439.33333	1718	1789.66667
5	1	100	0	16384	5000000	390869.2933	37.28	696.52	3158	633	2899	3073	3152
5	1	100	0	16384	5000000	656943.897	62.65	254.93	1099	191	859	1031	1097
5	1	100	0	16384	5000000	612670.0159	58.43	352.92	778	430	605	745	774
5	1	100	0	16384	5000000	553494.4021	52.78667	434.79	1678.33333	418	1454.33333	1616.33333	1674.33333
5	1	100	0	16384	10000000	613496.9325	58.51	373.32	671	461	524	643	669
5	1	100	0	16384	10000000	628456.5108	59.93	318.37	986	396	495	940	970
5	1	100	0	16384	10000000	657116.5725	62.67	293.55	523	392	489	512	521
5	1	100	0	16384	10000000	633023.3386	60.37	328.41333	726.66667	416.33333	502.66667	698.33333	720
5	1	100	0	200000	1048576	579508.5767	55.27	370.7	1492	408	1427	1461	1490
5	1	100	0	200000	1048576	641107.8343	61.14	320.46	731	402	626	705	729
5	1	100	0	200000	1048576	597657.1838	57	335.01	1324	365	1251	1297	1314
5	1	100	0	200000	1048576	606091.1983	57.80333	342.05667	1182.33333	391.66667	1101.33333	1154.33333	1177.66667
5	1	100	0	200000	5000000	612369.8714	58.4	367.08	1000	414	935	994	998
5	1	100	0	200000	5000000	604375.6799	57.64	341.33	606	469	553	576	605
5	1	100	0	200000	5000000	574778.7102	54.82	424.93	573	466	533	554	571
5	1	100	0	200000	5000000	597174.7538	56.95333	377.78	726.33333	449.66667	673.66667	708	724.66667
5	1	100	0	200000	10000000	483605.7646	46.12	466.37	3490	304	3311	3336	3482
5	1	100	0	200000	10000000	769112.4442	73.35	133.16	501	88	441	491	500
5	1	100	0	200000	10000000	603281.8533	57.53	355.1	1795	323	1728	1760	1778
5	1	100	0	200000	10000000	618666.6874	59	318.21	1928.66667	238.33333	1826.66667	1862.33333	1920
5	1	100	0	500000	1048576	634276.2908	60.49	392.61	546	415	504	527	542
5	1	100	0	500000	1048576	603209.0723	57.53	357.77	781	425	707	756	777
5	1	100	0	500000	1048576	659543.5958	62.9	309.65	630	396	557	607	628
5	1	100	0	500000	1048576	632342.9863	60.30667	353.34333	652.33333	412	589.33333	630	649
5	1	100	0	500000	5000000	589136.3261	56.18	387.8	611	455	562	578	594
5	1	100	0	500000	5000000	602627.4557	57.47	360.73	706	452	617	673	689
5	1	100	0	500000	5000000	487614.5894	46.5	494.18	2223	345	2124	2191	2201
5	1	100	0	500000	5000000	559792.7904	53.38333	414.23667	1180	417.33333	1101	1147.33333	1161.33333
5	1	100	0	500000	10000000	689464.9752	65.75	222.09	1404	150	1308	1359	1400
5	1	100	0	500000	10000000	659369.6426	62.88	268.97	559	331	511	537	557
5	1	100	0	500000	10000000	609310.2608	58.11	366.37	644	421	577	606	640
5	1	100	0	500000	10000000	652714.9595	62.24667	285.81	869	300.66667	798.66667	834	865.66667
5	1	500	0	16384	1048576	150897.8422	71.95	396.56	1113	409	1095	1105	1112
5	1	500	0	16384	1048576	144341.8014	68.83	417.92	566	431	525	539	561
5	1	500	0	16384	1048576	135043.8893	64.39	444.83	628	470	535	590	626
5	1	500	0	16384	1048576	143427.8443	68.39	419.77	769	436.66667	718.33333	744.66667	766.33333
5	1	500	0	16384	5000000	139684.3135	66.61	430.75	561	455	509	531	557
5	1	500	0	16384	5000000	14847.14861	7.08	4384.64	35459	462	29138	33429	35395
5	1	500	0	16384	5000000	13303.71041	6.34	4763.15	24813	1451	18489	23823	24789
5	1	500	0	16384	5000000	55945.05749	26.67667	3192.84667	20277.66667	789.33333	16045.33333	19261	20247
5	1	500	0	16384	10000000	8738.12707	4.17	7443.94	25261	6155	21027	23659	25254
5	1	500	0	16384	10000000	8611.706754	4.11	7491.59	25479	8913	18749	24690	25298
5	1	500	0	16384	10000000	15859.17057	7.56	4072.35	29605	1131	23331	28193	29280
5	1	500	0	16384	10000000	11069.66813	5.28	6335.96	26781.66667	5399.66667	21035.66667	25514	26610.66667
5	1	500	0	200000	1048576	17103.08027	8.16	3796.52	19659	3017	17303	19387	19654
5	1	500	0	200000	1048576	35743.64657	17.04	1677.66	7779	367	7388	7591	7768
5	1	500	0	200000	1048576	26406.82352	12.59	2445.56	20307	386	18861	19885	20126
5	1	500	0	200000	1048576	26417.85012	12.59667	2639.91333	15915	1256.66667	14517.33333	15621	15849.33333
5	1	500	0	200000	5000000	24147.00698	11.51	2476.47	5666	3022	3969	5468	5657
5	1	500	0	200000	5000000	38731.16697	18.47	1656.14	19508	355	19449	19496	19505
5	1	500	0	200000	5000000	24676.73477	11.77	2611.9	3791	2769	3414	3626	3689
5	1	500	0	200000	5000000	29184.96957	13.91667	2248.17	9655	2048.66667	8944	9530	9617
5	1	500	0	200000	10000000	31519.88905	15.03	1996.53	22888	385	19853	22281	22882
5	1	500	0	200000	10000000	16627.31535	7.93	3904.22	23054	3086	20470	22317	22886
5	1	500	0	200000	10000000	45493.83559	21.69	1286.32	4619	386	3747	4393	4617
5	1	500	0	200000	10000000	31213.68	14.88333	2395.69	16853.66667	1285.66667	14690	16330.33333	16795
5	1	500	0	500000	1048576	21920.21043	10.45	2941.06	21972	2086	21500	21954	21968
5	1	500	0	500000	1048576	35128.39428	16.75	1730.59	3950	1817	3752	3941	3945
5	1	500	0	500000	1048576	25390.37705	12.11	2552.12	19022	936	16597	17489	19010
5	1	500	0	500000	1048576	27479.66059	13.10333	2407.92333	14981.33333	1613	13949.66667	14461.33333	14974.33333
5	1	500	0	500000	5000000	24096.38554	11.49	2591.09	7814	2665	7302	7657	7727
5	1	500	0	500000	5000000	39059.44848	18.62	1647.81	17517	371	14635	16856	17349
5	1	500	0	500000	5000000	23064.32641	11	2805.05	7229	2625	6742	7081	7184
5	1	500	0	500000	5000000	28740.05348	13.70333	2347.98333	10853.33333	1887	9559.66667	10531.33333	10753.33333
5	1	500	0	500000	10000000	43224.55155	20.61	1491.33	18838	272	16691	18508	18585
5	1	500	0	500000	10000000	23104.8266	11.02	2806.23	8135	2731	6733	7973	8063
5	1	500	0	500000	10000000	40364.89868	19.25	1047.55	15345	297	8852	10927	11203
5	1	500	0	500000	10000000	35564.75894	16.96	1781.70333	14106	1100	10758.66667	12469.33333	12617
5	1	1000	0	16384	1048576	3982.128209	3.8	8172.46	26453	9357	23179	25504	26252
5	1	1000	0	16384	1048576	5017.863594	4.79	6115.12	24468	5012	20322	23542	24426
5	1	1000	0	16384	1048576	8038.972941	7.67	3496.46	14181	1120	11775	12340	12483
5	1	1000	0	16384	1048576	5679.65491	5.42	5928.01333	21700.66667	5163	18425.33333	20462	21053.66667
5	1	1000	0	16384	5000000	5070.633931	4.84	5572.32	28697	1302	22004	27424	28639
5	1	1000	0	16384	5000000	4455.136773	4.25	7276.71	27056	2959	22997	25957	27027
5	1	1000	0	16384	5000000	8691.268751	8.29	3742.97	38859	354	27850	38768	38850
5	1	1000	0	16384	5000000	6072.34648	5.79333	5530.66667	31537.33333	1538.33333	24283.66667	30716.33333	31505.33333
5	1	1000	0	16384	10000000	93668.04047	89.33	324.34	626	310	581	621	624
5	1	1000	0	16384	10000000	118764.8456	113.26	247.82	761	203	743	753	760
5	1	1000	0	16384	10000000	93109.86965	88.8	315.99	530	318	475	511	530
5	1	1000	0	16384	10000000	101847.5852	97.13	296.05	639	277	599.66667	628.33333	638
5	1	1000	0	200000	1048576	49805.75755	47.5	629.8	4710	346	4558	4667	4709
5	1	1000	0	200000	1048576	70911.92739	67.63	424.96	685	452	665	681	684
5	1	1000	0	200000	1048576	56104.12926	53.51	551.08	2167	469	2071	2140	2165
5	1	1000	0	200000	1048576	58940.60473	56.21333	535.28	2520.66667	422.33333	2431.33333	2496	2519.33333
5	1	1000	0	200000	5000000	68994.06651	65.8	440.26	620	453	552	582	615
5	1	1000	0	200000	5000000	66711.14076	63.62	454.12	629	477	561	592	618
5	1	1000	0	200000	5000000	57411.87278	54.75	538.99	2064	458	1948	2022	2040
5	1	1000	0	200000	5000000	64372.36002	61.39	477.79	1104.33333	462.66667	1020.33333	1065.33333	1091
5	1	1000	0	200000	10000000	58288.64537	55.59	529.55	1725	478	1651	1697	1723
5	1	1000	0	200000	10000000	67015.14542	63.91	451.44	610	465	570	589	603
5	1	1000	0	200000	10000000	62196.79065	59.32	489.36	635	509	587	617	634
5	1	1000	0	200000	10000000	62500.19381	59.60667	490.11667	990	484	936	967.66667	986.66667
5	1	1000	0	500000	1048576	61493.05129	58.64	504.17	714	532	646	693	698
5	1	1000	0	500000	1048576	57051.57462	54.41	537.95	723	564	664	711	717
5	1	1000	0	500000	1048576	60313.63088	57.52	507.23	1042	501	918	1009	1039
5	1	1000	0	500000	1048576	59619.41893	56.85667	516.45	826.33333	532.33333	742.66667	804.33333	818
5	1	1000	0	500000	5000000	63459.82993	60.52	482.43	947	506	643	830	929
5	1	1000	0	500000	5000000	55078.21106	52.53	566.44	1375	540	1278	1350	1369
5	1	1000	0	500000	5000000	10550.30385	10.06	3118.93	15612	572	13377	15093	15527
5	1	1000	0	500000	5000000	43029.44828	41.03667	1389.26667	5978	539.33333	5099.33333	5757.66667	5941.66667
5	1	1000	0	500000	10000000	19519.81261	18.62	1633.7	11137	294	8801	10771	10964
5	1	1000	0	500000	10000000	12215.9785	11.65	2608.86	27709	357	26056	27432	27650
5	1	1000	0	500000	10000000	17623.0086	16.81	1748.93	11054	367	8116	10586	10791
5	1	1000	0	500000	10000000	16452.93324	15.69333	1997.16333	16633.33333	339.33333	14324.33333	16263	16468.33333
5	2	100	0	16384	1048576	252194.0886	24.05	1053.44	2706	1124	2320	2640	2692
5	2	100	0	16384	1048576	479432.3521	45.72	539.03	1284	874	1170	1244	1272
5	2	100	0	16384	1048576	851498.6376	81.21	70.56	508	2	291	336	354
5	2	100	0	16384	1048576	527708.3594	50.32667	554.34333	1499.33333	666.66667	1260.33333	1406.66667	1439.33333
5	2	100	0	16384	5000000	517384.106	49.34	445.22	1416	550	1021	1379	1409
5	2	100	0	16384	5000000	283205.8907	27.01	857.5	12668	1	150	298	332
5	2	100	0	16384	5000000	465679.4263	44.41	552.27	830	693	766	794	813
5	2	100	0	16384	5000000	422089.8076	40.25333	618.33	4971.33333	414.66667	645.66667	823.66667	851.33333
5	2	100	0	16384	10000000	551815.4729	52.63	391.2	1084	459	902	1011	1046
5	2	100	0	16384	10000000	620655.4121	59.19	340.75	679	381	534	665	676
5	2	100	0	16384	10000000	578235.2261	55.14	365.01	1268	435	529	1174	1237
5	2	100	0	16384	10000000	583568.7037	55.65333	365.65333	1010.33333	425	655	950	986.33333
5	2	100	0	200000	1048576	544662.3094	51.94	437.19	700	529	642	662	694
5	2	100	0	200000	1048576	505356.7819	48.19	470.61	1417	394	531	808	861
5	2	100	0	200000	1048576	423047.6352	40.34	592.95	4791	472	4521	4760	4788
5	2	100	0	200000	1048576	491022.2421	46.82333	500.25	2302.66667	465	1898	2076.66667	2114.33333
5	2	100	0	200000	5000000	825354.9026	78.71	128.72	1104	50	1056	1087	1100
5	2	100	0	200000	5000000	584316.9335	55.72	325.24	1604	41	554	579	609
5	2	100	0	200000	5000000	538793.1034	51.38	432.83	656	535	609	626	648
5	2	100	0	200000	5000000	649488.3132	61.93667	295.59667	1121.33333	208.66667	739.66667	764	785.66667
5	2	100	0	200000	10000000	529436.6794	50.49	437.39	1095	511	976	1038	1077
5	2	100	0	200000	10000000	567536.8899	54.12	405.93	1148	431	1031	1062	1073
5	2	100	0	200000	10000000	513030.9871	48.93	419.94	2006	518	685	1970	1989
5	2	100	0	200000	10000000	536668.1855	51.18	421.08667	1416.33333	486.66667	897.33333	1356.66667	1379.66667
5	2	100	0	500000	1048576	505816.8943	48.24	451.91	1447	653	1251	1401	1428
5	2	100	0	500000	1048576	450247.6362	42.94	506.37	3423	682	3324	3393	3419
5	2	100	0	500000	1048576	660066.0066	62.95	255.61	736	203	523	561	577
5	2	100	0	500000	1048576	538710.179	51.37667	404.63	1868.66667	512.66667	1699.33333	1785	1808
5	2	100	0	500000	5000000	440567.4509	42.02	607.74	2814	489	2673	2743	2803
5	2	100	0	500000	5000000	550055.0055	52.46	389.79	1155	567	980	1130	1150
5	2	100	0	500000	5000000	487900.0781	46.53	474.9	2650	231	375	2144	2187
5	2	100	0	500000	5000000	492840.8448	47.00333	490.81	2206.33333	429	1342.66667	2005.66667	2046.66667
5	2	100	0	500000	10000000	548666.7398	52.32	398.93	1001	363	514	552	585
5	2	100	0	500000	10000000	508130.0813	48.46	442.56	1107	338	455	517	538
5	2	100	0	500000	10000000	473709.1426	45.18	488.2	1910	1034	1785	1865	1908
5	2	100	0	500000	10000000	510168.6546	48.65333	443.23	1339.33333	578.33333	918	978	1010.33333
5	2	500	0	16384	1048576	155110.9043	73.96	378.43	1198	382	1016	1146	1171
5	2	500	0	16384	1048576	128303.8235	61.18	466.28	606	489	587	596	604
5	2	500	0	16384	1048576	127339.8701	60.72	470.56	1015	500	732	958	1011
5	2	500	0	16384	1048576	136918.1993	65.28667	438.42333	939.66667	457	778.33333	900	928.66667
5	2	500	0	16384	5000000	18930.78903	9.03	3230.66	35230	497	33487	34744	35226
5	2	500	0	16384	5000000	9194.725905	4.38	6973.89	17420	9165	15655	16954	17382
5	2	500	0	16384	5000000	7973.845786	3.8	8096.35	35825	2134	9879	12035	12464
5	2	500	0	16384	5000000	12033.12024	5.73667	6100.3	29491.66667	3932	19673.66667	21244.33333	21690.66667
5	2	500	0	16384	10000000	8724.404777	4.16	6634.74	32024	3351	27074	32013	32023
5	2	500	0	16384	10000000	8610.594475	4.11	7528.09	36244	6523	33017	34960	36119
5	2	500	0	16384	10000000	7403.130043	3.53	8767.26	29478	2021	12159	16072	19195
5	2	500	0	16384	10000000	8246.0431	3.93333	7643.36333	32582	3965	24083.33333	27681.66667	29112.33333
5	2	500	0	200000	1048576	20881.18605	9.96	2750.76	18777	1207	3697	4132	4311
