Replication Factor	Partition	Message Size	Acks	Batch Size	Buffer Memory	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
2	1	500	1	16384	33554432	163907.5561	78.16	372.6	1034	308	989	1024	1033
2	1	500	1	16384	33554432	207210.9407	98.81	282.05	612	244	603	609	611
2	1	500	1	16384	33554432	189214.7588	90.22	303.7	916	261	866	902	915
2	1	500	1	16384	33554432	186777.7519	89.06333	319.45	854	271	819.33333	845	853
2	1	500	1	16384	100000000	186428.0388	88.9	840.85	1128	948	1100	1108	1122
2	1	500	1	16384	100000000	185391.1754	88.4	850.77	1329	972	1217	1305	1324
2	1	500	1	16384	100000000	184945.4411	88.19	887.76	1555	1008	1427	1516	1550
2	1	500	1	16384	100000000	185588.2184	88.49667	859.79333	1337.33333	976	1248	1309.66667	1332
2	1	500	1	16384	200000000	121241.5131	57.81	2505.22	5318	1702	5288	5316	5317
2	1	500	1	16384	200000000	240442.414	114.65	1127.96	1698	1216	1677	1688	1697
2	1	500	1	16384	200000000	248385.4943	118.44	1016.09	1524	1248	1490	1522	1524
2	1	500	1	16384	200000000	203356.4738	96.96667	1549.75667	2846.66667	1388.66667	2818.33333	2842	2846
2	1	500	1	200000	33554432	269251.4809	128.39	198.63	301	222	282	295	300
2	1	500	1	200000	33554432	202265.3722	96.45	279.69	683	289	481	637	680
2	1	500	1	200000	33554432	182581.7053	87.06	313.67	570	337	422	560	569
2	1	500	1	200000	33554432	218032.8528	103.96667	263.99667	518	282.66667	395	497.33333	516.33333
2	1	500	1	200000	100000000	173310.2253	82.64	862.93	1494	1022	1224	1464	1486
2	1	500	1	200000	100000000	190876.1214	91.02	806.34	1076	988	1040	1053	1066
2	1	500	1	200000	100000000	195809.673	93.37	785.68	1058	954	1033	1048	1058
2	1	500	1	200000	100000000	186665.3399	89.01	818.31667	1209.33333	988	1099	1188.33333	1203.33333
2	1	500	1	200000	200000000	193610.8422	92.32	1297.83	2057	1518	2028	2042	2054
2	1	500	1	200000	200000000	199282.5827	95.03	1227.83	2048	1380	2008	2037	2047
2	1	500	1	200000	200000000	203915.1713	97.23	1225.15	2065	1307	2032	2055	2062
2	1	500	1	200000	200000000	198936.1987	94.86	1250.27	2056.66667	1401.66667	2022.66667	2044.66667	2054.33333
2	1	500	1	500000	33554432	177651.4479	84.71	309.79	935	317	367	904	931
2	1	500	1	500000	33554432	194817.8453	92.9	291.64	573	320	499	534	572
2	1	500	1	500000	33554432	199203.1873	94.99	283.85	381	312	359	366	373
2	1	500	1	500000	33554432	190557.4935	90.86667	295.09333	629.66667	316.33333	408.33333	601.33333	625.33333
2	1	500	1	500000	100000000	135722.0413	64.72	1277.33	4138	697	4012	4047	4071
2	1	500	1	500000	100000000	266028.199	126.85	549.22	808	498	786	799	807
2	1	500	1	500000	100000000	237812.1284	113.4	598.47	929	736	881	909	924
2	1	500	1	500000	100000000	213187.4562	101.65667	808.34	1958.33333	643.66667	1893	1918.33333	1934
2	1	500	1	500000	200000000	215610.1768	102.81	1098.5	1844	1205	1818	1831	1838
2	1	500	1	500000	200000000	201005.0251	95.85	1196.41	2118	1243	2075	2099	2115
2	1	500	1	500000	200000000	193685.8416	92.36	1285.95	2160	1399	2128	2147	2158
2	1	500	1	500000	200000000	203433.6812	97.00667	1193.62	2040.66667	1282.33333	2007	2025.66667	2037
2	1	1000	1	16384	33554432	98931.53938	94.35	304.01	434	307	375	404	428
2	1	1000	1	16384	33554432	94714.90813	90.33	323.98	704	318	495	679	700
2	1	1000	1	16384	33554432	87950.74758	83.88	351.95	1214	321	1112	1185	1213
2	1	1000	1	16384	33554432	93865.73169	89.52	326.64667	784	315.33333	660.66667	756	780.33333
2	1	1000	1	16384	100000000	94375.23594	90	865.22	1309	948	1119	1280	1309
2	1	1000	1	16384	100000000	98872.84952	94.29	820.74	1241	905	1171	1227	1239
2	1	1000	1	16384	100000000	100421.7714	95.77	799.36	1394	847	1333	1377	1393
2	1	1000	1	16384	100000000	97889.9523	93.35333	828.44	1314.66667	900	1207.66667	1294.66667	1313.66667
2	1	1000	1	16384	200000000	98173.96427	93.63	1365.8	2074	1580	1963	2035	2070
2	1	1000	1	16384	200000000	78259.50853	74.63	1972.72	3523	1584	3392	3515	3520
2	1	1000	1	16384	200000000	6777.547341	6.46	9004.41	71024	1429	56569	67968	70555
2	1	1000	1	16384	200000000	61070.34005	58.24	4114.31	25540.33333	1531	20641.33333	24506	25381.66667
2	1	1000	1	200000	33554432	248138.9578	236.64	105.02	297	81	240	296	297
2	1	1000	1	200000	33554432	43055.19676	41.06	736.6	5994	398	3922	5792	5989
2	1	1000	1	200000	33554432	296033.1557	282.32	73.99	144	87	100	106	107
2	1	1000	1	200000	33554432	195742.4368	186.67333	305.20333	2145	188.66667	1420.66667	2064.66667	2131
2	1	1000	1	200000	100000000	19994.40157	19.07	4761.84	11468	1753	11439	11454	11463
2	1	1000	1	200000	100000000	279642.0582	266.69	221	302	268	292	301	302
2	1	1000	1	200000	100000000	18645.58473	17.78	4148.68	12638	1262	11884	12623	12634
2	1	1000	1	200000	100000000	106094.0148	101.18	3043.84	8136	1094.33333	7871.66667	8126	8133
2	1	1000	1	200000	200000000	284900.2849	271.7	335.24	532	403	526	531	532
2	1	1000	1	200000	200000000	31293.02791	29.84	5648.02	11481	2619	11192	11430	11478
2	1	1000	1	200000	200000000	290023.2019	276.59	304.08	557	322	539	552	556
2	1	1000	1	200000	200000000	202072.1716	192.71	2095.78	4190	1114.66667	4085.66667	4171	4188.66667
2	1	1000	1	500000	33554432	21881.83807	20.87	1489.62	17514	325	15956	17508	17513
2	1	1000	1	500000	33554432	320512.8205	305.66	71.79	156	75	116	133	135
2	1	1000	1	500000	33554432	221141.088	210.9	60.4	909	71	93	96	97
2	1	1000	1	500000	33554432	187845.2489	179.14333	540.60333	6193	157	5388.33333	5912.33333	5915
2	1	1000	1	500000	100000000	317863.9542	303.14	198.6	266	224	261	264	265
2	1	1000	1	500000	100000000	222419.9288	212.12	356.38	910	253	801	818	823
2	1	1000	1	500000	100000000	18035.56614	17.2	4947.1	11553	4485	11343	11515	11545
2	1	1000	1	500000	100000000	186106.4831	177.48667	1834.02667	4243	1654	4135	4199	4211
2	1	1000	1	500000	200000000	290528.7623	277.07	409.25	590	418	581	588	589
2	1	1000	1	500000	200000000	165398.6107	157.74	391.12	1819	407	445	460	461
2	1	1000	1	500000	200000000	277932.1845	265.06	338.3	545	452	532	543	544
2	1	1000	1	500000	200000000	244619.8525	233.29	379.55667	984.66667	425.66667	519.33333	530.33333	531.33333
2	2	100	1	16384	33554432	544899.7384	51.97	467.64	1629	15	586	799	823
2	2	100	1	16384	33554432	787277.5941	75.08	210.65	821	209	743	803	817
2	2	100	1	16384	33554432	926268.9885	88.34	94.84	517	172	483	505	509
2	2	100	1	16384	33554432	752815.4404	71.79667	257.71	989	132	604	702.33333	716.33333
2	2	100	1	16384	100000000	892060.6601	85.07	229.5	850	457	787	842	849
2	2	100	1	16384	100000000	1066780.457	101.74	16.36	165	1	69	147	162
2	2	100	1	16384	100000000	1038637.308	99.05	65.85	486	73	436	478	483
2	2	100	1	16384	100000000	999159.4749	95.28667	103.90333	500.33333	177	430.66667	489	498
2	2	100	1	16384	200000000	972951.9362	92.79	104.06	807	10	576	668	694
2	2	100	1	16384	200000000	1199616.123	114.4	2.39	134	1	16	31	37
2	2	100	1	16384	200000000	530729.222	50.61	958.04	4103	313	4064	4084	4100
2	2	100	1	16384	200000000	901099.0937	85.93333	354.83	1681.33333	108	1552	1594.33333	1610.33333
2	2	100	1	200000	33554432	794659.8856	75.78	192.84	1207	3	127	304	348
2	2	100	1	200000	33554432	965064.6593	92.04	67.07	319	75	262	293	316
2	2	100	1	200000	33554432	898957.2096	85.73	95.36	340	41	198	229	246
2	2	100	1	200000	33554432	886227.2515	84.51667	118.42333	622	39.66667	195.66667	275.33333	303.33333
2	2	100	1	200000	100000000	809454.4277	77.2	162.05	477	130	411	441	474
2	2	100	1	200000	100000000	747049.1558	71.24	209.89	935	156	884	916	933
2	2	100	1	200000	100000000	821692.6869	78.36	150.35	476	113	404	451	472
2	2	100	1	200000	100000000	792732.0902	75.6	174.09667	629.33333	133	566.33333	602.66667	626.33333
2	2	100	1	200000	200000000	742721.331	70.83	401.9	996	369	926	962	990
2	2	100	1	200000	200000000	859993.1201	82.02	125.41	341	95	257	287	311
2	2	100	1	200000	200000000	841042.8932	80.21	121.29	392	94	333	361	377
2	2	100	1	200000	200000000	814585.7814	77.68667	216.2	576.33333	186	505.33333	536.66667	559.33333
2	2	100	1	500000	33554432	778573.6531	74.25	199.51	527	286	484	512	523
2	2	100	1	500000	33554432	531632.1106	50.7	377.79	3744	159	3632	3710	3739
2	2	100	1	500000	33554432	1237930.181	118.06	0.99	141	1	2	6	10
2	2	100	1	500000	33554432	849378.6481	81.00333	192.76333	1470.66667	148.66667	1372.66667	1409.33333	1424
2	2	100	1	500000	100000000	1214771.623	115.85	8.45	167	1	78	130	156
2	2	100	1	500000	100000000	780883.9606	74.47	258.73	906	109	426	468	483
2	2	100	1	500000	100000000	719217.4914	68.59	444.48	1159	191	1102	1126	1154
2	2	100	1	500000	100000000	904957.6917	86.30333	237.22	744	100.33333	535.33333	574.66667	597.66667
2	2	100	1	500000	200000000	813537.26	77.58	185.34	539	195	420	460	485
2	2	100	1	500000	200000000	802181.9349	76.5	291.01	876	280	587	798	870
2	2	100	1	500000	200000000	802053.2563	76.49	186.55	448	255	398	417	444
2	2	100	1	500000	200000000	805924.1504	76.85667	220.96667	621	243.33333	468.33333	558.33333	599.66667
2	2	500	1	16384	33554432	195503.4213	93.22	301.1	924	297	782	901	923
2	2	500	1	16384	33554432	185425.5516	88.42	318.83	437	334	393	412	428
2	2	500	1	16384	33554432	163853.8424	78.13	363.38	766	453	575	745	765
2	2	500	1	16384	33554432	181594.2718	86.59	327.77	709	361.33333	583.33333	686	705.33333
2	2	500	1	16384	100000000	168918.9189	80.55	919.11	1449	1072	1198	1216	1240
2	2	500	1	16384	100000000	121876.9043	58.12	1402.67	4032	1008	3962	4021	4030
2	2	500	1	16384	100000000	270855.9047	129.15	586.24	1168	550	1083	1152	1166
2	2	500	1	16384	100000000	187217.2426	89.27333	969.34	2216.33333	876.66667	2081	2129.66667	2145.33333
2	2	500	1	16384	200000000	224921.2776	107.25	1104.47	1824	1187	1784	1808	1812
2	2	500	1	16384	200000000	191570.8812	91.35	1326.89	2231	1224	2145	2207	2230
2	2	500	1	16384	200000000	83250.08325	39.7	2274.77	9516	1708	9327	9494	9499
2	2	500	1	16384	200000000	166580.7473	79.43333	1568.71	4523.66667	1373	4418.66667	4503	4513.66667
2	2	500	1	200000	33554432	578703.7037	275.95	25.69	187	3	98	108	111
2	2	500	1	200000	33554432	353232.0735	168.43	122.05	305	158	272	279	304
2	2	500	1	200000	33554432	167196.1211	79.73	333.41	1347	269	1268	1292	1297
2	2	500	1	200000	33554432	366377.2994	174.70333	160.38333	613	143.33333	546	559.66667	570.66667
2	2	500	1	200000	100000000	119774.8233	57.11	1095.34	3158	685	903	1019	1035
2	2	500	1	200000	100000000	205549.8458	98.01	730.06	1047	890	1002	1030	1046
2	2	500	1	200000	100000000	193723.363	92.37	753.53	1132	935	1080	1107	1130
2	2	500	1	200000	100000000	173016.0107	82.49667	859.64333	1779	836.66667	995	1052	1070.33333
2	2	500	1	200000	200000000	160901.0459	76.72	1776.54	2151	1860	2018	2125	2127
2	2	500	1	200000	200000000	195541.6504	93.24	1264.99	2293	1437	2020	2036	2041
2	2	500	1	200000	200000000	198886.2371	94.84	1174.48	2086	1234	2010	2039	2045
2	2	500	1	200000	200000000	185109.6444	88.26667	1405.33667	2176.66667	1510.33333	2016	2066.66667	2071
2	2	500	1	500000	33554432	123670.5417	58.97	474.41	2741	329	2665	2724	2730
2	2	500	1	500000	33554432	247096.6148	117.82	208.96	406	207	260	273	283
2	2	500	1	500000	33554432	205676.6763	98.07	249.05	551	283	505	530	549
2	2	500	1	500000	33554432	192147.9442	91.62	310.80667	1232.66667	273	1143.33333	1175.66667	1187.33333
2	2	500	1	500000	100000000	186880.9568	89.11	753.96	1566	1186	1480	1513	1545
2	2	500	1	500000	100000000	170590.2422	81.34	869.52	1693	1010	1627	1651	1669
2	2	500	1	500000	100000000	205044.0845	97.77	727.77	1050	887	999	1031	1049
2	2	500	1	500000	100000000	187505.0945	89.40667	783.75	1436.33333	1027.66667	1368.66667	1398.33333	1421
2	2	500	1	500000	200000000	182915.6759	87.22	1372.46	2240	1598	2155	2218	2239
2	2	500	1	500000	200000000	183654.7291	87.57	1352.97	2265	1501	2170	2206	2222
2	2	500	1	500000	200000000	184604.0244	88.03	1422.7	2222	1758	2151	2200	2221
2	2	500	1	500000	200000000	183724.8098	87.60667	1382.71	2242.33333	1619	2158.66667	2208	2227.33333
2	2	1000	1	16384	33554432	94589.48165	90.21	316.84	427	324	393	410	426
2	2	1000	1	16384	33554432	76161.4623	72.63	386.9	1432	333	1229	1410	1424
2	2	1000	1	16384	33554432	63051.7024	60.13	496.49	2223	318	2141	2168	2197
2	2	1000	1	16384	33554432	77934.21545	74.32333	400.07667	1360.66667	325	1254.33333	1329.33333	1349
2	2	1000	1	16384	100000000	149031.2966	142.13	494.96	843	506	677	825	842
2	2	1000	1	16384	100000000	119417.2439	113.89	650.4	1008	698	921	992	1006
2	2	1000	1	16384	100000000	92064.0766	87.8	879.66	1136	898	1101	1123	1133
2	2	1000	1	16384	100000000	120170.8723	114.60667	675.00667	995.66667	700.66667	899.66667	980	993.66667
2	2	1000	1	16384	200000000	71622.97665	68.3	1874.29	3448	2047	3364	3436	3443
2	2	1000	1	16384	200000000	5448.225513	5.2	22956.72	86323	1222	84019	85978	86296
2	2	1000	1	16384	200000000	7127.177353	6.8	17150.18	54647	2535	53197	54055	54620
2	2	1000	1	16384	200000000	28066.12651	26.76667	13993.73	48139.33333	1934.66667	46860	47823	48119.66667
2	2	1000	1	200000	33554432	391849.5298	373.7	52.54	151	55	83	88	91
2	2	1000	1	200000	33554432	73346.04665	69.95	388.3	1052	39	947	1029	1048
2	2	1000	1	200000	33554432	357653.7911	341.09	60.45	197	63	159	191	196
2	2	1000	1	200000	33554432	274283.1225	261.58	167.09667	466.66667	52.33333	396.33333	436	445
2	2	1000	1	200000	100000000	12523.79521	11.94	6638.38	20222	950	18341	19177	20127
2	2	1000	1	200000	100000000	382555.4705	364.83	129.87	213	152	204	206	213
2	2	1000	1	200000	100000000	41003.77235	39.1	2304.93	10336	149	9714	10191	10331
2	2	1000	1	200000	100000000	145361.0127	138.62333	3024.39333	10257	417	9419.66667	9858	10223.66667
2	2	1000	1	200000	200000000	24052.33789	22.94	3855.02	18249	2947	17084	18044	18246
2	2	1000	1	200000	200000000	62266.50062	59.38	1738.45	6455	87	6191	6388	6453
2	2	1000	1	200000	200000000	13689.62874	13.06	9200.74	34554	90	33840	34473	34551
2	2	1000	1	200000	200000000	33336.15575	31.79333	4931.40333	19752.66667	1041.33333	19038.33333	19635	19750
2	2	1000	1	500000	33554432	378787.8788	361.24	45.52	148	53	80	88	93
2	2	1000	1	500000	33554432	77327.55954	73.75	392.31	4233	56	2432	4228	4232
2	2	1000	1	500000	33554432	30805.24921	29.38	1015.88	13971	89	13916	13958	13967
2	2	1000	1	500000	33554432	162306.8959	154.79	484.57	6117.33333	66	5476	6091.33333	6097.33333
2	2	1000	1	500000	100000000	82891.24668	79.05	842.2	2393	39	2242	2326	2386
2	2	1000	1	500000	100000000	361010.8303	344.29	123.44	209	172	192	207	208
2	2	1000	1	500000	100000000	16690.58985	15.92	3960.87	16832	72	13470	16134	16656
2	2	1000	1	500000	100000000	153530.889	146.42	1642.17	6478	94.33333	5301.33333	6222.33333	6416.66667
2	2	1000	1	500000	200000000	363636.3636	346.79	148.07	337	155	310	336	337
2	2	1000	1	500000	200000000	18293.5753	17.45	6731.91	17724	177	17132	17613	17708
2	2	1000	1	500000	200000000	21015.46738	20.04	7974.35	21614	1328	21294	21580	21608
2	2	1000	1	500000	200000000	134315.1354	128.09333	4951.44333	13225	553.33333	12912	13176.33333	13217.66667
2	5	100	1	16384	33554432	1079447.323	102.94	12.35	266	2	45	79	129
2	5	100	1	16384	33554432	1089324.619	103.89	20.72	248	3	146	228	245
2	5	100	1	16384	33554432	1136105.431	108.35	20.6	264	3	39	47	51
2	5	100	1	16384	33554432	1101625.791	105.06	17.89	259.33333	2.66667	76.66667	118	141.66667
2	5	100	1	16384	100000000	1108647.45	105.73	29.02	383	2	280	346	379
2	5	100	1	16384	100000000	1189626.457	113.45	16.27	202	2	158	179	201
2	5	100	1	16384	100000000	1056859.015	100.79	40.74	361	2	232	315	358
2	5	100	1	16384	100000000	1118377.641	106.65667	28.67667	315.33333	2	223.33333	280	312.66667
2	5	100	1	16384	200000000	1227897.839	117.1	7.12	174	1	33	117	172
2	5	100	1	16384	200000000	1080380.294	103.03	148.92	1084	1	136	198	229
2	5	100	1	16384	200000000	820209.9738	78.22	228.38	1088	306	648	745	763
2	5	100	1	16384	200000000	1042829.369	99.45	128.14	782	102.66667	272.33333	353.33333	388
2	5	100	1	200000	33554432	557351.4658	53.15	392.39	2673	1	59	192	220
2	5	100	1	200000	33554432	812215.7245	77.46	200.1	702	1	7	22	32
2	5	100	1	200000	33554432	772797.527	73.7	218.08	726	1	101	201	232
2	5	100	1	200000	33554432	714121.5725	68.10333	270.19	1367	1	55.66667	138.33333	161.33333
2	5	100	1	200000	100000000	716332.3782	68.31	439.38	1994	557	1832	1943	1990
2	5	100	1	200000	100000000	743273.3759	70.88	396.97	1188	510	1133	1172	1183
2	5	100	1	200000	100000000	749512.8167	71.48	412.87	1781	1	6	14	27
2	5	100	1	200000	100000000	736372.857	70.22333	416.40667	1654.33333	356	990.33333	1043	1066.66667
2	5	100	1	200000	200000000	758840.4917	72.37	332.56	1675	344	1595	1656	1673
2	5	100	1	200000	200000000	785052.5985	74.87	350.29	1328	515	1268	1298	1325
2	5	100	1	200000	200000000	793776.79	75.7	264.6	1359	314	1293	1337	1356
2	5	100	1	200000	200000000	779223.2934	74.31333	315.81667	1454	391	1385.33333	1430.33333	1451.33333
2	5	100	1	500000	33554432	879662.2097	83.89	149.36	1258	1	100	241	333
2	5	100	1	500000	33554432	464943.2769	44.34	459.64	5739	450	5573	5711	5736
2	5	100	1	500000	33554432	1288327.751	122.86	17.24	560	1	275	443	542
2	5	100	1	500000	33554432	877644.4124	83.69667	208.74667	2519	150.66667	1982.66667	2131.66667	2203.66667
2	5	100	1	500000	100000000	943396.2264	89.97	109.36	1450	1	157	251	276
2	5	100	1	500000	100000000	567472.4776	54.12	897.05	5489	4442	5363	5465	5485
2	5	100	1	500000	100000000	666844.4919	63.6	609.75	4394	121	651	750	768
2	5	100	1	500000	100000000	725904.3986	69.23	538.72	3777.66667	1521.33333	2057	2155.33333	2176.33333
2	5	100	1	500000	200000000	779909.5305	74.38	394.26	3149	75	347	406	418
2	5	100	1	500000	200000000	749288.1762	71.46	439.48	3481	1	7	17	28
2	5	100	1	500000	200000000	702938.282	67.04	489	3686	100	357	426	450
2	5	100	1	500000	200000000	744045.3296	70.96	440.91333	3438.66667	58.66667	237	283	298.66667
2	5	500	1	16384	33554432	165425.9719	78.88	348.77	755	431	711	727	740
2	5	500	1	16384	33554432	156543.5191	74.65	363.94	839	442	745	775	838
2	5	500	1	16384	33554432	132257.6379	63.07	451.62	4843	149	4067	4744	4835
2	5	500	1	16384	33554432	151409.043	72.2	388.11	2145.66667	340.66667	1841	2082	2137.66667
2	5	500	1	16384	100000000	249376.5586	118.91	543.89	1728	268	1618	1711	1728
2	5	500	1	16384	100000000	175039.3839	83.47	759.93	2216	379	2112	2179	2189
2	5	500	1	16384	100000000	145857.6429	69.55	1009.22	2407	965	2342	2374	2405
2	5	500	1	16384	100000000	190091.1951	90.64333	771.01333	2117	537.33333	2024	2088	2107.33333
2	5	500	1	16384	200000000	143843.4983	68.59	1616.78	3591	1383	3494	3548	3571
2	5	500	1	16384	200000000	155520.9953	74.16	1484.8	3219	1255	3107	3182	3201
2	5	500	1	16384	200000000	158378.2072	75.52	1527.29	3238	1273	3198	3227	3238
2	5	500	1	16384	200000000	152580.9003	72.75667	1542.95667	3349.33333	1303.66667	3266.33333	3319	3336.66667
2	5	500	1	200000	33554432	164122.7638	78.26	334.96	715	427	680	700	710
2	5	500	1	200000	33554432	162048.2904	77.27	339	694	447	643	680	690
2	5	500	1	200000	33554432	168947.4573	80.56	324.87	708	412	647	697	704
2	5	500	1	200000	33554432	165039.5039	78.69667	332.94333	705.66667	428.66667	656.66667	692.33333	701.33333
2	5	500	1	200000	100000000	109481.0598	52.2	1140.78	4039	768	2811	3966	4015
2	5	500	1	200000	100000000	313087.0382	149.29	335.61	1140	113	1085	1118	1136
2	5	500	1	200000	100000000	229147.571	109.27	535.43	1607	257	1510	1570	1596
2	5	500	1	200000	100000000	217238.5563	103.58667	670.60667	2262	379.33333	1802	2218	2249
2	5	500	1	200000	200000000	167336.0107	79.79	1194.33	3420	953	3261	3366	3418
2	5	500	1	200000	200000000	157133.8781	74.93	1445.74	3345	1126	3204	3289	3341
2	5	500	1	200000	200000000	154607.2975	73.72	1403.41	3381	1153	3291	3344	3376
2	5	500	1	200000	200000000	159692.3954	76.14667	1347.82667	3382	1077.33333	3252	3333	3378.33333
2	5	500	1	500000	33554432	162048.2904	77.27	319.22	1479	143	1052	1415	1456
2	5	500	1	500000	33554432	165809.9818	79.06	305.04	1687	67	1517	1600	1677
2	5	500	1	500000	33554432	121403.4236	57.89	444.59	3338	119	2696	3220	3289
2	5	500	1	500000	33554432	149753.8986	71.40667	356.28333	2168	109.66667	1755	2078.33333	2140.66667
2	5	500	1	500000	100000000	238095.2381	113.53	523.62	2437	208	2367	2412	2429
2	5	500	1	500000	100000000	147601.476	70.38	1039.71	5094	203	4989	5054	5082
2	5	500	1	500000	100000000	91508.05271	43.63	1620.04	9125	235	6402	7236	7814
2	5	500	1	500000	100000000	159068.2556	75.84667	1061.12333	5552	215.33333	4586	4900.66667	5108.33333
2	5	500	1	500000	200000000	513874.6146	245.03	90.16	593	12	462	568	589
2	5	500	1	500000	200000000	238891.5432	113.91	534.65	2423	205	2277	2397	2419
2	5	500	1	500000	200000000	131319.7636	62.62	1637.25	5480	1281	5279	5431	5475
2	5	500	1	500000	200000000	294695.3072	140.52	754.02	2832	499.33333	2672.66667	2798.66667	2827.66667
2	5	1000	1	16384	33554432	80736.3152	77	362.69	812	392	773	794	806
2	5	1000	1	16384	33554432	75597.21802	72.1	389.83	829	417	773	784	827
2	5	1000	1	16384	33554432	35793.54284	34.14	399.89	8215	455	734	748	8214
2	5	1000	1	16384	33554432	64042.35869	61.08	384.13667	3285.33333	421.33333	760	775.33333	3282.33333
2	5	1000	1	16384	100000000	20138.55325	19.21	4736.43	23100	500	22978	23086	23098
2	5	1000	1	16384	100000000	86760.36786	82.74	760	2713	339	2580	2673	2707
2	5	1000	1	16384	100000000	21749.53239	20.74	354.59	20872	368	425	436	439
2	5	1000	1	16384	100000000	42882.81783	40.89667	1950.34	15561.66667	402.33333	8661	8731.66667	8748
2	5	1000	1	16384	200000000	9010.145424	8.59	21344.41	54208	832	54186	54204	54207
2	5	1000	1	16384	200000000	5640.476056	5.38	32294.79	82244	11022	81579	82027	82186
2	5	1000	1	16384	200000000	186358.5539	177.73	653.74	984	760	953	975	983
2	5	1000	1	16384	200000000	67003.05845	63.9	18097.64667	45812	4204.66667	45572.66667	45735.33333	45792
2	5	1000	1	200000	33554432	326797.3856	311.66	64.57	152	99	125	129	131
2	5	1000	1	200000	33554432	41407.8675	39.49	758.75	7869	87	5718	7852	7863
2	5	1000	1	200000	33554432	321750.3218	306.85	82.89	422	50	264	285	294
2	5	1000	1	200000	33554432	229985.1916	219.33333	302.07	2814.33333	78.66667	2035.66667	2755.33333	2762.66667
2	5	1000	1	200000	100000000	40719.92833	38.83	226.85	10569	177	613	622	624
2	5	1000	1	200000	100000000	336927.2237	321.32	143.91	305	127	278	299	305
2	5	1000	1	200000	100000000	18370.87115	17.52	4260.44	13313	4525	12045	13296	13308
2	5	1000	1	200000	100000000	132006.0077	125.89	1543.73333	8062.33333	1609.66667	4312	4739	4745.66667
2	5	1000	1	200000	200000000	332667.9973	317.26	196.03	372	213	366	369	371
2	5	1000	1	200000	200000000	13660.45571	13.03	10484.2	27269	8234	26073	26726	27179
2	5	1000	1	200000	200000000	327868.8525	312.68	239.68	488	206	472	481	487
2	5	1000	1	200000	200000000	224732.4352	214.32333	3639.97	9376.33333	2884.33333	8970.33333	9192	9345.66667
2	5	1000	1	500000	33554432	21701.38889	20.7	54.74	21694	9	297	310	318
2	5	1000	1	500000	33554432	294985.2507	281.32	68.25	442	10	326	407	438
2	5	1000	1	500000	33554432	36829.69947	35.12	709.03	7395	42	5057	7195	7363
2	5	1000	1	500000	33554432	117838.7797	112.38	277.34	9843.66667	20.33333	1893.33333	2637.33333	2706.33333
2	5	1000	1	500000	100000000	338983.0508	323.28	171.05	998	96	771	942	991
2	5	1000	1	500000	100000000	341763.4997	325.93	168.59	986	95	774	917	980
2	5	1000	1	500000	100000000	238322.2116	227.28	164.37	942	77	787	910	939
2	5	1000	1	500000	100000000	306356.254	292.16333	168.00333	975.33333	89.33333	777.33333	923	970
2	5	1000	1	500000	200000000	13329.42337	12.71	9343.03	31670	4922	30454	31394	31590
2	5	1000	1	500000	200000000	270124.2572	257.61	397.66	1212	358	1041	1189	1208
2	5	1000	1	500000	200000000	273522.9759	260.85	414.89	1463	307	1128	1383	1450
2	5	1000	1	500000	200000000	185658.8855	177.05667	3385.19333	11448.33333	1862.33333	10874.33333	11322	11416
5	1	100	1	16384	33554432	273942.5816	26.13	1028.78	2761	822	2003	2608	2738
5	1	100	1	16384	33554432	430144.5286	41.02	641.25	1808	578	1699	1791	1807
5	1	100	1	16384	33554432	794786.2025	75.8	193.56	1329	125	1242	1309	1318
5	1	100	1	16384	33554432	499624.4376	47.65	621.19667	1966	508.33333	1648	1902.66667	1954.33333
5	1	100	1	16384	100000000	262646.4254	25.05	2273.97	7621	826	7544	7612	7620
5	1	100	1	16384	100000000	955292.3195	91.1	114.42	364	31	321	353	363
5	1	100	1	16384	100000000	680272.1088	64.88	439	1322	366	1094	1263	1321
5	1	100	1	16384	100000000	632736.9512	60.34333	942.46333	3102.33333	407.66667	2986.33333	3076	3101.33333
5	1	100	1	16384	200000000	534359.3032	50.96	1262.76	2535	1214	2412	2496	2529
5	1	100	1	16384	200000000	521866.1935	49.77	1481.78	3857	796	3712	3833	3856
5	1	100	1	16384	200000000	720668.7806	68.73	375.65	1083	249	1010	1069	1079
5	1	100	1	16384	200000000	592298.0924	56.48667	1040.06333	2491.66667	753	2378	2466	2488
5	1	100	1	200000	33554432	674217.9072	64.3	315.59	543	394	462	508	536
5	1	100	1	200000	33554432	632031.3488	60.28	329.94	1058	403	949	1031	1054
5	1	100	1	200000	33554432	635243.2982	60.58	352.17	531	446	503	517	530
5	1	100	1	200000	33554432	647164.1847	61.72	332.56667	710.66667	414.33333	638	685.33333	706.66667
5	1	100	1	200000	100000000	565995.0192	53.98	984.82	2002	1421	1876	1977	1998
5	1	100	1	200000	100000000	513557.9293	48.98	1031.65	2620	907	2563	2599	2611
5	1	100	1	200000	100000000	678610.2063	64.72	555.25	1704	477	1507	1657	1703
5	1	100	1	200000	100000000	586054.385	55.89333	857.24	2108.66667	935	1982	2077.66667	2104
5	1	100	1	200000	200000000	564780.3005	53.86	1181.71	2931	695	2714	2875	2927
5	1	100	1	200000	200000000	644329.8969	61.45	634.44	1702	685	1618	1669	1701
5	1	100	1	200000	200000000	370727.3671	35.36	3028.95	7915	712	7824	7895	7911
