Replication Factor	Partition	Message Size	Acks	Batch Size	Buffer Memory	Records/sec	MB/sec	avg latency	max latency	50th	95th	99th	99.9th
5	1	100	-1	500000	33554432	156195.5433	14.89667	1834.75333	2775.66667	1934	2459.66667	2690	2752.33333
5	1	100	-1	500000	100000000	153586.2387	14.65	5188.85	7217	5688	6960	7148	7209
5	1	100	-1	500000	100000000	153092.4679	14.6	5133.9	6998	6027	6261	6731	6981
5	1	100	-1	500000	100000000	146545.9128	13.98	5215.64	8368	5440	7967	8266	8334
5	1	100	-1	500000	100000000	151074.8731	14.41	5179.46333	7527.66667	5718.33333	7062.66667	7381.66667	7508
5	1	100	-1	500000	200000000	170741.702	16.28	8903.74	18240	7254	17708	18044	18236
5	1	100	-1	500000	200000000	161911.8552	15.44	9018.05	21512	4346	21219	21482	21509
5	1	100	-1	500000	200000000	151524.3348	14.45	10151.62	21430	10132	20935	21287	21428
5	1	100	-1	500000	200000000	161392.6307	15.39	9357.80333	20394	7244	19954	20271	20391
5	1	500	-1	16384	33554432	29770.76511	14.2	2103.63	4251	2131	3820	4138	4244
5	1	500	-1	16384	33554432	34425.77802	16.42	1801.55	3237	1849	2826	3173	3231
5	1	500	-1	16384	33554432	32257.02397	15.38	1928.95	5913	1250	5007	5736	5907
5	1	500	-1	16384	33554432	32151.18903	15.33333	1944.71	4467	1743.33333	3884.33333	4349	4460.66667
5	1	500	-1	16384	100000000	33131.23281	15.8	5002.92	7972	5248	7672	7871	7955
5	1	500	-1	16384	100000000	33156.49867	15.81	5092.53	10220	5177	9710	10119	10205
5	1	500	-1	16384	100000000	35507.58087	16.93	4911.05	7284	5622	6962	7104	7265
5	1	500	-1	16384	100000000	33931.77079	16.18	5002.16667	8492	5349	8114.66667	8364.66667	8475
5	1	500	-1	16384	200000000	33973.1612	16.2	9917.75	15887	11340	15643	15741	15878
5	1	500	-1	16384	200000000	30703.10101	14.64	9630.62	15426	11045	15102	15274	15421
5	1	500	-1	16384	200000000	31561.67151	15.05	9614.01	14670	11735	14495	14621	14663
5	1	500	-1	16384	200000000	32079.31124	15.29667	9720.79333	15327.66667	11373.33333	15080	15212	15320.66667
5	1	500	-1	200000	33554432	34615.25148	16.51	1799.46	2762	1911	2298	2577	2757
5	1	500	-1	200000	33554432	29545.58884	14.09	2139.25	4264	2060	3895	4189	4258
5	1	500	-1	200000	33554432	35471.05562	16.91	1760.34	2947	1879	2197	2582	2918
5	1	500	-1	200000	33554432	33210.63198	15.83667	1899.68333	3324.33333	1950	2796.66667	3116	3311
5	1	500	-1	200000	100000000	29517.68109	14.08	5708.32	7974	6343	7264	7919	7966
5	1	500	-1	200000	100000000	32793.33639	15.64	5269.29	7103	6074	6515	6942	7100
5	1	500	-1	200000	100000000	31294.98654	14.92	5597.79	7753	6179	7511	7663	7724
5	1	500	-1	200000	100000000	31202.00134	14.88	5525.13333	7610	6198.66667	7096.66667	7508	7596.66667
5	1	500	-1	200000	200000000	31825.84896	15.18	9726.16	14000	11437	13821	13949	13991
5	1	500	-1	200000	200000000	30743.68986	14.66	9670.42	15221	12119	14008	14939	15192
5	1	500	-1	200000	200000000	33707.48643	16.07	8854.72	12765	11056	12558	12703	12752
5	1	500	-1	200000	200000000	32092.34175	15.30333	9417.1	13995.33333	11537.33333	13462.33333	13863.66667	13978.33333
5	1	500	-1	500000	33554432	32013.31754	15.27	1959.82	5943	1865	4673	5719	5892
5	1	500	-1	500000	33554432	32273.68081	15.39	1943.74	3854	1930	3460	3654	3803
5	1	500	-1	500000	33554432	29620.85308	14.12	2137.6	5124	1972	4663	4981	5070
5	1	500	-1	500000	33554432	31302.61714	14.92667	2013.72	4973.66667	1922.33333	4265.33333	4784.66667	4921.66667
5	1	500	-1	500000	100000000	32253.90272	15.38	5317.14	7261	6002	6554	6964	7203
5	1	500	-1	500000	100000000	31134.21962	14.85	5455.94	7075	6265	6475	6671	7013
5	1	500	-1	500000	100000000	32038.95938	15.28	5473.82	9703	5505	9258	9585	9670
5	1	500	-1	500000	100000000	31809.02724	15.17	5415.63333	8013	5924	7429	7740	7962
5	1	500	-1	500000	200000000	32843.95835	15.66	9184.87	13079	11305	12699	12801	13028
5	1	500	-1	500000	200000000	30848.01185	14.71	9904.19	13276	12514	12995	13089	13232
5	1	500	-1	500000	200000000	30654.15977	14.62	9976.06	13744	12651	13134	13449	13684
5	1	500	-1	500000	200000000	31448.70999	14.99667	9688.37333	13366.33333	12156.66667	12942.66667	13113	13314.66667
5	1	1000	-1	16384	33554432	16228.49724	15.48	1940.14	4676	1770	4088	4586	4655
5	1	1000	-1	16384	33554432	15322.8525	14.61	2028.22	3297	2188	3178	3280	3294
5	1	1000	-1	16384	33554432	13041.21022	12.44	2418.13	5665	2401	4829	5523	5653
5	1	1000	-1	16384	33554432	14864.18666	14.17667	2128.83	4546	2119.66667	4031.66667	4463	4534
5	1	1000	-1	16384	100000000	21445.4214	20.45	3432.85	10263	3098	8572	10206	10258
5	1	1000	-1	16384	100000000	13390.10739	12.77	6211.88	9568	6330	9158	9426	9563
5	1	1000	-1	16384	100000000	18343.91166	17.49	4490.69	7055	4687	6932	7028	7040
5	1	1000	-1	16384	100000000	17726.48015	16.90333	4711.80667	8962	4705	8220.66667	8886.66667	8953.66667
5	1	1000	-1	16384	200000000	14664.04669	13.98	10249.01	14485	12706	14139	14448	14474
5	1	1000	-1	16384	200000000	14541.64728	13.87	10294.11	15129	12344	14940	15079	15106
5	1	1000	-1	16384	200000000	16343.60802	15.59	8442.44	14704	8592	14167	14423	14676
5	1	1000	-1	16384	200000000	15183.10066	14.48	9661.85333	14772.66667	11214	14415.33333	14650	14752
5	1	1000	-1	200000	33554432	16151.95762	15.4	1959.85	2946	2035	2780	2890	2934
5	1	1000	-1	200000	33554432	14954.38911	14.26	2111.23	2903	2276	2401	2742	2874
5	1	1000	-1	200000	33554432	15629.88434	14.91	2023.07	3142	1978	3003	3095	3130
5	1	1000	-1	200000	33554432	15578.74369	14.85667	2031.38333	2997	2096.33333	2728	2909	2979.33333
5	1	1000	-1	200000	100000000	14976.78598	14.28	5857.66	7367	6642	6958	7114	7331
5	1	1000	-1	200000	100000000	15466.94713	14.75	5725.95	8906	5813	8124	8651	8882
5	1	1000	-1	200000	100000000	15491.38679	14.77	5655.69	7132	6072	6732	6843	7101
5	1	1000	-1	200000	100000000	15311.70664	14.6	5746.43333	7801.66667	6175.66667	7271.33333	7536	7771.33333
5	1	1000	-1	200000	200000000	14840.75866	14.15	10914.9	16831	12684	16383	16690	16786
5	1	1000	-1	200000	200000000	15354.37907	14.64	10004.57	13647	11955	13567	13583	13640
5	1	1000	-1	200000	200000000	15177.73123	14.47	10308.77	14408	13040	13686	14133	14404
5	1	1000	-1	200000	200000000	15124.28965	14.42	10409.41333	14962	12559.66667	14545.33333	14802	14943.33333
5	1	1000	-1	500000	33554432	15401.20129	14.69	2045.48	2775	2106	2305	2607	2738
5	1	1000	-1	500000	33554432	15409.74512	14.7	2066.5	3460	2045	3239	3386	3426
5	1	1000	-1	500000	33554432	15206.81265	14.5	2086.45	2806	2265	2303	2555	2753
5	1	1000	-1	500000	33554432	15339.25302	14.63	2066.14333	3013.66667	2138.66667	2615.66667	2849.33333	2972.33333
5	1	1000	-1	500000	100000000	14921.36441	14.23	5922.03	7521	6763	6873	7194	7458
5	1	1000	-1	500000	100000000	15290.05229	14.58	5719.1	7699	6421	6910	7409	7641
5	1	1000	-1	500000	100000000	15020.87902	14.33	5857.52	7189	6739	6872	7044	7144
5	1	1000	-1	500000	100000000	15077.43191	14.38	5832.88333	7469.66667	6641	6885	7215.66667	7414.33333
5	1	1000	-1	500000	200000000	15067.04837	14.37	10190.48	13834	11797	13537	13591	13801
5	1	1000	-1	500000	200000000	14984.41621	14.29	10420.32	14697	12946	14461	14613	14661
5	1	1000	-1	500000	200000000	15265.31111	14.56	10102.13	14165	12638	13618	13887	14099
5	1	1000	-1	500000	200000000	15105.59189	14.40667	10237.64333	14232	12460.33333	13872	14030.33333	14187
5	2	100	-1	16384	33554432	109013.2124	10.4	1884.56	20766	1078	7752	9863	10198
5	2	100	-1	16384	33554432	312969.4542	29.85	886.45	1567	640	1270	1439	1486
5	2	100	-1	16384	33554432	295020.0614	28.14	964.03	1720	825	1280	1323	1343
5	2	100	-1	16384	33554432	239000.9093	22.79667	1245.01333	8017.66667	847.66667	3434	4208.33333	4342.33333
5	2	100	-1	16384	100000000	171656.1384	16.37	4379.15	8086	4105	7899	8036	8074
5	2	100	-1	16384	100000000	125031.2578	11.92	6364.99	8884	7193	8597	8804	8837
5	2	100	-1	16384	100000000	141506.764	13.5	5532.16	7386	6276	7248	7354	7381
5	2	100	-1	16384	100000000	146064.7201	13.93	5425.43333	8118.66667	5858	7914.66667	8064.66667	8097.33333
5	2	100	-1	16384	200000000	72263.73372	6.89	23255.44	45347	25330	44619	45300	45343
5	2	100	-1	16384	200000000	66508.81907	6.34	25166.75	42355	26986	41731	42189	42321
5	2	100	-1	16384	200000000	79131.45317	7.55	21268.23	42493	21243	37943	38595	38619
5	2	100	-1	16384	200000000	72634.66865	6.92667	23230.14	43398.33333	24519.66667	41431	42028	42094.33333
5	2	100	-1	200000	33554432	899928.0058	85.82	37.97	465	9	17	27	396
5	2	100	-1	200000	33554432	242612.4509	23.14	1010.5	3113	682	2278	2338	2478
5	2	100	-1	200000	33554432	141207.0378	13.47	1990.33	3583	1483	2168	2267	2393
5	2	100	-1	200000	33554432	427915.8315	40.81	1012.93333	2387	724.66667	1487.66667	1544	1755.66667
5	2	100	-1	200000	100000000	126784.4917	12.09	6077.63	9428	6748	7437	7813	8162
5	2	100	-1	200000	100000000	132879.7704	12.67	5940.87	7776	6870	7724	7742	7753
5	2	100	-1	200000	100000000	141039.745	13.45	5578.49	7349	6392	6804	7115	7317
5	2	100	-1	200000	100000000	133568.0024	12.73667	5865.66333	8184.33333	6670	7321.66667	7556.66667	7744
5	2	100	-1	200000	200000000	143254.1615	13.66	8745.49	14058	11715	13556	13788	14055
5	2	100	-1	200000	200000000	128534.7044	12.26	9267.92	18191	13625	17845	18066	18153
5	2	100	-1	200000	200000000	145137.881	13.84	9040.72	12965	11325	12590	12887	12961
5	2	100	-1	200000	200000000	138975.5823	13.25333	9018.04333	15071.33333	12221.66667	14663.66667	14913.66667	15056.33333
5	2	100	-1	500000	33554432	148152.5379	14.13	1881.09	3471	1951	2078	2394	2508
5	2	100	-1	500000	33554432	150015.0015	14.31	1854.75	3574	1885	3134	3252	3534
5	2	100	-1	500000	33554432	131202.6031	12.51	2164.55	3462	2301	2551	3037	3389
5	2	100	-1	500000	33554432	143123.3808	13.65	1966.79667	3502.33333	2045.66667	2587.66667	2894.33333	3143.66667
5	2	100	-1	500000	100000000	127093.8715	12.12	6044.39	8359	6978	7966	8244	8333
5	2	100	-1	500000	100000000	147959.6366	14.11	5267	6843	6313	6551	6690	6785
5	2	100	-1	500000	100000000	140793.5122	13.43	5539.34	8214	6109	7216	7933	7971
5	2	100	-1	500000	100000000	138615.6735	13.22	5616.91	7805.33333	6466.66667	7244.33333	7622.33333	7696.33333
5	2	100	-1	500000	200000000	126154.312	12.03	10435.59	15311	12005	14441	14737	15221
5	2	100	-1	500000	200000000	132450.3311	12.63	9645.44	15472	11229	11914	12154	12277
5	2	100	-1	500000	200000000	158358.1428	15.1	8403.11	14130	9931	13618	14011	14127
5	2	100	-1	500000	200000000	138987.5953	13.25333	9494.71333	14971	11055	13324.33333	13634	13875
5	2	500	-1	16384	33554432	28941.8847	13.8	2094.82	5805	4231	5145	5615	5773
5	2	500	-1	16384	33554432	29009.05082	13.83	2152.09	3379	2194	3132	3303	3368
5	2	500	-1	16384	33554432	28654.11616	13.66	2190.28	2689	2299	2475	2592	2680
5	2	500	-1	16384	33554432	28868.35056	13.76333	2145.73	3957.66667	2908	3584	3836.66667	3940.33333
5	2	500	-1	16384	100000000	29653.35231	14.14	5732.53	8188	6334	6712	6888	6919
5	2	500	-1	16384	100000000	30461.8009	14.53	5368.55	9418	4394	5622	5704	5735
5	2	500	-1	16384	100000000	28208.74471	13.45	6045.88	7781	6966	7692	7751	7773
5	2	500	-1	16384	100000000	29441.29931	14.04	5715.65333	8462.33333	5898	6675.33333	6781	6809
5	2	500	-1	16384	200000000	26774.47857	12.77	11686.12	15860	14232	15561	15759	15839
5	2	500	-1	16384	200000000	28393.76473	13.54	10111.94	16274	11147	11838	12186	12228
5	2	500	-1	16384	200000000	30898.52923	14.73	9220.93	14677	12701	14298	14612	14665
5	2	500	-1	16384	200000000	28688.92418	13.68	10339.66333	15603.66667	12693.33333	13899	14185.66667	14244
5	2	500	-1	200000	33554432	26688.72935	12.73	2320.31	3433	2543	3267	3319	3363
5	2	500	-1	200000	33554432	27034.3336	12.89	2317.84	3122	2414	2572	2741	3066
5	2	500	-1	200000	33554432	29586.67416	14.11	2108.37	2646	2229	2335	2361	2429
5	2	500	-1	200000	33554432	27769.91237	13.24333	2248.84	3067	2395.33333	2724.66667	2807	2952.66667
5	2	500	-1	200000	100000000	25734.72644	12.27	6112.24	11184	6848	6921	7018	7138
5	2	500	-1	200000	100000000	29600.68674	14.11	5744.49	8444	6673	7986	8079	8354
5	2	500	-1	200000	100000000	25525.83214	12.17	6854.34	8399	7747	8054	8202	8357
5	2	500	-1	200000	100000000	26953.74844	12.85	6237.02333	9342.33333	7089.33333	7653.66667	7766.33333	7949.66667
5	2	500	-1	200000	200000000	28314.17408	13.5	10521.85	15263	13231	13596	13730	13835
5	2	500	-1	200000	200000000	30014.70721	14.31	10035.39	14438	12500	13970	14190	14405
5	2	500	-1	200000	200000000	26622.65055	12.69	11330.41	16004	13849	15889	15961	15989
5	2	500	-1	200000	200000000	28317.17728	13.5	10629.21667	15235	13193.33333	14485	14627	14743
5	2	500	-1	500000	33554432	25220.68096	12.03	2455.57	3366	2628	2746	2938	3299
5	2	500	-1	500000	33554432	27236.08236	12.99	2260.28	3558	2339	2457	2582	2648
5	2	500	-1	500000	33554432	28221.48219	13.46	2167.45	4299	2302	3603	3933	4252
5	2	500	-1	500000	33554432	26892.7485	12.82667	2294.43333	3741	2423	2935.33333	3151	3399.66667
5	2	500	-1	500000	100000000	26357.40643	12.57	6156.82	13638	7619	12904	13481	13586
5	2	500	-1	500000	100000000	26304.02189	12.54	6441.86	9260	8186	8945	9002	9256
5	2	500	-1	500000	100000000	26741.54299	12.75	6423.19	8701	7071	7449	7563	7854
5	2	500	-1	500000	100000000	26467.6571	12.62	6340.62333	10533	7625.33333	9766	10015.33333	10232
5	2	500	-1	500000	200000000	29002.32019	13.83	10350.34	14621	13141	14301	14377	14565
5	2	500	-1	500000	200000000	26459.22633	12.62	11383.95	20240	11550	14474	14681	14721
5	2	500	-1	500000	200000000	26062.02763	12.43	11613.99	17212	14418	16786	16850	17140
5	2	500	-1	500000	200000000	27174.52471	12.96	11116.09333	17357.66667	13036.33333	15187	15302.66667	15475.33333
5	2	1000	-1	16384	33554432	12642.86437	12.06	2442.72	6209	2344	5076	6111	6195
5	2	1000	-1	16384	33554432	14469.26728	13.8	2118.82	4276	2013	3602	4170	4259
5	2	1000	-1	16384	33554432	14131.0799	13.48	2180.57	3757	1983	3312	3701	3748
5	2	1000	-1	16384	33554432	13747.73718	13.11333	2247.37	4747.33333	2113.33333	3996.66667	4660.66667	4734
5	2	1000	-1	16384	100000000	12278.97839	11.71	6941.34	9381	7966	9110	9316	9360
5	2	1000	-1	16384	100000000	12537.92723	11.96	6840.21	8508	7849	8234	8385	8488
5	2	1000	-1	16384	100000000	13602.48109	12.97	6331.85	8810	6474	8185	8478	8737
5	2	1000	-1	16384	100000000	12806.46224	12.21333	6704.46667	8899.66667	7429.66667	8509.66667	8726.33333	8861.66667
5	2	1000	-1	16384	200000000	13588.06424	12.96	11186.11	15777	13623	15187	15448	15694
5	2	1000	-1	16384	200000000	12199.88288	11.63	11812.02	23208	7735	22960	23096	23159
5	2	1000	-1	16384	200000000	13209.69063	12.6	11288.65	18534	13532	17643	18174	18512
5	2	1000	-1	16384	200000000	12999.21258	12.39667	11428.92667	19173	11630	18596.66667	18906	19121.66667
5	2	1000	-1	200000	33554432	12592.55528	12.01	2441	5223	2443	3728	4551	5142
5	2	1000	-1	200000	33554432	13242.57753	12.63	2349.2	3676	2083	3348	3390	3605
5	2	1000	-1	200000	33554432	12820.84156	12.23	2397.14	13990	1538	10856	13394	13928
5	2	1000	-1	200000	33554432	12885.32479	12.29	2395.78	7629.66667	2021.33333	5977.33333	7111.66667	7558.33333
5	2	1000	-1	200000	100000000	12273.25168	11.7	7174.23	9364	8331	8954	8995	9294
5	2	1000	-1	200000	100000000	12309.51033	11.74	7058.52	9670	7714	9005	9347	9591
5	2	1000	-1	200000	100000000	14233.65976	13.57	6108.86	8017	7050	7687	7768	7975
5	2	1000	-1	200000	100000000	12938.80725	12.33667	6780.53667	9017	7698.33333	8548.66667	8703.33333	8953.33333
5	2	1000	-1	200000	200000000	12498.4377	11.92	12079.02	18069	14672	17031	17307	18002
5	2	1000	-1	200000	200000000	12115.92517	11.55	12694.14	17525	15848	17444	17463	17487
5	2	1000	-1	200000	200000000	12013.16643	11.46	13065.69	17698	16447	17263	17359	17598
5	2	1000	-1	200000	200000000	12209.17643	11.64333	12612.95	17764	15655.66667	17246	17376.33333	17695.66667
5	2	1000	-1	500000	33554432	12503.75113	11.92	2512.92	3263	2625	2917	2982	3174
5	2	1000	-1	500000	33554432	11921.22455	11.37	2609.23	7046	2461	4420	6615	6976
5	2	1000	-1	500000	33554432	12236.90651	11.67	2540.4	4088	2734	3878	3982	4036
5	2	1000	-1	500000	33554432	12220.62739	11.65333	2554.18333	4799	2606.66667	3738.33333	4526.33333	4728.66667
5	2	1000	-1	500000	100000000	11354.34644	10.83	7747.15	10157	8674	9664	9912	10049
5	2	1000	-1	500000	100000000	12202.26474	11.64	7075.92	9994	7248	9730	9922	9962
5	2	1000	-1	500000	100000000	12787.39674	12.2	6842.29	8368	7709	8263	8298	8310
5	2	1000	-1	500000	100000000	12114.66931	11.55667	7221.78667	9506.33333	7877	9219	9377.33333	9440.33333
5	2	1000	-1	500000	200000000	11048.99123	10.54	13063.58	23275	11536	23030	23173	23230
5	2	1000	-1	500000	200000000	12086.9292	11.53	12649.58	18231	15760	18088	18142	18170
5	2	1000	-1	500000	200000000	12081.96404	11.52	12697.22	17853	15573	17733	17801	17835
5	2	1000	-1	500000	200000000	11739.29482	11.19667	12803.46	19786.33333	14289.66667	19617	19705.33333	19745
5	5	100	-1	16384	33554432	54266.42645	5.18	1298.58	60001	1689	3077	3176	3204
5	5	100	-1	16384	33554432	292090.1975	27.86	935.03	1883	1483	1849	1872	1879
5	5	100	-1	16384	33554432	128445.5519	12.25	2168.21	4531	2949	3504	3714	3988
5	5	100	-1	16384	33554432	158267.3919	15.09667	1467.27333	22138.33333	2040.33333	2810	2920.66667	3023.66667
5	5	100	-1	16384	100000000	111921.9233	10.67	7148.98	9351	8217	8451	9042	9320
5	5	100	-1	16384	100000000	113747.526	10.85	6772	9585	7575	7872	7922	8880
5	5	100	-1	16384	100000000	118113.9563	11.26	6431.31	9940	7267	7556	7792	8006
5	5	100	-1	16384	100000000	114594.4685	10.92667	6784.09667	9625.33333	7686.33333	7959.66667	8252	8735.33333
5	5	100	-1	16384	200000000	74009.38439	7.06	22739.7	44726	23336	39669	40591	41560
5	5	100	-1	16384	200000000	110321.6981	10.52	14015.69	32399	12870	31534	31823	32221
5	5	100	-1	16384	200000000	92699.02481	8.84	17481.19	40730	16429	35812	36797	36965
5	5	100	-1	16384	200000000	92343.36909	8.80667	18078.86	39285	17545	35671.66667	36403.66667	36915.33333
5	5	100	-1	200000	33554432	518188.4133	49.42	150.4	2213	17	2017	2167	2202
5	5	100	-1	200000	33554432	111906.8935	10.67	2446.26	7583	2400	5959	6965	7214
5	5	100	-1	200000	33554432	184182.4143	17.57	1521.7	1896	1579	1726	1760	1863
5	5	100	-1	200000	33554432	271425.907	25.88667	1372.78667	3897.33333	1332	3234	3630.66667	3759.66667
5	5	100	-1	200000	100000000	205102.9617	19.56	3691.08	4964	4419	4683	4728	4897
5	5	100	-1	200000	100000000	227780.0556	21.72	3254.13	4594	3960	4314	4478	4579
5	5	100	-1	200000	100000000	227987.7799	21.74	3287.18	4514	3985	4185	4274	4343
5	5	100	-1	200000	100000000	220290.2657	21.00667	3410.79667	4690.66667	4121.33333	4394	4493.33333	4606.33333
5	5	100	-1	200000	200000000	218416.9142	20.83	5383.59	8428	6467	7956	8220	8416
5	5	100	-1	200000	200000000	215424.386	20.54	5235.51	8963	6357	7511	7617	7691
5	5	100	-1	200000	200000000	232298.8292	22.15	4821.11	7972	5602	7597	7797	7930
5	5	100	-1	200000	200000000	222046.7098	21.17333	5146.73667	8454.33333	6142	7688	7878	8012.33333
5	5	100	-1	500000	33554432	218312.0115	20.82	1217.87	2036	1301	1462	1772	1923
5	5	100	-1	500000	33554432	195625.807	18.66	1371.24	3016	1383	2686	2865	2933
5	5	100	-1	500000	33554432	169577.7514	16.17	1601.52	1974	1738	1881	1925	1945
5	5	100	-1	500000	33554432	194505.19	18.55	1396.87667	2342	1474	2009.66667	2187.33333	2267
5	5	100	-1	500000	100000000	186832.0753	17.82	4143.08	5526	4638	5281	5337	5463
5	5	100	-1	500000	100000000	213301.4803	20.34	3537.09	4745	4195	4433	4524	4647
5	5	100	-1	500000	100000000	215703.1924	20.57	3488.8	4918	4096	4424	4678	4888
5	5	100	-1	500000	100000000	205278.916	19.57667	3722.99	5063	4309.66667	4712.66667	4846.33333	4999.33333
5	5	100	-1	500000	200000000	223064.9119	21.27	5124.59	7781	6288	7500	7707	7728
5	5	100	-1	500000	200000000	205617.4693	19.61	5619.83	8939	6708	8636	8812	8935
5	5	100	-1	500000	200000000	192174.6483	18.33	6011.74	9649	7425	8382	8505	8596
5	5	100	-1	500000	200000000	206952.3432	19.73667	5585.38667	8789.66667	6807	8172.66667	8341.33333	8419.66667
5	5	500	-1	16384	33554432	50075.11267	23.88	1219.51	1893	1314	1590	1740	1870
5	5	500	-1	16384	33554432	47361.93995	22.58	1301.23	1697	1390	1537	1660	1679
5	5	500	-1	16384	33554432	43168.57328	20.58	1431.68	4338	1296	3945	4217	4311
5	5	500	-1	16384	33554432	46868.54196	22.34667	1317.47333	2642.66667	1333.33333	2357.33333	2539	2620
5	5	500	-1	16384	100000000	35851.28885	17.1	4742.92	5843	5541	5777	5800	5820
5	5	500	-1	16384	100000000	41387.30238	19.74	4134.44	5128	4724	4898	5037	5109
5	5	500	-1	16384	100000000	45945.32506	21.91	3707.32	4847	4239	4546	4721	4826
5	5	500	-1	16384	100000000	41061.30543	19.58333	4194.89333	5272.66667	4834.66667	5073.66667	5186	5251.66667
5	5	500	-1	16384	200000000	47350.72683	22.58	6274.31	9370	8170	8789	9216	9319
5	5	500	-1	16384	200000000	46985.85726	22.4	6162.53	9152	7872	8753	8827	9087
5	5	500	-1	16384	200000000	44964.02878	21.44	6338.81	9687	7581	9424	9650	9677
5	5	500	-1	16384	200000000	46433.53762	22.14	6258.55	9403	7874.33333	8988.66667	9231	9361
5	5	500	-1	200000	33554432	48246.24885	23.01	1270.58	1849	1341	1523	1607	1769
5	5	500	-1	200000	33554432	44450.37116	21.2	1376.98	1725	1464	1599	1638	1676
5	5	500	-1	200000	33554432	45122.28138	21.52	1354.25	1802	1408	1528	1644	1795
5	5	500	-1	200000	33554432	45939.6338	21.91	1333.93667	1792	1404.33333	1550	1629.66667	1746.66667
5	5	500	-1	200000	100000000	46174.44706	22.02	3680.86	4616	4142	4488	4521	4602
5	5	500	-1	200000	100000000	37220.38188	17.75	4580.94	5879	4704	5780	5820	5846
5	5	500	-1	200000	100000000	35345.68076	16.85	4908.74	6273	5320	6069	6171	6217
5	5	500	-1	200000	100000000	39580.1699	18.87333	4390.18	5589.33333	4722	5445.66667	5504	5555
5	5	500	-1	200000	200000000	42265.42688	20.15	7188.52	9517	9197	9368	9422	9477
5	5	500	-1	200000	200000000	45566.39023	21.73	6551.75	9490	8310	8927	8975	9405
5	5	500	-1	200000	200000000	43525.57127	20.75	6906.71	9526	8688	9408	9448	9497
5	5	500	-1	200000	200000000	43785.79613	20.87667	6882.32667	9511	8731.66667	9234.33333	9281.66667	9459.66667
5	5	500	-1	500000	33554432	43370.77677	20.68	1341.39	2593	1396	1542	2418	2522
5	5	500	-1	500000	33554432	48494.25343	23.12	1236.69	1647	1328	1504	1558	1582
5	5	500	-1	500000	33554432	42260.06846	20.15	1419.5	1843	1498	1591	1673	1766
5	5	500	-1	500000	33554432	44708.36622	21.31667	1332.52667	2027.66667	1407.33333	1545.66667	1883	1956.66667
5	5	500	-1	500000	100000000	43235.76462	20.62	3928.04	5174	4372	4729	4810	5015
5	5	500	-1	500000	100000000	43630.01745	20.8	3904.14	4874	4354	4718	4754	4782
5	5	500	-1	500000	100000000	40001.60006	19.07	4285.84	7145	4351	6845	6977	7036
5	5	500	-1	500000	100000000	42289.12738	20.16333	4039.34	5731	4359	5430.66667	5513.66667	5611
5	5	500	-1	500000	200000000	34566.19426	16.48	8694.27	12068	10998	11875	11953	11999
5	5	500	-1	500000	200000000	38915.04845	18.56	7949.16	10788	9531	10620	10658	10677
5	5	500	-1	500000	200000000	43021.8551	20.51	6911.37	9799	8693	9467	9544	9634
5	5	500	-1	500000	200000000	38834.36594	18.51667	7851.6	10885	9740.66667	10654	10718.33333	10770
5	5	1000	-1	16384	33554432	21349.27413	20.36	1456.04	1962	1533	1685	1823	1930
5	5	1000	-1	16384	33554432	22422.53016	21.38	1392.37	2091	1443	1605	1775	2047
5	5	1000	-1	16384	33554432	22691.17313	21.64	1370.35	1832	1430	1565	1702	1774
5	5	1000	-1	16384	33554432	22154.32581	21.12667	1406.25333	1961.66667	1468.66667	1618.33333	1766.66667	1917
5	5	1000	-1	16384	100000000	22402.43739	21.36	3797.23	5231	4300	4658	4876	5213
5	5	1000	-1	16384	100000000	22599.89152	21.55	3770.4	4686	4292	4529	4628	4676
5	5	1000	-1	16384	100000000	22681.90891	21.63	3774.24	5512	4245	4795	5253	5429
5	5	1000	-1	16384	100000000	22561.4126	21.51333	3780.62333	5143	4279	4660.66667	4919	5106
5	5	1000	-1	16384	200000000	21992.52254	20.97	6791.88	9435	8523	9256	9307	9364
5	5	1000	-1	16384	200000000	19592.47649	18.68	6618.26	11809	6299	10343	11231	11740
5	5	1000	-1	16384	200000000	19724.64397	18.81	7498.63	11323	9081	11088	11206	11291
5	5	1000	-1	16384	200000000	20436.54767	19.48667	6969.59	10855.66667	7967.66667	10229	10581.33333	10798.33333
5	5	1000	-1	200000	33554432	21308.33156	20.32	1464.09	1946	1528	1617	1652	1880
5	5	1000	-1	200000	33554432	21723.07425	20.72	1432.02	1852	1505	1606	1683	1802
5	5	1000	-1	200000	33554432	22348.36633	21.31	1391.97	1817	1430	1555	1690	1764
5	5	1000	-1	200000	33554432	21793.25738	20.78333	1429.36	1871.66667	1487.66667	1592.66667	1675	1815.33333
5	5	1000	-1	200000	100000000	22289.58631	21.26	3890.32	4839	4378	4655	4708	4791
5	5	1000	-1	200000	100000000	21608.5397	20.61	4023.16	4865	4563	4674	4740	4835
5	5	1000	-1	200000	100000000	21915.40653	20.9	3939.76	5088	4427	4836	4897	4996
5	5	1000	-1	200000	100000000	21937.84418	20.92333	3951.08	4930.66667	4456	4721.66667	4781.66667	4874
5	5	1000	-1	200000	200000000	21437.14629	20.44	7102.35	10371	8806	9708	9971	10275
5	5	1000	-1	200000	200000000	22182.78616	21.16	6914.54	9291	8721	9098	9131	9223
5	5	1000	-1	200000	200000000	20219.17587	19.28	7526.24	11794	8857	11523	11676	11747
