0.84
0.85
-0.10
-0.02
-0.08
0.81
0.82
0.09
0.01
0.07
0.80
0.80
-0.12
-0.02
-0.10
0.73
0.73
0.12
0.02
0.09
0.84
0.84
-0.11
-0.02
-0.09
0.82
0.82
0.14
0.03
0.11
0.87
0.86
-0.11
-0.02
-0.09
0.9
0.9
0.1
0.02
0.08
0.68
0.69
-0.15
-0.06
-0.12
0.61
0.61
0.15
0.04
0.13
0.81
0.81
-0.12
-0.03
-0.09
0.84
0.85
0.12
0.03
0.09
0.84
0.84
-0.11
-0.02
-0.08
0.84
0.84
0.11
0.02
0.08
0.83
0.83
-0.11
-0.02
-0.09
0.83
0.83
0.11
0.02
0.09
0.84
0.84
-0.12
-0.03
-0.09
0.8
0.8
0.12
0.02
0.09
0.82
0.82
-0.12
-0.02
-0.09
0.78
0.78
0.11
0.02
0.08
