1	1	10	33554432	50000	1	2312138.728324	22.05	20.38	1173.00	1	7	842	1161
1	1	10	33554432	16384	0	2087508.350033	19.91	1.32	257.00	0	1	4	216
1	1	10	33554432	1000000	1	2512184.092850	23.96	3.47	282.00	1	3	77	273
1	1	10	33554432	10000	10	2173818.529629	20.73	2.22	333.00	0	1	53	303
1	1	10	33554432	200000	0	2016372.948341	19.23	14.28	1062.00	0	1	585	1032
1	1	10	33554432	500000	10	2344226.170941	22.36	52.31	1448.00	9	265	1096	1409
1	1	10	33554432	100000	10	2512941.649495	23.97	4.87	254.00	2	4	126	240
1	1	10	33554432	16384	1	2148043.132706	20.49	25.16	1261.00	1	88	930	1242
1	1	10	33554432	16384	5	2257846.014902	21.53	4.65	293.00	0	1	171	276
1	1	10	33554432	50000	10	2418613.650655	23.07	3.35	253.00	1	2	95	239
1	1	10	33554432	100000	1	2370791.844476	22.61	19.33	862.00	1	61	579	825
1	1	10	33554432	100000	0	2064409.578860	19.69	1.78	246.00	0	1	44	211
1	1	10	33554432	1000000	0	1905269.976756	18.17	31.21	1113.00	0	182	868	1103
1	1	10	33554432	200000	0	2041316.240712	19.47	8.68	702.00	0	1	315	670
1	1	10	33554432	100000	0	1973632.272835	18.82	18.41	1014.00	0	14	705	973
1	1	10	33554432	50000	10	2330024.698262	22.22	26.84	1429.00	1	6	1013	1401
1	1	10	33554432	1000000	2	2384244.909637	22.74	11.02	589.00	2	5	294	576
1	1	10	33554432	200000	2	2339181.286550	22.31	14.97	883.00	2	10	410	861
1	1	10	33554432	10000	1	2175331.738090	20.75	0.34	140.00	0	1	1	6
1	1	10	33554432	1000000	10	2438786.459858	23.26	15.24	314.00	10	19	232	308
1	1	10	33554432	16384	1	2053472.421865	19.58	26.55	1317.00	1	26	1018	1280
1	1	10	33554432	10000	1	2178459.393517	20.78	0.33	141.00	0	1	1	5
1	1	10	33554432	200000	1	2464997.042004	23.51	2.66	274.00	1	2	21	252
1	1	10	33554432	500000	10	2540779.511154	24.23	12.89	280.00	9	14	176	267
1	1	10	33554432	1000000	0	2088293.029278	19.92	2.93	249.00	0	1	106	235
1	1	10	33554432	100000	5	2371466.514893	22.62	28.85	1372.00	2	117	955	1331
1	1	10	33554432	10000	5	2134745.111434	20.36	17.69	1090.00	0	1	758	1065
1	1	10	33554432	500000	5	2358935.648236	22.50	29.30	1348.00	5	15	1006	1309
1	1	10	33554432	500000	5	2502627.759147	23.87	7.86	294.00	5	8	118	276
1	1	10	33554432	1000000	5	2512815.358327	23.96	9.27	375.00	5	8	182	361
1	1	10	33554432	1000000	1	2290845.780262	21.85	28.28	1460.00	1	42	1039	1421
1	1	10	33554432	10000	0	2008516.108299	19.15	2.23	269.00	0	1	59	241
1	1	10	33554432	10000	2	2218770.800976	21.16	0.38	135.00	0	1	1	23
1	1	10	33554432	16384	5	2277696.793003	21.72	4.09	385.00	0	1	154	348
1	1	10	33554432	100000	10	2505888.838771	23.90	5.89	299.00	2	4	184	287
1	1	10	33554432	16384	1	2206336.598711	21.04	6.52	557.00	1	1	232	524
1	1	10	33554432	500000	5	2520796.571717	24.04	8.24	275.00	5	8	157	267
1	1	10	33554432	16384	10	2116939.751895	20.19	26.94	1303.00	1	42	992	1274
1	1	10	33554432	200000	2	2549849.558876	24.32	4.48	256.00	2	4	99	241
1	1	10	33554432	50000	5	2343676.760101	22.35	10.19	772.00	1	2	372	744
1	1	10	33554432	1000000	5	2549199.551341	24.31	7.95	306.00	5	7	171	299
1	1	10	33554432	500000	10	2256521.346692	21.52	37.70	1466.00	9	123	1103	1458
1	1	10	33554432	500000	0	2031446.796408	19.37	21.60	1183.00	0	48	829	1169
1	1	10	33554432	50000	0	1973554.371423	18.82	2.70	303.00	0	1	93	261
1	1	10	33554432	100000	10	2523213.564796	24.06	3.23	247.00	2	3	26	218
1	1	10	33554432	50000	2	2465969.619254	23.52	3.36	312.00	1	2	88	268
1	1	10	33554432	100000	2	2609739.547993	24.89	2.10	142.00	2	3	4	8
1	1	10	33554432	200000	10	2591076.333109	24.71	6.54	295.00	4	6	133	279
1	1	10	33554432	1000000	1	2275105.792419	21.70	47.48	1460.00	2	270	1138	1454
1	1	10	33554432	16384	10	2100840.336134	20.04	33.70	1492.00	1	152	1144	1453
1	1	10	33554432	1000000	0	1971764.334727	18.80	20.34	1219.00	0	25	831	1207
1	1	10	33554432	10000	2	2114522.540810	20.17	38.34	1603.00	0	36	1249	1582
1	1	10	33554432	200000	1	2391200.382592	22.80	6.68	555.00	1	3	186	529
1	1	10	33554432	1000000	10	2469989.626044	23.56	14.65	409.00	10	16	242	402
1	1	10	33554432	200000	5	2513952.436020	23.97	7.74	444.00	4	6	179	405
1	1	10	33554432	100000	1	2451821.703526	23.38	12.47	963.00	2	3	497	937
1	1	10	33554432	10000	0	2060156.571899	19.65	1.16	229.00	0	1	2	194
1	1	10	33554432	10000	10	2089427.496866	19.93	34.35	1509.00	0	73	1163	1478
1	1	10	33554432	500000	1	2424007.368982	23.12	9.91	513.00	1	6	259	502
1	1	10	33554432	500000	1	2279358.132750	21.74	21.63	925.00	2	91	626	913
1	1	10	33554432	10000	5	1935733.643051	18.46	28.17	1396.00	0	60	1050	1362
1	1	10	33554432	500000	5	2343896.493531	22.35	29.86	1356.00	5	52	1010	1343
1	1	10	33554432	16384	2	2150445.142144	20.51	24.84	1363.00	0	12	951	1332
1	1	10	33554432	16384	1	2098812.072367	20.02	10.00	757.00	1	1	369	718
1	1	10	33554432	16384	0	2039983.680131	19.45	4.43	517.00	0	1	131	484
1	1	10	33554432	50000	10	2531132.935102	24.14	3.31	277.00	1	2	71	253
1	1	10	33554432	50000	5	2324716.384601	22.17	5.57	382.00	1	2	203	344
1	1	10	33554432	16384	2	2263467.632413	21.59	2.45	306.00	0	1	81	271
1	1	10	33554432	16384	5	2253571.911480	21.49	2.94	293.00	0	1	103	266
1	1	10	33554432	1000000	5	2471699.045924	23.57	10.61	474.00	5	8	238	463
1	1	10	33554432	16384	1	2101193.477895	20.04	7.50	580.00	1	1	252	542
1	1	10	33554432	1000000	10	2389029.576186	22.78	16.34	336.00	10	18	240	326
1	1	10	33554432	500000	2	2324824.475752	22.17	33.01	1439.00	2	114	1080	1427
1	1	10	33554432	200000	10	2482128.673550	23.67	6.57	302.00	4	6	115	288
1	1	10	33554432	1000000	10	2417911.891291	23.06	14.62	455.00	10	15	206	441
1	1	10	33554432	10000	2	2159733.920781	20.60	3.70	365.00	0	1	140	332
1	1	10	33554432	50000	1	2544270.303277	24.26	2.53	325.00	1	2	28	296
1	1	10	33554432	200000	2	2436884.686617	23.24	8.39	668.00	2	4	272	631
1	1	10	33554432	100000	10	2426124.508710	23.14	23.54	1211.00	2	43	817	1170
1	1	10	33554432	16384	0	2084636.230978	19.88	1.70	239.00	0	1	44	206
1	1	10	33554432	50000	5	2433326.844462	23.21	21.73	1329.00	1	2	873	1291
1	1	10	33554432	100000	5	2423302.476615	23.11	24.86	1336.00	2	21	950	1312
1	1	10	33554432	500000	2	2453144.931803	23.40	16.49	847.00	2	40	509	826
1	1	10	33554432	16384	5	2229157.378511	21.26	4.09	307.00	0	1	170	275
1	1	10	33554432	200000	1	2528061.482455	24.11	2.66	252.00	1	2	31	207
1	1	10	33554432	200000	10	2593226.492402	24.73	7.47	279.00	4	7	177	272
1	1	10	33554432	16384	10	2289377.289377	21.83	3.22	264.00	0	1	134	246
1	1	10	33554432	500000	10	2414642.391462	23.03	29.38	1225.00	9	16	822	1200
1	1	10	33554432	100000	2	2488924.286923	23.74	5.95	294.00	2	3	169	270
1	1	10	33554432	500000	0	1888360.148047	18.01	38.97	1276.00	0	197	1072	1253
1	1	10	33554432	50000	0	2074430.568809	19.78	2.62	336.00	0	1	92	295
1	1	10	33554432	1000000	2	2550630.005611	24.32	5.68	341.00	2	4	167	291
1	1	10	33554432	100000	2	2326555.302220	22.19	13.14	748.00	2	6	369	724
1	1	10	33554432	1000000	1	2414875.633905	23.03	9.21	548.00	1	4	262	536
1	1	10	33554432	10000	0	1961091.935990	18.70	22.53	1177.00	0	67	793	1156
1	1	10	33554432	50000	0	1957560.097095	18.67	18.45	1224.00	0	1	804	1186
1	1	10	33554432	16384	0	2033760.423022	19.40	14.87	1045.00	0	1	642	1008
1	1	10	33554432	50000	5	2430960.715675	23.18	4.89	308.00	1	2	163	282
1	1	10	33554432	200000	0	1990525.100522	18.98	16.75	1182.00	0	1	737	1148
1	1	10	33554432	200000	5	2445107.340212	23.32	24.85	1342.00	4	7	945	1327
1	1	10	33554432	200000	1	2512562.814070	23.96	4.17	287.00	1	2	133	275
1	1	10	33554432	500000	1	2534854.245881	24.17	2.59	250.00	1	2	19	240
1	1	10	33554432	200000	5	2534725.742675	24.17	7.11	264.00	4	6	155	238
1	1	10	33554432	500000	1	2526528.549773	24.09	2.47	216.00	1	2	22	195
1	1	10	33554432	1000000	2	2398311.588642	22.87	8.61	351.00	2	5	253	333
1	1	10	33554432	50000	5	2508906.618496	23.93	2.82	293.00	1	2	54	269
1	1	10	33554432	1000000	2	2453265.296109	23.40	4.16	242.00	2	4	74	234
1	1	10	33554432	10000	5	2262443.438914	21.58	0.33	153.00	0	1	1	5
1	1	10	33554432	200000	0	2079174.983367	19.83	2.21	284.00	0	1	69	249
1	1	10	33554432	100000	0	1933562.782784	18.44	5.28	437.00	0	1	202	399
1	1	10	33554432	200000	2	2483731.558293	23.69	6.11	307.00	2	4	180	283
1	1	10	33554432	1000000	2	2501375.756666	23.85	9.06	518.00	2	4	279	477
1	1	10	33554432	10000	1	2202740.208820	21.01	0.89	185.00	0	1	3	152
1	1	10	33554432	50000	1	2291895.856252	21.86	31.92	1294.00	1	138	873	1262
1	1	10	33554432	16384	5	2258049.948065	21.53	3.78	300.00	0	1	157	272
1	1	10	33554432	16384	10	2206628.712653	21.04	3.79	292.00	0	1	142	260
1	1	10	33554432	50000	0	2056512.976597	19.61	3.89	383.00	0	1	149	343
1	1	10	33554432	16384	0	1982396.320672	18.91	18.98	1140.00	0	14	769	1106
1	1	10	33554432	50000	1	2397161.760476	22.86	5.22	329.00	1	2	198	306
1	1	10	33554432	100000	5	2551671.344731	24.33	5.68	281.00	2	4	154	258
1	1	10	33554432	100000	10	2349072.116514	22.40	29.04	1424.00	2	60	1014	1394
1	1	10	33554432	50000	2	2512562.814070	23.96	4.22	306.00	1	2	148	279
1	1	10	33554432	10000	10	2251947.934964	21.48	0.34	145.00	0	1	1	5
1	1	10	33554432	100000	5	2550109.654715	24.32	3.11	266.00	2	3	7	243
1	1	10	33554432	1000000	5	2411265.432099	23.00	27.29	1180.00	5	55	859	1172
1	1	10	33554432	50000	0	1958863.858962	18.68	21.34	1148.00	0	83	721	1110
1	1	10	33554432	16384	10	2119721.892488	20.22	30.35	1408.00	1	127	962	1372
1	1	10	33554432	16384	2	2082552.376192	19.86	31.35	1539.00	1	38	1180	1488
1	1	10	33554432	100000	0	2006259.529733	19.13	4.31	355.00	0	1	171	320
1	1	10	33554432	10000	2	2075980.900976	19.80	6.25	402.00	0	1	230	366
1	1	10	33554432	1000000	5	2485212.982753	23.70	8.96	331.00	5	8	190	301
1	1	10	33554432	1000000	0	2005857.102740	19.13	21.81	1170.00	0	65	813	1155
1	1	10	33554432	100000	1	2407434.156676	22.96	3.13	278.00	1	2	31	258
1	1	10	33554432	10000	1	2034505.208333	19.40	27.72	1290.00	0	123	937	1258
1	1	10	33554432	500000	1	2442837.600156	23.30	6.87	323.00	1	3	207	298
1	1	10	33554432	16384	2	2097931.439601	20.01	14.04	997.00	1	2	553	962
1	1	10	33554432	200000	5	2449779.519843	23.36	22.60	1198.00	4	9	799	1176
1	1	10	33554432	1000000	1	2291160.702012	21.85	24.94	1257.00	1	32	899	1245
1	1	10	33554432	10000	0	2039068.553485	19.45	4.75	514.00	0	1	175	474
1	1	10	33554432	10000	10	2209456.473707	21.07	4.31	480.00	0	1	188	443
1	1	10	33554432	10000	2	2251745.102454	21.47	0.33	138.00	0	1	1	5
1	1	10	33554432	500000	2	2254181.506695	21.50	43.22	1182.00	2	320	944	1157
1	1	10	33554432	50000	10	2470966.147764	23.56	3.80	275.00	1	2	132	265
1	1	10	33554432	500000	0	1979414.093428	18.88	4.54	293.00	0	1	168	277
1	1	10	33554432	50000	2	2186174.631630	20.85	30.43	1351.00	1	139	989	1317
1	1	10	33554432	100000	2	2493143.854400	23.78	4.92	295.00	2	3	127	271
1	1	10	33554432	50000	2	2336776.183577	22.29	29.88	1223.00	1	119	845	1190
1	1	10	33554432	500000	2	2349734.480004	22.41	22.41	1321.00	2	6	853	1311
1	1	10	33554432	500000	0	2049936.451970	19.55	2.21	253.00	0	1	71	228
