1.0	1.0	100.0	16384.0	764759.865402	72.93	199.9	695.0	33.0	618.0	685.0	693.0
1.0	1.0	100.0	16384.0	829187.3963520001	79.08	119.68	1328.0	1.0	1268.0	1324.0	1327.0
1.0	1.0	100.0	16384.0	1062925.170068	101.37	0.87	137.0	0.0	5.0	15.0	22.0
1.0	1.0	100.0	16384.0	885624.14394	84.46	106.81667	720.0	11.33333	630.33333	674.66667	680.66667
1.0	1.0	100.0	50000.0	1124100.719424	107.2	0.38	140.0	0.0	1.0	2.0	18.0
1.0	1.0	100.0	50000.0	1252191.334836	119.42	5.3	176.0	0.0	32.0	145.0	173.0
1.0	1.0	100.0	50000.0	1185958.2542690001	113.1	0.38	140.0	0.0	1.0	2.0	36.0
1.0	1.0	100.0	50000.0	1187416.76951	113.24	2.02	152.0	0.0	11.33333	49.66667	75.66667
1.0	1.0	100.0	100000.0	1242544.7316100001	118.5	9.24	225.0	0.0	59.0	215.0	224.0
1.0	1.0	100.0	100000.0	1278772.378517	121.95	0.44	134.0	0.0	1.0	4.0	31.0
1.0	1.0	100.0	100000.0	1113089.937667	106.15	26.76	493.0	0.0	369.0	487.0	492.0
1.0	1.0	100.0	100000.0	1211469.01593	115.53333	12.14667	284.0	0.0	143.0	235.33333	249.0
1.0	1.0	100.0	200000.0	1305142.260506	124.47	0.42	137.0	0.0	2.0	2.0	5.0
1.0	1.0	100.0	200000.0	1237623.762376	118.03	1.4	142.0	0.0	2.0	46.0	80.0
1.0	1.0	100.0	200000.0	1183431.952663	112.86	30.15	579.0	0.0	403.0	542.0	578.0
1.0	1.0	100.0	200000.0	1242065.99185	118.45333	10.65667	286.0	0.0	135.66667	196.66667	221.0
1.0	1.0	100.0	500000.0	1332267.519318	127.05	10.54	275.0	0.0	86.0	237.0	273.0
1.0	1.0	100.0	500000.0	1314405.888538	125.35	11.11	270.0	0.0	70.0	237.0	266.0
1.0	1.0	100.0	500000.0	1438848.920863	137.22	0.45	135.0	0.0	2.0	3.0	10.0
1.0	1.0	100.0	500000.0	1361840.77624	129.87333	7.36667	226.66667	0.0	52.66667	159.0	183.0
1.0	1.0	500.0	16384.0	364564.345607	173.84	152.14	201.0	158.0	191.0	199.0	200.0
1.0	1.0	500.0	16384.0	324149.10859	154.57	173.43	463.0	157.0	449.0	461.0	462.0
1.0	1.0	500.0	16384.0	365230.09496	174.16	148.93	188.0	155.0	181.0	184.0	187.0
1.0	1.0	500.0	16384.0	351314.51639	167.52333	158.16667	284.0	156.66667	273.66667	281.33333	283.0
1.0	1.0	500.0	50000.0	509943.90617	243.16	85.64	137.0	100.0	120.0	121.0	123.0
1.0	1.0	500.0	50000.0	488281.25	232.83	111.66	175.0	109.0	156.0	167.0	171.0
1.0	1.0	500.0	50000.0	449640.28777	214.41	104.41	357.0	105.0	343.0	354.0	356.0
1.0	1.0	500.0	50000.0	482621.81465	230.13333	100.57	223.0	104.66667	206.33333	214.0	216.66667
1.0	1.0	500.0	100000.0	609013.398295	290.4	42.97	137.0	36.0	99.0	103.0	113.0
1.0	1.0	500.0	100000.0	539665.407447	257.33	55.1	264.0	58.0	255.0	263.0	264.0
1.0	1.0	500.0	100000.0	621118.012422	296.17	12.39	134.0	2.0	45.0	53.0	58.0
1.0	1.0	500.0	100000.0	589932.27272	281.3	36.82	178.33333	32.0	133.0	139.66667	145.0
1.0	1.0	500.0	200000.0	606796.116505	289.34	12.82	164.0	1.0	91.0	136.0	162.0
1.0	1.0	500.0	200000.0	635727.908455	303.14	3.49	137.0	1.0	9.0	55.0	57.0
1.0	1.0	500.0	200000.0	379650.721336	181.03	125.57	1172.0	55.0	1121.0	1161.0	1167.0
1.0	1.0	500.0	200000.0	540724.91543	257.83667	47.29333	491.0	19.0	407.0	450.66667	462.0
1.0	1.0	500.0	500000.0	678426.05156	323.5	1.83	137.0	1.0	6.0	8.0	8.0
1.0	1.0	500.0	500000.0	654022.2367560001	311.86	2.03	136.0	1.0	10.0	12.0	13.0
1.0	1.0	500.0	500000.0	634115.409004	302.37	7.17	136.0	3.0	24.0	25.0	25.0
1.0	1.0	500.0	500000.0	655521.23244	312.57667	3.67667	136.33333	1.66667	13.33333	15.0	15.33333
1.0	1.0	1000.0	16384.0	162654.52179600002	155.12	182.15	525.0	159.0	451.0	509.0	523.0
1.0	1.0	1000.0	16384.0	183217.295713	174.73	156.47	323.0	153.0	311.0	318.0	322.0
1.0	1.0	1000.0	16384.0	182949.14013900002	174.47	157.24	228.0	159.0	192.0	216.0	226.0
1.0	1.0	1000.0	16384.0	176273.65255	168.10667	165.28667	358.66667	157.0	318.0	347.66667	357.0
1.0	1.0	1000.0	50000.0	256410.25641	244.53	108.65	284.0	95.0	251.0	272.0	283.0
1.0	1.0	1000.0	50000.0	241429.26122600003	230.24	111.54	411.0	95.0	351.0	403.0	411.0
1.0	1.0	1000.0	50000.0	290528.76234699995	277.07	87.6	143.0	90.0	105.0	116.0	120.0
1.0	1.0	1000.0	50000.0	262789.42666	250.61333	102.59667	279.33333	93.33333	235.66667	263.66667	271.33333
1.0	1.0	1000.0	100000.0	276090.557703	263.3	93.93	321.0	85.0	282.0	311.0	321.0
1.0	1.0	1000.0	100000.0	267379.679144	254.99	90.2	362.0	82.0	317.0	359.0	361.0
1.0	1.0	1000.0	100000.0	339443.312967	323.72	68.48	134.0	75.0	88.0	94.0	99.0
1.0	1.0	1000.0	100000.0	294304.5166	280.67	84.20333	272.33333	80.66667	229.0	254.66667	260.33333
1.0	1.0	1000.0	200000.0	286697.247706	273.42	71.03	186.0	67.0	170.0	176.0	185.0
1.0	1.0	1000.0	200000.0	83766.124979	79.89	348.1	1501.0	320.0	1411.0	1471.0	1499.0
1.0	1.0	1000.0	200000.0	92097.992264	87.83	332.98	1989.0	225.0	1891.0	1970.0	1988.0
1.0	1.0	1000.0	200000.0	154187.12165	147.04667	250.70333	1225.33333	204.0	1157.33333	1205.66667	1224.0
1.0	1.0	1000.0	500000.0	129265.770424	123.28	221.73	584.0	231.0	466.0	568.0	582.0
1.0	1.0	1000.0	500000.0	65910.888479	62.86	473.11	5250.0	144.0	5193.0	5240.0	5249.0
